State/territory,SA3 code,SA3 name,Age group,Participants,Population,Participation (%),Year
NSW,10101,Goulburn - Yass,20–24,835,"1,750",47.7,2014-2015
NSW,10101,Goulburn - Yass,25–29,880,"1,757",50.1,2014-2015
NSW,10101,Goulburn - Yass,30–34,967,"1,851",52.2,2014-2015
NSW,10101,Goulburn - Yass,35–39,"1,034","2,074",49.8,2014-2015
NSW,10101,Goulburn - Yass,40–44,"1,187","2,292",51.8,2014-2015
NSW,10101,Goulburn - Yass,45–49,"1,111","1,979",56.2,2014-2015
NSW,10101,Goulburn - Yass,50–54,"1,151","2,091",55.0,2014-2015
NSW,10101,Goulburn - Yass,55–59,978,"1,821",53.7,2014-2015
NSW,10101,Goulburn - Yass,60–64,840,"1,773",47.4,2014-2015
NSW,10101,Goulburn - Yass,65–69,748,"1,534",48.8,2014-2015
NSW,10102,Queanbeyan,20–24,852,"1,769",48.2,2014-2015
NSW,10102,Queanbeyan,25–29,971,"1,771",54.8,2014-2015
NSW,10102,Queanbeyan,30–34,"1,066","2,043",52.2,2014-2015
NSW,10102,Queanbeyan,35–39,"1,103","1,811",60.9,2014-2015
NSW,10102,Queanbeyan,40–44,"1,191","2,081",57.3,2014-2015
NSW,10102,Queanbeyan,45–49,"1,192","1,871",63.7,2014-2015
NSW,10102,Queanbeyan,50–54,"1,015","1,765",57.5,2014-2015
NSW,10102,Queanbeyan,55–59,824,"1,416",58.2,2014-2015
NSW,10102,Queanbeyan,60–64,625,"1,106",56.5,2014-2015
NSW,10102,Queanbeyan,65–69,427,806,53.0,2014-2015
NSW,10103,Snowy Mountains,20–24,182,419,43.4,2014-2015
NSW,10103,Snowy Mountains,25–29,271,382,70.9,2014-2015
NSW,10103,Snowy Mountains,30–34,273,468,58.4,2014-2015
NSW,10103,Snowy Mountains,35–39,257,459,56.1,2014-2015
NSW,10103,Snowy Mountains,40–44,374,648,57.7,2014-2015
NSW,10103,Snowy Mountains,45–49,380,608,62.5,2014-2015
NSW,10103,Snowy Mountains,50–54,355,593,59.8,2014-2015
NSW,10103,Snowy Mountains,55–59,296,528,56.1,2014-2015
NSW,10103,Snowy Mountains,60–64,249,454,54.9,2014-2015
NSW,10103,Snowy Mountains,65–69,187,410,45.6,2014-2015
NSW,10104,South Coast,20–24,774,"1,222",63.4,2014-2015
NSW,10104,South Coast,25–29,762,"1,216",62.6,2014-2015
NSW,10104,South Coast,30–34,824,"1,498",55.0,2014-2015
NSW,10104,South Coast,35–39,914,"1,577",58.0,2014-2015
NSW,10104,South Coast,40–44,"1,185","1,874",63.2,2014-2015
NSW,10104,South Coast,45–49,"1,187","1,804",65.8,2014-2015
NSW,10104,South Coast,50–54,"1,441","2,319",62.1,2014-2015
NSW,10104,South Coast,55–59,"1,563","2,500",62.5,2014-2015
NSW,10104,South Coast,60–64,"1,470","2,291",64.2,2014-2015
NSW,10104,South Coast,65–69,"1,230","2,196",56.0,2014-2015
NSW,10201,Gosford,20–24,"2,349","4,825",48.7,2014-2015
NSW,10201,Gosford,25–29,"2,548","4,575",55.7,2014-2015
NSW,10201,Gosford,30–34,"2,722","4,835",56.3,2014-2015
NSW,10201,Gosford,35–39,"2,825","4,888",57.8,2014-2015
NSW,10201,Gosford,40–44,"3,352","5,471",61.3,2014-2015
NSW,10201,Gosford,45–49,"3,036","5,074",59.8,2014-2015
NSW,10201,Gosford,50–54,"3,191","5,159",61.9,2014-2015
NSW,10201,Gosford,55–59,"2,790","4,482",62.2,2014-2015
NSW,10201,Gosford,60–64,"2,427","4,061",59.8,2014-2015
NSW,10201,Gosford,65–69,"2,001","3,832",52.2,2014-2015
NSW,10202,Wyong,20–24,"2,334","4,603",50.7,2014-2015
NSW,10202,Wyong,25–29,"2,485","4,614",53.9,2014-2015
NSW,10202,Wyong,30–34,"2,656","4,583",58.0,2014-2015
NSW,10202,Wyong,35–39,"2,572","4,419",58.2,2014-2015
NSW,10202,Wyong,40–44,"2,669","4,963",53.8,2014-2015
NSW,10202,Wyong,45–49,"2,376","4,302",55.2,2014-2015
NSW,10202,Wyong,50–54,"2,507","4,308",58.2,2014-2015
NSW,10202,Wyong,55–59,"2,235","4,035",55.4,2014-2015
NSW,10202,Wyong,60–64,"1,813","3,495",51.9,2014-2015
NSW,10202,Wyong,65–69,"1,671","3,462",48.3,2014-2015
NSW,10301,Bathurst,20–24,761,"1,918",39.7,2014-2015
NSW,10301,Bathurst,25–29,754,"1,406",53.6,2014-2015
NSW,10301,Bathurst,30–34,756,"1,269",59.6,2014-2015
NSW,10301,Bathurst,35–39,706,"1,251",56.4,2014-2015
NSW,10301,Bathurst,40–44,812,"1,471",55.2,2014-2015
NSW,10301,Bathurst,45–49,760,"1,262",60.2,2014-2015
NSW,10301,Bathurst,50–54,754,"1,239",60.8,2014-2015
NSW,10301,Bathurst,55–59,694,"1,095",63.4,2014-2015
NSW,10301,Bathurst,60–64,598,979,61.1,2014-2015
NSW,10301,Bathurst,65–69,482,847,56.9,2014-2015
NSW,10302,Lachlan Valley,20–24,708,"1,384",51.2,2014-2015
NSW,10302,Lachlan Valley,25–29,808,"1,409",57.3,2014-2015
NSW,10302,Lachlan Valley,30–34,823,"1,485",55.4,2014-2015
NSW,10302,Lachlan Valley,35–39,752,"1,426",52.8,2014-2015
NSW,10302,Lachlan Valley,40–44,835,"1,594",52.4,2014-2015
NSW,10302,Lachlan Valley,45–49,776,"1,522",51.0,2014-2015
NSW,10302,Lachlan Valley,50–54,817,"1,519",53.8,2014-2015
NSW,10302,Lachlan Valley,55–59,725,"1,428",50.8,2014-2015
NSW,10302,Lachlan Valley,60–64,658,"1,279",51.4,2014-2015
NSW,10302,Lachlan Valley,65–69,555,"1,168",47.5,2014-2015
NSW,10303,Lithgow - Mudgee,20–24,558,"1,218",45.8,2014-2015
NSW,10303,Lithgow - Mudgee,25–29,636,"1,196",53.2,2014-2015
NSW,10303,Lithgow - Mudgee,30–34,672,"1,170",57.5,2014-2015
NSW,10303,Lithgow - Mudgee,35–39,640,"1,230",52.0,2014-2015
NSW,10303,Lithgow - Mudgee,40–44,711,"1,363",52.2,2014-2015
NSW,10303,Lithgow - Mudgee,45–49,706,"1,313",53.8,2014-2015
NSW,10303,Lithgow - Mudgee,50–54,774,"1,350",57.3,2014-2015
NSW,10303,Lithgow - Mudgee,55–59,634,"1,192",53.2,2014-2015
NSW,10303,Lithgow - Mudgee,60–64,554,"1,088",50.9,2014-2015
NSW,10303,Lithgow - Mudgee,65–69,458,"1,034",44.3,2014-2015
NSW,10304,Orange,20–24,820,"1,763",46.5,2014-2015
NSW,10304,Orange,25–29,969,"1,924",50.4,2014-2015
NSW,10304,Orange,30–34,998,"1,949",51.2,2014-2015
NSW,10304,Orange,35–39,949,"1,677",56.6,2014-2015
NSW,10304,Orange,40–44,"1,053","1,799",58.5,2014-2015
NSW,10304,Orange,45–49,848,"1,503",56.4,2014-2015
NSW,10304,Orange,50–54,819,"1,548",52.9,2014-2015
NSW,10304,Orange,55–59,712,"1,359",52.4,2014-2015
NSW,10304,Orange,60–64,644,"1,165",55.3,2014-2015
NSW,10304,Orange,65–69,464,"1,020",45.5,2014-2015
NSW,10401,Clarence Valley,20–24,593,"1,143",51.9,2014-2015
NSW,10401,Clarence Valley,25–29,609,997,61.1,2014-2015
NSW,10401,Clarence Valley,30–34,592,"1,145",51.7,2014-2015
NSW,10401,Clarence Valley,35–39,650,"1,119",58.1,2014-2015
NSW,10401,Clarence Valley,40–44,789,"1,464",53.9,2014-2015
NSW,10401,Clarence Valley,45–49,786,"1,361",57.7,2014-2015
NSW,10401,Clarence Valley,50–54,869,"1,593",54.5,2014-2015
NSW,10401,Clarence Valley,55–59,870,"1,583",55.0,2014-2015
NSW,10401,Clarence Valley,60–64,788,"1,378",57.1,2014-2015
NSW,10401,Clarence Valley,65–69,648,"1,312",49.4,2014-2015
NSW,10402,Coffs Harbour,20–24,"1,113","2,191",50.8,2014-2015
NSW,10402,Coffs Harbour,25–29,"1,279","2,108",60.7,2014-2015
NSW,10402,Coffs Harbour,30–34,"1,355","2,131",63.6,2014-2015
NSW,10402,Coffs Harbour,35–39,"1,314","2,180",60.3,2014-2015
NSW,10402,Coffs Harbour,40–44,"1,487","2,656",56.0,2014-2015
NSW,10402,Coffs Harbour,45–49,"1,498","2,563",58.5,2014-2015
NSW,10402,Coffs Harbour,50–54,"1,626","2,624",62.0,2014-2015
NSW,10402,Coffs Harbour,55–59,"1,643","2,600",63.2,2014-2015
NSW,10402,Coffs Harbour,60–64,"1,380","2,234",61.8,2014-2015
NSW,10402,Coffs Harbour,65–69,"1,002","1,848",54.2,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,20–24,290,786,36.9,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,25–29,400,811,49.3,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,30–34,362,734,49.3,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,35–39,335,776,43.1,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,40–44,327,768,42.6,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,45–49,329,670,49.1,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,50–54,347,704,49.2,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,55–59,295,617,47.8,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,60–64,240,499,48.2,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,65–69,190,414,45.9,2014-2015
NSW,10502,Broken Hill and Far West,20–24,361,641,56.3,2014-2015
NSW,10502,Broken Hill and Far West,25–29,415,597,69.5,2014-2015
NSW,10502,Broken Hill and Far West,30–34,409,637,64.2,2014-2015
NSW,10502,Broken Hill and Far West,35–39,306,475,64.3,2014-2015
NSW,10502,Broken Hill and Far West,40–44,366,616,59.3,2014-2015
NSW,10502,Broken Hill and Far West,45–49,371,613,60.6,2014-2015
NSW,10502,Broken Hill and Far West,50–54,424,634,66.8,2014-2015
NSW,10502,Broken Hill and Far West,55–59,398,599,66.4,2014-2015
NSW,10502,Broken Hill and Far West,60–64,348,508,68.5,2014-2015
NSW,10502,Broken Hill and Far West,65–69,257,472,54.5,2014-2015
NSW,10503,Dubbo,20–24,949,"2,087",45.5,2014-2015
NSW,10503,Dubbo,25–29,"1,152","2,194",52.5,2014-2015
NSW,10503,Dubbo,30–34,"1,097","2,067",53.0,2014-2015
NSW,10503,Dubbo,35–39,"1,048","2,016",52.0,2014-2015
NSW,10503,Dubbo,40–44,"1,042","2,065",50.5,2014-2015
NSW,10503,Dubbo,45–49,"1,062","1,949",54.5,2014-2015
NSW,10503,Dubbo,50–54,"1,076","1,995",53.9,2014-2015
NSW,10503,Dubbo,55–59,971,"1,802",53.9,2014-2015
NSW,10503,Dubbo,60–64,786,"1,492",52.7,2014-2015
NSW,10503,Dubbo,65–69,619,"1,359",45.5,2014-2015
NSW,10601,Lower Hunter,20–24,"1,338","2,704",49.5,2014-2015
NSW,10601,Lower Hunter,25–29,"1,504","2,880",52.2,2014-2015
NSW,10601,Lower Hunter,30–34,"1,538","2,853",53.9,2014-2015
NSW,10601,Lower Hunter,35–39,"1,392","2,587",53.8,2014-2015
NSW,10601,Lower Hunter,40–44,"1,461","2,685",54.4,2014-2015
NSW,10601,Lower Hunter,45–49,"1,262","2,412",52.3,2014-2015
NSW,10601,Lower Hunter,50–54,"1,257","2,373",53.0,2014-2015
NSW,10601,Lower Hunter,55–59,"1,122","2,196",51.1,2014-2015
NSW,10601,Lower Hunter,60–64,878,"1,838",47.8,2014-2015
NSW,10601,Lower Hunter,65–69,636,"1,507",42.2,2014-2015
NSW,10602,Maitland,20–24,"1,300","2,343",55.5,2014-2015
NSW,10602,Maitland,25–29,"1,393","2,251",61.9,2014-2015
NSW,10602,Maitland,30–34,"1,427","2,345",60.9,2014-2015
NSW,10602,Maitland,35–39,"1,358","2,361",57.5,2014-2015
NSW,10602,Maitland,40–44,"1,330","2,340",56.9,2014-2015
NSW,10602,Maitland,45–49,"1,183","1,998",59.2,2014-2015
NSW,10602,Maitland,50–54,"1,158","1,900",61.0,2014-2015
NSW,10602,Maitland,55–59,980,"1,700",57.6,2014-2015
NSW,10602,Maitland,60–64,785,"1,439",54.6,2014-2015
NSW,10602,Maitland,65–69,584,"1,266",46.2,2014-2015
NSW,10603,Port Stephens,20–24,"1,075","1,886",57.0,2014-2015
NSW,10603,Port Stephens,25–29,"1,040","1,707",61.0,2014-2015
NSW,10603,Port Stephens,30–34,"1,103","1,888",58.4,2014-2015
NSW,10603,Port Stephens,35–39,"1,083","1,872",57.9,2014-2015
NSW,10603,Port Stephens,40–44,"1,297","2,191",59.2,2014-2015
NSW,10603,Port Stephens,45–49,"1,157","2,051",56.4,2014-2015
NSW,10603,Port Stephens,50–54,"1,218","2,038",59.8,2014-2015
NSW,10603,Port Stephens,55–59,"1,112","1,868",59.6,2014-2015
NSW,10603,Port Stephens,60–64,"1,123","1,861",60.3,2014-2015
NSW,10603,Port Stephens,65–69,"1,014","1,917",52.9,2014-2015
NSW,10604,Upper Hunter,20–24,493,967,51.0,2014-2015
NSW,10604,Upper Hunter,25–29,605,"1,062",56.9,2014-2015
NSW,10604,Upper Hunter,30–34,614,"1,027",59.7,2014-2015
NSW,10604,Upper Hunter,35–39,513,966,53.1,2014-2015
NSW,10604,Upper Hunter,40–44,556,938,59.3,2014-2015
NSW,10604,Upper Hunter,45–49,503,858,58.6,2014-2015
NSW,10604,Upper Hunter,50–54,450,783,57.5,2014-2015
NSW,10604,Upper Hunter,55–59,408,759,53.8,2014-2015
NSW,10604,Upper Hunter,60–64,288,526,54.7,2014-2015
NSW,10604,Upper Hunter,65–69,232,492,47.2,2014-2015
NSW,10701,Dapto - Port Kembla,20–24,990,"2,457",40.3,2014-2015
NSW,10701,Dapto - Port Kembla,25–29,"1,200","2,277",52.7,2014-2015
NSW,10701,Dapto - Port Kembla,30–34,"1,237","2,306",53.6,2014-2015
NSW,10701,Dapto - Port Kembla,35–39,"1,207","2,154",56.0,2014-2015
NSW,10701,Dapto - Port Kembla,40–44,"1,199","2,341",51.2,2014-2015
NSW,10701,Dapto - Port Kembla,45–49,"1,133","2,102",53.9,2014-2015
NSW,10701,Dapto - Port Kembla,50–54,"1,154","2,233",51.7,2014-2015
NSW,10701,Dapto - Port Kembla,55–59,"1,027","1,828",56.2,2014-2015
NSW,10701,Dapto - Port Kembla,60–64,852,"1,618",52.7,2014-2015
NSW,10701,Dapto - Port Kembla,65–69,665,"1,393",47.7,2014-2015
NSW,10702,Illawarra Catchment Reserve,20–24,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,25–29,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,30–34,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,35–39,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,40–44,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,45–49,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,10703,Kiama - Shellharbour,20–24,"1,278","2,744",46.6,2014-2015
NSW,10703,Kiama - Shellharbour,25–29,"1,419","2,510",56.5,2014-2015
NSW,10703,Kiama - Shellharbour,30–34,"1,466","2,470",59.4,2014-2015
NSW,10703,Kiama - Shellharbour,35–39,"1,459","2,619",55.7,2014-2015
NSW,10703,Kiama - Shellharbour,40–44,"1,686","2,856",59.1,2014-2015
NSW,10703,Kiama - Shellharbour,45–49,"1,430","2,581",55.4,2014-2015
NSW,10703,Kiama - Shellharbour,50–54,"1,562","2,671",58.5,2014-2015
NSW,10703,Kiama - Shellharbour,55–59,"1,412","2,464",57.3,2014-2015
NSW,10703,Kiama - Shellharbour,60–64,"1,200","2,073",57.9,2014-2015
NSW,10703,Kiama - Shellharbour,65–69,874,"1,692",51.7,2014-2015
NSW,10704,Wollongong,20–24,"2,373","5,478",43.3,2014-2015
NSW,10704,Wollongong,25–29,"2,202","4,642",47.4,2014-2015
NSW,10704,Wollongong,30–34,"2,566","4,204",61.0,2014-2015
NSW,10704,Wollongong,35–39,"2,430","4,071",59.7,2014-2015
NSW,10704,Wollongong,40–44,"2,662","4,103",64.9,2014-2015
NSW,10704,Wollongong,45–49,"2,343","3,429",68.3,2014-2015
NSW,10704,Wollongong,50–54,"2,299","3,416",67.3,2014-2015
NSW,10704,Wollongong,55–59,"1,978","3,144",62.9,2014-2015
NSW,10704,Wollongong,60–64,"1,582","2,669",59.3,2014-2015
NSW,10704,Wollongong,65–69,"1,206","2,235",53.9,2014-2015
NSW,10801,Great Lakes,20–24,303,566,53.6,2014-2015
NSW,10801,Great Lakes,25–29,303,532,56.8,2014-2015
NSW,10801,Great Lakes,30–34,290,559,51.9,2014-2015
NSW,10801,Great Lakes,35–39,355,625,56.8,2014-2015
NSW,10801,Great Lakes,40–44,464,868,53.5,2014-2015
NSW,10801,Great Lakes,45–49,419,803,52.1,2014-2015
NSW,10801,Great Lakes,50–54,504,908,55.5,2014-2015
NSW,10801,Great Lakes,55–59,531,967,54.9,2014-2015
NSW,10801,Great Lakes,60–64,497,977,50.9,2014-2015
NSW,10801,Great Lakes,65–69,465,"1,070",43.5,2014-2015
NSW,10802,Kempsey - Nambucca,20–24,512,989,51.8,2014-2015
NSW,10802,Kempsey - Nambucca,25–29,501,"1,034",48.4,2014-2015
NSW,10802,Kempsey - Nambucca,30–34,572,"1,043",54.9,2014-2015
NSW,10802,Kempsey - Nambucca,35–39,568,"1,148",49.4,2014-2015
NSW,10802,Kempsey - Nambucca,40–44,703,"1,262",55.7,2014-2015
NSW,10802,Kempsey - Nambucca,45–49,690,"1,301",53.0,2014-2015
NSW,10802,Kempsey - Nambucca,50–54,820,"1,534",53.4,2014-2015
NSW,10802,Kempsey - Nambucca,55–59,859,"1,581",54.4,2014-2015
NSW,10802,Kempsey - Nambucca,60–64,759,"1,364",55.7,2014-2015
NSW,10802,Kempsey - Nambucca,65–69,649,"1,257",51.6,2014-2015
NSW,10803,Lord Howe Island,20–24,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,25–29,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,30–34,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,35–39,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,40–44,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,45–49,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,10804,Port Macquarie,20–24,965,"1,585",60.9,2014-2015
NSW,10804,Port Macquarie,25–29,982,"1,504",65.3,2014-2015
NSW,10804,Port Macquarie,30–34,"1,115","1,757",63.5,2014-2015
NSW,10804,Port Macquarie,35–39,"1,171","1,884",62.2,2014-2015
NSW,10804,Port Macquarie,40–44,"1,495","2,349",63.6,2014-2015
NSW,10804,Port Macquarie,45–49,"1,434","2,158",66.5,2014-2015
NSW,10804,Port Macquarie,50–54,"1,494","2,319",64.4,2014-2015
NSW,10804,Port Macquarie,55–59,"1,400","2,199",63.7,2014-2015
NSW,10804,Port Macquarie,60–64,"1,284","2,051",62.6,2014-2015
NSW,10804,Port Macquarie,65–69,"1,168","2,072",56.4,2014-2015
NSW,10805,Taree - Gloucester,20–24,592,"1,060",55.9,2014-2015
NSW,10805,Taree - Gloucester,25–29,578,"1,078",53.6,2014-2015
NSW,10805,Taree - Gloucester,30–34,628,"1,172",53.6,2014-2015
NSW,10805,Taree - Gloucester,35–39,641,"1,267",50.6,2014-2015
NSW,10805,Taree - Gloucester,40–44,811,"1,443",56.2,2014-2015
NSW,10805,Taree - Gloucester,45–49,774,"1,335",58.0,2014-2015
NSW,10805,Taree - Gloucester,50–54,921,"1,639",56.2,2014-2015
NSW,10805,Taree - Gloucester,55–59,933,"1,681",55.5,2014-2015
NSW,10805,Taree - Gloucester,60–64,848,"1,563",54.3,2014-2015
NSW,10805,Taree - Gloucester,65–69,785,"1,481",53.0,2014-2015
NSW,10901,Albury,20–24,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,25–29,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,30–34,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,35–39,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,40–44,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,45–49,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,10901,Albury,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,10902,Lower Murray,20–24,181,304,59.6,2014-2015
NSW,10902,Lower Murray,25–29,153,305,50.4,2014-2015
NSW,10902,Lower Murray,30–34,191,321,59.4,2014-2015
NSW,10902,Lower Murray,35–39,180,331,54.4,2014-2015
NSW,10902,Lower Murray,40–44,209,359,58.3,2014-2015
NSW,10902,Lower Murray,45–49,227,374,60.7,2014-2015
NSW,10902,Lower Murray,50–54,224,439,51.0,2014-2015
NSW,10902,Lower Murray,55–59,215,345,62.2,2014-2015
NSW,10902,Lower Murray,60–64,174,286,60.9,2014-2015
NSW,10902,Lower Murray,65–69,143,239,59.6,2014-2015
NSW,10903,Upper Murray exc. Albury,20–24,655,879,74.5,2014-2015
NSW,10903,Upper Murray exc. Albury,25–29,648,865,74.8,2014-2015
NSW,10903,Upper Murray exc. Albury,30–34,680,976,69.7,2014-2015
NSW,10903,Upper Murray exc. Albury,35–39,748,951,78.6,2014-2015
NSW,10903,Upper Murray exc. Albury,40–44,874,"1,076",81.2,2014-2015
NSW,10903,Upper Murray exc. Albury,45–49,872,"1,138",76.6,2014-2015
NSW,10903,Upper Murray exc. Albury,50–54,936,"1,192",78.6,2014-2015
NSW,10903,Upper Murray exc. Albury,55–59,890,"1,087",81.9,2014-2015
NSW,10903,Upper Murray exc. Albury,60–64,810,"1,194",67.9,2014-2015
NSW,10903,Upper Murray exc. Albury,65–69,691,"1,054",65.6,2014-2015
NSW,11001,Armidale,20–24,731,"1,852",39.5,2014-2015
NSW,11001,Armidale,25–29,595,"1,105",53.8,2014-2015
NSW,11001,Armidale,30–34,599,936,64.0,2014-2015
NSW,11001,Armidale,35–39,523,903,57.9,2014-2015
NSW,11001,Armidale,40–44,683,"1,088",62.8,2014-2015
NSW,11001,Armidale,45–49,675,"1,025",65.9,2014-2015
NSW,11001,Armidale,50–54,766,"1,045",73.4,2014-2015
NSW,11001,Armidale,55–59,683,963,70.9,2014-2015
NSW,11001,Armidale,60–64,577,855,67.5,2014-2015
NSW,11001,Armidale,65–69,445,726,61.3,2014-2015
NSW,11002,Inverell - Tenterfield,20–24,503,898,56.1,2014-2015
NSW,11002,Inverell - Tenterfield,25–29,475,826,57.5,2014-2015
NSW,11002,Inverell - Tenterfield,30–34,556,"1,030",53.9,2014-2015
NSW,11002,Inverell - Tenterfield,35–39,566,971,58.3,2014-2015
NSW,11002,Inverell - Tenterfield,40–44,693,"1,085",63.8,2014-2015
NSW,11002,Inverell - Tenterfield,45–49,622,986,63.1,2014-2015
NSW,11002,Inverell - Tenterfield,50–54,681,"1,136",59.9,2014-2015
NSW,11002,Inverell - Tenterfield,55–59,594,"1,129",52.6,2014-2015
NSW,11002,Inverell - Tenterfield,60–64,525,"1,012",51.9,2014-2015
NSW,11002,Inverell - Tenterfield,65–69,505,979,51.5,2014-2015
NSW,11003,Moree - Narrabri,20–24,339,816,41.5,2014-2015
NSW,11003,Moree - Narrabri,25–29,447,887,50.4,2014-2015
NSW,11003,Moree - Narrabri,30–34,411,827,49.7,2014-2015
NSW,11003,Moree - Narrabri,35–39,390,783,49.8,2014-2015
NSW,11003,Moree - Narrabri,40–44,387,740,52.3,2014-2015
NSW,11003,Moree - Narrabri,45–49,344,704,48.9,2014-2015
NSW,11003,Moree - Narrabri,50–54,399,751,53.0,2014-2015
NSW,11003,Moree - Narrabri,55–59,317,640,49.5,2014-2015
NSW,11003,Moree - Narrabri,60–64,262,500,52.4,2014-2015
NSW,11003,Moree - Narrabri,65–69,199,442,44.9,2014-2015
NSW,11004,Tamworth - Gunnedah,20–24,"1,210","2,335",51.8,2014-2015
NSW,11004,Tamworth - Gunnedah,25–29,"1,394","2,416",57.7,2014-2015
NSW,11004,Tamworth - Gunnedah,30–34,"1,402","2,401",58.4,2014-2015
NSW,11004,Tamworth - Gunnedah,35–39,"1,301","2,124",61.2,2014-2015
NSW,11004,Tamworth - Gunnedah,40–44,"1,398","2,485",56.2,2014-2015
NSW,11004,Tamworth - Gunnedah,45–49,"1,244","2,186",56.9,2014-2015
NSW,11004,Tamworth - Gunnedah,50–54,"1,322","2,312",57.2,2014-2015
NSW,11004,Tamworth - Gunnedah,55–59,"1,169","2,070",56.5,2014-2015
NSW,11004,Tamworth - Gunnedah,60–64,957,"1,754",54.6,2014-2015
NSW,11004,Tamworth - Gunnedah,65–69,833,"1,613",51.7,2014-2015
NSW,11101,Lake Macquarie - East,20–24,"1,916","3,705",51.7,2014-2015
NSW,11101,Lake Macquarie - East,25–29,"2,184","3,382",64.6,2014-2015
NSW,11101,Lake Macquarie - East,30–34,"2,397","3,696",64.9,2014-2015
NSW,11101,Lake Macquarie - East,35–39,"2,321","3,628",64.0,2014-2015
NSW,11101,Lake Macquarie - East,40–44,"2,562","3,996",64.1,2014-2015
NSW,11101,Lake Macquarie - East,45–49,"2,338","3,522",66.4,2014-2015
NSW,11101,Lake Macquarie - East,50–54,"2,304","3,590",64.2,2014-2015
NSW,11101,Lake Macquarie - East,55–59,"2,090","3,275",63.8,2014-2015
NSW,11101,Lake Macquarie - East,60–64,"1,741","2,832",61.5,2014-2015
NSW,11101,Lake Macquarie - East,65–69,"1,462","2,552",57.3,2014-2015
NSW,11102,Lake Macquarie - West,20–24,"1,061","2,267",46.8,2014-2015
NSW,11102,Lake Macquarie - West,25–29,"1,222","2,119",57.7,2014-2015
NSW,11102,Lake Macquarie - West,30–34,"1,247","2,064",60.4,2014-2015
NSW,11102,Lake Macquarie - West,35–39,"1,227","2,103",58.3,2014-2015
NSW,11102,Lake Macquarie - West,40–44,"1,308","2,247",58.2,2014-2015
NSW,11102,Lake Macquarie - West,45–49,"1,149","1,974",58.2,2014-2015
NSW,11102,Lake Macquarie - West,50–54,"1,271","2,111",60.2,2014-2015
NSW,11102,Lake Macquarie - West,55–59,"1,079","2,037",53.0,2014-2015
NSW,11102,Lake Macquarie - West,60–64,"1,071","1,851",57.8,2014-2015
NSW,11102,Lake Macquarie - West,65–69,875,"1,714",51.0,2014-2015
NSW,11103,Newcastle,20–24,"3,575","7,264",49.2,2014-2015
NSW,11103,Newcastle,25–29,"3,924","6,715",58.4,2014-2015
NSW,11103,Newcastle,30–34,"3,814","5,937",64.2,2014-2015
NSW,11103,Newcastle,35–39,"3,339","4,927",67.8,2014-2015
NSW,11103,Newcastle,40–44,"3,324","5,116",65.0,2014-2015
