State/territory,SA3 code,SA3 name,Age group,Participants,Population,Participation (%),Year
Tas,60301,Central Highlands (Tas),60–64,n.p.,n.p.,n.p.,2015-2016
Tas,60301,Central Highlands (Tas),65–69,n.p.,n.p.,n.p.,2015-2016
Tas,60302,Huon - Bruny Island,20–24,206,391,52.6,2015-2016
Tas,60302,Huon - Bruny Island,25–29,234,409,57.2,2015-2016
Tas,60302,Huon - Bruny Island,30–34,288,478,60.2,2015-2016
Tas,60302,Huon - Bruny Island,35–39,303,544,55.7,2015-2016
Tas,60302,Huon - Bruny Island,40–44,360,600,60.0,2015-2016
Tas,60302,Huon - Bruny Island,45–49,394,656,60.0,2015-2016
Tas,60302,Huon - Bruny Island,50–54,375,640,58.7,2015-2016
Tas,60302,Huon - Bruny Island,55–59,367,632,58.2,2015-2016
Tas,60302,Huon - Bruny Island,60–64,323,574,56.3,2015-2016
Tas,60302,Huon - Bruny Island,65–69,259,519,49.8,2015-2016
Tas,60303,South East Coast,20–24,n.p.,n.p.,n.p.,2015-2016
Tas,60303,South East Coast,25–29,n.p.,n.p.,n.p.,2015-2016
Tas,60303,South East Coast,30–34,70,126,55.3,2015-2016
Tas,60303,South East Coast,35–39,77,136,56.8,2015-2016
Tas,60303,South East Coast,40–44,90,159,56.9,2015-2016
Tas,60303,South East Coast,45–49,103,180,57.5,2015-2016
Tas,60303,South East Coast,50–54,116,198,58.3,2015-2016
Tas,60303,South East Coast,55–59,119,270,44.3,2015-2016
Tas,60303,South East Coast,60–64,150,254,58.9,2015-2016
Tas,60303,South East Coast,65–69,127,256,49.7,2015-2016
Tas,60401,Burnie - Ulverstone,20–24,697,"1,384",50.3,2015-2016
Tas,60401,Burnie - Ulverstone,25–29,707,"1,328",53.2,2015-2016
Tas,60401,Burnie - Ulverstone,30–34,727,"1,317",55.2,2015-2016
Tas,60401,Burnie - Ulverstone,35–39,676,"1,275",53.0,2015-2016
Tas,60401,Burnie - Ulverstone,40–44,768,"1,368",56.1,2015-2016
Tas,60401,Burnie - Ulverstone,45–49,816,"1,471",55.5,2015-2016
Tas,60401,Burnie - Ulverstone,50–54,815,"1,498",54.4,2015-2016
Tas,60401,Burnie - Ulverstone,55–59,749,"1,424",52.6,2015-2016
Tas,60401,Burnie - Ulverstone,60–64,618,"1,219",50.7,2015-2016
Tas,60401,Burnie - Ulverstone,65–69,482,"1,092",44.1,2015-2016
Tas,60402,Devonport,20–24,569,"1,181",48.2,2015-2016
Tas,60402,Devonport,25–29,618,"1,245",49.6,2015-2016
Tas,60402,Devonport,30–34,650,"1,191",54.6,2015-2016
Tas,60402,Devonport,35–39,640,"1,197",53.4,2015-2016
Tas,60402,Devonport,40–44,771,"1,334",57.8,2015-2016
Tas,60402,Devonport,45–49,758,"1,387",54.6,2015-2016
Tas,60402,Devonport,50–54,730,"1,358",53.8,2015-2016
Tas,60402,Devonport,55–59,668,"1,286",51.9,2015-2016
Tas,60402,Devonport,60–64,582,"1,193",48.8,2015-2016
Tas,60402,Devonport,65–69,470,"1,163",40.4,2015-2016
Tas,60403,West Coast,20–24,211,480,43.9,2015-2016
Tas,60403,West Coast,25–29,239,512,46.6,2015-2016
Tas,60403,West Coast,30–34,247,496,49.8,2015-2016
Tas,60403,West Coast,35–39,237,441,53.7,2015-2016
Tas,60403,West Coast,40–44,249,506,49.2,2015-2016
Tas,60403,West Coast,45–49,263,526,50.0,2015-2016
Tas,60403,West Coast,50–54,277,573,48.4,2015-2016
Tas,60403,West Coast,55–59,222,503,44.2,2015-2016
Tas,60403,West Coast,60–64,200,436,45.9,2015-2016
Tas,60403,West Coast,65–69,154,352,43.8,2015-2016
ACT,80101,Belconnen,20–24,"1,418","4,177",33.9,2015-2016
ACT,80101,Belconnen,25–29,"1,829","4,130",44.3,2015-2016
ACT,80101,Belconnen,30–34,"2,140","4,129",51.8,2015-2016
ACT,80101,Belconnen,35–39,"1,963","3,532",55.6,2015-2016
ACT,80101,Belconnen,40–44,"1,780","3,140",56.7,2015-2016
ACT,80101,Belconnen,45–49,"1,463","2,466",59.3,2015-2016
ACT,80101,Belconnen,50–54,"1,288","2,186",58.9,2015-2016
ACT,80101,Belconnen,55–59,"1,252","2,134",58.7,2015-2016
ACT,80101,Belconnen,60–64,"1,160","1,973",58.8,2015-2016
ACT,80101,Belconnen,65–69,"1,000","1,784",56.1,2015-2016
ACT,80102,Cotter - Namadgi,20–24,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,25–29,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,30–34,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,35–39,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,40–44,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,45–49,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,50–54,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,55–59,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,60–64,n.p.,n.p.,n.p.,2015-2016
ACT,80102,Cotter - Namadgi,65–69,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,20–24,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,25–29,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,30–34,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,35–39,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,40–44,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,45–49,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,50–54,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,55–59,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,60–64,n.p.,n.p.,n.p.,2015-2016
ACT,80103,Fyshwick - Pialligo - Hume,65–69,n.p.,n.p.,n.p.,2015-2016
ACT,80104,Gungahlin,20–24,916,"2,705",33.9,2015-2016
ACT,80104,Gungahlin,25–29,"1,564","3,399",46.0,2015-2016
ACT,80104,Gungahlin,30–34,"2,137","3,989",53.6,2015-2016
ACT,80104,Gungahlin,35–39,"1,798","3,195",56.3,2015-2016
ACT,80104,Gungahlin,40–44,"1,520","2,694",56.4,2015-2016
ACT,80104,Gungahlin,45–49,"1,161","1,951",59.5,2015-2016
ACT,80104,Gungahlin,50–54,870,"1,464",59.4,2015-2016
ACT,80104,Gungahlin,55–59,609,"1,072",56.8,2015-2016
ACT,80104,Gungahlin,60–64,429,806,53.1,2015-2016
ACT,80104,Gungahlin,65–69,285,613,46.5,2015-2016
ACT,80105,North Canberra,20–24,"1,238","3,897",31.8,2015-2016
ACT,80105,North Canberra,25–29,"1,537","3,223",47.7,2015-2016
ACT,80105,North Canberra,30–34,"1,313","2,397",54.8,2015-2016
ACT,80105,North Canberra,35–39,"1,021","1,671",61.1,2015-2016
ACT,80105,North Canberra,40–44,936,"1,446",64.7,2015-2016
ACT,80105,North Canberra,45–49,889,"1,302",68.3,2015-2016
ACT,80105,North Canberra,50–54,771,"1,108",69.6,2015-2016
ACT,80105,North Canberra,55–59,635,955,66.6,2015-2016
ACT,80105,North Canberra,60–64,528,758,69.6,2015-2016
ACT,80105,North Canberra,65–69,390,603,64.7,2015-2016
ACT,80106,South Canberra,20–24,479,779,61.5,2015-2016
ACT,80106,South Canberra,25–29,860,"1,387",62.0,2015-2016
ACT,80106,South Canberra,30–34,822,"1,102",74.6,2015-2016
ACT,80106,South Canberra,35–39,746,870,85.8,2015-2016
ACT,80106,South Canberra,40–44,651,853,76.4,2015-2016
ACT,80106,South Canberra,45–49,653,832,78.6,2015-2016
ACT,80106,South Canberra,50–54,650,818,79.4,2015-2016
ACT,80106,South Canberra,55–59,524,726,72.1,2015-2016
ACT,80106,South Canberra,60–64,425,575,73.9,2015-2016
ACT,80106,South Canberra,65–69,355,511,69.4,2015-2016
ACT,80107,Tuggeranong,20–24,"1,356","2,836",47.8,2015-2016
ACT,80107,Tuggeranong,25–29,"1,610","2,917",55.2,2015-2016
ACT,80107,Tuggeranong,30–34,"1,725","3,027",57.0,2015-2016
ACT,80107,Tuggeranong,35–39,"1,488","2,725",54.6,2015-2016
ACT,80107,Tuggeranong,40–44,"1,583","2,800",56.5,2015-2016
ACT,80107,Tuggeranong,45–49,"1,593","2,774",57.4,2015-2016
ACT,80107,Tuggeranong,50–54,"1,714","2,796",61.3,2015-2016
ACT,80107,Tuggeranong,55–59,"1,425","2,437",58.5,2015-2016
ACT,80107,Tuggeranong,60–64,"1,150","1,948",59.0,2015-2016
ACT,80107,Tuggeranong,65–69,796,"1,416",56.2,2015-2016
ACT,80108,Weston Creek,20–24,296,722,41.0,2015-2016
ACT,80108,Weston Creek,25–29,431,968,44.6,2015-2016
ACT,80108,Weston Creek,30–34,599,"1,079",55.5,2015-2016
ACT,80108,Weston Creek,35–39,609,"1,045",58.3,2015-2016
ACT,80108,Weston Creek,40–44,599,963,62.2,2015-2016
ACT,80108,Weston Creek,45–49,492,781,63.0,2015-2016
ACT,80108,Weston Creek,50–54,418,658,63.6,2015-2016
ACT,80108,Weston Creek,55–59,343,607,56.6,2015-2016
ACT,80108,Weston Creek,60–64,314,516,60.8,2015-2016
ACT,80108,Weston Creek,65–69,359,588,61.1,2015-2016
ACT,80109,Woden,20–24,429,"1,004",42.7,2015-2016
ACT,80109,Woden,25–29,546,"1,257",43.4,2015-2016
ACT,80109,Woden,30–34,579,"1,230",47.1,2015-2016
ACT,80109,Woden,35–39,617,"1,106",55.7,2015-2016
ACT,80109,Woden,40–44,685,"1,152",59.4,2015-2016
ACT,80109,Woden,45–49,724,"1,082",66.9,2015-2016
ACT,80109,Woden,50–54,645,994,64.8,2015-2016
ACT,80109,Woden,55–59,544,825,65.9,2015-2016
ACT,80109,Woden,60–64,411,621,66.2,2015-2016
ACT,80109,Woden,65–69,346,628,55.1,2015-2016
NT,70101,Darwin City,20–24,430,"1,036",41.5,2015-2016
NT,70101,Darwin City,25–29,886,"1,900",46.6,2015-2016
NT,70101,Darwin City,30–34,787,"1,548",50.8,2015-2016
NT,70101,Darwin City,35–39,535,953,56.1,2015-2016
NT,70101,Darwin City,40–44,465,808,57.5,2015-2016
NT,70101,Darwin City,45–49,414,713,58.1,2015-2016
NT,70101,Darwin City,50–54,375,663,56.6,2015-2016
NT,70101,Darwin City,55–59,295,533,55.3,2015-2016
NT,70101,Darwin City,60–64,181,422,43.0,2015-2016
NT,70101,Darwin City,65–69,130,274,47.5,2015-2016
NT,70102,Darwin Suburbs,20–24,748,"1,841",40.6,2015-2016
NT,70102,Darwin Suburbs,25–29,"1,231","2,743",44.9,2015-2016
NT,70102,Darwin Suburbs,30–34,"1,328","2,588",51.3,2015-2016
NT,70102,Darwin Suburbs,35–39,"1,248","2,283",54.7,2015-2016
NT,70102,Darwin Suburbs,40–44,"1,070","1,963",54.5,2015-2016
NT,70102,Darwin Suburbs,45–49,"1,103","1,736",63.6,2015-2016
NT,70102,Darwin Suburbs,50–54,891,"1,545",57.6,2015-2016
NT,70102,Darwin Suburbs,55–59,749,"1,311",57.2,2015-2016
NT,70102,Darwin Suburbs,60–64,596,"1,082",55.1,2015-2016
NT,70102,Darwin Suburbs,65–69,355,738,48.0,2015-2016
NT,70103,Litchfield,20–24,333,678,49.2,2015-2016
NT,70103,Litchfield,25–29,367,730,50.2,2015-2016
NT,70103,Litchfield,30–34,410,785,52.2,2015-2016
NT,70103,Litchfield,35–39,424,742,57.1,2015-2016
NT,70103,Litchfield,40–44,397,736,53.9,2015-2016
NT,70103,Litchfield,45–49,405,798,50.7,2015-2016
NT,70103,Litchfield,50–54,322,620,52.0,2015-2016
NT,70103,Litchfield,55–59,271,525,51.6,2015-2016
NT,70103,Litchfield,60–64,169,364,46.5,2015-2016
NT,70103,Litchfield,65–69,91,243,37.5,2015-2016
NT,70104,Palmerston,20–24,774,"1,459",53.1,2015-2016
NT,70104,Palmerston,25–29,900,"1,784",50.4,2015-2016
NT,70104,Palmerston,30–34,979,"1,824",53.7,2015-2016
NT,70104,Palmerston,35–39,768,"1,452",52.9,2015-2016
NT,70104,Palmerston,40–44,613,"1,219",50.3,2015-2016
NT,70104,Palmerston,45–49,511,938,54.5,2015-2016
NT,70104,Palmerston,50–54,402,744,54.0,2015-2016
NT,70104,Palmerston,55–59,258,604,42.7,2015-2016
NT,70104,Palmerston,60–64,182,395,45.9,2015-2016
NT,70104,Palmerston,65–69,104,262,39.8,2015-2016
NT,70201,Alice Springs,20–24,691,"1,515",45.6,2015-2016
NT,70201,Alice Springs,25–29,967,"1,948",49.7,2015-2016
NT,70201,Alice Springs,30–34,918,"1,803",50.9,2015-2016
NT,70201,Alice Springs,35–39,763,"1,457",52.4,2015-2016
NT,70201,Alice Springs,40–44,693,"1,299",53.4,2015-2016
NT,70201,Alice Springs,45–49,675,"1,241",54.4,2015-2016
NT,70201,Alice Springs,50–54,596,"1,124",53.0,2015-2016
NT,70201,Alice Springs,55–59,491,956,51.4,2015-2016
NT,70201,Alice Springs,60–64,319,680,47.0,2015-2016
NT,70201,Alice Springs,65–69,164,373,44.0,2015-2016
NT,70202,Barkly,20–24,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,25–29,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,30–34,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,35–39,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,40–44,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,45–49,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,50–54,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,55–59,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,60–64,n.p.,n.p.,n.p.,2015-2016
NT,70202,Barkly,65–69,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,20–24,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,25–29,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,30–34,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,35–39,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,40–44,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,45–49,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,50–54,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,55–59,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,60–64,n.p.,n.p.,n.p.,2015-2016
NT,70203,Daly - Tiwi - West Arnhem,65–69,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,20–24,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,25–29,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,30–34,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,35–39,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,40–44,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,45–49,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,50–54,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,55–59,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,60–64,n.p.,n.p.,n.p.,2015-2016
NT,70204,East Arnhem,65–69,n.p.,n.p.,n.p.,2015-2016
NT,70205,Katherine,20–24,427,833,51.2,2015-2016
NT,70205,Katherine,25–29,534,969,55.1,2015-2016
NT,70205,Katherine,30–34,479,867,55.2,2015-2016
NT,70205,Katherine,35–39,362,654,55.3,2015-2016
NT,70205,Katherine,40–44,326,573,57.0,2015-2016
NT,70205,Katherine,45–49,324,597,54.3,2015-2016
NT,70205,Katherine,50–54,235,502,46.9,2015-2016
NT,70205,Katherine,55–59,200,417,47.9,2015-2016
NT,70205,Katherine,60–64,107,269,39.7,2015-2016
NT,70205,Katherine,65–69,74,178,41.5,2015-2016
NSW,10101,Goulburn - Yass,20–24,,,,2016-2017
NSW,10101,Goulburn - Yass,25–29,,,,2016-2017
NSW,10101,Goulburn - Yass,30–34,,,,2016-2017
NSW,10101,Goulburn - Yass,35–39,,,,2016-2017
NSW,10101,Goulburn - Yass,40–44,,,,2016-2017
NSW,10101,Goulburn - Yass,45–49,,,,2016-2017
NSW,10101,Goulburn - Yass,50–54,,,,2016-2017
NSW,10101,Goulburn - Yass,55–59,,,,2016-2017
NSW,10101,Goulburn - Yass,60–64,,,,2016-2017
NSW,10101,Goulburn - Yass,65–69,,,,2016-2017
NSW,10102,Queanbeyan,20–24,,,,2016-2017
NSW,10102,Queanbeyan,25–29,,,,2016-2017
NSW,10102,Queanbeyan,30–34,,,,2016-2017
NSW,10102,Queanbeyan,35–39,,,,2016-2017
NSW,10102,Queanbeyan,40–44,,,,2016-2017
NSW,10102,Queanbeyan,45–49,,,,2016-2017
NSW,10102,Queanbeyan,50–54,,,,2016-2017
NSW,10102,Queanbeyan,55–59,,,,2016-2017
NSW,10102,Queanbeyan,60–64,,,,2016-2017
NSW,10102,Queanbeyan,65–69,,,,2016-2017
NSW,10103,Snowy Mountains,20–24,,,,2016-2017
NSW,10103,Snowy Mountains,25–29,,,,2016-2017
NSW,10103,Snowy Mountains,30–34,,,,2016-2017
NSW,10103,Snowy Mountains,35–39,,,,2016-2017
NSW,10103,Snowy Mountains,40–44,,,,2016-2017
NSW,10103,Snowy Mountains,45–49,,,,2016-2017
NSW,10103,Snowy Mountains,50–54,,,,2016-2017
NSW,10103,Snowy Mountains,55–59,,,,2016-2017
NSW,10103,Snowy Mountains,60–64,,,,2016-2017
NSW,10103,Snowy Mountains,65–69,,,,2016-2017
NSW,10104,South Coast,20–24,,,,2016-2017
NSW,10104,South Coast,25–29,,,,2016-2017
NSW,10104,South Coast,30–34,,,,2016-2017
NSW,10104,South Coast,35–39,,,,2016-2017
NSW,10104,South Coast,40–44,,,,2016-2017
NSW,10104,South Coast,45–49,,,,2016-2017
NSW,10104,South Coast,50–54,,,,2016-2017
NSW,10104,South Coast,55–59,,,,2016-2017
NSW,10104,South Coast,60–64,,,,2016-2017
NSW,10104,South Coast,65–69,,,,2016-2017
NSW,10201,Gosford,20–24,,,,2016-2017
NSW,10201,Gosford,25–29,,,,2016-2017
NSW,10201,Gosford,30–34,,,,2016-2017
NSW,10201,Gosford,35–39,,,,2016-2017
NSW,10201,Gosford,40–44,,,,2016-2017
NSW,10201,Gosford,45–49,,,,2016-2017
NSW,10201,Gosford,50–54,,,,2016-2017
NSW,10201,Gosford,55–59,,,,2016-2017
NSW,10201,Gosford,60–64,,,,2016-2017
NSW,10201,Gosford,65–69,,,,2016-2017
NSW,10202,Wyong,20–24,,,,2016-2017
NSW,10202,Wyong,25–29,,,,2016-2017
NSW,10202,Wyong,30–34,,,,2016-2017
NSW,10202,Wyong,35–39,,,,2016-2017
NSW,10202,Wyong,40–44,,,,2016-2017
NSW,10202,Wyong,45–49,,,,2016-2017
NSW,10202,Wyong,50–54,,,,2016-2017
NSW,10202,Wyong,55–59,,,,2016-2017
NSW,10202,Wyong,60–64,,,,2016-2017
NSW,10202,Wyong,65–69,,,,2016-2017
NSW,10301,Bathurst,20–24,,,,2016-2017
NSW,10301,Bathurst,25–29,,,,2016-2017
NSW,10301,Bathurst,30–34,,,,2016-2017
NSW,10301,Bathurst,35–39,,,,2016-2017
NSW,10301,Bathurst,40–44,,,,2016-2017
NSW,10301,Bathurst,45–49,,,,2016-2017
NSW,10301,Bathurst,50–54,,,,2016-2017
NSW,10301,Bathurst,55–59,,,,2016-2017
NSW,10301,Bathurst,60–64,,,,2016-2017
NSW,10301,Bathurst,65–69,,,,2016-2017
NSW,10302,Lachlan Valley,20–24,,,,2016-2017
NSW,10302,Lachlan Valley,25–29,,,,2016-2017
NSW,10302,Lachlan Valley,30–34,,,,2016-2017
NSW,10302,Lachlan Valley,35–39,,,,2016-2017
NSW,10302,Lachlan Valley,40–44,,,,2016-2017
NSW,10302,Lachlan Valley,45–49,,,,2016-2017
NSW,10302,Lachlan Valley,50–54,,,,2016-2017
NSW,10302,Lachlan Valley,55–59,,,,2016-2017
NSW,10302,Lachlan Valley,60–64,,,,2016-2017
NSW,10302,Lachlan Valley,65–69,,,,2016-2017
NSW,10303,Lithgow - Mudgee,20–24,,,,2016-2017
NSW,10303,Lithgow - Mudgee,25–29,,,,2016-2017
NSW,10303,Lithgow - Mudgee,30–34,,,,2016-2017
NSW,10303,Lithgow - Mudgee,35–39,,,,2016-2017
NSW,10303,Lithgow - Mudgee,40–44,,,,2016-2017
NSW,10303,Lithgow - Mudgee,45–49,,,,2016-2017
NSW,10303,Lithgow - Mudgee,50–54,,,,2016-2017
NSW,10303,Lithgow - Mudgee,55–59,,,,2016-2017
NSW,10303,Lithgow - Mudgee,60–64,,,,2016-2017
NSW,10303,Lithgow - Mudgee,65–69,,,,2016-2017
NSW,10304,Orange,20–24,,,,2016-2017
NSW,10304,Orange,25–29,,,,2016-2017
NSW,10304,Orange,30–34,,,,2016-2017
NSW,10304,Orange,35–39,,,,2016-2017
NSW,10304,Orange,40–44,,,,2016-2017
NSW,10304,Orange,45–49,,,,2016-2017
NSW,10304,Orange,50–54,,,,2016-2017
NSW,10304,Orange,55–59,,,,2016-2017
NSW,10304,Orange,60–64,,,,2016-2017
NSW,10304,Orange,65–69,,,,2016-2017
NSW,10401,Clarence Valley,20–24,,,,2016-2017
NSW,10401,Clarence Valley,25–29,,,,2016-2017
NSW,10401,Clarence Valley,30–34,,,,2016-2017
NSW,10401,Clarence Valley,35–39,,,,2016-2017
NSW,10401,Clarence Valley,40–44,,,,2016-2017
NSW,10401,Clarence Valley,45–49,,,,2016-2017
NSW,10401,Clarence Valley,50–54,,,,2016-2017
NSW,10401,Clarence Valley,55–59,,,,2016-2017
NSW,10401,Clarence Valley,60–64,,,,2016-2017
NSW,10401,Clarence Valley,65–69,,,,2016-2017
NSW,10402,Coffs Harbour,20–24,,,,2016-2017
NSW,10402,Coffs Harbour,25–29,,,,2016-2017
NSW,10402,Coffs Harbour,30–34,,,,2016-2017
NSW,10402,Coffs Harbour,35–39,,,,2016-2017
NSW,10402,Coffs Harbour,40–44,,,,2016-2017
NSW,10402,Coffs Harbour,45–49,,,,2016-2017
NSW,10402,Coffs Harbour,50–54,,,,2016-2017
NSW,10402,Coffs Harbour,55–59,,,,2016-2017
NSW,10402,Coffs Harbour,60–64,,,,2016-2017
NSW,10402,Coffs Harbour,65–69,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,20–24,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,25–29,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,30–34,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,35–39,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,40–44,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,45–49,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,50–54,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,55–59,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,60–64,,,,2016-2017
NSW,10501,Bourke - Cobar - Coonamble,65–69,,,,2016-2017
NSW,10502,Broken Hill and Far West,20–24,,,,2016-2017
NSW,10502,Broken Hill and Far West,25–29,,,,2016-2017
NSW,10502,Broken Hill and Far West,30–34,,,,2016-2017
NSW,10502,Broken Hill and Far West,35–39,,,,2016-2017
NSW,10502,Broken Hill and Far West,40–44,,,,2016-2017
NSW,10502,Broken Hill and Far West,45–49,,,,2016-2017
NSW,10502,Broken Hill and Far West,50–54,,,,2016-2017
NSW,10502,Broken Hill and Far West,55–59,,,,2016-2017
NSW,10502,Broken Hill and Far West,60–64,,,,2016-2017
NSW,10502,Broken Hill and Far West,65–69,,,,2016-2017
NSW,10503,Dubbo,20–24,,,,2016-2017
NSW,10503,Dubbo,25–29,,,,2016-2017
NSW,10503,Dubbo,30–34,,,,2016-2017
NSW,10503,Dubbo,35–39,,,,2016-2017
NSW,10503,Dubbo,40–44,,,,2016-2017
NSW,10503,Dubbo,45–49,,,,2016-2017
NSW,10503,Dubbo,50–54,,,,2016-2017
NSW,10503,Dubbo,55–59,,,,2016-2017
NSW,10503,Dubbo,60–64,,,,2016-2017
NSW,10503,Dubbo,65–69,,,,2016-2017
NSW,10601,Lower Hunter,20–24,,,,2016-2017
NSW,10601,Lower Hunter,25–29,,,,2016-2017
NSW,10601,Lower Hunter,30–34,,,,2016-2017
NSW,10601,Lower Hunter,35–39,,,,2016-2017
NSW,10601,Lower Hunter,40–44,,,,2016-2017
NSW,10601,Lower Hunter,45–49,,,,2016-2017
NSW,10601,Lower Hunter,50–54,,,,2016-2017
NSW,10601,Lower Hunter,55–59,,,,2016-2017
NSW,10601,Lower Hunter,60–64,,,,2016-2017
NSW,10601,Lower Hunter,65–69,,,,2016-2017
NSW,10602,Maitland,20–24,,,,2016-2017
NSW,10602,Maitland,25–29,,,,2016-2017
NSW,10602,Maitland,30–34,,,,2016-2017
NSW,10602,Maitland,35–39,,,,2016-2017
NSW,10602,Maitland,40–44,,,,2016-2017
NSW,10602,Maitland,45–49,,,,2016-2017
NSW,10602,Maitland,50–54,,,,2016-2017
NSW,10602,Maitland,55–59,,,,2016-2017
NSW,10602,Maitland,60–64,,,,2016-2017
NSW,10602,Maitland,65–69,,,,2016-2017
NSW,10603,Port Stephens,20–24,,,,2016-2017
NSW,10603,Port Stephens,25–29,,,,2016-2017
NSW,10603,Port Stephens,30–34,,,,2016-2017
NSW,10603,Port Stephens,35–39,,,,2016-2017
NSW,10603,Port Stephens,40–44,,,,2016-2017
NSW,10603,Port Stephens,45–49,,,,2016-2017
NSW,10603,Port Stephens,50–54,,,,2016-2017
NSW,10603,Port Stephens,55–59,,,,2016-2017
NSW,10603,Port Stephens,60–64,,,,2016-2017
NSW,10603,Port Stephens,65–69,,,,2016-2017
NSW,10604,Upper Hunter,20–24,,,,2016-2017
NSW,10604,Upper Hunter,25–29,,,,2016-2017
NSW,10604,Upper Hunter,30–34,,,,2016-2017
NSW,10604,Upper Hunter,35–39,,,,2016-2017
NSW,10604,Upper Hunter,40–44,,,,2016-2017
NSW,10604,Upper Hunter,45–49,,,,2016-2017
NSW,10604,Upper Hunter,50–54,,,,2016-2017
NSW,10604,Upper Hunter,55–59,,,,2016-2017
NSW,10604,Upper Hunter,60–64,,,,2016-2017
NSW,10604,Upper Hunter,65–69,,,,2016-2017
NSW,10701,Dapto - Port Kembla,20–24,,,,2016-2017
NSW,10701,Dapto - Port Kembla,25–29,,,,2016-2017
NSW,10701,Dapto - Port Kembla,30–34,,,,2016-2017
NSW,10701,Dapto - Port Kembla,35–39,,,,2016-2017
NSW,10701,Dapto - Port Kembla,40–44,,,,2016-2017
NSW,10701,Dapto - Port Kembla,45–49,,,,2016-2017
NSW,10701,Dapto - Port Kembla,50–54,,,,2016-2017
NSW,10701,Dapto - Port Kembla,55–59,,,,2016-2017
NSW,10701,Dapto - Port Kembla,60–64,,,,2016-2017
NSW,10701,Dapto - Port Kembla,65–69,,,,2016-2017
NSW,10702,Illawarra Catchment Reserve,20–24,,,,2016-2017
NSW,10702,Illawarra Catchment Reserve,25–29,,,,2016-2017
