State/territory,SA3 code,SA3 name,Age group,Participants,Population,Participation (%),Year
Qld,31201,Bowen Basin - North,50–69,"2,077","3,265",63.6,2018-2019
Qld,31202,Mackay,50–54,"2,134","3,898",54.8,2018-2019
Qld,31202,Mackay,55–59,"2,524","3,975",63.5,2018-2019
Qld,31202,Mackay,60–64,"2,193","3,281",66.8,2018-2019
Qld,31202,Mackay,65–69,"1,699","2,529",67.2,2018-2019
Qld,31202,Mackay,70–74,"1,346","2,102",64.0,2018-2019
Qld,31202,Mackay,50–69,"8,550","13,682",62.5,2018-2019
Qld,31203,Whitsunday,50–54,421,670,62.9,2018-2019
Qld,31203,Whitsunday,55–59,395,717,55.1,2018-2019
Qld,31203,Whitsunday,60–64,411,667,61.7,2018-2019
Qld,31203,Whitsunday,65–69,336,542,62.1,2018-2019
Qld,31203,Whitsunday,70–74,250,383,65.3,2018-2019
Qld,31203,Whitsunday,50–69,"1,564","2,596",60.3,2018-2019
Qld,31301,Bribie - Beachmere,50–54,541,"1,155",46.9,2018-2019
Qld,31301,Bribie - Beachmere,55–59,792,"1,455",54.4,2018-2019
Qld,31301,Bribie - Beachmere,60–64,972,"1,617",60.1,2018-2019
Qld,31301,Bribie - Beachmere,65–69,"1,225","1,926",63.6,2018-2019
Qld,31301,Bribie - Beachmere,70–74,"1,088","1,877",58.0,2018-2019
Qld,31301,Bribie - Beachmere,50–69,"3,530","6,152",57.4,2018-2019
Qld,31302,Caboolture,50–54,"1,057","2,239",47.2,2018-2019
Qld,31302,Caboolture,55–59,"1,183","2,224",53.2,2018-2019
Qld,31302,Caboolture,60–64,"1,117","1,923",58.1,2018-2019
Qld,31302,Caboolture,65–69,"1,137","1,776",64.0,2018-2019
Qld,31302,Caboolture,70–74,973,"1,475",66.0,2018-2019
Qld,31302,Caboolture,50–69,"4,494","8,161",55.1,2018-2019
Qld,31303,Caboolture Hinterland,50–54,210,436,48.3,2018-2019
Qld,31303,Caboolture Hinterland,55–59,247,503,49.1,2018-2019
Qld,31303,Caboolture Hinterland,60–64,245,465,52.7,2018-2019
Qld,31303,Caboolture Hinterland,65–69,252,483,52.2,2018-2019
Qld,31303,Caboolture Hinterland,70–74,194,360,54.1,2018-2019
Qld,31303,Caboolture Hinterland,50–69,954,"1,886",50.6,2018-2019
Qld,31304,Narangba - Burpengary,50–54,"1,026","2,300",44.6,2018-2019
Qld,31304,Narangba - Burpengary,55–59,"1,037","2,057",50.4,2018-2019
Qld,31304,Narangba - Burpengary,60–64,957,"1,821",52.6,2018-2019
Qld,31304,Narangba - Burpengary,65–69,973,"1,664",58.5,2018-2019
Qld,31304,Narangba - Burpengary,70–74,740,"1,395",53.1,2018-2019
Qld,31304,Narangba - Burpengary,50–69,"3,993","7,841",50.9,2018-2019
Qld,31305,Redcliffe,50–54,"1,064","2,294",46.4,2018-2019
Qld,31305,Redcliffe,55–59,"1,249","2,397",52.1,2018-2019
Qld,31305,Redcliffe,60–64,"1,253","2,236",56.1,2018-2019
Qld,31305,Redcliffe,65–69,"1,343","2,270",59.2,2018-2019
Qld,31305,Redcliffe,70–74,"1,160","2,070",56.1,2018-2019
Qld,31305,Redcliffe,50–69,"4,909","9,196",53.4,2018-2019
Qld,31401,The Hills District,50–54,n.p.,n.p.,n.p.,2018-2019
Qld,31401,The Hills District,55–59,n.p.,n.p.,n.p.,2018-2019
Qld,31401,The Hills District,60–64,n.p.,n.p.,n.p.,2018-2019
Qld,31401,The Hills District,65–69,n.p.,n.p.,n.p.,2018-2019
Qld,31401,The Hills District,70–74,n.p.,n.p.,n.p.,2018-2019
Qld,31401,The Hills District,50–69,n.p.,n.p.,n.p.,2018-2019
Qld,31402,North Lakes,50–54,"1,090","2,327",46.9,2018-2019
Qld,31402,North Lakes,55–59,"1,009","1,886",53.5,2018-2019
Qld,31402,North Lakes,60–64,909,"1,589",57.2,2018-2019
Qld,31402,North Lakes,65–69,822,"1,428",57.5,2018-2019
Qld,31402,North Lakes,70–74,673,"1,162",58.0,2018-2019
Qld,31402,North Lakes,50–69,"3,830","7,230",53.0,2018-2019
Qld,31403,Strathpine,50–54,n.p.,n.p.,n.p.,2018-2019
Qld,31403,Strathpine,55–59,n.p.,n.p.,n.p.,2018-2019
Qld,31403,Strathpine,60–64,n.p.,n.p.,n.p.,2018-2019
Qld,31403,Strathpine,65–69,n.p.,n.p.,n.p.,2018-2019
Qld,31403,Strathpine,70–74,n.p.,n.p.,n.p.,2018-2019
Qld,31403,Strathpine,50–69,n.p.,n.p.,n.p.,2018-2019
Qld,31501,Far North,50–54,437,970,45.1,2018-2019
Qld,31501,Far North,55–59,426,"1,012",42.2,2018-2019
Qld,31501,Far North,60–64,394,802,49.2,2018-2019
Qld,31501,Far North,65–69,299,618,48.5,2018-2019
Qld,31501,Far North,70–74,210,439,47.9,2018-2019
Qld,31501,Far North,50–69,"1,558","3,401",45.8,2018-2019
Qld,31502,Outback - North,50–54,480,858,56.0,2018-2019
Qld,31502,Outback - North,55–59,485,905,53.6,2018-2019
Qld,31502,Outback - North,60–64,359,632,56.9,2018-2019
Qld,31502,Outback - North,65–69,278,426,65.4,2018-2019
Qld,31502,Outback - North,70–74,190,328,58.1,2018-2019
Qld,31502,Outback - North,50–69,"1,603","2,820",56.8,2018-2019
Qld,31503,Outback - South,50–54,362,664,54.5,2018-2019
Qld,31503,Outback - South,55–59,393,645,60.9,2018-2019
Qld,31503,Outback - South,60–64,357,590,60.6,2018-2019
Qld,31503,Outback - South,65–69,280,446,62.8,2018-2019
Qld,31503,Outback - South,70–74,214,360,59.4,2018-2019
Qld,31503,Outback - South,50–69,"1,392","2,344",59.4,2018-2019
Qld,31601,Buderim,50–54,956,"2,024",47.3,2018-2019
Qld,31601,Buderim,55–59,951,"1,933",49.2,2018-2019
Qld,31601,Buderim,60–64,991,"1,683",58.9,2018-2019
Qld,31601,Buderim,65–69,"1,015","1,565",64.9,2018-2019
Qld,31601,Buderim,70–74,876,"1,498",58.5,2018-2019
Qld,31601,Buderim,50–69,"3,913","7,204",54.3,2018-2019
Qld,31602,Caloundra,50–54,"1,407","2,970",47.4,2018-2019
Qld,31602,Caloundra,55–59,"1,713","3,064",55.9,2018-2019
Qld,31602,Caloundra,60–64,"1,814","2,987",60.7,2018-2019
Qld,31602,Caloundra,65–69,"1,790","2,870",62.4,2018-2019
Qld,31602,Caloundra,70–74,"1,681","2,816",59.7,2018-2019
Qld,31602,Caloundra,50–69,"6,724","11,890",56.6,2018-2019
Qld,31603,Maroochy,50–54,"1,024","2,199",46.6,2018-2019
Qld,31603,Maroochy,55–59,"1,198","2,377",50.4,2018-2019
Qld,31603,Maroochy,60–64,"1,219","2,257",54.0,2018-2019
Qld,31603,Maroochy,65–69,"1,198","2,043",58.7,2018-2019
Qld,31603,Maroochy,70–74,928,"1,683",55.1,2018-2019
Qld,31603,Maroochy,50–69,"4,639","8,876",52.3,2018-2019
Qld,31605,Noosa,50–54,750,"1,576",47.6,2018-2019
Qld,31605,Noosa,55–59,881,"1,775",49.7,2018-2019
Qld,31605,Noosa,60–64,920,"1,705",54.0,2018-2019
Qld,31605,Noosa,65–69,994,"1,736",57.2,2018-2019
Qld,31605,Noosa,70–74,800,"1,514",52.8,2018-2019
Qld,31605,Noosa,50–69,"3,546","6,792",52.2,2018-2019
Qld,31606,Sunshine Coast Hinterland,50–54,927,"1,985",46.7,2018-2019
Qld,31606,Sunshine Coast Hinterland,55–59,"1,095","2,159",50.7,2018-2019
Qld,31606,Sunshine Coast Hinterland,60–64,"1,145","2,104",54.4,2018-2019
Qld,31606,Sunshine Coast Hinterland,65–69,"1,130","1,883",60.1,2018-2019
Qld,31606,Sunshine Coast Hinterland,70–74,895,"1,626",55.0,2018-2019
Qld,31606,Sunshine Coast Hinterland,50–69,"4,298","8,130",52.9,2018-2019
Qld,31607,Nambour,50–54,812,"1,661",48.9,2018-2019
Qld,31607,Nambour,55–59,857,"1,656",51.7,2018-2019
Qld,31607,Nambour,60–64,930,"1,470",63.3,2018-2019
Qld,31607,Nambour,65–69,899,"1,312",68.5,2018-2019
Qld,31607,Nambour,70–74,734,"1,188",61.8,2018-2019
Qld,31607,Nambour,50–69,"3,498","6,099",57.3,2018-2019
Qld,31608,Noosa Hinterland,50–54,n.p.,n.p.,n.p.,2018-2019
Qld,31608,Noosa Hinterland,55–59,n.p.,n.p.,n.p.,2018-2019
Qld,31608,Noosa Hinterland,60–64,n.p.,n.p.,n.p.,2018-2019
Qld,31608,Noosa Hinterland,65–69,n.p.,n.p.,n.p.,2018-2019
Qld,31608,Noosa Hinterland,70–74,n.p.,n.p.,n.p.,2018-2019
Qld,31608,Noosa Hinterland,50–69,n.p.,n.p.,n.p.,2018-2019
Qld,31701,Toowoomba,50–54,"2,403","4,844",49.6,2018-2019
Qld,31701,Toowoomba,55–59,"2,694","4,947",54.5,2018-2019
Qld,31701,Toowoomba,60–64,"2,615","4,492",58.2,2018-2019
Qld,31701,Toowoomba,65–69,"2,332","4,043",57.7,2018-2019
Qld,31701,Toowoomba,70–74,"2,027","3,641",55.7,2018-2019
Qld,31701,Toowoomba,50–69,"10,044","18,325",54.8,2018-2019
Qld,31801,Charters Towers - Ayr - Ingham,50–54,824,"1,403",58.8,2018-2019
Qld,31801,Charters Towers - Ayr - Ingham,55–59,"1,026","1,490",68.9,2018-2019
Qld,31801,Charters Towers - Ayr - Ingham,60–64,"1,019","1,461",69.8,2018-2019
Qld,31801,Charters Towers - Ayr - Ingham,65–69,888,"1,296",68.5,2018-2019
Qld,31801,Charters Towers - Ayr - Ingham,70–74,831,"1,148",72.4,2018-2019
Qld,31801,Charters Towers - Ayr - Ingham,50–69,"3,757","5,649",66.5,2018-2019
Qld,31802,Townsville,50–54,"3,437","5,918",58.1,2018-2019
Qld,31802,Townsville,55–59,"3,685","5,876",62.7,2018-2019
Qld,31802,Townsville,60–64,"3,307","5,029",65.8,2018-2019
Qld,31802,Townsville,65–69,"2,801","4,088",68.5,2018-2019
Qld,31802,Townsville,70–74,"2,095","3,291",63.7,2018-2019
Qld,31802,Townsville,50–69,"13,230","20,911",63.3,2018-2019
Qld,31901,Bundaberg,50–54,"1,507","2,901",51.9,2018-2019
Qld,31901,Bundaberg,55–59,"1,929","3,310",58.3,2018-2019
Qld,31901,Bundaberg,60–64,"2,013","3,256",61.8,2018-2019
Qld,31901,Bundaberg,65–69,"2,105","3,136",67.1,2018-2019
Qld,31901,Bundaberg,70–74,"1,820","2,919",62.3,2018-2019
Qld,31901,Bundaberg,50–69,"7,553","12,602",59.9,2018-2019
Qld,31902,Burnett,50–54,786,"1,678",46.9,2018-2019
Qld,31902,Burnett,55–59,983,"1,879",52.3,2018-2019
Qld,31902,Burnett,60–64,"1,095","1,817",60.2,2018-2019
Qld,31902,Burnett,65–69,"1,026","1,775",57.8,2018-2019
Qld,31902,Burnett,70–74,841,"1,529",55.0,2018-2019
Qld,31902,Burnett,50–69,"3,890","7,148",54.4,2018-2019
Qld,31903,Gympie - Cooloola,50–54,786,"1,787",44.0,2018-2019
Qld,31903,Gympie - Cooloola,55–59,"1,035","2,108",49.1,2018-2019
Qld,31903,Gympie - Cooloola,60–64,"1,162","2,005",58.0,2018-2019
Qld,31903,Gympie - Cooloola,65–69,"1,200","1,899",63.2,2018-2019
Qld,31903,Gympie - Cooloola,70–74,963,"1,692",56.9,2018-2019
Qld,31903,Gympie - Cooloola,50–69,"4,184","7,799",53.6,2018-2019
Qld,31904,Hervey Bay,50–54,962,"1,941",49.6,2018-2019
Qld,31904,Hervey Bay,55–59,"1,217","2,267",53.7,2018-2019
Qld,31904,Hervey Bay,60–64,"1,459","2,390",61.1,2018-2019
Qld,31904,Hervey Bay,65–69,"1,594","2,491",64.0,2018-2019
Qld,31904,Hervey Bay,70–74,"1,425","2,480",57.5,2018-2019
Qld,31904,Hervey Bay,50–69,"5,232","9,088",57.6,2018-2019
Qld,31905,Maryborough,50–54,752,"1,541",48.8,2018-2019
Qld,31905,Maryborough,55–59,"1,011","1,864",54.2,2018-2019
Qld,31905,Maryborough,60–64,"1,153","1,948",59.2,2018-2019
Qld,31905,Maryborough,65–69,"1,192","1,954",61.0,2018-2019
Qld,31905,Maryborough,70–74,948,"1,655",57.3,2018-2019
Qld,31905,Maryborough,50–69,"4,108","7,306",56.2,2018-2019
WA,50101,Augusta - Margaret River - Busselton,50–54,867,"1,768",49.1,2018-2019
WA,50101,Augusta - Margaret River - Busselton,55–59,"1,062","1,811",58.7,2018-2019
WA,50101,Augusta - Margaret River - Busselton,60–64,"1,164","1,883",61.8,2018-2019
WA,50101,Augusta - Margaret River - Busselton,65–69,"1,186","1,802",65.8,2018-2019
WA,50101,Augusta - Margaret River - Busselton,70–74,873,"1,402",62.3,2018-2019
WA,50101,Augusta - Margaret River - Busselton,50–69,"4,280","7,263",58.9,2018-2019
WA,50102,Bunbury,50–54,"1,690","3,593",47.0,2018-2019
WA,50102,Bunbury,55–59,"1,907","3,575",53.3,2018-2019
WA,50102,Bunbury,60–64,"1,987","3,468",57.3,2018-2019
WA,50102,Bunbury,65–69,"1,791","2,921",61.3,2018-2019
WA,50102,Bunbury,70–74,"1,424","2,391",59.6,2018-2019
WA,50102,Bunbury,50–69,"7,375","13,557",54.4,2018-2019
WA,50103,Manjimup,50–54,425,874,48.7,2018-2019
WA,50103,Manjimup,55–59,511,966,52.9,2018-2019
WA,50103,Manjimup,60–64,558,970,57.6,2018-2019
WA,50103,Manjimup,65–69,537,880,61.1,2018-2019
WA,50103,Manjimup,70–74,470,704,66.8,2018-2019
WA,50103,Manjimup,50–69,"2,032","3,689",55.1,2018-2019
WA,50201,Mandurah,50–54,"1,676","3,275",51.2,2018-2019
WA,50201,Mandurah,55–59,"2,021","3,505",57.7,2018-2019
WA,50201,Mandurah,60–64,"2,209","3,459",63.9,2018-2019
WA,50201,Mandurah,65–69,"2,386","3,356",71.1,2018-2019
WA,50201,Mandurah,70–74,"2,194","3,274",67.0,2018-2019
WA,50201,Mandurah,50–69,"8,291","13,594",61.0,2018-2019
WA,50301,Cottesloe - Claremont,50–54,"1,070","2,610",41.0,2018-2019
WA,50301,Cottesloe - Claremont,55–59,994,"2,302",43.2,2018-2019
WA,50301,Cottesloe - Claremont,60–64,"1,061","2,113",50.2,2018-2019
WA,50301,Cottesloe - Claremont,65–69,983,"1,933",50.9,2018-2019
WA,50301,Cottesloe - Claremont,70–74,843,"1,699",49.6,2018-2019
WA,50301,Cottesloe - Claremont,50–69,"4,109","8,957",45.9,2018-2019
WA,50302,Perth City,50–54,"1,481","3,018",49.1,2018-2019
WA,50302,Perth City,55–59,"1,508","3,043",49.6,2018-2019
WA,50302,Perth City,60–64,"1,482","2,741",54.1,2018-2019
WA,50302,Perth City,65–69,"1,251","2,269",55.1,2018-2019
WA,50302,Perth City,70–74,916,"1,809",50.6,2018-2019
WA,50302,Perth City,50–69,"5,722","11,071",51.7,2018-2019
WA,50401,Bayswater - Bassendean,50–54,"1,299","2,503",51.9,2018-2019
WA,50401,Bayswater - Bassendean,55–59,"1,322","2,539",52.0,2018-2019
WA,50401,Bayswater - Bassendean,60–64,"1,377","2,382",57.8,2018-2019
WA,50401,Bayswater - Bassendean,65–69,"1,268","2,098",60.5,2018-2019
WA,50401,Bayswater - Bassendean,70–74,"1,033","1,828",56.5,2018-2019
WA,50401,Bayswater - Bassendean,50–69,"5,266","9,521",55.3,2018-2019
WA,50402,Mundaring,50–54,777,"1,567",49.6,2018-2019
WA,50402,Mundaring,55–59,810,"1,533",52.8,2018-2019
WA,50402,Mundaring,60–64,757,"1,396",54.2,2018-2019
WA,50402,Mundaring,65–69,691,"1,235",55.9,2018-2019
WA,50402,Mundaring,70–74,550,"1,056",52.1,2018-2019
WA,50402,Mundaring,50–69,"3,033","5,730",52.9,2018-2019
WA,50403,Swan,50–54,"2,214","4,557",48.6,2018-2019
WA,50403,Swan,55–59,"2,192","4,199",52.2,2018-2019
WA,50403,Swan,60–64,"1,821","3,246",56.1,2018-2019
WA,50403,Swan,65–69,"1,523","2,571",59.2,2018-2019
WA,50403,Swan,70–74,"1,169","1,963",59.6,2018-2019
WA,50403,Swan,50–69,"7,750","14,572",53.2,2018-2019
WA,50501,Joondalup,50–54,"3,380","5,862",57.7,2018-2019
WA,50501,Joondalup,55–59,"3,519","5,786",60.8,2018-2019
WA,50501,Joondalup,60–64,"3,522","5,277",66.8,2018-2019
WA,50501,Joondalup,65–69,"3,160","4,577",69.0,2018-2019
WA,50501,Joondalup,70–74,"2,203","3,396",64.9,2018-2019
WA,50501,Joondalup,50–69,"13,581","21,502",63.2,2018-2019
WA,50502,Stirling,50–54,"3,017","5,976",50.5,2018-2019
WA,50502,Stirling,55–59,"3,066","5,902",52.0,2018-2019
WA,50502,Stirling,60–64,"3,298","5,510",59.9,2018-2019
WA,50502,Stirling,65–69,"2,909","4,817",60.4,2018-2019
WA,50502,Stirling,70–74,"2,476","4,375",56.6,2018-2019
WA,50502,Stirling,50–69,"12,290","22,205",55.3,2018-2019
WA,50503,Wanneroo,50–54,"3,372","6,532",51.6,2018-2019
WA,50503,Wanneroo,55–59,"2,933","5,558",52.8,2018-2019
WA,50503,Wanneroo,60–64,"2,557","4,398",58.1,2018-2019
WA,50503,Wanneroo,65–69,"2,269","3,661",62.0,2018-2019
WA,50503,Wanneroo,70–74,"1,711","2,936",58.3,2018-2019
WA,50503,Wanneroo,50–69,"11,131","20,149",55.2,2018-2019
WA,50601,Armadale,50–54,"1,077","2,505",43.0,2018-2019
WA,50601,Armadale,55–59,"1,106","2,401",46.1,2018-2019
WA,50601,Armadale,60–64,"1,083","2,141",50.6,2018-2019
WA,50601,Armadale,65–69,"1,050","1,841",57.0,2018-2019
WA,50601,Armadale,70–74,785,"1,411",55.6,2018-2019
WA,50601,Armadale,50–69,"4,314","8,886",48.6,2018-2019
WA,50602,Belmont - Victoria Park,50–54,845,"1,955",43.2,2018-2019
WA,50602,Belmont - Victoria Park,55–59,979,"2,084",47.0,2018-2019
WA,50602,Belmont - Victoria Park,60–64,940,"1,793",52.4,2018-2019
WA,50602,Belmont - Victoria Park,65–69,765,"1,504",50.9,2018-2019
WA,50602,Belmont - Victoria Park,70–74,596,"1,204",49.5,2018-2019
WA,50602,Belmont - Victoria Park,50–69,"3,529","7,335",48.1,2018-2019
WA,50603,Canning,50–54,n.p.,n.p.,n.p.,2018-2019
WA,50603,Canning,55–59,n.p.,n.p.,n.p.,2018-2019
WA,50603,Canning,60–64,n.p.,n.p.,n.p.,2018-2019
WA,50603,Canning,65–69,n.p.,n.p.,n.p.,2018-2019
WA,50603,Canning,70–74,n.p.,n.p.,n.p.,2018-2019
WA,50603,Canning,50–69,n.p.,n.p.,n.p.,2018-2019
WA,50604,Gosnells,50–54,"1,721","3,553",48.4,2018-2019
WA,50604,Gosnells,55–59,"1,705","3,297",51.7,2018-2019
WA,50604,Gosnells,60–64,"1,758","3,024",58.1,2018-2019
WA,50604,Gosnells,65–69,"1,574","2,614",60.2,2018-2019
WA,50604,Gosnells,70–74,"1,280","2,098",61.0,2018-2019
WA,50604,Gosnells,50–69,"6,758","12,488",54.1,2018-2019
WA,50605,Kalamunda,50–54,920,"1,909",48.2,2018-2019
WA,50605,Kalamunda,55–59,"1,005","1,879",53.5,2018-2019
WA,50605,Kalamunda,60–64,970,"1,707",56.8,2018-2019
WA,50605,Kalamunda,65–69,"1,009","1,634",61.8,2018-2019
WA,50605,Kalamunda,70–74,854,"1,352",63.2,2018-2019
WA,50605,Kalamunda,50–69,"3,904","7,129",54.8,2018-2019
WA,50606,Serpentine - Jarrahdale,50–54,425,978,43.5,2018-2019
WA,50606,Serpentine - Jarrahdale,55–59,401,887,45.2,2018-2019
WA,50606,Serpentine - Jarrahdale,60–64,335,654,51.2,2018-2019
WA,50606,Serpentine - Jarrahdale,65–69,294,475,62.0,2018-2019
WA,50606,Serpentine - Jarrahdale,70–74,223,393,56.8,2018-2019
WA,50606,Serpentine - Jarrahdale,50–69,"1,455","2,993",48.6,2018-2019
WA,50607,South Perth,50–54,687,"1,366",50.3,2018-2019
WA,50607,South Perth,55–59,745,"1,423",52.4,2018-2019
WA,50607,South Perth,60–64,787,"1,376",57.2,2018-2019
WA,50607,South Perth,65–69,713,"1,244",57.3,2018-2019
WA,50607,South Perth,70–74,561,928,60.5,2018-2019
WA,50607,South Perth,50–69,"2,932","5,408",54.2,2018-2019
WA,50701,Cockburn,50–54,"1,800","3,541",50.8,2018-2019
WA,50701,Cockburn,55–59,"1,805","3,203",56.4,2018-2019
WA,50701,Cockburn,60–64,"1,699","2,773",61.3,2018-2019
WA,50701,Cockburn,65–69,"1,410","2,315",60.9,2018-2019
WA,50701,Cockburn,70–74,"1,041","1,777",58.6,2018-2019
WA,50701,Cockburn,50–69,"6,714","11,831",56.7,2018-2019
WA,50702,Fremantle,50–54,691,"1,407",49.1,2018-2019
WA,50702,Fremantle,55–59,790,"1,464",54.0,2018-2019
WA,50702,Fremantle,60–64,696,"1,293",53.8,2018-2019
WA,50702,Fremantle,65–69,704,"1,133",62.1,2018-2019
WA,50702,Fremantle,70–74,500,932,53.6,2018-2019
WA,50702,Fremantle,50–69,"2,880","5,297",54.4,2018-2019
WA,50703,Kwinana,50–54,542,"1,178",46.0,2018-2019
WA,50703,Kwinana,55–59,439,976,45.0,2018-2019
WA,50703,Kwinana,60–64,414,812,51.0,2018-2019
WA,50703,Kwinana,65–69,361,727,49.7,2018-2019
WA,50703,Kwinana,70–74,269,511,52.7,2018-2019
WA,50703,Kwinana,50–69,"1,756","3,691",47.6,2018-2019
WA,50704,Melville,50–54,"1,906","3,536",53.9,2018-2019
WA,50704,Melville,55–59,"2,046","3,611",56.7,2018-2019
WA,50704,Melville,60–64,"2,108","3,374",62.5,2018-2019
WA,50704,Melville,65–69,"2,021","3,164",63.9,2018-2019
WA,50704,Melville,70–74,"1,477","2,392",61.7,2018-2019
WA,50704,Melville,50–69,"8,082","13,684",59.1,2018-2019
WA,50705,Rockingham,50–54,"2,149","4,314",49.8,2018-2019
WA,50705,Rockingham,55–59,"2,002","3,920",51.1,2018-2019
WA,50705,Rockingham,60–64,"1,933","3,240",59.7,2018-2019
WA,50705,Rockingham,65–69,"1,679","2,658",63.2,2018-2019
WA,50705,Rockingham,70–74,"1,458","2,345",62.2,2018-2019
WA,50705,Rockingham,50–69,"7,763","14,131",54.9,2018-2019
WA,50901,Albany,50–54,"1,032","2,103",49.1,2018-2019
WA,50901,Albany,55–59,"1,286","2,324",55.3,2018-2019
WA,50901,Albany,60–64,"1,327","2,122",62.5,2018-2019
WA,50901,Albany,65–69,"1,271","1,996",63.7,2018-2019
WA,50901,Albany,70–74,966,"1,606",60.2,2018-2019
WA,50901,Albany,50–69,"4,916","8,544",57.5,2018-2019
WA,50902,Wheat Belt - North,50–54,860,"1,990",43.2,2018-2019
WA,50902,Wheat Belt - North,55–59,"1,062","2,259",47.0,2018-2019
WA,50902,Wheat Belt - North,60–64,"1,109","2,047",54.2,2018-2019
WA,50902,Wheat Belt - North,65–69,"1,025","1,897",54.0,2018-2019
WA,50902,Wheat Belt - North,70–74,867,"1,508",57.5,2018-2019
WA,50902,Wheat Belt - North,50–69,"4,056","8,193",49.5,2018-2019
WA,50903,Wheat Belt - South,50–54,289,677,42.8,2018-2019
WA,50903,Wheat Belt - South,55–59,397,803,49.5,2018-2019
WA,50903,Wheat Belt - South,60–64,406,729,55.8,2018-2019
WA,50903,Wheat Belt - South,65–69,344,645,53.4,2018-2019
WA,50903,Wheat Belt - South,70–74,281,455,61.9,2018-2019
WA,50903,Wheat Belt - South,50–69,"1,438","2,853",50.4,2018-2019
WA,51001,Kimberley,50–54,516,"1,070",48.2,2018-2019
WA,51001,Kimberley,55–59,526,"1,146",45.9,2018-2019
WA,51001,Kimberley,60–64,411,934,44.0,2018-2019
WA,51001,Kimberley,65–69,235,558,42.1,2018-2019
WA,51001,Kimberley,70–74,122,274,44.6,2018-2019
WA,51001,Kimberley,50–69,"1,688","3,708",45.5,2018-2019
WA,51002,East Pilbara,50–54,183,690,26.6,2018-2019
WA,51002,East Pilbara,55–59,193,584,33.1,2018-2019
WA,51002,East Pilbara,60–64,108,338,32.1,2018-2019
WA,51002,East Pilbara,65–69,n.p.,n.p.,n.p.,2018-2019
WA,51002,East Pilbara,70–74,n.p.,n.p.,n.p.,2018-2019
WA,51002,East Pilbara,50–69,n.p.,n.p.,n.p.,2018-2019
WA,51003,West Pilbara,50–54,298,852,35.0,2018-2019
WA,51003,West Pilbara,55–59,235,715,32.9,2018-2019
WA,51003,West Pilbara,60–64,173,406,42.6,2018-2019
WA,51003,West Pilbara,65–69,n.p.,n.p.,n.p.,2018-2019
WA,51003,West Pilbara,70–74,n.p.,n.p.,n.p.,2018-2019
WA,51003,West Pilbara,50–69,n.p.,n.p.,n.p.,2018-2019
WA,51101,Esperance,50–54,315,559,56.4,2018-2019
WA,51101,Esperance,55–59,326,554,58.8,2018-2019
WA,51101,Esperance,60–64,293,484,60.6,2018-2019
WA,51101,Esperance,65–69,266,425,62.6,2018-2019
WA,51101,Esperance,70–74,261,398,65.6,2018-2019
WA,51101,Esperance,50–69,"1,200","2,022",59.4,2018-2019
WA,51102,Gascoyne,50–54,128,307,41.6,2018-2019
WA,51102,Gascoyne,55–59,125,323,38.6,2018-2019
WA,51102,Gascoyne,60–64,137,299,45.7,2018-2019
WA,51102,Gascoyne,65–69,103,222,46.2,2018-2019
WA,51102,Gascoyne,70–74,66,197,33.8,2018-2019
WA,51102,Gascoyne,50–69,492,"1,151",42.7,2018-2019
WA,51103,Goldfields,50–54,315,"1,175",26.8,2018-2019
WA,51103,Goldfields,55–59,346,"1,102",31.4,2018-2019
WA,51103,Goldfields,60–64,273,875,31.2,2018-2019
WA,51103,Goldfields,65–69,199,580,34.3,2018-2019
WA,51103,Goldfields,70–74,134,377,35.6,2018-2019
WA,51103,Goldfields,50–69,"1,133","3,732",30.4,2018-2019
WA,51104,Mid West,50–54,872,"1,824",47.8,2018-2019
WA,51104,Mid West,55–59,981,"1,901",51.6,2018-2019
WA,51104,Mid West,60–64,989,"1,730",57.2,2018-2019
WA,51104,Mid West,65–69,933,"1,494",62.4,2018-2019
WA,51104,Mid West,70–74,686,"1,188",57.8,2018-2019
WA,51104,Mid West,50–69,"3,775","6,947",54.3,2018-2019
SA,40101,Adelaide City,50–54,215,518,41.5,2018-2019
SA,40101,Adelaide City,55–59,275,566,48.6,2018-2019
SA,40101,Adelaide City,60–64,283,530,53.4,2018-2019
SA,40101,Adelaide City,65–69,329,554,59.4,2018-2019
SA,40101,Adelaide City,70–74,266,476,55.9,2018-2019
SA,40101,Adelaide City,50–69,"1,102","2,166",50.9,2018-2019
SA,40102,Adelaide Hills,50–54,"1,474","2,775",53.1,2018-2019
SA,40102,Adelaide Hills,55–59,"1,598","2,714",58.9,2018-2019
SA,40102,Adelaide Hills,60–64,"1,618","2,556",63.3,2018-2019
SA,40102,Adelaide Hills,65–69,"1,474","2,269",64.9,2018-2019
SA,40102,Adelaide Hills,70–74,"1,127","1,805",62.5,2018-2019
SA,40102,Adelaide Hills,50–69,"6,163","10,314",59.7,2018-2019
SA,40103,Burnside,50–54,n.p.,n.p.,n.p.,2018-2019
SA,40103,Burnside,55–59,n.p.,n.p.,n.p.,2018-2019
SA,40103,Burnside,60–64,n.p.,n.p.,n.p.,2018-2019
SA,40103,Burnside,65–69,n.p.,n.p.,n.p.,2018-2019
SA,40103,Burnside,70–74,n.p.,n.p.,n.p.,2018-2019
SA,40103,Burnside,50–69,n.p.,n.p.,n.p.,2018-2019
SA,40104,Campbelltown (SA),50–54,921,"1,743",52.8,2018-2019
SA,40104,Campbelltown (SA),55–59,"1,019","1,659",61.4,2018-2019
