State/territory,SA3 code,SA3 name,Age group,Participants,Population,Participation (%),Year
NSW,10101,Goulburn - Yass,50–54,"1,363","2,581",52.8,2014-2015
NSW,10101,Goulburn - Yass,55–59,"1,353","2,358",57.4,2014-2015
NSW,10101,Goulburn - Yass,60–64,"1,457","2,409",60.5,2014-2015
NSW,10101,Goulburn - Yass,65–69,"1,347","2,172",62.0,2014-2015
NSW,10101,Goulburn - Yass,70–74,768,"1,756",43.7,2014-2015
NSW,10101,Goulburn - Yass,50–69,"5,519","9,520",58.0,2014-2015
NSW,10102,Queanbeyan,50–54,"1,071","2,179",49.2,2014-2015
NSW,10102,Queanbeyan,55–59,"1,060","1,834",57.8,2014-2015
NSW,10102,Queanbeyan,60–64,962,"1,502",64.0,2014-2015
NSW,10102,Queanbeyan,65–69,750,"1,142",65.7,2014-2015
NSW,10102,Queanbeyan,70–74,392,835,46.9,2014-2015
NSW,10102,Queanbeyan,50–69,"3,843","6,657",57.7,2014-2015
NSW,10103,Snowy Mountains,50–54,371,732,50.6,2014-2015
NSW,10103,Snowy Mountains,55–59,370,684,54.1,2014-2015
NSW,10103,Snowy Mountains,60–64,371,617,60.1,2014-2015
NSW,10103,Snowy Mountains,65–69,324,581,55.8,2014-2015
NSW,10103,Snowy Mountains,70–74,170,430,39.6,2014-2015
NSW,10103,Snowy Mountains,50–69,"1,436","2,614",54.9,2014-2015
NSW,10104,South Coast,50–54,"1,237","2,863",43.2,2014-2015
NSW,10104,South Coast,55–59,"1,749","3,238",54.0,2014-2015
NSW,10104,South Coast,60–64,"1,894","3,113",60.9,2014-2015
NSW,10104,South Coast,65–69,"1,959","3,110",63.0,2014-2015
NSW,10104,South Coast,70–74,981,"2,360",41.6,2014-2015
NSW,10104,South Coast,50–69,"6,840","12,324",55.5,2014-2015
NSW,10201,Gosford,50–54,"2,665","6,369",41.8,2014-2015
NSW,10201,Gosford,55–59,"2,912","5,806",50.2,2014-2015
NSW,10201,Gosford,60–64,"2,942","5,518",53.3,2014-2015
NSW,10201,Gosford,65–69,"2,935","5,428",54.1,2014-2015
NSW,10201,Gosford,70–74,"1,964","4,172",47.1,2014-2015
NSW,10201,Gosford,50–69,"11,454","23,121",49.5,2014-2015
NSW,10202,Wyong,50–54,"2,247","5,318",42.3,2014-2015
NSW,10202,Wyong,55–59,"2,605","5,227",49.9,2014-2015
NSW,10202,Wyong,60–64,"2,616","4,749",55.1,2014-2015
NSW,10202,Wyong,65–69,"2,776","4,904",56.6,2014-2015
NSW,10202,Wyong,70–74,"1,782","3,998",44.6,2014-2015
NSW,10202,Wyong,50–69,"10,244","20,198",50.7,2014-2015
NSW,10301,Bathurst,50–54,607,"1,530",39.7,2014-2015
NSW,10301,Bathurst,55–59,693,"1,419",48.9,2014-2015
NSW,10301,Bathurst,60–64,698,"1,329",52.5,2014-2015
NSW,10301,Bathurst,65–69,610,"1,200",50.9,2014-2015
NSW,10301,Bathurst,70–74,330,900,36.7,2014-2015
NSW,10301,Bathurst,50–69,"2,609","5,478",47.6,2014-2015
NSW,10302,Lachlan Valley,50–54,"1,038","1,875",55.4,2014-2015
NSW,10302,Lachlan Valley,55–59,"1,094","1,850",59.1,2014-2015
NSW,10302,Lachlan Valley,60–64,"1,126","1,737",64.8,2014-2015
NSW,10302,Lachlan Valley,65–69,"1,092","1,654",66.0,2014-2015
NSW,10302,Lachlan Valley,70–74,744,"1,421",52.4,2014-2015
NSW,10302,Lachlan Valley,50–69,"4,350","7,116",61.1,2014-2015
NSW,10303,Lithgow - Mudgee,50–54,681,"1,667",40.8,2014-2015
NSW,10303,Lithgow - Mudgee,55–59,717,"1,544",46.4,2014-2015
NSW,10303,Lithgow - Mudgee,60–64,753,"1,478",51.0,2014-2015
NSW,10303,Lithgow - Mudgee,65–69,789,"1,465",53.9,2014-2015
NSW,10303,Lithgow - Mudgee,70–74,536,"1,132",47.3,2014-2015
NSW,10303,Lithgow - Mudgee,50–69,"2,940","6,155",47.8,2014-2015
NSW,10304,Orange,50–54,993,"1,912",51.9,2014-2015
NSW,10304,Orange,55–59,"1,011","1,760",57.4,2014-2015
NSW,10304,Orange,60–64,"1,011","1,583",63.9,2014-2015
NSW,10304,Orange,65–69,897,"1,444",62.1,2014-2015
NSW,10304,Orange,70–74,642,"1,124",57.1,2014-2015
NSW,10304,Orange,50–69,"3,911","6,699",58.4,2014-2015
NSW,10401,Clarence Valley,50–54,"1,068","1,966",54.3,2014-2015
NSW,10401,Clarence Valley,55–59,"1,218","2,050",59.4,2014-2015
NSW,10401,Clarence Valley,60–64,"1,293","1,873",69.1,2014-2015
NSW,10401,Clarence Valley,65–69,"1,277","1,859",68.7,2014-2015
NSW,10401,Clarence Valley,70–74,743,"1,440",51.6,2014-2015
NSW,10401,Clarence Valley,50–69,"4,857","7,748",62.7,2014-2015
NSW,10402,Coffs Harbour,50–54,"1,730","3,239",53.4,2014-2015
NSW,10402,Coffs Harbour,55–59,"1,947","3,368",57.8,2014-2015
NSW,10402,Coffs Harbour,60–64,"1,978","3,035",65.2,2014-2015
NSW,10402,Coffs Harbour,65–69,"1,773","2,618",67.7,2014-2015
NSW,10402,Coffs Harbour,70–74,"1,136","2,071",54.9,2014-2015
NSW,10402,Coffs Harbour,50–69,"7,427","12,261",60.6,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,50–54,409,870,47.0,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,55–59,424,799,53.0,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,60–64,389,678,57.3,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,65–69,335,586,57.3,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,70–74,249,492,50.5,2014-2015
NSW,10501,Bourke - Cobar - Coonamble,50–69,"1,557","2,933",53.1,2014-2015
NSW,10502,Broken Hill and Far West,50–54,476,783,60.9,2014-2015
NSW,10502,Broken Hill and Far West,55–59,506,776,65.2,2014-2015
NSW,10502,Broken Hill and Far West,60–64,465,691,67.3,2014-2015
NSW,10502,Broken Hill and Far West,65–69,426,669,63.7,2014-2015
NSW,10502,Broken Hill and Far West,70–74,324,506,64.0,2014-2015
NSW,10502,Broken Hill and Far West,50–69,"1,873","2,919",64.2,2014-2015
NSW,10503,Dubbo,50–54,"1,199","2,463",48.7,2014-2015
NSW,10503,Dubbo,55–59,"1,282","2,334",54.9,2014-2015
NSW,10503,Dubbo,60–64,"1,187","2,027",58.6,2014-2015
NSW,10503,Dubbo,65–69,"1,125","1,925",58.4,2014-2015
NSW,10503,Dubbo,70–74,804,"1,537",52.3,2014-2015
NSW,10503,Dubbo,50–69,"4,793","8,749",54.8,2014-2015
NSW,10601,Lower Hunter,50–54,"1,398","2,930",47.7,2014-2015
NSW,10601,Lower Hunter,55–59,"1,539","2,845",54.1,2014-2015
NSW,10601,Lower Hunter,60–64,"1,490","2,497",59.7,2014-2015
NSW,10601,Lower Hunter,65–69,"1,281","2,135",60.0,2014-2015
NSW,10601,Lower Hunter,70–74,775,"1,521",50.9,2014-2015
NSW,10601,Lower Hunter,50–69,"5,709","10,407",54.9,2014-2015
NSW,10602,Maitland,50–54,"1,281","2,345",54.6,2014-2015
NSW,10602,Maitland,55–59,"1,252","2,202",56.9,2014-2015
NSW,10602,Maitland,60–64,"1,276","1,955",65.3,2014-2015
NSW,10602,Maitland,65–69,"1,117","1,793",62.3,2014-2015
NSW,10602,Maitland,70–74,695,"1,179",59.0,2014-2015
NSW,10602,Maitland,50–69,"4,926","8,294",59.4,2014-2015
NSW,10603,Port Stephens,50–54,"1,359","2,516",54.0,2014-2015
NSW,10603,Port Stephens,55–59,"1,439","2,419",59.5,2014-2015
NSW,10603,Port Stephens,60–64,"1,690","2,529",66.8,2014-2015
NSW,10603,Port Stephens,65–69,"1,804","2,715",66.5,2014-2015
NSW,10603,Port Stephens,70–74,"1,263","2,131",59.3,2014-2015
NSW,10603,Port Stephens,50–69,"6,292","10,178",61.8,2014-2015
NSW,10604,Upper Hunter,50–54,579,966,59.9,2014-2015
NSW,10604,Upper Hunter,55–59,590,983,60.0,2014-2015
NSW,10604,Upper Hunter,60–64,526,715,73.6,2014-2015
NSW,10604,Upper Hunter,65–69,457,697,65.6,2014-2015
NSW,10604,Upper Hunter,70–74,300,552,54.4,2014-2015
NSW,10604,Upper Hunter,50–69,"2,152","3,361",64.0,2014-2015
NSW,10701,Dapto - Port Kembla,50–54,954,"2,757",34.6,2014-2015
NSW,10701,Dapto - Port Kembla,55–59,"1,199","2,368",50.6,2014-2015
NSW,10701,Dapto - Port Kembla,60–64,"1,223","2,198",55.6,2014-2015
NSW,10701,Dapto - Port Kembla,65–69,"1,092","1,974",55.3,2014-2015
NSW,10701,Dapto - Port Kembla,70–74,717,"1,733",41.4,2014-2015
NSW,10701,Dapto - Port Kembla,50–69,"4,468","9,296",48.1,2014-2015
NSW,10702,Illawarra Catchment Reserve,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,70–74,n.p.,n.p.,n.p.,2014-2015
NSW,10702,Illawarra Catchment Reserve,50–69,n.p.,n.p.,n.p.,2014-2015
NSW,10703,Kiama - Shellharbour,50–54,"1,458","3,297",44.2,2014-2015
NSW,10703,Kiama - Shellharbour,55–59,"1,810","3,192",56.7,2014-2015
NSW,10703,Kiama - Shellharbour,60–64,"1,746","2,817",62.0,2014-2015
NSW,10703,Kiama - Shellharbour,65–69,"1,567","2,397",65.4,2014-2015
NSW,10703,Kiama - Shellharbour,70–74,"1,012","2,004",50.5,2014-2015
NSW,10703,Kiama - Shellharbour,50–69,"6,581","11,703",56.2,2014-2015
NSW,10704,Wollongong,50–54,"1,710","4,217",40.5,2014-2015
NSW,10704,Wollongong,55–59,"1,956","4,072",48.0,2014-2015
NSW,10704,Wollongong,60–64,"1,989","3,627",54.8,2014-2015
NSW,10704,Wollongong,65–69,"1,818","3,166",57.4,2014-2015
NSW,10704,Wollongong,70–74,"1,102","2,524",43.7,2014-2015
NSW,10704,Wollongong,50–69,"7,473","15,081",49.6,2014-2015
NSW,10801,Great Lakes,50–54,579,"1,121",51.6,2014-2015
NSW,10801,Great Lakes,55–59,722,"1,252",57.7,2014-2015
NSW,10801,Great Lakes,60–64,861,"1,327",64.9,2014-2015
NSW,10801,Great Lakes,65–69,979,"1,515",64.6,2014-2015
NSW,10801,Great Lakes,70–74,766,"1,146",66.8,2014-2015
NSW,10801,Great Lakes,50–69,"3,142","5,216",60.2,2014-2015
NSW,10802,Kempsey - Nambucca,50–54,878,"1,894",46.3,2014-2015
NSW,10802,Kempsey - Nambucca,55–59,"1,059","2,047",51.7,2014-2015
NSW,10802,Kempsey - Nambucca,60–64,"1,143","1,853",61.7,2014-2015
NSW,10802,Kempsey - Nambucca,65–69,"1,124","1,781",63.1,2014-2015
NSW,10802,Kempsey - Nambucca,70–74,742,"1,408",52.7,2014-2015
NSW,10802,Kempsey - Nambucca,50–69,"4,204","7,575",55.5,2014-2015
NSW,10803,Lord Howe Island,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,70–74,n.p.,n.p.,n.p.,2014-2015
NSW,10803,Lord Howe Island,50–69,n.p.,n.p.,n.p.,2014-2015
NSW,10804,Port Macquarie,50–54,"1,528","2,863",53.4,2014-2015
NSW,10804,Port Macquarie,55–59,"1,643","2,848",57.7,2014-2015
NSW,10804,Port Macquarie,60–64,"1,855","2,786",66.6,2014-2015
NSW,10804,Port Macquarie,65–69,"1,974","2,934",67.3,2014-2015
NSW,10804,Port Macquarie,70–74,"1,559","2,576",60.5,2014-2015
NSW,10804,Port Macquarie,50–69,"7,000","11,432",61.2,2014-2015
NSW,10805,Taree - Gloucester,50–54,"1,143","2,024",56.5,2014-2015
NSW,10805,Taree - Gloucester,55–59,"1,244","2,178",57.1,2014-2015
NSW,10805,Taree - Gloucester,60–64,"1,425","2,124",67.1,2014-2015
NSW,10805,Taree - Gloucester,65–69,"1,442","2,098",68.7,2014-2015
NSW,10805,Taree - Gloucester,70–74,"1,057","1,752",60.4,2014-2015
NSW,10805,Taree - Gloucester,50–69,"5,253","8,422",62.4,2014-2015
NSW,10901,Albury,50–54,878,"2,055",42.7,2014-2015
NSW,10901,Albury,55–59,"1,052","2,063",51.0,2014-2015
NSW,10901,Albury,60–64,"1,026","1,892",54.2,2014-2015
NSW,10901,Albury,65–69,963,"1,613",59.7,2014-2015
NSW,10901,Albury,70–74,648,"1,339",48.4,2014-2015
NSW,10901,Albury,50–69,"3,919","7,622",51.4,2014-2015
NSW,10902,Lower Murray,50–54,174,542,32.2,2014-2015
NSW,10902,Lower Murray,55–59,210,447,46.9,2014-2015
NSW,10902,Lower Murray,60–64,228,389,58.7,2014-2015
NSW,10902,Lower Murray,65–69,215,339,63.3,2014-2015
NSW,10902,Lower Murray,70–74,103,286,36.2,2014-2015
NSW,10902,Lower Murray,50–69,827,"1,717",48.2,2014-2015
NSW,10903,Upper Murray exc. Albury,50–54,709,"1,471",48.2,2014-2015
NSW,10903,Upper Murray exc. Albury,55–59,832,"1,408",59.1,2014-2015
NSW,10903,Upper Murray exc. Albury,60–64,921,"1,622",56.8,2014-2015
NSW,10903,Upper Murray exc. Albury,65–69,938,"1,493",62.9,2014-2015
NSW,10903,Upper Murray exc. Albury,70–74,620,"1,258",49.3,2014-2015
NSW,10903,Upper Murray exc. Albury,50–69,"3,400","5,994",56.7,2014-2015
NSW,11001,Armidale,50–54,880,"1,290",68.2,2014-2015
NSW,11001,Armidale,55–59,828,"1,248",66.3,2014-2015
NSW,11001,Armidale,60–64,768,"1,161",66.2,2014-2015
NSW,11001,Armidale,65–69,648,"1,028",63.0,2014-2015
NSW,11001,Armidale,70–74,526,831,63.4,2014-2015
NSW,11001,Armidale,50–69,"3,124","4,726",66.1,2014-2015
NSW,11002,Inverell - Tenterfield,50–54,827,"1,402",59.0,2014-2015
NSW,11002,Inverell - Tenterfield,55–59,844,"1,462",57.7,2014-2015
NSW,11002,Inverell - Tenterfield,60–64,876,"1,375",63.7,2014-2015
NSW,11002,Inverell - Tenterfield,65–69,917,"1,387",66.1,2014-2015
NSW,11002,Inverell - Tenterfield,70–74,624,"1,102",56.6,2014-2015
NSW,11002,Inverell - Tenterfield,50–69,"3,464","5,626",61.6,2014-2015
NSW,11003,Moree - Narrabri,50–54,543,928,58.6,2014-2015
NSW,11003,Moree - Narrabri,55–59,448,829,54.1,2014-2015
NSW,11003,Moree - Narrabri,60–64,433,679,63.8,2014-2015
NSW,11003,Moree - Narrabri,65–69,397,626,63.3,2014-2015
NSW,11003,Moree - Narrabri,70–74,261,465,56.1,2014-2015
NSW,11003,Moree - Narrabri,50–69,"1,822","3,062",59.5,2014-2015
NSW,11004,Tamworth - Gunnedah,50–54,"1,721","2,854",60.3,2014-2015
NSW,11004,Tamworth - Gunnedah,55–59,"1,778","2,681",66.3,2014-2015
NSW,11004,Tamworth - Gunnedah,60–64,"1,723","2,383",72.3,2014-2015
NSW,11004,Tamworth - Gunnedah,65–69,"1,567","2,284",68.6,2014-2015
NSW,11004,Tamworth - Gunnedah,70–74,"1,218","1,904",64.0,2014-2015
NSW,11004,Tamworth - Gunnedah,50–69,"6,789","10,202",66.5,2014-2015
NSW,11101,Lake Macquarie - East,50–54,"2,311","4,432",52.1,2014-2015
NSW,11101,Lake Macquarie - East,55–59,"2,473","4,243",58.3,2014-2015
NSW,11101,Lake Macquarie - East,60–64,"2,574","3,848",66.9,2014-2015
NSW,11101,Lake Macquarie - East,65–69,"2,396","3,614",66.3,2014-2015
NSW,11101,Lake Macquarie - East,70–74,"1,607","2,859",56.2,2014-2015
NSW,11101,Lake Macquarie - East,50–69,"9,754","16,138",60.4,2014-2015
NSW,11102,Lake Macquarie - West,50–54,"1,320","2,606",50.6,2014-2015
NSW,11102,Lake Macquarie - West,55–59,"1,383","2,639",52.4,2014-2015
NSW,11102,Lake Macquarie - West,60–64,"1,585","2,515",63.0,2014-2015
NSW,11102,Lake Macquarie - West,65–69,"1,562","2,428",64.4,2014-2015
NSW,11102,Lake Macquarie - West,70–74,"1,030","1,869",55.1,2014-2015
NSW,11102,Lake Macquarie - West,50–69,"5,850","10,187",57.4,2014-2015
NSW,11103,Newcastle,50–54,"2,876","5,463",52.6,2014-2015
NSW,11103,Newcastle,55–59,"2,877","5,092",56.5,2014-2015
NSW,11103,Newcastle,60–64,"2,868","4,575",62.7,2014-2015
NSW,11103,Newcastle,65–69,"2,463","3,941",62.5,2014-2015
NSW,11103,Newcastle,70–74,"1,564","3,076",50.9,2014-2015
NSW,11103,Newcastle,50–69,"11,084","19,071",58.1,2014-2015
NSW,11201,Richmond Valley - Coastal,50–54,"1,529","3,257",46.9,2014-2015
NSW,11201,Richmond Valley - Coastal,55–59,"1,682","3,297",51.0,2014-2015
NSW,11201,Richmond Valley - Coastal,60–64,"1,840","2,881",63.9,2014-2015
NSW,11201,Richmond Valley - Coastal,65–69,"1,537","2,450",62.7,2014-2015
NSW,11201,Richmond Valley - Coastal,70–74,957,"1,826",52.4,2014-2015
NSW,11201,Richmond Valley - Coastal,50–69,"6,587","11,885",55.4,2014-2015
NSW,11202,Richmond Valley - Hinterland,50–54,"1,434","2,796",51.3,2014-2015
NSW,11202,Richmond Valley - Hinterland,55–59,"1,568","2,783",56.3,2014-2015
NSW,11202,Richmond Valley - Hinterland,60–64,"1,604","2,466",65.0,2014-2015
NSW,11202,Richmond Valley - Hinterland,65–69,"1,394","2,062",67.6,2014-2015
NSW,11202,Richmond Valley - Hinterland,70–74,920,"1,456",63.2,2014-2015
NSW,11202,Richmond Valley - Hinterland,50–69,"6,000","10,107",59.4,2014-2015
NSW,11203,Tweed Valley,50–54,"1,555","3,436",45.3,2014-2015
NSW,11203,Tweed Valley,55–59,"1,812","3,496",51.8,2014-2015
NSW,11203,Tweed Valley,60–64,"1,901","3,248",58.5,2014-2015
NSW,11203,Tweed Valley,65–69,"1,850","2,948",62.8,2014-2015
NSW,11203,Tweed Valley,70–74,"1,392","2,546",54.7,2014-2015
NSW,11203,Tweed Valley,50–69,"7,119","13,129",54.2,2014-2015
NSW,11301,Griffith - Murrumbidgee (West),50–54,741,"1,658",44.7,2014-2015
NSW,11301,Griffith - Murrumbidgee (West),55–59,811,"1,475",55.0,2014-2015
NSW,11301,Griffith - Murrumbidgee (West),60–64,781,"1,278",61.1,2014-2015
NSW,11301,Griffith - Murrumbidgee (West),65–69,722,"1,121",64.4,2014-2015
NSW,11301,Griffith - Murrumbidgee (West),70–74,572,949,60.3,2014-2015
NSW,11301,Griffith - Murrumbidgee (West),50–69,"3,056","5,532",55.2,2014-2015
NSW,11302,Tumut - Tumbarumba,50–54,290,506,57.2,2014-2015
NSW,11302,Tumut - Tumbarumba,55–59,340,517,65.7,2014-2015
NSW,11302,Tumut - Tumbarumba,60–64,315,473,66.6,2014-2015
NSW,11302,Tumut - Tumbarumba,65–69,296,425,69.7,2014-2015
NSW,11302,Tumut - Tumbarumba,70–74,210,318,66.0,2014-2015
NSW,11302,Tumut - Tumbarumba,50–69,"1,241","1,921",64.6,2014-2015
NSW,11303,Wagga Wagga,50–54,"1,618","3,085",52.5,2014-2015
NSW,11303,Wagga Wagga,55–59,"1,778","3,006",59.1,2014-2015
NSW,11303,Wagga Wagga,60–64,"1,779","2,589",68.7,2014-2015
NSW,11303,Wagga Wagga,65–69,"1,595","2,246",71.0,2014-2015
NSW,11303,Wagga Wagga,70–74,"1,241","1,934",64.1,2014-2015
NSW,11303,Wagga Wagga,50–69,"6,771","10,927",62.0,2014-2015
NSW,11401,Shoalhaven,50–54,"1,589","3,471",45.8,2014-2015
NSW,11401,Shoalhaven,55–59,"2,054","3,667",56.0,2014-2015
NSW,11401,Shoalhaven,60–64,"2,319","3,720",62.3,2014-2015
NSW,11401,Shoalhaven,65–69,"2,440","3,707",65.8,2014-2015
NSW,11401,Shoalhaven,70–74,"1,571","2,985",52.6,2014-2015
NSW,11401,Shoalhaven,50–69,"8,402","14,566",57.7,2014-2015
NSW,11402,Southern Highlands,50–54,763,"1,735",44.0,2014-2015
NSW,11402,Southern Highlands,55–59,860,"1,753",49.0,2014-2015
NSW,11402,Southern Highlands,60–64,993,"1,776",55.9,2014-2015
NSW,11402,Southern Highlands,65–69,"1,213","1,990",60.9,2014-2015
NSW,11402,Southern Highlands,70–74,744,"1,489",50.0,2014-2015
NSW,11402,Southern Highlands,50–69,"3,828","7,254",52.8,2014-2015
NSW,11501,Baulkham Hills,50–54,"2,391","5,512",43.4,2014-2015
NSW,11501,Baulkham Hills,55–59,"2,551","4,841",52.7,2014-2015
NSW,11501,Baulkham Hills,60–64,"2,500","4,347",57.5,2014-2015
NSW,11501,Baulkham Hills,65–69,"2,252","3,793",59.4,2014-2015
NSW,11501,Baulkham Hills,70–74,"1,314","2,596",50.6,2014-2015
NSW,11501,Baulkham Hills,50–69,"9,694","18,493",52.4,2014-2015
NSW,11502,Dural - Wisemans Ferry,50–54,436,"1,111",39.2,2014-2015
NSW,11502,Dural - Wisemans Ferry,55–59,479,937,51.1,2014-2015
NSW,11502,Dural - Wisemans Ferry,60–64,493,850,57.9,2014-2015
NSW,11502,Dural - Wisemans Ferry,65–69,437,803,54.5,2014-2015
NSW,11502,Dural - Wisemans Ferry,70–74,302,573,52.6,2014-2015
NSW,11502,Dural - Wisemans Ferry,50–69,"1,845","3,700",49.9,2014-2015
NSW,11503,Hawkesbury,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,11503,Hawkesbury,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,11503,Hawkesbury,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,11503,Hawkesbury,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,11503,Hawkesbury,70–74,n.p.,n.p.,n.p.,2014-2015
NSW,11503,Hawkesbury,50–69,n.p.,n.p.,n.p.,2014-2015
NSW,11504,Rouse Hill - McGraths Hill,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,11504,Rouse Hill - McGraths Hill,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,11504,Rouse Hill - McGraths Hill,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,11504,Rouse Hill - McGraths Hill,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,11504,Rouse Hill - McGraths Hill,70–74,n.p.,n.p.,n.p.,2014-2015
NSW,11504,Rouse Hill - McGraths Hill,50–69,n.p.,n.p.,n.p.,2014-2015
NSW,11601,Blacktown,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,11601,Blacktown,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,11601,Blacktown,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,11601,Blacktown,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,11601,Blacktown,70–74,n.p.,n.p.,n.p.,2014-2015
NSW,11601,Blacktown,50–69,"6,675","14,759",45.2,2014-2015
NSW,11602,Blacktown - North,50–54,"1,132","2,644",42.8,2014-2015
NSW,11602,Blacktown - North,55–59,"1,060","2,249",47.1,2014-2015
NSW,11602,Blacktown - North,60–64,995,"1,790",55.6,2014-2015
NSW,11602,Blacktown - North,65–69,740,"1,337",55.4,2014-2015
NSW,11602,Blacktown - North,70–74,349,832,42.0,2014-2015
NSW,11602,Blacktown - North,50–69,"3,927","8,020",49.0,2014-2015
NSW,11603,Mount Druitt,50–54,"1,174","3,485",33.7,2014-2015
NSW,11603,Mount Druitt,55–59,"1,190","2,977",40.0,2014-2015
NSW,11603,Mount Druitt,60–64,"1,129","2,512",44.9,2014-2015
NSW,11603,Mount Druitt,65–69,964,"2,147",44.9,2014-2015
NSW,11603,Mount Druitt,70–74,487,"1,477",33.0,2014-2015
NSW,11603,Mount Druitt,50–69,"4,456","11,121",40.1,2014-2015
NSW,11701,Botany,50–54,n.p.,n.p.,n.p.,2014-2015
NSW,11701,Botany,55–59,n.p.,n.p.,n.p.,2014-2015
NSW,11701,Botany,60–64,n.p.,n.p.,n.p.,2014-2015
NSW,11701,Botany,65–69,n.p.,n.p.,n.p.,2014-2015
NSW,11701,Botany,70–74,n.p.,n.p.,n.p.,2014-2015
NSW,11701,Botany,50–69,n.p.,n.p.,n.p.,2014-2015
NSW,11702,Marrickville - Sydenham - Petersham,50–54,777,"1,650",47.1,2014-2015
NSW,11702,Marrickville - Sydenham - Petersham,55–59,694,"1,442",48.1,2014-2015
NSW,11702,Marrickville - Sydenham - Petersham,60–64,641,"1,227",52.3,2014-2015
NSW,11702,Marrickville - Sydenham - Petersham,65–69,486,"1,014",47.9,2014-2015
NSW,11702,Marrickville - Sydenham - Petersham,70–74,262,757,34.6,2014-2015
NSW,11702,Marrickville - Sydenham - Petersham,50–69,"2,598","5,334",48.7,2014-2015
NSW,11703,Sydney Inner City,50–54,"1,716","4,626",37.1,2014-2015
NSW,11703,Sydney Inner City,55–59,"1,783","4,035",44.2,2014-2015
NSW,11703,Sydney Inner City,60–64,"1,679","3,647",46.1,2014-2015
NSW,11703,Sydney Inner City,65–69,"1,378","2,981",46.2,2014-2015
NSW,11703,Sydney Inner City,70–74,674,"1,973",34.1,2014-2015
NSW,11703,Sydney Inner City,50–69,"6,555","15,288",42.9,2014-2015
NSW,11801,Eastern Suburbs - North,50–54,"1,393","3,839",36.3,2014-2015
NSW,11801,Eastern Suburbs - North,55–59,"1,465","3,420",42.8,2014-2015
NSW,11801,Eastern Suburbs - North,60–64,"1,475","3,030",48.7,2014-2015
NSW,11801,Eastern Suburbs - North,65–69,"1,516","3,236",46.8,2014-2015
NSW,11801,Eastern Suburbs - North,70–74,882,"2,362",37.3,2014-2015
NSW,11801,Eastern Suburbs - North,50–69,"5,849","13,525",43.2,2014-2015
NSW,11802,Eastern Suburbs - South,50–54,"1,801","4,199",42.9,2014-2015
NSW,11802,Eastern Suburbs - South,55–59,"1,812","3,713",48.8,2014-2015
NSW,11802,Eastern Suburbs - South,60–64,"1,807","3,191",56.6,2014-2015
NSW,11802,Eastern Suburbs - South,65–69,"1,651","2,898",57.0,2014-2015
NSW,11802,Eastern Suburbs - South,70–74,976,"2,297",42.5,2014-2015
NSW,11802,Eastern Suburbs - South,50–69,"7,072","14,002",50.5,2014-2015
NSW,11901,Bankstown,50–54,"2,386","5,632",42.4,2014-2015
NSW,11901,Bankstown,55–59,"2,304","5,122",45.0,2014-2015
NSW,11901,Bankstown,60–64,"2,008","4,294",46.8,2014-2015
NSW,11901,Bankstown,65–69,"1,718","3,665",46.9,2014-2015
NSW,11901,Bankstown,70–74,877,"2,713",32.3,2014-2015
NSW,11901,Bankstown,50–69,"8,416","18,713",45.0,2014-2015
NSW,11902,Canterbury,50–54,"1,701","4,303",39.5,2014-2015
NSW,11902,Canterbury,55–59,"1,650","3,892",42.4,2014-2015
NSW,11902,Canterbury,60–64,"1,503","3,219",46.7,2014-2015
NSW,11902,Canterbury,65–69,"1,272","2,707",47.0,2014-2015
NSW,11902,Canterbury,70–74,732,"2,215",33.0,2014-2015
NSW,11902,Canterbury,50–69,"6,126","14,121",43.4,2014-2015
NSW,11903,Hurstville,50–54,"1,919","4,476",42.9,2014-2015
NSW,11903,Hurstville,55–59,"2,079","4,151",50.1,2014-2015
NSW,11903,Hurstville,60–64,"1,900","3,452",55.0,2014-2015
