sa3_code,Area_Label,Census_Year,Estimated_Resident_Population,Population_Density_Per_Km2,Estimated resident population - males (no.),Estimated resident population - females (no.),Median_Age_Males,Median_Age_Females,Median_Age_Overall,Males - 85 and over (no.),Females - 85 and over (no.),Number_of_Births,Number_of_Deaths,Standardised_Death_Rate,Overseas_Arrivals,Overseas_Departures,Net_Overseas_Migration,Indigenous_Population,Indigenous_Population_Percent,Born_in_Oceania_Excluding_Australia_Percent,Born_in_North_West_Europe_Percent,Born_in_Southern_Eastern_Europe_Percent,Born_in_North_Africa_Middle_East_Percent,Born_in_South_East_Asia_Percent,Born_in_North_East_Asia_Percent,Born_in_Southern_Central_Asia_Percent,Born_in_Americas_Percent,Born_in_Sub_Saharan_Africa_Percent,Total_Born_Overseas,Total_Born_Overseas_Percent,Number_of_Australian_Citizens,Number_of_Non_Australian_Citizens,Australian_Citizenship_Not_Stated,Australian_Citizen_Percent,Non_Australian_Citizen_Percent,Australian_Citizenship_Not_Stated_Percent,Speaks_Other_Language_At_Home,Speaks_Other_Language_At_Home_Percent,Males_Under_14,Females_Under_14,Males_15_to_24,Females_15_to_24,Males_25_to_34,Females_25_to_34,Males_35_to_44,Females_35_to_44,Males_45_to_54,Females_45_to_54,Males_55_to_64,Females_55_to_64,Males_65_to_74,Females_65_to_74,Males_75_to_84,Females_75_to_84,Males_85_and_over,Females_85_and_over
13450,Griffith,2017,26637.00,16.30,13395.00,13242.00,35.40,37.30,36.30,244.00,426.00,408.00,188.00,5.50,559.00,212.00,347.00,,,,,,,,,,,,,,,,,,,,,,2855.0,2740.0,1781.0,1602.0,1992.0,1925.0,1646.0,1560.0,1662.0,1705.0,1532.0,1484.0,1040.0,1059.0,643.0,741.0,244.00,426.00
13450,Griffith,2018,26866.00,16.40,13565.00,13301.00,35.30,37.30,36.20,239.00,429.00,421.00,202.00,5.70,549.00,235.00,314.00,,,,,,,,,,,,,,,,,,,,,,2824.0,2704.0,1815.0,1613.0,2077.0,1957.0,1669.0,1585.0,1670.0,1693.0,1554.0,1506.0,1055.0,1100.0,662.0,714.0,239.00,429.00
13450,Griffith,2019,27059.00,16.50,13695.00,13364.00,35.30,37.20,36.20,236.00,421.00,373.00,208.00,5.60,548.00,259.00,289.00,,,,,,,,,,,,,,,,,,,,,,2812.0,2680.0,1846.0,1622.0,2139.0,1989.0,1700.0,1605.0,1693.0,1704.0,1544.0,1518.0,1078.0,1102.0,647.0,723.0,236.00,421.00
13450,Griffith,2020,27193.00,16.60,13786.00,13407.00,35.60,37.60,36.60,226.00,414.00,405.00,190.00,5.60,488.00,290.00,198.00,,,,,,,,,,,,,,,,,,,,,,2763.0,2634.0,1843.0,1590.0,2175.0,2007.0,1722.0,1659.0,1699.0,1687.0,1591.0,1548.0,1118.0,1144.0,649.0,724.0,226.00,414.00
13450,Griffith,2021,27182.00,16.60,13809.00,13373.00,36.20,38.30,37.20,229.00,407.00,399.00,212.00,5.70,293.00,175.00,118.00,1434.00,5.30,3.70,1.50,3.50,0.50,2.90,0.90,8.20,0.50,0.80,6076.00,22.40,21384.00,3707.00,1996.00,78.90,13.70,7.40,6278.00,23.20,2766.0,2581.0,1777.0,1543.0,2136.0,1996.0,1743.0,1677.0,1751.0,1704.0,1621.0,1539.0,1117.0,1190.0,669.0,736.0,229.00,407.00
13450,Griffith,2022,26994.00,16.50,,,,,,,,,,,412.00,198.00,214.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13550,Gunnedah,2011,,,,,,,,,,,,,,,,1361.00,11.30,,,,,,,,,,,,10979.00,219.00,866.00,91.00,1.80,7.20,172.00,1.40,,,,,,,,,,,,,,,,,,
13550,Gunnedah,2016,,,,,,,,,,156.00,116.00,6.80,,,,1569.00,12.80,0.90,1.60,0.20,0.10,0.60,0.40,0.20,0.40,0.40,581.00,4.80,10973.00,296.00,942.00,89.80,2.40,7.70,274.00,2.20,,,,,,,,,,,,,,,,,,
13550,Gunnedah,2017,12655.00,2.50,6345.00,6310.00,37.00,38.70,37.90,111.00,196.00,183.00,117.00,6.70,57.00,22.00,35.00,,,,,,,,,,,,,,,,,,,,,,1404.0,1326.0,774.0,690.0,838.0,853.0,705.0,708.0,747.0,764.0,823.0,765.0,588.0,565.0,355.0,443.0,111.00,196.00
13550,Gunnedah,2018,12787.00,2.60,6425.00,6362.00,36.50,38.20,37.40,116.00,200.00,234.00,117.00,6.50,56.00,24.00,32.00,,,,,,,,,,,,,,,,,,,,,,1451.0,1346.0,802.0,694.0,862.0,883.0,697.0,714.0,726.0,742.0,805.0,774.0,614.0,565.0,352.0,444.0,116.00,200.00
13550,Gunnedah,2019,12903.00,2.60,6487.00,6416.00,35.80,37.90,37.00,130.00,204.00,205.00,96.00,6.00,57.00,26.00,31.00,,,,,,,,,,,,,,,,,,,,,,1494.0,1379.0,810.0,692.0,874.0,906.0,700.0,721.0,702.0,720.0,805.0,775.0,623.0,567.0,349.0,452.0,130.00,204.00
13550,Gunnedah,2020,13001.00,2.60,6537.00,6464.00,35.90,37.90,36.90,126.00,211.00,223.00,113.00,5.80,51.00,30.00,21.00,,,,,,,,,,,,,,,,,,,,,,1537.0,1415.0,773.0,676.0,879.0,897.0,719.0,756.0,703.0,706.0,797.0,779.0,647.0,575.0,356.0,449.0,126.00,211.00
13550,Gunnedah,2021,13085.00,2.60,6574.00,6511.00,36.00,37.80,36.90,142.00,217.00,229.00,126.00,6.00,22.00,18.00,4.00,2021.00,15.60,0.90,1.60,0.20,,1.00,0.40,0.30,0.40,0.40,679.00,5.30,11508.00,352.00,1072.00,89.00,2.70,8.30,413.00,3.20,1562.0,1440.0,739.0,674.0,897.0,900.0,736.0,780.0,676.0,702.0,804.0,767.0,661.0,587.0,357.0,444.0,142.00,217.00
13550,Gunnedah,2022,13125.00,2.60,,,,,,,,,,,56.00,27.00,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13660,Gwydir,2011,,,,,,,,,,,,,,,,192.00,3.90,,,,,,,,,,,,4720.00,87.00,153.00,95.10,1.80,3.10,47.00,0.90,,,,,,,,,,,,,,,,,,
13660,Gwydir,2016,,,,,,,,,,57.00,71.00,6.80,,,,299.00,5.70,0.60,2.20,0.10,,0.30,0.10,0.10,0.30,0.30,211.00,4.00,4658.00,86.00,509.00,88.60,1.60,9.70,62.00,1.20,,,,,,,,,,,,,,,,,,
13660,Gwydir,2017,5241.00,0.60,2647.00,2594.00,47.00,47.30,47.10,55.00,111.00,64.00,71.00,6.90,6.00,2.00,4.00,,,,,,,,,,,,,,,,,,,,,,530.0,469.0,235.0,237.0,246.0,246.0,235.0,258.0,341.0,350.0,402.0,348.0,373.0,367.0,230.0,208.0,55.00,111.00
13660,Gwydir,2018,5186.00,0.60,2597.00,2589.00,47.70,47.60,47.70,56.00,105.00,57.00,59.00,7.10,6.00,2.00,4.00,,,,,,,,,,,,,,,,,,,,,,514.0,471.0,222.0,234.0,246.0,240.0,233.0,251.0,326.0,338.0,398.0,366.0,369.0,376.0,233.0,208.0,56.00,105.00
13660,Gwydir,2019,5116.00,0.60,2553.00,2563.00,48.40,48.40,48.40,68.00,111.00,54.00,66.00,7.00,6.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,501.0,460.0,207.0,215.0,248.0,235.0,233.0,251.0,304.0,328.0,391.0,380.0,362.0,368.0,239.0,215.0,68.00,111.00
13660,Gwydir,2020,5010.00,0.50,2463.00,2547.00,49.60,49.00,49.30,63.00,118.00,46.00,63.00,6.70,5.00,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,473.0,438.0,197.0,207.0,214.0,233.0,229.0,264.0,291.0,318.0,389.0,376.0,364.0,381.0,243.0,212.0,63.00,118.00
13660,Gwydir,2021,4911.00,0.50,2405.00,2506.00,50.80,50.00,50.40,65.00,110.00,60.00,56.00,6.20,3.00,2.00,1.00,343.00,7.00,0.90,2.30,0.10,,0.30,,0.20,0.30,0.20,203.00,4.10,4412.00,84.00,415.00,89.90,1.70,8.50,45.00,0.90,447.0,436.0,164.0,191.0,202.0,222.0,240.0,248.0,299.0,321.0,366.0,367.0,372.0,383.0,250.0,228.0,65.00,110.00
13660,Gwydir,2022,4915.00,0.50,,,,,,,,,,,7.00,3.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13800,Hawkesbury,2011,,,,,,,,,,,,,,,,1610.00,2.60,,,,,,,,,,,,56372.00,2540.00,3433.00,90.40,4.10,5.50,3286.00,5.30,,,,,,,,,,,,,,,,,,
13800,Hawkesbury,2016,,,,,,,,,,786.00,424.00,6.00,,,,2395.00,3.70,1.50,5.70,1.90,0.30,0.90,0.60,0.30,0.50,0.50,7928.00,12.30,57948.00,2558.00,4079.00,89.70,4.00,6.30,3856.00,6.00,,,,,,,,,,,,,,,,,,
13800,Hawkesbury,2017,66671.00,24.00,33251.00,33420.00,36.20,38.40,37.30,373.00,628.00,856.00,418.00,6.00,309.00,117.00,192.00,,,,,,,,,,,,,,,,,,,,,,6900.0,6463.0,4829.0,4550.0,4444.0,4324.0,4003.0,4146.0,4678.0,4901.0,3934.0,4008.0,2819.0,2904.0,1271.0,1496.0,373.00,628.00
13800,Hawkesbury,2018,66915.00,24.10,33414.00,33501.00,36.20,38.50,37.40,392.00,651.00,951.00,407.00,5.90,299.00,129.00,170.00,,,,,,,,,,,,,,,,,,,,,,6857.0,6401.0,4813.0,4528.0,4577.0,4330.0,3929.0,4122.0,4628.0,4842.0,3990.0,4047.0,2884.0,3001.0,1344.0,1579.0,392.00,651.00
13800,Hawkesbury,2019,67142.00,24.20,33572.00,33570.00,36.20,38.70,37.50,397.00,677.00,867.00,393.00,5.50,302.00,142.00,160.00,,,,,,,,,,,,,,,,,,,,,,6809.0,6394.0,4836.0,4451.0,4662.0,4412.0,3856.0,4049.0,4563.0,4749.0,4094.0,4134.0,2901.0,3064.0,1454.0,1640.0,397.00,677.00
13800,Hawkesbury,2020,67448.00,24.30,33742.00,33706.00,36.70,39.30,38.10,419.00,705.00,851.00,370.00,5.10,267.00,159.00,108.00,,,,,,,,,,,,,,,,,,,,,,6776.0,6353.0,4726.0,4306.0,4680.0,4424.0,3843.0,4020.0,4543.0,4734.0,4216.0,4265.0,2985.0,3154.0,1554.0,1745.0,419.00,705.00
13800,Hawkesbury,2021,67581.00,24.40,33819.00,33762.00,37.30,39.90,38.70,430.00,752.00,936.00,443.00,5.10,114.00,96.00,18.00,3252.00,4.80,1.50,5.20,1.90,0.40,1.10,0.70,1.20,0.70,0.70,8916.00,13.30,61037.00,3333.00,2843.00,90.80,5.00,4.20,4765.00,7.10,6798.0,6282.0,4582.0,4183.0,4566.0,4434.0,3938.0,4016.0,4485.0,4719.0,4311.0,4305.0,3053.0,3225.0,1656.0,1846.0,430.00,752.00
13800,Hawkesbury,2022,67815.00,24.40,,,,,,,,,,,292.00,140.00,152.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13850,Hay,2011,,,,,,,,,,,,,,,,171.00,5.80,,,,,,,,,,,,2718.00,83.00,149.00,92.00,2.80,5.00,92.00,3.10,,,,,,,,,,,,,,,,,,
13850,Hay,2016,,,,,,,,,,29.00,34.00,,,,,179.00,6.10,1.90,1.60,1.00,,0.40,,0.80,0.20,0.20,193.00,6.60,2507.00,105.00,335.00,85.10,3.60,11.40,114.00,3.90,,,,,,,,,,,,,,,,,,
13850,Hay,2017,2977.00,0.30,1504.00,1473.00,45.50,46.10,45.80,24.00,27.00,31.00,30.00,,27.00,11.00,16.00,,,,,,,,,,,,,,,,,,,,,,261.0,253.0,179.0,166.0,171.0,150.0,132.0,146.0,221.0,222.0,229.0,215.0,174.0,174.0,113.0,120.0,24.00,27.00
13850,Hay,2018,2954.00,0.30,1492.00,1462.00,45.50,46.70,46.10,26.00,36.00,41.00,31.00,,26.00,11.00,15.00,,,,,,,,,,,,,,,,,,,,,,248.0,241.0,180.0,169.0,186.0,149.0,125.0,142.0,202.0,199.0,240.0,227.0,165.0,172.0,120.0,127.0,26.00,36.00
13850,Hay,2019,2928.00,0.30,1479.00,1449.00,45.50,46.80,46.20,27.00,40.00,29.00,31.00,7.50,27.00,13.00,14.00,,,,,,,,,,,,,,,,,,,,,,241.0,237.0,178.0,169.0,185.0,150.0,128.0,139.0,190.0,184.0,241.0,232.0,167.0,169.0,122.0,129.0,27.00,40.00
13850,Hay,2020,2903.00,0.30,1463.00,1440.00,46.80,47.60,47.20,31.00,42.00,43.00,32.00,7.20,24.00,15.00,9.00,,,,,,,,,,,,,,,,,,,,,,232.0,230.0,172.0,165.0,182.0,146.0,119.0,142.0,184.0,172.0,267.0,244.0,159.0,168.0,117.0,131.0,31.00,42.00
13850,Hay,2021,2883.00,0.30,1453.00,1430.00,47.30,48.10,47.60,40.00,42.00,31.00,28.00,6.50,10.00,9.00,1.00,238.00,8.30,1.70,1.90,0.80,,0.40,,1.30,0.20,0.50,197.00,6.80,2445.00,126.00,309.00,84.80,4.40,10.70,117.00,4.10,236.0,232.0,163.0,158.0,176.0,142.0,120.0,142.0,177.0,162.0,270.0,256.0,164.0,156.0,107.0,140.0,40.00,42.00
13850,Hay,2022,2828.00,0.20,,,,,,,,,,,24.00,11.00,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13910,Hilltops,2011,,,,,,,,,,,,,,,,584.00,3.20,,,,,,,,,,,,16817.00,383.00,1008.00,92.30,2.10,5.50,458.00,2.50,,,,,,,,,,,,,,,,,,
13910,Hilltops,2016,,,,,,,,,,193.00,200.00,7.00,,,,817.00,4.40,1.00,2.60,0.60,0.50,0.40,0.30,0.30,0.30,0.20,1146.00,6.20,16819.00,403.00,1271.00,90.90,2.20,6.90,631.00,3.40,,,,,,,,,,,,,,,,,,
13910,Hilltops,2017,18896.00,2.60,9313.00,9583.00,43.20,43.80,43.50,175.00,318.00,233.00,190.00,7.10,77.00,29.00,48.00,,,,,,,,,,,,,,,,,,,,,,1939.0,1821.0,1041.0,1064.0,886.0,978.0,1009.0,1035.0,1163.0,1252.0,1285.0,1272.0,1229.0,1175.0,586.0,668.0,175.00,318.00
13910,Hilltops,2018,18998.00,2.70,9375.00,9623.00,43.00,43.90,43.50,184.00,317.00,251.00,181.00,6.40,74.00,33.00,41.00,,,,,,,,,,,,,,,,,,,,,,1922.0,1800.0,1061.0,1082.0,935.0,999.0,986.0,1039.0,1167.0,1221.0,1278.0,1285.0,1228.0,1191.0,614.0,689.0,184.00,317.00
13910,Hilltops,2019,19102.00,2.70,9444.00,9658.00,43.10,44.00,43.50,198.00,317.00,230.00,194.00,6.20,75.00,36.00,39.00,,,,,,,,,,,,,,,,,,,,,,1914.0,1782.0,1083.0,1081.0,954.0,1035.0,965.0,1029.0,1151.0,1180.0,1311.0,1333.0,1225.0,1192.0,643.0,709.0,198.00,317.00
13910,Hilltops,2020,19166.00,2.70,9480.00,9686.00,43.60,44.60,44.10,210.00,326.00,208.00,167.00,5.70,68.00,42.00,26.00,,,,,,,,,,,,,,,,,,,,,,1906.0,1776.0,1054.0,1046.0,974.0,1027.0,950.0,1036.0,1108.0,1158.0,1348.0,1366.0,1248.0,1225.0,682.0,726.0,210.00,326.00
13910,Hilltops,2021,19216.00,2.70,9514.00,9702.00,44.10,44.80,44.40,209.00,323.00,218.00,196.00,5.80,29.00,24.00,5.00,974.00,5.10,1.10,2.60,0.60,0.60,1.00,0.50,0.60,0.40,0.20,1451.00,7.50,17264.00,686.00,1309.00,89.70,3.60,6.80,1010.00,5.20,1918.0,1786.0,997.0,1024.0,982.0,1025.0,957.0,1040.0,1107.0,1150.0,1369.0,1359.0,1253.0,1255.0,722.0,740.0,209.00,323.00
13910,Hilltops,2022,19228.00,2.70,,,,,,,,,,,78.00,38.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14000,Hornsby,2011,,,,,,,,,,,,,,,,521.00,0.40,,,,,,,,,,,,118663.00,13841.00,4737.00,86.50,10.10,3.50,35397.00,25.80,,,,,,,,,,,,,,,,,,
14000,Hornsby,2016,,,,,,,,,,1471.00,1001.00,4.70,,,,662.00,0.50,2.00,6.30,2.00,2.10,4.30,10.50,6.20,1.60,1.90,52642.00,36.90,119715.00,17376.00,5576.00,83.90,12.20,3.90,44382.00,31.10,,,,,,,,,,,,,,,,,,
14000,Hornsby,2017,149522.00,328.60,73581.00,75941.00,38.90,41.00,40.00,1438.00,2413.00,1487.00,1025.00,4.60,4228.00,2145.00,2083.00,,,,,,,,,,,,,,,,,,,,,,15200.0,14064.0,9825.0,9210.0,8035.0,8234.0,10524.0,11115.0,10355.0,11178.0,8735.0,9201.0,6147.0,6559.0,3322.0,3967.0,1438.00,2413.00
14000,Hornsby,2018,151653.00,333.30,74580.00,77073.00,39.00,41.20,40.20,1468.00,2412.00,1541.00,1000.00,4.60,4079.00,2331.00,1748.00,,,,,,,,,,,,,,,,,,,,,,15294.0,14181.0,9947.0,9246.0,8010.0,8241.0,10700.0,11279.0,10449.0,11269.0,8939.0,9453.0,6287.0,6896.0,3486.0,4096.0,1468.00,2412.00
14000,Hornsby,2019,152994.00,336.20,75327.00,77667.00,39.30,41.50,40.40,1492.00,2454.00,1424.00,1055.00,4.60,4136.00,2503.00,1633.00,,,,,,,,,,,,,,,,,,,,,,15405.0,14230.0,10017.0,9144.0,7865.0,8112.0,10786.0,11412.0,10553.0,11272.0,9134.0,9668.0,6381.0,7107.0,3694.0,4268.0,1492.00,2454.00
14000,Hornsby,2020,153746.00,337.90,75646.00,78100.00,39.80,42.00,40.90,1545.00,2507.00,1315.00,930.00,4.40,3661.00,2537.00,1124.00,,,,,,,,,,,,,,,,,,,,,,15380.0,14196.0,9877.0,8955.0,7626.0,7849.0,10852.0,11533.0,10716.0,11356.0,9170.0,9837.0,6584.0,7379.0,3896.0,4488.0,1545.00,2507.00
14000,Hornsby,2021,152225.00,334.50,74967.00,77258.00,40.30,42.40,41.40,1613.00,2640.00,1337.00,1034.00,4.30,1540.00,1824.00,-284.00,859.00,0.60,1.80,5.80,2.00,2.40,4.90,12.10,8.10,1.60,1.90,61557.00,40.50,127582.00,20509.00,3715.00,84.00,13.50,2.40,54202.00,35.70,15137.0,14047.0,9604.0,8655.0,7229.0,7418.0,10761.0,11597.0,10814.0,11248.0,9121.0,9629.0,6632.0,7352.0,4056.0,4672.0,1613.00,2640.00
14000,Hornsby,2022,151713.00,333.40,,,,,,,,,,,3180.00,1903.00,1277.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14100,Hunters Hill,2011,,,,,,,,,,,,,,,,55.00,0.40,,,,,,,,,,,,11827.00,806.00,585.00,89.50,6.10,4.40,2409.00,18.20,,,,,,,,,,,,,,,,,,
14100,Hunters Hill,2016,,,,,,,,,,116.00,189.00,4.90,,,,82.00,0.60,1.80,6.60,4.10,1.60,2.50,5.30,1.20,1.80,1.40,3679.00,26.30,12318.00,882.00,803.00,88.00,6.30,5.70,2718.00,19.40,,,,,,,,,,,,,,,,,,
14100,Hunters Hill,2017,14613.00,2556.10,7339.00,7274.00,39.90,45.40,43.00,242.00,485.00,134.00,155.00,4.60,255.00,145.00,110.00,,,,,,,,,,,,,,,,,,,,,,1483.0,1290.0,1217.0,747.0,624.0,632.0,813.0,919.0,1006.0,1092.0,817.0,886.0,745.0,747.0,392.0,476.0,242.00,485.00
14100,Hunters Hill,2018,14448.00,2527.20,7245.00,7203.00,40.60,45.80,43.40,237.00,479.00,124.00,172.00,5.10,244.00,162.00,82.00,,,,,,,,,,,,,,,,,,,,,,1420.0,1242.0,1189.0,777.0,608.0,602.0,799.0,898.0,1002.0,1075.0,819.0,876.0,763.0,750.0,408.0,504.0,237.00,479.00
14100,Hunters Hill,2019,14205.00,2484.70,7084.00,7121.00,41.40,46.30,44.00,237.00,469.00,96.00,168.00,5.10,249.00,174.00,75.00,,,,,,,,,,,,,,,,,,,,,,1365.0,1207.0,1150.0,781.0,567.0,572.0,757.0,878.0,991.0,1055.0,837.0,875.0,748.0,764.0,432.0,520.0,237.00,469.00
14100,Hunters Hill,2020,13943.00,2438.90,6893.00,7050.00,42.30,47.30,45.00,233.00,483.00,105.00,152.00,5.20,220.00,168.00,52.00,,,,,,,,,,,,,,,,,,,,,,1292.0,1152.0,1093.0,765.0,536.0,550.0,729.0,847.0,985.0,1048.0,835.0,895.0,744.0,776.0,446.0,534.0,233.00,483.00
14100,Hunters Hill,2021,13591.00,2377.30,6661.00,6930.00,43.50,48.20,46.00,231.00,511.00,120.00,173.00,5.00,93.00,132.00,-39.00,71.00,0.50,1.90,6.60,4.20,2.00,2.70,5.70,1.50,2.10,1.40,3829.00,28.20,12188.00,866.00,505.00,89.90,6.40,3.70,2685.00,19.80,1238.0,1107.0,1013.0,771.0,501.0,480.0,686.0,829.0,985.0,1010.0,831.0,912.0,708.0,778.0,468.0,532.0,231.00,511.00
14100,Hunters Hill,2022,13416.00,2346.70,,,,,,,,,,,222.00,153.00,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14170,Inner West,2011,,,,,,,,,,,,,,,,1862.00,1.10,,,,,,,,,,,,135917.00,21796.00,12202.00,80.00,12.80,7.20,49711.00,29.30,,,,,,,,,,,,,,,,,,
14170,Inner West,2016,,,,,,,,,,2513.00,1006.00,5.50,,,,2029.00,1.10,2.80,7.20,5.90,1.50,5.20,5.10,3.10,2.50,0.90,62290.00,34.20,142759.00,24500.00,14781.00,78.40,13.50,8.10,51715.00,28.40,,,,,,,,,,,,,,,,,,
14170,Inner West,2017,192168.00,5457.50,94507.00,97661.00,36.20,36.90,36.50,1237.00,1989.00,2517.00,1045.00,5.30,7862.00,4007.00,3855.00,,,,,,,,,,,,,,,,,,,,,,15269.0,14429.0,10552.0,10827.0,19243.0,20036.0,16115.0,16292.0,13030.0,13258.0,9466.0,10118.0,6395.0,6847.0,3200.0,3865.0,1237.00,1989.00
14170,Inner West,2018,192448.00,5465.50,94567.00,97881.00,36.40,37.10,36.80,1261.00,2010.00,2638.00,1006.00,5.10,7637.00,4254.00,3383.00,,,,,,,,,,,,,,,,,,,,,,15256.0,14488.0,10519.0,10757.0,18963.0,19748.0,15921.0,16120.0,13178.0,13384.0,9689.0,10303.0,6536.0,7176.0,3244.0,3895.0,1261.00,2010.00
14170,Inner West,2019,191680.00,5443.70,94149.00,97531.00,36.60,37.40,37.00,1315.00,2022.00,2288.00,1059.00,5.10,7766.00,4545.00,3221.00,,,,,,,,,,,,,,,,,,,,,,15067.0,14357.0,10447.0,10572.0,18699.0,19508.0,15664.0,15800.0,13226.0,13533.0,9807.0,10383.0,6633.0,7395.0,3291.0,3961.0,1315.00,2022.00
14170,Inner West,2020,189669.00,5386.60,93087.00,96582.00,37.00,37.90,37.50,1346.00,2078.00,2096.00,1026.00,5.00,6920.00,4672.00,2248.00,,,,,,,,,,,,,,,,,,,,,,14665.0,14017.0,10094.0,10118.0,18202.0,19055.0,15482.0,15635.0,13176.0,13532.0,9997.0,10401.0,6698.0,7639.0,3427.0,4107.0,1346.00,2078.00
14170,Inner West,2021,183772.00,5219.10,90096.00,93676.00,37.40,38.40,37.90,1369.00,2109.00,2341.00,1060.00,5.00,2922.00,3305.00,-383.00,2162.00,1.20,2.60,7.50,5.40,1.50,5.20,4.70,2.70,2.80,0.90,60898.00,33.30,153955.00,21569.00,7288.00,84.20,11.80,4.00,47236.00,25.80,13837.0,13241.0,9549.0,9546.0,17539.0,18346.0,15189.0,15427.0,12821.0,13249.0,9770.0,10046.0,6510.0,7511.0,3512.0,4201.0,1369.00,2109.00
14170,Inner West,2022,182886.00,5193.90,,,,,,,,,,,5551.00,3281.00,2270.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14220,Inverell,2011,,,,,,,,,,,,,,,,1300.00,7.60,,,,,,,,,,,,15902.00,473.00,792.00,92.60,2.80,4.60,362.00,2.10,,,,,,,,,,,,,,,,,,
14220,Inverell,2016,,,,,,,,,,209.00,185.00,6.40,,,,1630.00,9.30,0.70,2.20,0.30,0.10,1.30,0.30,0.20,0.90,0.30,1088.00,6.20,15568.00,469.00,1431.00,89.10,2.70,8.20,525.00,3.00,,,,,,,,,,,,,,,,,,
14220,Inverell,2017,17831.00,1.90,8788.00,9043.00,40.70,42.20,41.50,159.00,264.00,214.00,182.00,6.60,83.00,32.00,51.00,,,,,,,,,,,,,,,,,,,,,,1840.0,1817.0,1108.0,1044.0,972.0,992.0,894.0,969.0,1073.0,1127.0,1155.0,1188.0,999.0,979.0,588.0,663.0,159.00,264.00
14220,Inverell,2018,17878.00,1.90,8859.00,9019.00,40.30,42.20,41.30,169.00,258.00,242.00,140.00,6.20,81.00,35.00,46.00,,,,,,,,,,,,,,,,,,,,,,1833.0,1784.0,1129.0,1052.0,1001.0,1008.0,888.0,962.0,1072.0,1111.0,1175.0,1172.0,1009.0,1001.0,583.0,671.0,169.00,258.00
14220,Inverell,2019,17949.00,1.90,8906.00,9043.00,40.30,42.30,41.30,159.00,255.00,254.00,186.00,6.20,82.00,39.00,43.00,,,,,,,,,,,,,,,,,,,,,,1821.0,1750.0,1158.0,1073.0,993.0,1037.0,902.0,936.0,1062.0,1119.0,1174.0,1177.0,1034.0,1001.0,603.0,695.0,159.00,255.00
14220,Inverell,2020,17953.00,1.90,8949.00,9004.00,40.80,42.80,41.80,159.00,278.00,210.00,149.00,5.70,78.00,48.00,30.00,,,,,,,,,,,,,,,,,,,,,,1805.0,1729.0,1119.0,1031.0,983.0,1023.0,945.0,944.0,1073.0,1109.0,1171.0,1172.0,1064.0,1022.0,630.0,696.0,159.00,278.00
14220,Inverell,2021,17919.00,1.90,8953.00,8966.00,41.30,43.30,42.30,167.00,289.00,215.00,157.00,6.00,33.00,29.00,4.00,1975.00,11.10,1.40,2.00,0.30,0.10,1.20,0.40,0.40,1.10,0.30,1267.00,7.10,15660.00,612.00,1583.00,87.70,3.40,8.90,676.00,3.80,1791.0,1715.0,1095.0,992.0,971.0,1013.0,955.0,942.0,1059.0,1107.0,1199.0,1182.0,1066.0,1018.0,650.0,708.0,167.00,289.00
14220,Inverell,2022,17943.00,1.90,,,,,,,,,,,113.00,54.00,59.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14300,Junee,2011,,,,,,,,,,,,,,,,391.00,6.60,,,,,,,,,,,,4731.00,95.00,1055.00,80.40,1.60,17.90,68.00,1.20,,,,,,,,,,,,,,,,,,
14300,Junee,2016,,,,,,,,,,64.00,43.00,6.70,,,,492.00,7.80,1.40,2.10,0.30,0.20,0.80,1.80,0.50,0.30,0.10,470.00,7.50,4739.00,215.00,1334.00,75.30,3.40,21.20,188.00,3.00,,,,,,,,,,,,,,,,,,
14300,Junee,2017,6437.00,3.20,3681.00,2756.00,38.00,41.10,39.10,41.00,74.00,68.00,29.00,5.80,83.00,31.00,52.00,,,,,,,,,,,,,,,,,,,,,,572.0,570.0,475.0,313.0,622.0,326.0,564.0,294.0,484.0,356.0,460.0,379.0,325.0,307.0,138.0,137.0,41.00,74.00
14300,Junee,2018,6438.00,3.20,3692.00,2746.00,37.80,41.50,39.00,40.00,73.00,79.00,43.00,5.00,91.00,34.00,57.00,,,,,,,,,,,,,,,,,,,,,,562.0,556.0,478.0,314.0,643.0,321.0,556.0,292.0,490.0,345.0,452.0,391.0,326.0,301.0,145.0,153.0,40.00,73.00
