sa3_code,Area_Label,Census_Year,Estimated_Resident_Population,Population_Density_Per_Km2,Estimated resident population - males (no.),Estimated resident population - females (no.),Median_Age_Males,Median_Age_Females,Median_Age_Overall,Males - 85 and over (no.),Females - 85 and over (no.),Number_of_Births,Number_of_Deaths,Standardised_Death_Rate,Overseas_Arrivals,Overseas_Departures,Net_Overseas_Migration,Indigenous_Population,Indigenous_Population_Percent,Born_in_Oceania_Excluding_Australia_Percent,Born_in_North_West_Europe_Percent,Born_in_Southern_Eastern_Europe_Percent,Born_in_North_Africa_Middle_East_Percent,Born_in_South_East_Asia_Percent,Born_in_North_East_Asia_Percent,Born_in_Southern_Central_Asia_Percent,Born_in_Americas_Percent,Born_in_Sub_Saharan_Africa_Percent,Total_Born_Overseas,Total_Born_Overseas_Percent,Number_of_Australian_Citizens,Number_of_Non_Australian_Citizens,Australian_Citizenship_Not_Stated,Australian_Citizen_Percent,Non_Australian_Citizen_Percent,Australian_Citizenship_Not_Stated_Percent,Speaks_Other_Language_At_Home,Speaks_Other_Language_At_Home_Percent,Males_Under_14,Females_Under_14,Males_15_to_24,Females_15_to_24,Males_25_to_34,Females_25_to_34,Males_35_to_44,Females_35_to_44,Males_45_to_54,Females_45_to_54,Males_55_to_64,Females_55_to_64,Males_65_to_74,Females_65_to_74,Males_75_to_84,Females_75_to_84,Males_85_and_over,Females_85_and_over
58760,Wanneroo,2019,208583.00,305.30,103377.00,105206.00,33.60,34.90,34.30,869.00,1379.00,2991.00,860.00,5.00,3074.00,1869.00,1205.00,,,,,,,,,,,,,,,,,,,,,,24466.0,22956.0,14316.0,13741.0,15131.0,16096.0,15073.0,15521.0,14071.0,14450.0,9888.0,10386.0,6411.0,6981.0,3152.0,3696.0,869.00,1379.00
58760,Wanneroo,2020,213242.00,312.10,105649.00,107593.00,34.10,35.40,34.80,938.00,1481.00,2879.00,881.00,4.90,3224.00,1474.00,1750.00,,,,,,,,,,,,,,,,,,,,,,24688.0,23226.0,14531.0,13767.0,15082.0,16065.0,15429.0,15942.0,14363.0,14730.0,10437.0,10932.0,6802.0,7474.0,3379.0,3976.0,938.00,1481.00
58760,Wanneroo,2021,216450.00,316.80,107188.00,109262.00,34.60,35.90,35.30,1021.00,1592.00,3077.00,984.00,4.90,796.00,1051.00,-255.00,3971.00,1.90,3.60,16.80,2.50,1.40,5.70,0.90,2.90,1.00,5.80,85061.00,40.70,175864.00,25011.00,8238.00,84.10,12.00,3.90,43288.00,20.70,24766.0,23398.0,14633.0,13779.0,14842.0,15837.0,15665.0,16377.0,14633.0,14899.0,10987.0,11318.0,7035.0,7844.0,3606.0,4218.0,1021.00,1592.00
58760,Wanneroo,2022,220932.00,323.30,,,,,,,,,,,2068.00,1304.00,764.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58820,Waroona,2011,,,,,,,,,,,,,,,,106.00,3.00,,,,,,,,,,,,3236.00,177.00,173.00,90.20,4.90,4.80,239.00,6.70,,,,,,,,,,,,,,,,,,
58820,Waroona,2016,,,,,,,,,,43.00,51.00,7.40,,,,104.00,2.50,2.40,8.80,2.20,0.10,1.40,0.10,0.30,0.40,0.90,675.00,16.30,3444.00,255.00,446.00,83.00,6.10,10.70,236.00,5.70,,,,,,,,,,,,,,,,,,
58820,Waroona,2017,4170.00,5.00,2070.00,2100.00,45.10,45.10,45.10,32.00,56.00,45.00,35.00,7.30,9.00,7.00,2.00,,,,,,,,,,,,,,,,,,,,,,375.0,376.0,236.0,215.0,204.0,223.0,218.0,233.0,292.0,301.0,327.0,313.0,242.0,238.0,144.0,145.0,32.00,56.00
58820,Waroona,2018,4201.00,5.00,2089.00,2112.00,45.60,45.60,45.60,39.00,54.00,34.00,41.00,6.90,9.00,6.00,3.00,,,,,,,,,,,,,,,,,,,,,,364.0,378.0,243.0,211.0,201.0,211.0,221.0,240.0,290.0,301.0,331.0,323.0,262.0,247.0,138.0,147.0,39.00,54.00
58820,Waroona,2019,4261.00,5.10,2121.00,2140.00,46.40,46.10,46.30,44.00,55.00,36.00,38.00,5.90,9.00,6.00,3.00,,,,,,,,,,,,,,,,,,,,,,355.0,379.0,251.0,212.0,188.0,210.0,226.0,237.0,298.0,308.0,337.0,325.0,281.0,262.0,141.0,152.0,44.00,55.00
58820,Waroona,2020,4324.00,5.20,2156.00,2168.00,47.10,46.80,47.00,40.00,52.00,35.00,33.00,5.90,10.00,4.00,6.00,,,,,,,,,,,,,,,,,,,,,,353.0,382.0,246.0,206.0,182.0,200.0,245.0,245.0,301.0,311.0,340.0,337.0,304.0,280.0,145.0,155.0,40.00,52.00
58820,Waroona,2021,4357.00,5.20,2175.00,2182.00,48.00,47.40,47.70,44.00,55.00,40.00,31.00,5.00,2.00,3.00,-1.00,159.00,3.80,3.10,9.60,1.70,0.20,1.50,0.20,0.20,0.40,1.00,758.00,17.90,3680.00,257.00,293.00,86.90,6.10,6.90,248.00,5.90,358.0,383.0,233.0,205.0,174.0,192.0,251.0,251.0,300.0,301.0,335.0,345.0,328.0,297.0,152.0,153.0,44.00,55.00
58820,Waroona,2022,4405.00,5.30,,,,,,,,,,,13.00,8.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58890,West Arthur,2011,,,,,,,,,,,,,,,,10.00,1.10,,,,,,,,,,,,806.00,35.00,28.00,92.60,4.00,3.20,19.00,2.20,,,,,,,,,,,,,,,,,,
58890,West Arthur,2016,,,,,,,,,,7.00,6.00,,,,,23.00,2.90,4.30,4.70,,,0.40,,,0.50,0.90,82.00,10.20,698.00,47.00,68.00,86.70,5.80,8.40,11.00,1.40,,,,,,,,,,,,,,,,,,
58890,West Arthur,2017,806.00,0.30,421.00,385.00,45.70,45.80,45.80,10.00,6.00,8.00,5.00,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,88.0,76.0,43.0,26.0,31.0,41.0,45.0,44.0,57.0,77.0,72.0,67.0,55.0,31.0,20.0,17.0,10.00,6.00
58890,West Arthur,2018,800.00,0.30,438.00,362.00,43.90,46.90,45.80,9.00,5.00,9.00,5.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,91.0,66.0,52.0,20.0,27.0,40.0,55.0,44.0,56.0,71.0,74.0,67.0,50.0,32.0,24.0,17.0,9.00,5.00
58890,West Arthur,2019,784.00,0.30,451.00,333.00,44.70,49.20,46.70,9.00,8.00,9.00,6.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,100.0,62.0,54.0,18.0,24.0,34.0,55.0,31.0,53.0,66.0,82.0,57.0,45.0,40.0,29.0,17.0,9.00,8.00
58890,West Arthur,2020,788.00,0.30,452.00,336.00,45.50,49.50,46.50,6.00,13.00,5.00,3.00,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,102.0,65.0,48.0,20.0,33.0,34.0,31.0,28.0,72.0,65.0,78.0,61.0,49.0,39.0,33.0,11.0,6.00,13.00
58890,West Arthur,2021,795.00,0.30,452.00,343.00,46.10,49.30,46.50,17.00,12.00,5.00,6.00,,,1.00,-1.00,27.00,3.50,3.00,4.40,,,0.60,,,,0.80,70.00,9.10,642.00,32.00,101.00,83.10,4.10,13.10,3.00,0.40,103.0,70.0,50.0,12.0,25.0,43.0,39.0,,78.0,68.0,66.0,61.0,52.0,33.0,,16.0,17.00,12.00
58890,West Arthur,2022,799.00,0.30,,,,,,,,,,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59030,Westonia,2011,,,,,,,,,,,,,,,,4.00,1.40,,,,,,,,,,,,242.00,23.00,14.00,87.70,8.30,5.10,10.00,3.60,,,,,,,,,,,,,,,,,,
59030,Westonia,2016,,,,,,,,,,3.00,,,,,,7.00,2.30,6.20,7.20,,,1.00,,,,,55.00,17.90,239.00,27.00,38.00,77.90,8.80,12.40,18.00,5.90,,,,,,,,,,,,,,,,,,
59030,Westonia,2017,301.00,0.10,168.00,133.00,41.80,39.60,40.30,1.00,1.00,,,,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,24.0,27.0,21.0,8.0,23.0,17.0,25.0,24.0,25.0,12.0,31.0,17.0,14.0,18.0,4.0,9.0,1.00,1.00
59030,Westonia,2018,286.00,0.10,157.00,129.00,44.20,40.50,43.00,1.00,1.00,3.00,,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,23.0,23.0,13.0,8.0,19.0,20.0,29.0,21.0,22.0,11.0,28.0,15.0,19.0,19.0,3.0,11.0,1.00,1.00
59030,Westonia,2019,279.00,0.10,145.00,134.00,46.00,38.00,44.60,1.00,8.00,3.00,,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,21.0,30.0,7.0,7.0,18.0,22.0,22.0,15.0,16.0,10.0,29.0,12.0,22.0,24.0,9.0,6.0,1.00,8.00
59030,Westonia,2020,269.00,0.10,136.00,133.00,49.00,43.50,46.60,1.00,9.00,3.00,3.00,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,17.0,27.0,5.0,6.0,13.0,20.0,23.0,14.0,16.0,10.0,25.0,11.0,23.0,31.0,13.0,,1.00,9.00
59030,Westonia,2021,255.00,0.10,124.00,131.00,59.30,38.80,54.10,2.00,10.00,6.00,3.00,,1.00,1.00,,4.00,1.60,4.40,8.90,,,,,,,1.20,36.00,14.50,210.00,9.00,23.00,84.70,3.60,9.30,9.00,3.60,18.0,,2.0,10.0,,19.0,28.0,,8.0,8.0,22.0,,30.0,23.0,14.0,13.0,2.00,10.00
59030,Westonia,2022,252.00,0.10,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59100,Wickepin,2011,,,,,,,,,,,,,,,,20.00,2.70,,,,,,,,,,,,692.00,24.00,39.00,92.00,3.20,5.20,12.00,1.60,,,,,,,,,,,,,,,,,,
59100,Wickepin,2016,,,,,,,,,,13.00,3.00,,,,,24.00,3.30,1.80,5.60,0.40,,,,,,0.80,66.00,9.20,638.00,28.00,59.00,88.60,3.90,8.20,10.00,1.40,,,,,,,,,,,,,,,,,,
59100,Wickepin,2017,732.00,0.40,384.00,348.00,47.00,41.80,44.80,9.00,7.00,13.00,3.00,,7.00,5.00,2.00,,,,,,,,,,,,,,,,,,,,,,80.0,77.0,28.0,25.0,38.0,44.0,38.0,39.0,62.0,48.0,67.0,51.0,42.0,28.0,20.0,29.0,9.00,7.00
59100,Wickepin,2018,727.00,0.40,377.00,350.00,45.60,41.30,44.00,6.00,7.00,12.00,4.00,,6.00,4.00,2.00,,,,,,,,,,,,,,,,,,,,,,83.0,75.0,28.0,22.0,34.0,57.0,36.0,38.0,57.0,45.0,70.0,51.0,40.0,30.0,23.0,25.0,6.00,7.00
59100,Wickepin,2019,716.00,0.40,374.00,342.00,46.70,43.50,44.90,4.00,10.00,6.00,3.00,,6.00,4.00,2.00,,,,,,,,,,,,,,,,,,,,,,82.0,69.0,31.0,25.0,39.0,47.0,24.0,42.0,54.0,40.0,65.0,57.0,48.0,22.0,27.0,30.0,4.00,10.00
59100,Wickepin,2020,721.00,0.40,367.00,354.00,50.30,44.30,47.10,5.00,8.00,9.00,5.00,,6.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,74.0,67.0,26.0,18.0,34.0,53.0,27.0,42.0,43.0,51.0,64.0,59.0,56.0,30.0,38.0,26.0,5.00,8.00
59100,Wickepin,2021,712.00,0.30,369.00,343.00,51.20,43.90,48.40,9.00,9.00,8.00,7.00,,2.00,2.00,,20.00,2.90,1.40,3.30,,,,0.90,,1.00,0.40,49.00,7.10,561.00,22.00,108.00,81.30,3.20,15.70,18.00,2.60,66.0,61.0,33.0,17.0,33.0,49.0,22.0,43.0,46.0,45.0,68.0,67.0,57.0,23.0,35.0,29.0,9.00,9.00
59100,Wickepin,2022,706.00,0.30,,,,,,,,,,,4.00,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59170,Williams,2011,,,,,,,,,,,,,,,,3.00,0.30,,,,,,,,,,,,839.00,37.00,37.00,91.50,4.00,4.00,6.00,0.70,,,,,,,,,,,,,,,,,,
59170,Williams,2016,,,,,,,,,,18.00,6.00,,,,,13.00,1.30,2.50,4.00,0.40,,,,,,1.10,93.00,9.50,846.00,52.00,77.00,86.40,5.30,7.90,22.00,2.20,,,,,,,,,,,,,,,,,,
59170,Williams,2017,1027.00,0.40,538.00,489.00,37.60,45.30,42.00,8.00,9.00,12.00,3.00,,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,122.0,94.0,40.0,29.0,86.0,55.0,58.0,65.0,65.0,64.0,72.0,89.0,59.0,49.0,28.0,35.0,8.00,9.00
59170,Williams,2018,1035.00,0.40,544.00,491.00,37.70,46.50,42.40,8.00,10.00,16.00,5.00,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,122.0,92.0,39.0,20.0,84.0,57.0,64.0,68.0,63.0,60.0,68.0,86.0,57.0,61.0,39.0,37.0,8.00,10.00
59170,Williams,2019,1027.00,0.40,542.00,485.00,37.40,43.70,40.50,2.00,7.00,13.00,5.00,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,119.0,101.0,42.0,18.0,79.0,58.0,76.0,75.0,61.0,53.0,64.0,78.0,50.0,61.0,49.0,34.0,2.00,7.00
59170,Williams,2020,1037.00,0.40,550.00,487.00,38.40,43.80,40.50,11.00,8.00,12.00,5.00,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,112.0,106.0,36.0,14.0,74.0,54.0,93.0,80.0,58.0,49.0,67.0,78.0,53.0,60.0,46.0,38.0,11.00,8.00
59170,Williams,2021,1050.00,0.50,552.00,498.00,40.80,40.50,40.60,10.00,6.00,14.00,5.00,,1.00,1.00,,18.00,1.80,2.40,4.80,1.00,,0.80,,,0.70,1.60,113.00,11.10,839.00,60.00,115.00,82.20,5.90,11.30,34.00,3.30,105.0,128.0,28.0,19.0,72.0,48.0,99.0,77.0,60.0,51.0,68.0,75.0,59.0,56.0,51.0,38.0,10.00,6.00
59170,Williams,2022,1055.00,0.50,,,,,,,,,,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59250,Wiluna,2011,,,,,,,,,,,,,,,,291.00,25.10,,,,,,,,,,,,854.00,164.00,143.00,73.60,14.10,12.30,291.00,25.10,,,,,,,,,,,,,,,,,,
59250,Wiluna,2016,,,,,,,,,,4.00,6.00,,,,,225.00,30.20,8.30,6.00,0.70,,1.30,0.50,0.50,0.70,2.60,164.00,22.00,533.00,76.00,135.00,71.50,10.20,18.10,221.00,29.70,,,,,,,,,,,,,,,,,,
59250,Wiluna,2017,706.00,,468.00,238.00,34.80,32.80,34.30,,,3.00,4.00,,5.00,4.00,1.00,,,,,,,,,,,,,,,,,,,,,,41.0,45.0,60.0,20.0,135.0,60.0,86.0,40.0,72.0,39.0,47.0,22.0,24.0,8.0,3.0,4.0,,
59250,Wiluna,2018,658.00,,422.00,236.00,34.60,33.80,34.40,,,5.00,,,4.00,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,39.0,50.0,57.0,20.0,119.0,53.0,73.0,44.0,67.0,30.0,41.0,20.0,21.0,15.0,5.0,4.0,,
59250,Wiluna,2019,611.00,,387.00,224.00,34.90,32.90,34.30,,,5.00,5.00,,4.00,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,29.0,54.0,62.0,22.0,104.0,46.0,61.0,47.0,59.0,25.0,39.0,14.0,28.0,12.0,5.0,4.0,,
59250,Wiluna,2020,588.00,,366.00,222.00,34.60,31.60,34.00,1.00,2.00,8.00,9.00,,5.00,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,65.0,62.0,19.0,94.0,38.0,53.0,46.0,49.0,29.0,42.0,12.0,27.0,6.0,6.0,5.0,1.00,2.00
59250,Wiluna,2021,570.00,,357.00,213.00,35.80,28.90,34.30,2.00,2.00,3.00,3.00,,1.00,2.00,-1.00,141.00,26.40,4.70,3.20,,,1.90,0.90,0.90,0.90,0.60,74.00,13.80,326.00,42.00,165.00,60.90,7.90,30.80,129.00,24.10,32.0,63.0,64.0,27.0,75.0,31.0,44.0,38.0,57.0,36.0,49.0,,30.0,,,5.0,2.00,2.00
59250,Wiluna,2022,572.00,,,,,,,,,,,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59310,Wongan-Ballidu,2011,,,,,,,,,,,,,,,,107.00,7.50,,,,,,,,,,,,1272.00,75.00,81.00,88.90,5.20,5.70,41.00,2.90,,,,,,,,,,,,,,,,,,
59310,Wongan-Ballidu,2016,,,,,,,,,,13.00,11.00,,,,,84.00,6.30,2.90,5.00,0.40,0.40,2.50,,0.70,,1.50,171.00,12.80,1189.00,90.00,53.00,89.10,6.70,4.00,53.00,4.00,,,,,,,,,,,,,,,,,,
59310,Wongan-Ballidu,2017,1357.00,0.40,727.00,630.00,41.80,38.50,40.60,8.00,11.00,16.00,10.00,,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,138.0,154.0,64.0,45.0,92.0,86.0,98.0,80.0,97.0,85.0,115.0,96.0,87.0,56.0,28.0,17.0,8.00,11.00
59310,Wongan-Ballidu,2018,1334.00,0.40,726.00,608.00,43.30,38.30,41.30,10.00,13.00,14.00,4.00,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,123.0,152.0,64.0,45.0,89.0,76.0,102.0,78.0,94.0,78.0,117.0,98.0,105.0,54.0,22.0,14.0,10.00,13.00
59310,Wongan-Ballidu,2019,1330.00,0.40,716.00,614.00,44.50,39.00,41.90,9.00,17.00,11.00,9.00,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,111.0,148.0,60.0,42.0,92.0,77.0,97.0,76.0,92.0,81.0,119.0,109.0,110.0,48.0,26.0,16.0,9.00,17.00
59310,Wongan-Ballidu,2020,1345.00,0.40,746.00,599.00,45.20,39.80,42.50,7.00,13.00,19.00,10.00,,3.00,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,115.0,134.0,53.0,45.0,101.0,71.0,102.0,85.0,92.0,73.0,119.0,108.0,125.0,61.0,32.0,9.0,7.00,13.00
59310,Wongan-Ballidu,2021,1338.00,0.40,757.00,581.00,43.70,40.20,41.80,7.00,7.00,16.00,9.00,,1.00,1.00,,76.00,5.90,3.40,5.20,0.50,,1.40,0.20,0.50,,1.20,166.00,12.80,1116.00,87.00,97.00,86.00,6.70,7.50,49.00,3.80,122.0,129.0,51.0,44.0,120.0,70.0,92.0,90.0,86.0,60.0,111.0,102.0,132.0,75.0,36.0,,7.00,7.00
59310,Wongan-Ballidu,2022,1339.00,0.40,,,,,,,,,,,5.00,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59320,Woodanilling,2011,,,,,,,,,,,,,,,,6.00,1.40,,,,,,,,,,,,396.00,13.00,12.00,94.50,3.10,2.90,,,,,,,,,,,,,,,,,,,,
59320,Woodanilling,2016,,,,,,,,,,8.00,4.00,,,,,6.00,1.50,1.20,8.30,,,,,,,1.50,51.00,12.50,357.00,21.00,29.00,87.30,5.10,7.10,6.00,1.50,,,,,,,,,,,,,,,,,,
59320,Woodanilling,2017,434.00,0.40,235.00,199.00,44.50,40.50,42.20,3.00,,8.00,,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,56.0,43.0,19.0,16.0,20.0,23.0,24.0,30.0,32.0,39.0,44.0,20.0,28.0,23.0,9.0,5.0,3.00,
59320,Woodanilling,2018,444.00,0.40,242.00,202.00,46.30,42.60,44.50,3.00,,8.00,,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,51.0,47.0,24.0,13.0,19.0,18.0,24.0,29.0,35.0,38.0,49.0,23.0,25.0,27.0,12.0,7.0,3.00,
59320,Woodanilling,2019,454.00,0.40,246.00,208.00,46.50,45.40,45.90,2.00,2.00,6.00,,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,55.0,43.0,24.0,11.0,19.0,16.0,21.0,32.0,34.0,39.0,47.0,31.0,31.0,29.0,13.0,5.0,2.00,2.00
59320,Woodanilling,2020,462.00,0.40,245.00,217.00,46.10,44.60,44.90,2.00,3.00,6.00,3.00,,3.00,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,57.0,45.0,21.0,12.0,24.0,16.0,19.0,38.0,25.0,35.0,51.0,32.0,37.0,24.0,9.0,12.0,2.00,3.00
59320,Woodanilling,2021,468.00,0.40,250.00,218.00,46.30,45.30,45.70,2.00,3.00,4.00,,,1.00,1.00,,7.00,1.60,0.90,9.40,,,,,,,2.20,53.00,11.80,386.00,23.00,45.00,86.20,5.10,10.00,14.00,3.10,65.0,45.0,17.0,,,,16.0,44.0,30.0,40.0,51.0,36.0,41.0,27.0,5.0,6.0,2.00,3.00
59320,Woodanilling,2022,469.00,0.40,,,,,,,,,,,3.00,2.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59330,Wyalkatchem,2011,,,,,,,,,,,,,,,,15.00,2.90,,,,,,,,,,,,452.00,17.00,49.00,86.40,3.30,9.40,11.00,2.10,,,,,,,,,,,,,,,,,,
59330,Wyalkatchem,2016,,,,,,,,,,5.00,13.00,,,,,6.00,1.20,1.00,6.50,,,0.60,,1.60,0.60,,55.00,10.80,427.00,15.00,72.00,83.60,2.90,14.10,8.00,1.60,,,,,,,,,,,,,,,,,,
59330,Wyalkatchem,2017,515.00,0.30,267.00,248.00,52.90,51.60,52.30,10.00,12.00,7.00,6.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,40.0,34.0,14.0,12.0,32.0,28.0,11.0,23.0,42.0,42.0,44.0,35.0,49.0,34.0,25.0,28.0,10.00,12.00
59330,Wyalkatchem,2018,501.00,0.30,264.00,237.00,52.90,50.40,51.90,9.00,6.00,3.00,7.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,43.0,36.0,14.0,14.0,26.0,27.0,9.0,23.0,45.0,36.0,50.0,38.0,36.0,33.0,32.0,24.0,9.00,6.00
59330,Wyalkatchem,2019,493.00,0.30,265.00,228.00,53.90,50.80,52.40,8.00,5.00,8.00,6.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,42.0,29.0,14.0,13.0,22.0,38.0,12.0,18.0,45.0,34.0,49.0,34.0,36.0,30.0,37.0,27.0,8.00,5.00
59330,Wyalkatchem,2020,493.00,0.30,258.00,235.00,55.30,50.90,52.80,5.00,3.00,5.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,36.0,33.0,18.0,12.0,17.0,40.0,16.0,18.0,41.0,34.0,40.0,37.0,38.0,24.0,47.0,34.0,5.00,3.00
59330,Wyalkatchem,2021,484.00,0.30,249.00,235.00,55.90,47.30,53.30,3.00,1.00,3.00,8.00,,,,,29.00,6.20,2.30,8.70,,,0.90,,1.10,0.60,0.60,68.00,14.50,412.00,13.00,43.00,87.70,2.80,9.10,20.00,4.30,,,25.0,11.0,7.0,41.0,22.0,30.0,37.0,28.0,38.0,21.0,42.0,34.0,49.0,37.0,3.00,1.00
59330,Wyalkatchem,2022,484.00,0.30,,,,,,,,,,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59340,Wyndham-East Kimberley,2011,,,,,,,,,,,,,,,,2712.00,34.80,,,,,,,,,,,,6499.00,538.00,766.00,83.40,6.90,9.80,782.00,10.00,,,,,,,,,,,,,,,,,,
59340,Wyndham-East Kimberley,2016,,,,,,,,,,141.00,47.00,,,,,2335.00,32.60,2.30,5.30,0.80,0.10,1.80,1.00,0.60,0.40,0.80,931.00,13.00,5747.00,523.00,884.00,80.40,7.30,12.40,848.00,11.90,,,,,,,,,,,,,,,,,,
59340,Wyndham-East Kimberley,2017,7514.00,0.10,3641.00,3873.00,33.00,32.10,32.50,6.00,14.00,156.00,35.00,,100.00,73.00,27.00,,,,,,,,,,,,,,,,,,,,,,849.0,925.0,476.0,487.0,613.0,725.0,502.0,573.0,506.0,545.0,445.0,416.0,193.0,149.0,51.0,39.0,6.00,14.00
59340,Wyndham-East Kimberley,2018,7571.00,0.10,3675.00,3896.00,33.30,32.40,32.80,6.00,15.00,125.00,43.00,,91.00,63.00,28.00,,,,,,,,,,,,,,,,,,,,,,854.0,919.0,470.0,483.0,612.0,732.0,490.0,584.0,537.0,518.0,442.0,439.0,202.0,164.0,62.0,42.0,6.00,15.00
59340,Wyndham-East Kimberley,2019,7754.00,0.10,3796.00,3958.00,33.50,32.40,32.90,7.00,15.00,139.00,35.00,,99.00,60.00,39.00,,,,,,,,,,,,,,,,,,,,,,887.0,934.0,484.0,487.0,615.0,746.0,531.0,584.0,539.0,526.0,449.0,451.0,221.0,167.0,63.0,48.0,7.00,15.00
59340,Wyndham-East Kimberley,2020,7921.00,0.10,3904.00,4017.00,33.70,32.60,33.10,7.00,14.00,128.00,38.00,,103.00,48.00,55.00,,,,,,,,,,,,,,,,,,,,,,914.0,938.0,479.0,498.0,641.0,751.0,554.0,607.0,546.0,528.0,446.0,454.0,244.0,175.0,73.0,52.0,7.00,14.00
59340,Wyndham-East Kimberley,2021,8053.00,0.10,3991.00,4062.00,34.10,32.70,33.30,4.00,16.00,140.00,38.00,,26.00,34.00,-8.00,2515.00,33.60,2.20,5.10,0.50,0.20,1.60,0.60,0.70,0.50,0.90,945.00,12.60,5743.00,486.00,1245.00,76.80,6.50,16.70,919.00,12.30,947.0,955.0,450.0,485.0,660.0,762.0,584.0,609.0,545.0,549.0,457.0,454.0,260.0,176.0,84.0,56.0,4.00,16.00
59340,Wyndham-East Kimberley,2022,8058.00,0.10,,,,,,,,,,,74.00,47.00,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59350,Yalgoo,2011,,,,,,,,,,,,,,,,95.00,23.60,,,,,,,,,,,,308.00,27.00,68.00,76.40,6.70,16.90,20.00,5.00,,,,,,,,,,,,,,,,,,
59350,Yalgoo,2016,,,,,,,,,,4.00,,,,,,77.00,22.80,6.80,6.50,,,,0.90,,0.90,1.50,58.00,17.20,229.00,39.00,67.00,67.80,11.50,19.80,18.00,5.30,,,,,,,,,,,,,,,,,,
59350,Yalgoo,2017,358.00,,235.00,123.00,35.30,39.30,36.60,,3.00,,,,2.00,2.00,,,,,,,,,,,,,,,,,,,,,,,22.0,17.0,34.0,10.0,60.0,22.0,36.0,19.0,34.0,22.0,36.0,20.0,10.0,6.0,,,,3.00
59350,Yalgoo,2018,361.00,,245.00,116.00,35.60,40.00,37.00,,4.00,,,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,23.0,13.0,32.0,8.0,65.0,22.0,38.0,22.0,31.0,17.0,37.0,19.0,13.0,6.0,6.0,,,4.00
59350,Yalgoo,2019,362.00,,248.00,114.00,34.80,38.00,37.00,,4.00,3.00,,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,18.0,12.0,35.0,10.0,71.0,26.0,42.0,21.0,30.0,14.0,36.0,16.0,11.0,6.0,5.0,,,4.00
59350,Yalgoo,2020,359.00,,255.00,104.00,33.70,41.30,36.90,,5.00,3.00,3.00,,2.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,30.0,9.0,89.0,25.0,40.0,17.0,28.0,16.0,38.0,16.0,12.0,,,5.0,,5.00
