State_and_territory,SA3_name,Year,Age_group,Participants
NSW,Pennant Hills - Epping,2019,60–64,873
NSW,Pennant Hills - Epping,2019,65–69,714
NSW,Pennant Hills - Epping,2019,70–74,529
NSW,Pennant Hills - Epping,2019,50–69,3361
NSW,Pennant Hills - Epping,2019,50–74,3889
NSW,Pennant Hills - Epping,2020,50–54,779
NSW,Pennant Hills - Epping,2020,55–59,804
NSW,Pennant Hills - Epping,2020,60–64,800
NSW,Pennant Hills - Epping,2020,65–69,688
NSW,Pennant Hills - Epping,2020,70–74,495
NSW,Pennant Hills - Epping,2020,50–69,3071
NSW,Pennant Hills - Epping,2020,50–74,3566
NSW,Ryde - Hunters Hill,2018,50–54,2074
NSW,Ryde - Hunters Hill,2018,55–59,2091
NSW,Ryde - Hunters Hill,2018,60–64,2102
NSW,Ryde - Hunters Hill,2018,65–69,1729
NSW,Ryde - Hunters Hill,2018,70–74,1201
NSW,Ryde - Hunters Hill,2018,50–69,7996
NSW,Ryde - Hunters Hill,2018,50–74,9197
NSW,Ryde - Hunters Hill,2019,50–54,2134
NSW,Ryde - Hunters Hill,2019,55–59,2053
NSW,Ryde - Hunters Hill,2019,60–64,2126
NSW,Ryde - Hunters Hill,2019,65–69,1766
NSW,Ryde - Hunters Hill,2019,70–74,1365
NSW,Ryde - Hunters Hill,2019,50–69,8079
NSW,Ryde - Hunters Hill,2019,50–74,9444
NSW,Ryde - Hunters Hill,2020,50–54,1851
NSW,Ryde - Hunters Hill,2020,55–59,1831
NSW,Ryde - Hunters Hill,2020,60–64,1941
NSW,Ryde - Hunters Hill,2020,65–69,1617
NSW,Ryde - Hunters Hill,2020,70–74,1311
NSW,Ryde - Hunters Hill,2020,50–69,7240
NSW,Ryde - Hunters Hill,2020,50–74,8551
NSW,Bringelly - Green Valley,2018,50–54,1454
NSW,Bringelly - Green Valley,2018,55–59,1483
NSW,Bringelly - Green Valley,2018,60–64,1321
NSW,Bringelly - Green Valley,2018,65–69,1039
NSW,Bringelly - Green Valley,2018,70–74,587
NSW,Bringelly - Green Valley,2018,50–69,5298
NSW,Bringelly - Green Valley,2018,50–74,5885
NSW,Bringelly - Green Valley,2019,50–54,1395
NSW,Bringelly - Green Valley,2019,55–59,1537
NSW,Bringelly - Green Valley,2019,60–64,1385
NSW,Bringelly - Green Valley,2019,65–69,1094
NSW,Bringelly - Green Valley,2019,70–74,643
NSW,Bringelly - Green Valley,2019,50–69,5411
NSW,Bringelly - Green Valley,2019,50–74,6054
NSW,Bringelly - Green Valley,2020,50–54,1424
NSW,Bringelly - Green Valley,2020,55–59,1413
NSW,Bringelly - Green Valley,2020,60–64,1311
NSW,Bringelly - Green Valley,2020,65–69,1034
NSW,Bringelly - Green Valley,2020,70–74,656
NSW,Bringelly - Green Valley,2020,50–69,5182
NSW,Bringelly - Green Valley,2020,50–74,5838
NSW,Fairfield,2018,50–54,2900
NSW,Fairfield,2018,55–59,3289
NSW,Fairfield,2018,60–64,3204
NSW,Fairfield,2018,65–69,2376
NSW,Fairfield,2018,70–74,1385
NSW,Fairfield,2018,50–69,11769
NSW,Fairfield,2018,50–74,13154
NSW,Fairfield,2019,50–54,2770
NSW,Fairfield,2019,55–59,3076
NSW,Fairfield,2019,60–64,3174
NSW,Fairfield,2019,65–69,2563
NSW,Fairfield,2019,70–74,1523
NSW,Fairfield,2019,50–69,11582
NSW,Fairfield,2019,50–74,13105
NSW,Fairfield,2020,50–54,2710
NSW,Fairfield,2020,55–59,2947
NSW,Fairfield,2020,60–64,3137
NSW,Fairfield,2020,65–69,2549
NSW,Fairfield,2020,70–74,1588
NSW,Fairfield,2020,50–69,11343
NSW,Fairfield,2020,50–74,12931
NSW,Liverpool,2018,50–54,1529
NSW,Liverpool,2018,55–59,1507
NSW,Liverpool,2018,60–64,1349
NSW,Liverpool,2018,65–69,1096
NSW,Liverpool,2018,70–74,723
NSW,Liverpool,2018,50–69,5481
NSW,Liverpool,2018,50–74,6204
NSW,Liverpool,2019,50–54,1577
NSW,Liverpool,2019,55–59,1580
NSW,Liverpool,2019,60–64,1397
NSW,Liverpool,2019,65–69,1110
NSW,Liverpool,2019,70–74,771
NSW,Liverpool,2019,50–69,5665
NSW,Liverpool,2019,50–74,6436
NSW,Liverpool,2020,50–54,1539
NSW,Liverpool,2020,55–59,1471
NSW,Liverpool,2020,60–64,1354
NSW,Liverpool,2020,65–69,1056
NSW,Liverpool,2020,70–74,768
NSW,Liverpool,2020,50–69,5419
NSW,Liverpool,2020,50–74,6188
NSW,Cronulla - Miranda - Caringbah,2018,50–54,1800
NSW,Cronulla - Miranda - Caringbah,2018,55–59,1942
NSW,Cronulla - Miranda - Caringbah,2018,60–64,2020
NSW,Cronulla - Miranda - Caringbah,2018,65–69,1824
NSW,Cronulla - Miranda - Caringbah,2018,70–74,1642
NSW,Cronulla - Miranda - Caringbah,2018,50–69,7586
NSW,Cronulla - Miranda - Caringbah,2018,50–74,9228
NSW,Cronulla - Miranda - Caringbah,2019,50–54,1973
NSW,Cronulla - Miranda - Caringbah,2019,55–59,2056
NSW,Cronulla - Miranda - Caringbah,2019,60–64,2153
NSW,Cronulla - Miranda - Caringbah,2019,65–69,1911
NSW,Cronulla - Miranda - Caringbah,2019,70–74,1597
NSW,Cronulla - Miranda - Caringbah,2019,50–69,8093
NSW,Cronulla - Miranda - Caringbah,2019,50–74,9689
NSW,Cronulla - Miranda - Caringbah,2020,50–54,1735
NSW,Cronulla - Miranda - Caringbah,2020,55–59,1827
NSW,Cronulla - Miranda - Caringbah,2020,60–64,1869
NSW,Cronulla - Miranda - Caringbah,2020,65–69,1684
NSW,Cronulla - Miranda - Caringbah,2020,70–74,1445
NSW,Cronulla - Miranda - Caringbah,2020,50–69,7114
NSW,Cronulla - Miranda - Caringbah,2020,50–74,8559
NSW,Sutherland - Menai - Heathcote,2018,50–54,1892
NSW,Sutherland - Menai - Heathcote,2018,55–59,2100
NSW,Sutherland - Menai - Heathcote,2018,60–64,2006
NSW,Sutherland - Menai - Heathcote,2018,65–69,1722
NSW,Sutherland - Menai - Heathcote,2018,70–74,1462
NSW,Sutherland - Menai - Heathcote,2018,50–69,7720
NSW,Sutherland - Menai - Heathcote,2018,50–74,9182
NSW,Sutherland - Menai - Heathcote,2019,50–54,1983
NSW,Sutherland - Menai - Heathcote,2019,55–59,2155
NSW,Sutherland - Menai - Heathcote,2019,60–64,2065
NSW,Sutherland - Menai - Heathcote,2019,65–69,1831
NSW,Sutherland - Menai - Heathcote,2019,70–74,1431
NSW,Sutherland - Menai - Heathcote,2019,50–69,8034
NSW,Sutherland - Menai - Heathcote,2019,50–74,9466
NSW,Sutherland - Menai - Heathcote,2020,50–54,1786
NSW,Sutherland - Menai - Heathcote,2020,55–59,1853
NSW,Sutherland - Menai - Heathcote,2020,60–64,1842
NSW,Sutherland - Menai - Heathcote,2020,65–69,1577
NSW,Sutherland - Menai - Heathcote,2020,70–74,1324
NSW,Sutherland - Menai - Heathcote,2020,50–69,7059
NSW,Sutherland - Menai - Heathcote,2020,50–74,8383
Vic,Ballarat,2018,50–54,1800
Vic,Ballarat,2018,55–59,1896
Vic,Ballarat,2018,60–64,1941
Vic,Ballarat,2018,65–69,1913
Vic,Ballarat,2018,70–74,1426
Vic,Ballarat,2018,50–69,7550
Vic,Ballarat,2018,50–74,8975
Vic,Ballarat,2019,50–54,1780
Vic,Ballarat,2019,55–59,1941
Vic,Ballarat,2019,60–64,1924
Vic,Ballarat,2019,65–69,1957
Vic,Ballarat,2019,70–74,1548
Vic,Ballarat,2019,50–69,7603
Vic,Ballarat,2019,50–74,9151
Vic,Ballarat,2020,50–54,1592
Vic,Ballarat,2020,55–59,1625
Vic,Ballarat,2020,60–64,1684
Vic,Ballarat,2020,65–69,1795
Vic,Ballarat,2020,70–74,1445
Vic,Ballarat,2020,50–69,6697
Vic,Ballarat,2020,50–74,8142
Vic,Creswick - Daylesford - Ballan,2018,50–54,522
Vic,Creswick - Daylesford - Ballan,2018,55–59,601
Vic,Creswick - Daylesford - Ballan,2018,60–64,611
Vic,Creswick - Daylesford - Ballan,2018,65–69,599
Vic,Creswick - Daylesford - Ballan,2018,70–74,390
Vic,Creswick - Daylesford - Ballan,2018,50–69,2332
Vic,Creswick - Daylesford - Ballan,2018,50–74,2723
Vic,Creswick - Daylesford - Ballan,2019,50–54,527
Vic,Creswick - Daylesford - Ballan,2019,55–59,613
Vic,Creswick - Daylesford - Ballan,2019,60–64,611
Vic,Creswick - Daylesford - Ballan,2019,65–69,617
Vic,Creswick - Daylesford - Ballan,2019,70–74,438
Vic,Creswick - Daylesford - Ballan,2019,50–69,2368
Vic,Creswick - Daylesford - Ballan,2019,50–74,2806
Vic,Creswick - Daylesford - Ballan,2020,50–54,449
Vic,Creswick - Daylesford - Ballan,2020,55–59,519
Vic,Creswick - Daylesford - Ballan,2020,60–64,558
Vic,Creswick - Daylesford - Ballan,2020,65–69,551
Vic,Creswick - Daylesford - Ballan,2020,70–74,418
Vic,Creswick - Daylesford - Ballan,2020,50–69,2077
Vic,Creswick - Daylesford - Ballan,2020,50–74,2496
Vic,Maryborough - Pyrenees,2018,50–54,422
Vic,Maryborough - Pyrenees,2018,55–59,499
Vic,Maryborough - Pyrenees,2018,60–64,589
Vic,Maryborough - Pyrenees,2018,65–69,564
Vic,Maryborough - Pyrenees,2018,70–74,432
Vic,Maryborough - Pyrenees,2018,50–69,2075
Vic,Maryborough - Pyrenees,2018,50–74,2507
Vic,Maryborough - Pyrenees,2019,50–54,377
Vic,Maryborough - Pyrenees,2019,55–59,453
Vic,Maryborough - Pyrenees,2019,60–64,501
Vic,Maryborough - Pyrenees,2019,65–69,526
Vic,Maryborough - Pyrenees,2019,70–74,387
Vic,Maryborough - Pyrenees,2019,50–69,1857
Vic,Maryborough - Pyrenees,2019,50–74,2244
Vic,Maryborough - Pyrenees,2020,50–54,373
Vic,Maryborough - Pyrenees,2020,55–59,466
Vic,Maryborough - Pyrenees,2020,60–64,500
Vic,Maryborough - Pyrenees,2020,65–69,534
Vic,Maryborough - Pyrenees,2020,70–74,423
Vic,Maryborough - Pyrenees,2020,50–69,1873
Vic,Maryborough - Pyrenees,2020,50–74,2296
Vic,Bendigo,2018,50–54,1743
Vic,Bendigo,2018,55–59,1879
Vic,Bendigo,2018,60–64,1825
Vic,Bendigo,2018,65–69,1767
Vic,Bendigo,2018,70–74,1347
Vic,Bendigo,2018,50–69,7214
Vic,Bendigo,2018,50–74,8561
Vic,Bendigo,2019,50–54,1690
Vic,Bendigo,2019,55–59,1823
Vic,Bendigo,2019,60–64,1877
Vic,Bendigo,2019,65–69,1783
Vic,Bendigo,2019,70–74,1404
Vic,Bendigo,2019,50–69,7173
Vic,Bendigo,2019,50–74,8577
Vic,Bendigo,2020,50–54,1485
Vic,Bendigo,2020,55–59,1708
Vic,Bendigo,2020,60–64,1761
Vic,Bendigo,2020,65–69,1724
Vic,Bendigo,2020,70–74,1411
Vic,Bendigo,2020,50–69,6679
Vic,Bendigo,2020,50–74,8089
Vic,Heathcote - Castlemaine - Kyneton,2018,50–54,988
Vic,Heathcote - Castlemaine - Kyneton,2018,55–59,1040
Vic,Heathcote - Castlemaine - Kyneton,2018,60–64,1101
Vic,Heathcote - Castlemaine - Kyneton,2018,65–69,1078
Vic,Heathcote - Castlemaine - Kyneton,2018,70–74,750
Vic,Heathcote - Castlemaine - Kyneton,2018,50–69,4208
Vic,Heathcote - Castlemaine - Kyneton,2018,50–74,4958
Vic,Heathcote - Castlemaine - Kyneton,2019,50–54,907
Vic,Heathcote - Castlemaine - Kyneton,2019,55–59,1042
Vic,Heathcote - Castlemaine - Kyneton,2019,60–64,1060
Vic,Heathcote - Castlemaine - Kyneton,2019,65–69,1089
Vic,Heathcote - Castlemaine - Kyneton,2019,70–74,790
Vic,Heathcote - Castlemaine - Kyneton,2019,50–69,4098
Vic,Heathcote - Castlemaine - Kyneton,2019,50–74,4888
Vic,Heathcote - Castlemaine - Kyneton,2020,50–54,785
Vic,Heathcote - Castlemaine - Kyneton,2020,55–59,909
Vic,Heathcote - Castlemaine - Kyneton,2020,60–64,943
Vic,Heathcote - Castlemaine - Kyneton,2020,65–69,976
Vic,Heathcote - Castlemaine - Kyneton,2020,70–74,737
Vic,Heathcote - Castlemaine - Kyneton,2020,50–69,3613
Vic,Heathcote - Castlemaine - Kyneton,2020,50–74,4350
Vic,Loddon - Elmore,2018,50–54,2306
Vic,Loddon - Elmore,2018,55–59,2306
Vic,Loddon - Elmore,2018,60–64,2306
Vic,Loddon - Elmore,2018,65–69,2306
Vic,Loddon - Elmore,2018,70–74,2306
Vic,Loddon - Elmore,2018,50–69,2306
Vic,Loddon - Elmore,2018,50–74,2306
Vic,Loddon - Elmore,2019,50–54,2306
Vic,Loddon - Elmore,2019,55–59,2306
Vic,Loddon - Elmore,2019,60–64,2306
Vic,Loddon - Elmore,2019,65–69,2306
Vic,Loddon - Elmore,2019,70–74,2306
Vic,Loddon - Elmore,2019,50–69,2306
Vic,Loddon - Elmore,2019,50–74,2306
Vic,Loddon - Elmore,2020,50–54,2306
Vic,Loddon - Elmore,2020,55–59,2306
Vic,Loddon - Elmore,2020,60–64,2306
Vic,Loddon - Elmore,2020,65–69,2306
Vic,Loddon - Elmore,2020,70–74,2306
Vic,Loddon - Elmore,2020,50–69,2306
Vic,Loddon - Elmore,2020,50–74,2306
Vic,Barwon - West,2018,50–54,388
Vic,Barwon - West,2018,55–59,351
Vic,Barwon - West,2018,60–64,397
Vic,Barwon - West,2018,65–69,331
Vic,Barwon - West,2018,70–74,197
Vic,Barwon - West,2018,50–69,1467
Vic,Barwon - West,2018,50–74,1665
Vic,Barwon - West,2019,50–54,370
Vic,Barwon - West,2019,55–59,361
Vic,Barwon - West,2019,60–64,394
Vic,Barwon - West,2019,65–69,324
Vic,Barwon - West,2019,70–74,219
Vic,Barwon - West,2019,50–69,1449
Vic,Barwon - West,2019,50–74,1668
Vic,Barwon - West,2020,50–54,334
Vic,Barwon - West,2020,55–59,320
Vic,Barwon - West,2020,60–64,328
Vic,Barwon - West,2020,65–69,288
Vic,Barwon - West,2020,70–74,226
Vic,Barwon - West,2020,50–69,1270
Vic,Barwon - West,2020,50–74,1496
Vic,Geelong,2018,50–54,3521
Vic,Geelong,2018,55–59,3589
Vic,Geelong,2018,60–64,3400
Vic,Geelong,2018,65–69,3358
Vic,Geelong,2018,70–74,2607
Vic,Geelong,2018,50–69,13868
Vic,Geelong,2018,50–74,16475
Vic,Geelong,2019,50–54,3334
Vic,Geelong,2019,55–59,3585
Vic,Geelong,2019,60–64,3485
Vic,Geelong,2019,65–69,3250
Vic,Geelong,2019,70–74,2788
Vic,Geelong,2019,50–69,13654
Vic,Geelong,2019,50–74,16442
Vic,Geelong,2020,50–54,2871
Vic,Geelong,2020,55–59,3182
Vic,Geelong,2020,60–64,3006
Vic,Geelong,2020,65–69,2977
Vic,Geelong,2020,70–74,2621
Vic,Geelong,2020,50–69,12035
Vic,Geelong,2020,50–74,14656
Vic,Surf Coast - Bellarine Peninsula,2018,50–54,1486
Vic,Surf Coast - Bellarine Peninsula,2018,55–59,1677
Vic,Surf Coast - Bellarine Peninsula,2018,60–64,1964
Vic,Surf Coast - Bellarine Peninsula,2018,65–69,1903
Vic,Surf Coast - Bellarine Peninsula,2018,70–74,1361
Vic,Surf Coast - Bellarine Peninsula,2018,50–69,7031
Vic,Surf Coast - Bellarine Peninsula,2018,50–74,8392
Vic,Surf Coast - Bellarine Peninsula,2019,50–54,1506
Vic,Surf Coast - Bellarine Peninsula,2019,55–59,1634
Vic,Surf Coast - Bellarine Peninsula,2019,60–64,2060
Vic,Surf Coast - Bellarine Peninsula,2019,65–69,1998
Vic,Surf Coast - Bellarine Peninsula,2019,70–74,1474
Vic,Surf Coast - Bellarine Peninsula,2019,50–69,7197
Vic,Surf Coast - Bellarine Peninsula,2019,50–74,8671
Vic,Surf Coast - Bellarine Peninsula,2020,50–54,1384
Vic,Surf Coast - Bellarine Peninsula,2020,55–59,1492
Vic,Surf Coast - Bellarine Peninsula,2020,60–64,1878
Vic,Surf Coast - Bellarine Peninsula,2020,65–69,1875
Vic,Surf Coast - Bellarine Peninsula,2020,70–74,1444
Vic,Surf Coast - Bellarine Peninsula,2020,50–69,6628
Vic,Surf Coast - Bellarine Peninsula,2020,50–74,8072
Vic,Upper Goulburn Valley,2018,50–54,886
Vic,Upper Goulburn Valley,2018,55–59,1115
Vic,Upper Goulburn Valley,2018,60–64,1229
Vic,Upper Goulburn Valley,2018,65–69,1141
Vic,Upper Goulburn Valley,2018,70–74,960
Vic,Upper Goulburn Valley,2018,50–69,4371
Vic,Upper Goulburn Valley,2018,50–74,5330
Vic,Upper Goulburn Valley,2019,50–54,828
Vic,Upper Goulburn Valley,2019,55–59,1089
Vic,Upper Goulburn Valley,2019,60–64,1176
Vic,Upper Goulburn Valley,2019,65–69,1117
Vic,Upper Goulburn Valley,2019,70–74,917
Vic,Upper Goulburn Valley,2019,50–69,4210
Vic,Upper Goulburn Valley,2019,50–74,5126
Vic,Upper Goulburn Valley,2020,50–54,791
Vic,Upper Goulburn Valley,2020,55–59,1094
Vic,Upper Goulburn Valley,2020,60–64,1154
Vic,Upper Goulburn Valley,2020,65–69,1116
Vic,Upper Goulburn Valley,2020,70–74,1032
Vic,Upper Goulburn Valley,2020,50–69,4156
Vic,Upper Goulburn Valley,2020,50–74,5188
Vic,Wangaratta - Benalla,2018,50–54,831
Vic,Wangaratta - Benalla,2018,55–59,986
Vic,Wangaratta - Benalla,2018,60–64,1068
Vic,Wangaratta - Benalla,2018,65–69,1046
Vic,Wangaratta - Benalla,2018,70–74,833
Vic,Wangaratta - Benalla,2018,50–69,3932
Vic,Wangaratta - Benalla,2018,50–74,4765
Vic,Wangaratta - Benalla,2019,50–54,736
Vic,Wangaratta - Benalla,2019,55–59,942
Vic,Wangaratta - Benalla,2019,60–64,1010
Vic,Wangaratta - Benalla,2019,65–69,1033
Vic,Wangaratta - Benalla,2019,70–74,865
Vic,Wangaratta - Benalla,2019,50–69,3722
Vic,Wangaratta - Benalla,2019,50–74,4586
Vic,Wangaratta - Benalla,2020,50–54,682
Vic,Wangaratta - Benalla,2020,55–59,885
Vic,Wangaratta - Benalla,2020,60–64,992
Vic,Wangaratta - Benalla,2020,65–69,993
Vic,Wangaratta - Benalla,2020,70–74,866
Vic,Wangaratta - Benalla,2020,50–69,3552
Vic,Wangaratta - Benalla,2020,50–74,4418
Vic,Wodonga - Alpine,2018,50–54,1040
Vic,Wodonga - Alpine,2018,55–59,1298
Vic,Wodonga - Alpine,2018,60–64,1411
Vic,Wodonga - Alpine,2018,65–69,1279
Vic,Wodonga - Alpine,2018,70–74,972
Vic,Wodonga - Alpine,2018,50–69,5028
Vic,Wodonga - Alpine,2018,50–74,6000
Vic,Wodonga - Alpine,2019,50–54,985
Vic,Wodonga - Alpine,2019,55–59,1277
Vic,Wodonga - Alpine,2019,60–64,1416
Vic,Wodonga - Alpine,2019,65–69,1304
Vic,Wodonga - Alpine,2019,70–74,1011
Vic,Wodonga - Alpine,2019,50–69,4982
Vic,Wodonga - Alpine,2019,50–74,5993
Vic,Wodonga - Alpine,2020,50–54,831
Vic,Wodonga - Alpine,2020,55–59,1139
Vic,Wodonga - Alpine,2020,60–64,1294
Vic,Wodonga - Alpine,2020,65–69,1239
Vic,Wodonga - Alpine,2020,70–74,948
Vic,Wodonga - Alpine,2020,50–69,4503
Vic,Wodonga - Alpine,2020,50–74,5451
Vic,Baw Baw,2018,50–54,864
Vic,Baw Baw,2018,55–59,963
Vic,Baw Baw,2018,60–64,993
Vic,Baw Baw,2018,65–69,1020
Vic,Baw Baw,2018,70–74,776
Vic,Baw Baw,2018,50–69,3840
Vic,Baw Baw,2018,50–74,4615
Vic,Baw Baw,2019,50–54,897
Vic,Baw Baw,2019,55–59,953
Vic,Baw Baw,2019,60–64,1019
Vic,Baw Baw,2019,65–69,1071
Vic,Baw Baw,2019,70–74,825
Vic,Baw Baw,2019,50–69,3940
Vic,Baw Baw,2019,50–74,4765
Vic,Baw Baw,2020,50–54,784
Vic,Baw Baw,2020,55–59,867
Vic,Baw Baw,2020,60–64,976
Vic,Baw Baw,2020,65–69,1008
Vic,Baw Baw,2020,70–74,805
Vic,Baw Baw,2020,50–69,3635
Vic,Baw Baw,2020,50–74,4440
Vic,Gippsland - East,2018,50–54,817
Vic,Gippsland - East,2018,55–59,984
Vic,Gippsland - East,2018,60–64,1155
Vic,Gippsland - East,2018,65–69,1254
Vic,Gippsland - East,2018,70–74,956
Vic,Gippsland - East,2018,50–69,4211
Vic,Gippsland - East,2018,50–74,5166
Vic,Gippsland - East,2019,50–54,814
Vic,Gippsland - East,2019,55–59,971
Vic,Gippsland - East,2019,60–64,1150
Vic,Gippsland - East,2019,65–69,1291
Vic,Gippsland - East,2019,70–74,1042
Vic,Gippsland - East,2019,50–69,4226
Vic,Gippsland - East,2019,50–74,5268
Vic,Gippsland - East,2020,50–54,681
Vic,Gippsland - East,2020,55–59,857
Vic,Gippsland - East,2020,60–64,1091
Vic,Gippsland - East,2020,65–69,1209
Vic,Gippsland - East,2020,70–74,1041
Vic,Gippsland - East,2020,50–69,3838
Vic,Gippsland - East,2020,50–74,4880
Vic,Gippsland - South West,2018,50–54,1088
Vic,Gippsland - South West,2018,55–59,1326
Vic,Gippsland - South West,2018,60–64,1560
Vic,Gippsland - South West,2018,65–69,1687
Vic,Gippsland - South West,2018,70–74,1238
Vic,Gippsland - South West,2018,50–69,5661
Vic,Gippsland - South West,2018,50–74,6899
Vic,Gippsland - South West,2019,50–54,1099
Vic,Gippsland - South West,2019,55–59,1360
Vic,Gippsland - South West,2019,60–64,1552
Vic,Gippsland - South West,2019,65–69,1682
Vic,Gippsland - South West,2019,70–74,1352
Vic,Gippsland - South West,2019,50–69,5693
Vic,Gippsland - South West,2019,50–74,7045
Vic,Gippsland - South West,2020,50–54,983
Vic,Gippsland - South West,2020,55–59,1244
Vic,Gippsland - South West,2020,60–64,1482
Vic,Gippsland - South West,2020,65–69,1566
Vic,Gippsland - South West,2020,70–74,1369
Vic,Gippsland - South West,2020,50–69,5276
Vic,Gippsland - South West,2020,50–74,6646
Vic,Latrobe Valley,2018,50–54,1285
Vic,Latrobe Valley,2018,55–59,1479
Vic,Latrobe Valley,2018,60–64,1484
Vic,Latrobe Valley,2018,65–69,1377
Vic,Latrobe Valley,2018,70–74,1038
Vic,Latrobe Valley,2018,50–69,5626
Vic,Latrobe Valley,2018,50–74,6664
Vic,Latrobe Valley,2019,50–54,1255
Vic,Latrobe Valley,2019,55–59,1505
Vic,Latrobe Valley,2019,60–64,1518
Vic,Latrobe Valley,2019,65–69,1430
Vic,Latrobe Valley,2019,70–74,1113
Vic,Latrobe Valley,2019,50–69,5708
Vic,Latrobe Valley,2019,50–74,6822
Vic,Latrobe Valley,2020,50–54,1093
Vic,Latrobe Valley,2020,55–59,1339
Vic,Latrobe Valley,2020,60–64,1447
Vic,Latrobe Valley,2020,65–69,1348
Vic,Latrobe Valley,2020,70–74,1108
Vic,Latrobe Valley,2020,50–69,5227
Vic,Latrobe Valley,2020,50–74,6334
Vic,Wellington,2018,50–54,742
Vic,Wellington,2018,55–59,877
Vic,Wellington,2018,60–64,989
Vic,Wellington,2018,65–69,862
Vic,Wellington,2018,70–74,643
Vic,Wellington,2018,50–69,3469
Vic,Wellington,2018,50–74,4113
Vic,Wellington,2019,50–54,696
Vic,Wellington,2019,55–59,845
Vic,Wellington,2019,60–64,1006
Vic,Wellington,2019,65–69,908
Vic,Wellington,2019,70–74,682
Vic,Wellington,2019,50–69,3455
Vic,Wellington,2019,50–74,4137
Vic,Wellington,2020,50–54,634
Vic,Wellington,2020,55–59,777
Vic,Wellington,2020,60–64,947
Vic,Wellington,2020,65–69,852
Vic,Wellington,2020,70–74,650
Vic,Wellington,2020,50–69,3211
Vic,Wellington,2020,50–74,3861
Vic,Brunswick - Coburg,2018,50–54,1337
Vic,Brunswick - Coburg,2018,55–59,1169
Vic,Brunswick - Coburg,2018,60–64,1068
Vic,Brunswick - Coburg,2018,65–69,831
Vic,Brunswick - Coburg,2018,70–74,587
Vic,Brunswick - Coburg,2018,50–69,4405
Vic,Brunswick - Coburg,2018,50–74,4992
Vic,Brunswick - Coburg,2019,50–54,1361
Vic,Brunswick - Coburg,2019,55–59,1212
Vic,Brunswick - Coburg,2019,60–64,1066
Vic,Brunswick - Coburg,2019,65–69,833
Vic,Brunswick - Coburg,2019,70–74,638
Vic,Brunswick - Coburg,2019,50–69,4473
Vic,Brunswick - Coburg,2019,50–74,5111
Vic,Brunswick - Coburg,2020,50–54,1195
Vic,Brunswick - Coburg,2020,55–59,1067
Vic,Brunswick - Coburg,2020,60–64,969
Vic,Brunswick - Coburg,2020,65–69,731
Vic,Brunswick - Coburg,2020,70–74,559
Vic,Brunswick - Coburg,2020,50–69,3961
Vic,Brunswick - Coburg,2020,50–74,4520
Vic,Darebin - South,2018,50–54,975
Vic,Darebin - South,2018,55–59,843
Vic,Darebin - South,2018,60–64,688
Vic,Darebin - South,2018,65–69,563
Vic,Darebin - South,2018,70–74,354
Vic,Darebin - South,2018,50–69,3069
Vic,Darebin - South,2018,50–74,3423
Vic,Darebin - South,2019,50–54,993
Vic,Darebin - South,2019,55–59,839
Vic,Darebin - South,2019,60–64,713
Vic,Darebin - South,2019,65–69,557
Vic,Darebin - South,2019,70–74,382
Vic,Darebin - South,2019,50–69,3101
Vic,Darebin - South,2019,50–74,3483
Vic,Darebin - South,2020,50–54,893
Vic,Darebin - South,2020,55–59,720
Vic,Darebin - South,2020,60–64,628
Vic,Darebin - South,2020,65–69,493
Vic,Darebin - South,2020,70–74,357
Vic,Darebin - South,2020,50–69,2735
Vic,Darebin - South,2020,50–74,3091
Vic,Essendon,2018,50–54,1314
Vic,Essendon,2018,55–59,1225
Vic,Essendon,2018,60–64,1109
Vic,Essendon,2018,65–69,851
Vic,Essendon,2018,70–74,562
Vic,Essendon,2018,50–69,4500
Vic,Essendon,2018,50–74,5062
Vic,Essendon,2019,50–54,1291
Vic,Essendon,2019,55–59,1218
Vic,Essendon,2019,60–64,1141
Vic,Essendon,2019,65–69,873
Vic,Essendon,2019,70–74,598
Vic,Essendon,2019,50–69,4523
Vic,Essendon,2019,50–74,5121
Vic,Essendon,2020,50–54,1124
Vic,Essendon,2020,55–59,1106
Vic,Essendon,2020,60–64,1022
Vic,Essendon,2020,65–69,800
Vic,Essendon,2020,70–74,577
Vic,Essendon,2020,50–69,4052
Vic,Essendon,2020,50–74,4629
Vic,Melbourne City,2018,50–54,1044
Vic,Melbourne City,2018,55–59,987
Vic,Melbourne City,2018,60–64,965
Vic,Melbourne City,2018,65–69,847
Vic,Melbourne City,2018,70–74,507
Vic,Melbourne City,2018,50–69,3844
Vic,Melbourne City,2018,50–74,4351
Vic,Melbourne City,2019,50–54,1048
Vic,Melbourne City,2019,55–59,1027
Vic,Melbourne City,2019,60–64,1034
Vic,Melbourne City,2019,65–69,877
Vic,Melbourne City,2019,70–74,587
Vic,Melbourne City,2019,50–69,3985
Vic,Melbourne City,2019,50–74,4573
Vic,Melbourne City,2020,50–54,893
Vic,Melbourne City,2020,55–59,948
Vic,Melbourne City,2020,60–64,898
Vic,Melbourne City,2020,65–69,782
Vic,Melbourne City,2020,70–74,526
Vic,Melbourne City,2020,50–69,3521
Vic,Melbourne City,2020,50–74,4047
Vic,Port Phillip,2018,50–54,1563
Vic,Port Phillip,2018,55–59,1466
Vic,Port Phillip,2018,60–64,1307
Vic,Port Phillip,2018,65–69,1149
Vic,Port Phillip,2018,70–74,877
Vic,Port Phillip,2018,50–69,5485
Vic,Port Phillip,2018,50–74,6361
