State_and_territory,SA3_name,Year,Age_group,Participants
WA,Kalamunda,2020,60–64,916
WA,Kalamunda,2020,65–69,918
WA,Kalamunda,2020,70–74,860
WA,Kalamunda,2020,50–69,3578
WA,Kalamunda,2020,50–74,4437
WA,Serpentine - Jarrahdale,2018,50–54,406
WA,Serpentine - Jarrahdale,2018,55–59,419
WA,Serpentine - Jarrahdale,2018,60–64,331
WA,Serpentine - Jarrahdale,2018,65–69,296
WA,Serpentine - Jarrahdale,2018,70–74,204
WA,Serpentine - Jarrahdale,2018,50–69,1452
WA,Serpentine - Jarrahdale,2018,50–74,1656
WA,Serpentine - Jarrahdale,2019,50–54,425
WA,Serpentine - Jarrahdale,2019,55–59,401
WA,Serpentine - Jarrahdale,2019,60–64,335
WA,Serpentine - Jarrahdale,2019,65–69,294
WA,Serpentine - Jarrahdale,2019,70–74,223
WA,Serpentine - Jarrahdale,2019,50–69,1455
WA,Serpentine - Jarrahdale,2019,50–74,1678
WA,Serpentine - Jarrahdale,2020,50–54,419
WA,Serpentine - Jarrahdale,2020,55–59,420
WA,Serpentine - Jarrahdale,2020,60–64,357
WA,Serpentine - Jarrahdale,2020,65–69,299
WA,Serpentine - Jarrahdale,2020,70–74,230
WA,Serpentine - Jarrahdale,2020,50–69,1495
WA,Serpentine - Jarrahdale,2020,50–74,1725
WA,South Perth,2018,50–54,673
WA,South Perth,2018,55–59,776
WA,South Perth,2018,60–64,817
WA,South Perth,2018,65–69,707
WA,South Perth,2018,70–74,511
WA,South Perth,2018,50–69,2973
WA,South Perth,2018,50–74,3484
WA,South Perth,2019,50–54,687
WA,South Perth,2019,55–59,745
WA,South Perth,2019,60–64,787
WA,South Perth,2019,65–69,713
WA,South Perth,2019,70–74,561
WA,South Perth,2019,50–69,2932
WA,South Perth,2019,50–74,3493
WA,South Perth,2020,50–54,618
WA,South Perth,2020,55–59,687
WA,South Perth,2020,60–64,733
WA,South Perth,2020,65–69,684
WA,South Perth,2020,70–74,544
WA,South Perth,2020,50–69,2722
WA,South Perth,2020,50–74,3266
WA,Cockburn,2018,50–54,1815
WA,Cockburn,2018,55–59,1805
WA,Cockburn,2018,60–64,1661
WA,Cockburn,2018,65–69,1414
WA,Cockburn,2018,70–74,942
WA,Cockburn,2018,50–69,6695
WA,Cockburn,2018,50–74,7637
WA,Cockburn,2019,50–54,1800
WA,Cockburn,2019,55–59,1805
WA,Cockburn,2019,60–64,1699
WA,Cockburn,2019,65–69,1410
WA,Cockburn,2019,70–74,1041
WA,Cockburn,2019,50–69,6714
WA,Cockburn,2019,50–74,7755
WA,Cockburn,2020,50–54,1713
WA,Cockburn,2020,55–59,1686
WA,Cockburn,2020,60–64,1586
WA,Cockburn,2020,65–69,1380
WA,Cockburn,2020,70–74,999
WA,Cockburn,2020,50–69,6366
WA,Cockburn,2020,50–74,7365
WA,Fremantle,2018,50–54,718
WA,Fremantle,2018,55–59,793
WA,Fremantle,2018,60–64,729
WA,Fremantle,2018,65–69,721
WA,Fremantle,2018,70–74,471
WA,Fremantle,2018,50–69,2960
WA,Fremantle,2018,50–74,3431
WA,Fremantle,2019,50–54,691
WA,Fremantle,2019,55–59,790
WA,Fremantle,2019,60–64,696
WA,Fremantle,2019,65–69,704
WA,Fremantle,2019,70–74,500
WA,Fremantle,2019,50–69,2880
WA,Fremantle,2019,50–74,3380
WA,Fremantle,2020,50–54,638
WA,Fremantle,2020,55–59,686
WA,Fremantle,2020,60–64,671
WA,Fremantle,2020,65–69,636
WA,Fremantle,2020,70–74,482
WA,Fremantle,2020,50–69,2631
WA,Fremantle,2020,50–74,3113
WA,Kwinana,2018,50–54,527
WA,Kwinana,2018,55–59,440
WA,Kwinana,2018,60–64,419
WA,Kwinana,2018,65–69,342
WA,Kwinana,2018,70–74,265
WA,Kwinana,2018,50–69,1728
WA,Kwinana,2018,50–74,1993
WA,Kwinana,2019,50–54,542
WA,Kwinana,2019,55–59,439
WA,Kwinana,2019,60–64,414
WA,Kwinana,2019,65–69,361
WA,Kwinana,2019,70–74,269
WA,Kwinana,2019,50–69,1756
WA,Kwinana,2019,50–74,2025
WA,Kwinana,2020,50–54,501
WA,Kwinana,2020,55–59,436
WA,Kwinana,2020,60–64,348
WA,Kwinana,2020,65–69,341
WA,Kwinana,2020,70–74,257
WA,Kwinana,2020,50–69,1626
WA,Kwinana,2020,50–74,1883
WA,Melville,2018,50–54,2011
WA,Melville,2018,55–59,2080
WA,Melville,2018,60–64,2174
WA,Melville,2018,65–69,1929
WA,Melville,2018,70–74,1401
WA,Melville,2018,50–69,8195
WA,Melville,2018,50–74,9595
WA,Melville,2019,50–54,1906
WA,Melville,2019,55–59,2046
WA,Melville,2019,60–64,2108
WA,Melville,2019,65–69,2021
WA,Melville,2019,70–74,1477
WA,Melville,2019,50–69,8082
WA,Melville,2019,50–74,9559
WA,Melville,2020,50–54,1751
WA,Melville,2020,55–59,1911
WA,Melville,2020,60–64,1878
WA,Melville,2020,65–69,1864
WA,Melville,2020,70–74,1448
WA,Melville,2020,50–69,7403
WA,Melville,2020,50–74,8851
WA,Rockingham,2018,50–54,2111
WA,Rockingham,2018,55–59,1909
WA,Rockingham,2018,60–64,1862
WA,Rockingham,2018,65–69,1630
WA,Rockingham,2018,70–74,1367
WA,Rockingham,2018,50–69,7512
WA,Rockingham,2018,50–74,8879
WA,Rockingham,2019,50–54,2149
WA,Rockingham,2019,55–59,2002
WA,Rockingham,2019,60–64,1933
WA,Rockingham,2019,65–69,1679
WA,Rockingham,2019,70–74,1458
WA,Rockingham,2019,50–69,7763
WA,Rockingham,2019,50–74,9221
WA,Rockingham,2020,50–54,2009
WA,Rockingham,2020,55–59,1935
WA,Rockingham,2020,60–64,1852
WA,Rockingham,2020,65–69,1643
WA,Rockingham,2020,70–74,1366
WA,Rockingham,2020,50–69,7439
WA,Rockingham,2020,50–74,8805
WA,Albany,2018,50–54,910
WA,Albany,2018,55–59,1197
WA,Albany,2018,60–64,1212
WA,Albany,2018,65–69,1233
WA,Albany,2018,70–74,877
WA,Albany,2018,50–69,4552
WA,Albany,2018,50–74,5429
WA,Albany,2019,50–54,1032
WA,Albany,2019,55–59,1286
WA,Albany,2019,60–64,1327
WA,Albany,2019,65–69,1271
WA,Albany,2019,70–74,966
WA,Albany,2019,50–69,4916
WA,Albany,2019,50–74,5883
WA,Albany,2020,50–54,816
WA,Albany,2020,55–59,1035
WA,Albany,2020,60–64,1065
WA,Albany,2020,65–69,990
WA,Albany,2020,70–74,866
WA,Albany,2020,50–69,3905
WA,Albany,2020,50–74,4772
WA,Wheat Belt - North,2018,50–54,931
WA,Wheat Belt - North,2018,55–59,1169
WA,Wheat Belt - North,2018,60–64,1178
WA,Wheat Belt - North,2018,65–69,1070
WA,Wheat Belt - North,2018,70–74,868
WA,Wheat Belt - North,2018,50–69,4349
WA,Wheat Belt - North,2018,50–74,5216
WA,Wheat Belt - North,2019,50–54,860
WA,Wheat Belt - North,2019,55–59,1062
WA,Wheat Belt - North,2019,60–64,1109
WA,Wheat Belt - North,2019,65–69,1025
WA,Wheat Belt - North,2019,70–74,867
WA,Wheat Belt - North,2019,50–69,4056
WA,Wheat Belt - North,2019,50–74,4922
WA,Wheat Belt - North,2020,50–54,870
WA,Wheat Belt - North,2020,55–59,1038
WA,Wheat Belt - North,2020,60–64,1138
WA,Wheat Belt - North,2020,65–69,1014
WA,Wheat Belt - North,2020,70–74,886
WA,Wheat Belt - North,2020,50–69,4061
WA,Wheat Belt - North,2020,50–74,4947
WA,Wheat Belt - South,2018,50–54,335
WA,Wheat Belt - South,2018,55–59,412
WA,Wheat Belt - South,2018,60–64,436
WA,Wheat Belt - South,2018,65–69,362
WA,Wheat Belt - South,2018,70–74,278
WA,Wheat Belt - South,2018,50–69,1546
WA,Wheat Belt - South,2018,50–74,1824
WA,Wheat Belt - South,2019,50–54,289
WA,Wheat Belt - South,2019,55–59,397
WA,Wheat Belt - South,2019,60–64,406
WA,Wheat Belt - South,2019,65–69,344
WA,Wheat Belt - South,2019,70–74,281
WA,Wheat Belt - South,2019,50–69,1438
WA,Wheat Belt - South,2019,50–74,1719
WA,Wheat Belt - South,2020,50–54,236
WA,Wheat Belt - South,2020,55–59,315
WA,Wheat Belt - South,2020,60–64,342
WA,Wheat Belt - South,2020,65–69,306
WA,Wheat Belt - South,2020,70–74,248
WA,Wheat Belt - South,2020,50–69,1198
WA,Wheat Belt - South,2020,50–74,1446
WA,Kimberley,2018,50–54,512
WA,Kimberley,2018,55–59,523
WA,Kimberley,2018,60–64,416
WA,Kimberley,2018,65–69,210
WA,Kimberley,2018,70–74,111
WA,Kimberley,2018,50–69,1661
WA,Kimberley,2018,50–74,1772
WA,Kimberley,2019,50–54,516
WA,Kimberley,2019,55–59,526
WA,Kimberley,2019,60–64,411
WA,Kimberley,2019,65–69,235
WA,Kimberley,2019,70–74,122
WA,Kimberley,2019,50–69,1688
WA,Kimberley,2019,50–74,1810
WA,Kimberley,2020,50–54,499
WA,Kimberley,2020,55–59,522
WA,Kimberley,2020,60–64,404
WA,Kimberley,2020,65–69,225
WA,Kimberley,2020,70–74,126
WA,Kimberley,2020,50–69,1650
WA,Kimberley,2020,50–74,1776
WA,East Pilbara,2018,50–54,214
WA,East Pilbara,2018,55–59,198
WA,East Pilbara,2018,60–64,125
WA,East Pilbara,2018,65–69,2306
WA,East Pilbara,2018,70–74,2306
WA,East Pilbara,2018,50–69,2306
WA,East Pilbara,2018,50–74,621
WA,East Pilbara,2019,50–54,183
WA,East Pilbara,2019,55–59,193
WA,East Pilbara,2019,60–64,108
WA,East Pilbara,2019,65–69,2306
WA,East Pilbara,2019,70–74,2306
WA,East Pilbara,2019,50–69,2306
WA,East Pilbara,2019,50–74,567
WA,East Pilbara,2020,50–54,167
WA,East Pilbara,2020,55–59,199
WA,East Pilbara,2020,60–64,106
WA,East Pilbara,2020,65–69,2306
WA,East Pilbara,2020,70–74,2306
WA,East Pilbara,2020,50–69,2306
WA,East Pilbara,2020,50–74,562
WA,West Pilbara,2018,50–54,296
WA,West Pilbara,2018,55–59,279
WA,West Pilbara,2018,60–64,149
WA,West Pilbara,2018,65–69,2306
WA,West Pilbara,2018,70–74,2306
WA,West Pilbara,2018,50–69,2306
WA,West Pilbara,2018,50–74,828
WA,West Pilbara,2019,50–54,298
WA,West Pilbara,2019,55–59,235
WA,West Pilbara,2019,60–64,173
WA,West Pilbara,2019,65–69,2306
WA,West Pilbara,2019,70–74,2306
WA,West Pilbara,2019,50–69,2306
WA,West Pilbara,2019,50–74,804
WA,West Pilbara,2020,50–54,319
WA,West Pilbara,2020,55–59,236
WA,West Pilbara,2020,60–64,168
WA,West Pilbara,2020,65–69,2306
WA,West Pilbara,2020,70–74,32
WA,West Pilbara,2020,50–69,2306
WA,West Pilbara,2020,50–74,828
WA,Esperance,2018,50–54,321
WA,Esperance,2018,55–59,336
WA,Esperance,2018,60–64,280
WA,Esperance,2018,65–69,291
WA,Esperance,2018,70–74,265
WA,Esperance,2018,50–69,1228
WA,Esperance,2018,50–74,1493
WA,Esperance,2019,50–54,315
WA,Esperance,2019,55–59,326
WA,Esperance,2019,60–64,293
WA,Esperance,2019,65–69,266
WA,Esperance,2019,70–74,261
WA,Esperance,2019,50–69,1200
WA,Esperance,2019,50–74,1461
WA,Esperance,2020,50–54,320
WA,Esperance,2020,55–59,319
WA,Esperance,2020,60–64,286
WA,Esperance,2020,65–69,261
WA,Esperance,2020,70–74,264
WA,Esperance,2020,50–69,1186
WA,Esperance,2020,50–74,1450
WA,Gascoyne,2018,50–54,149
WA,Gascoyne,2018,55–59,131
WA,Gascoyne,2018,60–64,144
WA,Gascoyne,2018,65–69,123
WA,Gascoyne,2018,70–74,72
WA,Gascoyne,2018,50–69,546
WA,Gascoyne,2018,50–74,618
WA,Gascoyne,2019,50–54,128
WA,Gascoyne,2019,55–59,125
WA,Gascoyne,2019,60–64,137
WA,Gascoyne,2019,65–69,103
WA,Gascoyne,2019,70–74,66
WA,Gascoyne,2019,50–69,492
WA,Gascoyne,2019,50–74,558
WA,Gascoyne,2020,50–54,146
WA,Gascoyne,2020,55–59,136
WA,Gascoyne,2020,60–64,152
WA,Gascoyne,2020,65–69,101
WA,Gascoyne,2020,70–74,75
WA,Gascoyne,2020,50–69,534
WA,Gascoyne,2020,50–74,609
WA,Goldfields,2018,50–54,495
WA,Goldfields,2018,55–59,496
WA,Goldfields,2018,60–64,421
WA,Goldfields,2018,65–69,267
WA,Goldfields,2018,70–74,160
WA,Goldfields,2018,50–69,1680
WA,Goldfields,2018,50–74,1839
WA,Goldfields,2019,50–54,315
WA,Goldfields,2019,55–59,346
WA,Goldfields,2019,60–64,273
WA,Goldfields,2019,65–69,199
WA,Goldfields,2019,70–74,134
WA,Goldfields,2019,50–69,1133
WA,Goldfields,2019,50–74,1267
WA,Goldfields,2020,50–54,445
WA,Goldfields,2020,55–59,496
WA,Goldfields,2020,60–64,396
WA,Goldfields,2020,65–69,279
WA,Goldfields,2020,70–74,172
WA,Goldfields,2020,50–69,1616
WA,Goldfields,2020,50–74,1789
WA,Mid West,2018,50–54,875
WA,Mid West,2018,55–59,986
WA,Mid West,2018,60–64,980
WA,Mid West,2018,65–69,924
WA,Mid West,2018,70–74,649
WA,Mid West,2018,50–69,3765
WA,Mid West,2018,50–74,4413
WA,Mid West,2019,50–54,872
WA,Mid West,2019,55–59,981
WA,Mid West,2019,60–64,989
WA,Mid West,2019,65–69,933
WA,Mid West,2019,70–74,686
WA,Mid West,2019,50–69,3775
WA,Mid West,2019,50–74,4461
WA,Mid West,2020,50–54,752
WA,Mid West,2020,55–59,902
WA,Mid West,2020,60–64,1003
WA,Mid West,2020,65–69,932
WA,Mid West,2020,70–74,712
WA,Mid West,2020,50–69,3589
WA,Mid West,2020,50–74,4301
SA,Adelaide City,2018,50–54,230
SA,Adelaide City,2018,55–59,256
SA,Adelaide City,2018,60–64,278
SA,Adelaide City,2018,65–69,328
SA,Adelaide City,2018,70–74,222
SA,Adelaide City,2018,50–69,1092
SA,Adelaide City,2018,50–74,1314
SA,Adelaide City,2019,50–54,215
SA,Adelaide City,2019,55–59,275
SA,Adelaide City,2019,60–64,283
SA,Adelaide City,2019,65–69,329
SA,Adelaide City,2019,70–74,266
SA,Adelaide City,2019,50–69,1102
SA,Adelaide City,2019,50–74,1368
SA,Adelaide City,2020,50–54,172
SA,Adelaide City,2020,55–59,240
SA,Adelaide City,2020,60–64,246
SA,Adelaide City,2020,65–69,305
SA,Adelaide City,2020,70–74,245
SA,Adelaide City,2020,50–69,963
SA,Adelaide City,2020,50–74,1208
SA,Adelaide Hills,2018,50–54,1439
SA,Adelaide Hills,2018,55–59,1575
SA,Adelaide Hills,2018,60–64,1589
SA,Adelaide Hills,2018,65–69,1438
SA,Adelaide Hills,2018,70–74,1055
SA,Adelaide Hills,2018,50–69,6041
SA,Adelaide Hills,2018,50–74,7096
SA,Adelaide Hills,2019,50–54,1474
SA,Adelaide Hills,2019,55–59,1598
SA,Adelaide Hills,2019,60–64,1618
SA,Adelaide Hills,2019,65–69,1474
SA,Adelaide Hills,2019,70–74,1127
SA,Adelaide Hills,2019,50–69,6163
SA,Adelaide Hills,2019,50–74,7290
SA,Adelaide Hills,2020,50–54,1222
SA,Adelaide Hills,2020,55–59,1250
SA,Adelaide Hills,2020,60–64,1368
SA,Adelaide Hills,2020,65–69,1360
SA,Adelaide Hills,2020,70–74,1006
SA,Adelaide Hills,2020,50–69,5200
SA,Adelaide Hills,2020,50–74,6207
SA,Burnside,2018,50–54,2306
SA,Burnside,2018,55–59,2306
SA,Burnside,2018,60–64,2306
SA,Burnside,2018,65–69,2306
SA,Burnside,2018,70–74,2306
SA,Burnside,2018,50–69,2306
SA,Burnside,2018,50–74,2306
SA,Burnside,2019,50–54,2306
SA,Burnside,2019,55–59,2306
SA,Burnside,2019,60–64,2306
SA,Burnside,2019,65–69,2306
SA,Burnside,2019,70–74,2306
SA,Burnside,2019,50–69,2306
SA,Burnside,2019,50–74,2306
SA,Burnside,2020,50–54,2306
SA,Burnside,2020,55–59,2306
SA,Burnside,2020,60–64,2306
SA,Burnside,2020,65–69,2306
SA,Burnside,2020,70–74,2306
SA,Burnside,2020,50–69,2306
SA,Burnside,2020,50–74,2306
SA,Campbelltown (SA),2018,50–54,929
SA,Campbelltown (SA),2018,55–59,993
SA,Campbelltown (SA),2018,60–64,933
SA,Campbelltown (SA),2018,65–69,936
SA,Campbelltown (SA),2018,70–74,853
SA,Campbelltown (SA),2018,50–69,3791
SA,Campbelltown (SA),2018,50–74,4644
SA,Campbelltown (SA),2019,50–54,921
SA,Campbelltown (SA),2019,55–59,1019
SA,Campbelltown (SA),2019,60–64,977
SA,Campbelltown (SA),2019,65–69,915
SA,Campbelltown (SA),2019,70–74,888
SA,Campbelltown (SA),2019,50–69,3833
SA,Campbelltown (SA),2019,50–74,4721
SA,Campbelltown (SA),2020,50–54,848
SA,Campbelltown (SA),2020,55–59,843
SA,Campbelltown (SA),2020,60–64,854
SA,Campbelltown (SA),2020,65–69,803
SA,Campbelltown (SA),2020,70–74,765
SA,Campbelltown (SA),2020,50–69,3348
SA,Campbelltown (SA),2020,50–74,4113
SA,Norwood - Payneham - St Peters,2018,50–54,596
SA,Norwood - Payneham - St Peters,2018,55–59,659
SA,Norwood - Payneham - St Peters,2018,60–64,702
SA,Norwood - Payneham - St Peters,2018,65–69,659
SA,Norwood - Payneham - St Peters,2018,70–74,570
SA,Norwood - Payneham - St Peters,2018,50–69,2616
SA,Norwood - Payneham - St Peters,2018,50–74,3185
SA,Norwood - Payneham - St Peters,2019,50–54,597
SA,Norwood - Payneham - St Peters,2019,55–59,692
SA,Norwood - Payneham - St Peters,2019,60–64,699
SA,Norwood - Payneham - St Peters,2019,65–69,657
SA,Norwood - Payneham - St Peters,2019,70–74,613
SA,Norwood - Payneham - St Peters,2019,50–69,2646
SA,Norwood - Payneham - St Peters,2019,50–74,3259
SA,Norwood - Payneham - St Peters,2020,50–54,535
SA,Norwood - Payneham - St Peters,2020,55–59,622
SA,Norwood - Payneham - St Peters,2020,60–64,598
SA,Norwood - Payneham - St Peters,2020,65–69,602
SA,Norwood - Payneham - St Peters,2020,70–74,535
SA,Norwood - Payneham - St Peters,2020,50–69,2358
SA,Norwood - Payneham - St Peters,2020,50–74,2893
SA,Prospect - Walkerville,2018,50–54,566
SA,Prospect - Walkerville,2018,55–59,595
SA,Prospect - Walkerville,2018,60–64,581
SA,Prospect - Walkerville,2018,65–69,466
SA,Prospect - Walkerville,2018,70–74,324
SA,Prospect - Walkerville,2018,50–69,2208
SA,Prospect - Walkerville,2018,50–74,2532
SA,Prospect - Walkerville,2019,50–54,559
SA,Prospect - Walkerville,2019,55–59,600
SA,Prospect - Walkerville,2019,60–64,595
SA,Prospect - Walkerville,2019,65–69,479
SA,Prospect - Walkerville,2019,70–74,351
SA,Prospect - Walkerville,2019,50–69,2232
SA,Prospect - Walkerville,2019,50–74,2583
SA,Prospect - Walkerville,2020,50–54,526
SA,Prospect - Walkerville,2020,55–59,498
SA,Prospect - Walkerville,2020,60–64,531
SA,Prospect - Walkerville,2020,65–69,437
SA,Prospect - Walkerville,2020,70–74,328
SA,Prospect - Walkerville,2020,50–69,1993
SA,Prospect - Walkerville,2020,50–74,2321
SA,Unley,2018,50–54,729
SA,Unley,2018,55–59,801
SA,Unley,2018,60–64,809
SA,Unley,2018,65–69,768
SA,Unley,2018,70–74,551
SA,Unley,2018,50–69,3108
SA,Unley,2018,50–74,3659
SA,Unley,2019,50–54,716
SA,Unley,2019,55–59,810
SA,Unley,2019,60–64,828
SA,Unley,2019,65–69,779
SA,Unley,2019,70–74,606
SA,Unley,2019,50–69,3132
SA,Unley,2019,50–74,3738
SA,Unley,2020,50–54,643
SA,Unley,2020,55–59,670
SA,Unley,2020,60–64,733
SA,Unley,2020,65–69,712
SA,Unley,2020,70–74,565
SA,Unley,2020,50–69,2759
SA,Unley,2020,50–74,3324
SA,Gawler - Two Wells,2018,50–54,674
SA,Gawler - Two Wells,2018,55–59,736
SA,Gawler - Two Wells,2018,60–64,670
SA,Gawler - Two Wells,2018,65–69,567
SA,Gawler - Two Wells,2018,70–74,500
SA,Gawler - Two Wells,2018,50–69,2647
SA,Gawler - Two Wells,2018,50–74,3147
SA,Gawler - Two Wells,2019,50–54,691
SA,Gawler - Two Wells,2019,55–59,720
SA,Gawler - Two Wells,2019,60–64,699
SA,Gawler - Two Wells,2019,65–69,567
SA,Gawler - Two Wells,2019,70–74,538
SA,Gawler - Two Wells,2019,50–69,2676
SA,Gawler - Two Wells,2019,50–74,3214
SA,Gawler - Two Wells,2020,50–54,634
SA,Gawler - Two Wells,2020,55–59,639
SA,Gawler - Two Wells,2020,60–64,657
SA,Gawler - Two Wells,2020,65–69,524
SA,Gawler - Two Wells,2020,70–74,498
SA,Gawler - Two Wells,2020,50–69,2453
SA,Gawler - Two Wells,2020,50–74,2951
SA,Playford,2018,50–54,1255
SA,Playford,2018,55–59,1364
SA,Playford,2018,60–64,1088
SA,Playford,2018,65–69,1032
SA,Playford,2018,70–74,737
SA,Playford,2018,50–69,4738
SA,Playford,2018,50–74,5475
SA,Playford,2019,50–54,1257
SA,Playford,2019,55–59,1396
SA,Playford,2019,60–64,1156
SA,Playford,2019,65–69,1037
SA,Playford,2019,70–74,773
SA,Playford,2019,50–69,4846
SA,Playford,2019,50–74,5619
SA,Playford,2020,50–54,1128
SA,Playford,2020,55–59,1099
SA,Playford,2020,60–64,1073
SA,Playford,2020,65–69,892
SA,Playford,2020,70–74,684
SA,Playford,2020,50–69,4192
SA,Playford,2020,50–74,4875
SA,Port Adelaide - East,2018,50–54,948
SA,Port Adelaide - East,2018,55–59,973
SA,Port Adelaide - East,2018,60–64,998
SA,Port Adelaide - East,2018,65–69,930
SA,Port Adelaide - East,2018,70–74,811
SA,Port Adelaide - East,2018,50–69,3848
SA,Port Adelaide - East,2018,50–74,4659
SA,Port Adelaide - East,2019,50–54,971
SA,Port Adelaide - East,2019,55–59,994
SA,Port Adelaide - East,2019,60–64,994
SA,Port Adelaide - East,2019,65–69,933
SA,Port Adelaide - East,2019,70–74,817
SA,Port Adelaide - East,2019,50–69,3893
SA,Port Adelaide - East,2019,50–74,4710
SA,Port Adelaide - East,2020,50–54,863
SA,Port Adelaide - East,2020,55–59,853
SA,Port Adelaide - East,2020,60–64,859
SA,Port Adelaide - East,2020,65–69,794
SA,Port Adelaide - East,2020,70–74,721
SA,Port Adelaide - East,2020,50–69,3370
SA,Port Adelaide - East,2020,50–74,4090
SA,Salisbury,2018,50–54,2166
SA,Salisbury,2018,55–59,2317
SA,Salisbury,2018,60–64,2188
SA,Salisbury,2018,65–69,2084
SA,Salisbury,2018,70–74,1558
SA,Salisbury,2018,50–69,8756
SA,Salisbury,2018,50–74,10313
SA,Salisbury,2019,50–54,2076
SA,Salisbury,2019,55–59,2306
SA,Salisbury,2019,60–64,2267
SA,Salisbury,2019,65–69,2094
SA,Salisbury,2019,70–74,1608
SA,Salisbury,2019,50–69,8743
SA,Salisbury,2019,50–74,10350
SA,Salisbury,2020,50–54,1759
SA,Salisbury,2020,55–59,1918
SA,Salisbury,2020,60–64,1934
SA,Salisbury,2020,65–69,1775
SA,Salisbury,2020,70–74,1409
SA,Salisbury,2020,50–69,7386
SA,Salisbury,2020,50–74,8795
SA,Tea Tree Gully,2018,50–54,1881
SA,Tea Tree Gully,2018,55–59,1989
SA,Tea Tree Gully,2018,60–64,2046
SA,Tea Tree Gully,2018,65–69,2046
SA,Tea Tree Gully,2018,70–74,1553
SA,Tea Tree Gully,2018,50–69,7963
SA,Tea Tree Gully,2018,50–74,9515
SA,Tea Tree Gully,2019,50–54,1874
SA,Tea Tree Gully,2019,55–59,1948
SA,Tea Tree Gully,2019,60–64,2028
SA,Tea Tree Gully,2019,65–69,1993
SA,Tea Tree Gully,2019,70–74,1645
SA,Tea Tree Gully,2019,50–69,7842
SA,Tea Tree Gully,2019,50–74,9487
SA,Tea Tree Gully,2020,50–54,1606
SA,Tea Tree Gully,2020,55–59,1613
SA,Tea Tree Gully,2020,60–64,1719
SA,Tea Tree Gully,2020,65–69,1721
SA,Tea Tree Gully,2020,70–74,1471
SA,Tea Tree Gully,2020,50–69,6660
SA,Tea Tree Gully,2020,50–74,8131
SA,Holdfast Bay,2018,50–54,696
SA,Holdfast Bay,2018,55–59,851
SA,Holdfast Bay,2018,60–64,844
SA,Holdfast Bay,2018,65–69,803
SA,Holdfast Bay,2018,70–74,620
SA,Holdfast Bay,2018,50–69,3194
SA,Holdfast Bay,2018,50–74,3814
SA,Holdfast Bay,2019,50–54,666
SA,Holdfast Bay,2019,55–59,841
SA,Holdfast Bay,2019,60–64,899
SA,Holdfast Bay,2019,65–69,825
SA,Holdfast Bay,2019,70–74,672
SA,Holdfast Bay,2019,50–69,3232
SA,Holdfast Bay,2019,50–74,3904
SA,Holdfast Bay,2020,50–54,589
SA,Holdfast Bay,2020,55–59,689
SA,Holdfast Bay,2020,60–64,754
SA,Holdfast Bay,2020,65–69,692
SA,Holdfast Bay,2020,70–74,625
SA,Holdfast Bay,2020,50–69,2724
SA,Holdfast Bay,2020,50–74,3349
SA,Marion,2018,50–54,1656
SA,Marion,2018,55–59,1898
SA,Marion,2018,60–64,1913
SA,Marion,2018,65–69,1692
SA,Marion,2018,70–74,1281
SA,Marion,2018,50–69,7158
SA,Marion,2018,50–74,8440
SA,Marion,2019,50–54,1620
SA,Marion,2019,55–59,1864
SA,Marion,2019,60–64,1957
SA,Marion,2019,65–69,1768
SA,Marion,2019,70–74,1341
SA,Marion,2019,50–69,7210
SA,Marion,2019,50–74,8551
SA,Marion,2020,50–54,1411
SA,Marion,2020,55–59,1504
SA,Marion,2020,60–64,1654
SA,Marion,2020,65–69,1529
SA,Marion,2020,70–74,1207
SA,Marion,2020,50–69,6098
SA,Marion,2020,50–74,7306
SA,Mitcham,2018,50–54,1372
SA,Mitcham,2018,55–59,1385
SA,Mitcham,2018,60–64,1278
SA,Mitcham,2018,65–69,1366
SA,Mitcham,2018,70–74,1030
SA,Mitcham,2018,50–69,5401
SA,Mitcham,2018,50–74,6431
SA,Mitcham,2019,50–54,1323
SA,Mitcham,2019,55–59,1366
SA,Mitcham,2019,60–64,1333
SA,Mitcham,2019,65–69,1368
SA,Mitcham,2019,70–74,1079
SA,Mitcham,2019,50–69,5391
SA,Mitcham,2019,50–74,6470
SA,Mitcham,2020,50–54,1122
SA,Mitcham,2020,55–59,1156
SA,Mitcham,2020,60–64,1149
SA,Mitcham,2020,65–69,1121
SA,Mitcham,2020,70–74,995
SA,Mitcham,2020,50–69,4549
SA,Mitcham,2020,50–74,5544
SA,Onkaparinga,2018,50–54,3038
SA,Onkaparinga,2018,55–59,3402
SA,Onkaparinga,2018,60–64,3518
SA,Onkaparinga,2018,65–69,3484
SA,Onkaparinga,2018,70–74,2579
SA,Onkaparinga,2018,50–69,13442
SA,Onkaparinga,2018,50–74,16021
SA,Onkaparinga,2019,50–54,3124
SA,Onkaparinga,2019,55–59,3418
SA,Onkaparinga,2019,60–64,3566
SA,Onkaparinga,2019,65–69,3541
SA,Onkaparinga,2019,70–74,2746
SA,Onkaparinga,2019,50–69,13650
SA,Onkaparinga,2019,50–74,16395
SA,Onkaparinga,2020,50–54,2770
SA,Onkaparinga,2020,55–59,2853
SA,Onkaparinga,2020,60–64,3113
SA,Onkaparinga,2020,65–69,2987
SA,Onkaparinga,2020,70–74,2547
SA,Onkaparinga,2020,50–69,11723
SA,Onkaparinga,2020,50–74,14270
SA,Charles Sturt,2018,50–54,2026
SA,Charles Sturt,2018,55–59,2133
SA,Charles Sturt,2018,60–64,2101
SA,Charles Sturt,2018,65–69,1926
