State_and_territory,SA3_name,Year,Participation_Per
Vic,Moreland - North,2019,41.4
Vic,Sunbury,2019,46.9
Vic,Tullamarine - Broadmeadows,2019,39.1
Vic,Knox,2019,46.5
Vic,Manningham - East,2019,51.5
Vic,Maroondah,2019,48.7
Vic,Whitehorse - East,2019,49.7
Vic,Yarra Ranges,2019,47.8
Vic,Cardinia,2019,44.5
Vic,Casey - North,2019,42.4
Vic,Casey - South,2019,38.7
Vic,Dandenong,2019,40.2
Vic,Monash,2019,45.7
Vic,Brimbank,2019,42
Vic,Hobsons Bay,2019,45.7
Vic,Maribyrnong,2019,42.2
Vic,Melton - Bacchus Marsh,2019,41.6
Vic,Wyndham,2019,40.6
Vic,Frankston,2019,41.3
Vic,Mornington Peninsula,2019,48.8
Vic,Grampians,2019,48.1
Vic,Mildura,2019,43.7
Vic,Murray River - Swan Hill,2019,47
Vic,Campaspe,2019,47.6
Vic,Moira,2019,49.2
Vic,Shepparton,2019,47.3
Vic,Glenelg - Southern Grampians,2019,49.4
Vic,Colac - Corangamite,2019,47.4
Vic,Warrnambool,2019,49.1
Qld,Capalaba,2019,43.5
Qld,Cleveland - Stradbroke,2019,43.5
Qld,Wynnum - Manly,2019,42
Qld,Bald Hills - Everton Park,2019,41.38559471
Qld,Chermside,2019,41.38559471
Qld,Nundah,2019,41.38559471
Qld,Sandgate,2019,43.4
Qld,Carindale,2019,43.2
Qld,Holland Park - Yeronga,2019,40.4
Qld,Mt Gravatt,2019,41.4
Qld,Nathan,2019,41.38559471
Qld,Rocklea - Acacia Ridge,2019,39
Qld,Sunnybank,2019,41.38559471
Qld,Centenary,2019,44.9
Qld,Kenmore - Brookfield - Moggill,2019,45.2
Qld,Sherwood - Indooroopilly,2019,43.6
Qld,The Gap - Enoggera,2019,41.38559471
Qld,Brisbane Inner,2019,38.7
Qld,Brisbane Inner - East,2019,40.1
Qld,Brisbane Inner - North,2019,39.3
Qld,Brisbane Inner - West,2019,42.3
Qld,Cairns - North,2019,41.38559471
Qld,Cairns - South,2019,38.9
Qld,Innisfail - Cassowary Coast,2019,42
Qld,Port Douglas - Daintree,2019,41.8
Qld,Tablelands (East) - Kuranda,2019,45
Qld,Darling Downs (West) - Maranoa,2019,39.4
Qld,Darling Downs - East,2019,41.9
Qld,Granite Belt,2019,43.6
Qld,Central Highlands (Qld),2019,35.9
Qld,Rockhampton,2019,43.2
Qld,Biloela,2019,43.6
Qld,Gladstone,2019,38.2
Qld,Broadbeach - Burleigh,2019,42.6
Qld,Coolangatta,2019,41.7
Qld,Gold Coast - North,2019,41.38559471
Qld,Gold Coast Hinterland,2019,41.38559471
Qld,Mudgeeraba - Tallebudgera,2019,41.38559471
Qld,Nerang,2019,39.5
Qld,Ormeau - Oxenford,2019,39.1
Qld,Robina,2019,40.7
Qld,Southport,2019,41.38559471
Qld,Surfers Paradise,2019,39.2
Qld,Forest Lake - Oxley,2019,38
Qld,Ipswich Hinterland,2019,41.4
Qld,Ipswich Inner,2019,37.2
Qld,Springfield - Redbank,2019,34.3
Qld,Beaudesert,2019,41.38559471
Qld,Beenleigh,2019,41.38559471
Qld,Browns Plains,2019,34.5
Qld,Jimboomba,2019,41.38559471
Qld,Loganlea - Carbrook,2019,38.9
Qld,Springwood - Kingston,2019,35.4
Qld,Bowen Basin - North,2019,38.9
Qld,Mackay,2019,44.1
Qld,Whitsunday,2019,42.4
Qld,Bribie - Beachmere,2019,48.2
Qld,Caboolture,2019,40.5
Qld,Caboolture Hinterland,2019,43.9
Qld,Narangba - Burpengary,2019,41.9
Qld,Redcliffe,2019,43.9
Qld,The Hills District,2019,41.38559471
Qld,North Lakes,2019,41.8
Qld,Strathpine,2019,41.38559471
Qld,Far North,2019,26.9
Qld,Outback - North,2019,25.9
Qld,Outback - South,2019,38.2
Qld,Buderim,2019,46.6
Qld,Caloundra,2019,48
Qld,Maroochy,2019,46.1
Qld,Noosa,2019,46.7
Qld,Sunshine Coast Hinterland,2019,44.8
Qld,Nambour,2019,44.4
Qld,Noosa Hinterland,2019,41.38559471
Qld,Toowoomba,2019,42.3
Qld,Charters Towers - Ayr - Ingham,2019,37.1
Qld,Townsville,2019,36.1
Qld,Bundaberg,2019,47
Qld,Burnett,2019,45
Qld,Gympie - Cooloola,2019,45.1
Qld,Hervey Bay,2019,47.7
Qld,Maryborough,2019,47.6
WA,Augusta - Margaret River - Busselton,2019,53.6
WA,Bunbury,2019,48.1
WA,Manjimup,2019,52.6
WA,Mandurah,2019,49.2
WA,Cottesloe - Claremont,2019,47.6
WA,Perth City,2019,45.5
WA,Bayswater - Bassendean,2019,43.7
WA,Mundaring,2019,46.8
WA,Swan,2019,42.8
WA,Joondalup,2019,52.2
WA,Stirling,2019,46.4
WA,Wanneroo,2019,43.6
WA,Armadale,2019,43.2
WA,Belmont - Victoria Park,2019,40.9
WA,Canning,2019,41.38559471
WA,Gosnells,2019,43.1
WA,Kalamunda,2019,47.2
WA,Serpentine - Jarrahdale,2019,45.5
WA,South Perth,2019,47.4
WA,Cockburn,2019,44.5
WA,Fremantle,2019,47
WA,Kwinana,2019,36.9
WA,Melville,2019,50.1
WA,Rockingham,2019,44.8
WA,Albany,2019,50.8
WA,Wheat Belt - North,2019,45.4
WA,Wheat Belt - South,2019,47.3
WA,Kimberley,2019,27.1
WA,East Pilbara,2019,23.2
WA,West Pilbara,2019,30.3
WA,Esperance,2019,49
WA,Gascoyne,2019,38.3
WA,Goldfields,2019,30.9
WA,Mid West,2019,44.3
SA,Adelaide City,2019,45.5
SA,Adelaide Hills,2019,51.4
SA,Burnside,2019,41.38559471
SA,Campbelltown (SA),2019,48
SA,Norwood - Payneham - St Peters,2019,49.9
SA,Prospect - Walkerville,2019,48.7
SA,Unley,2019,50.5
SA,Gawler - Two Wells,2019,47.2
SA,Playford,2019,39.7
SA,Port Adelaide - East,2019,44.9
SA,Salisbury,2019,43.5
SA,Tea Tree Gully,2019,52.4
SA,Holdfast Bay,2019,54.8
SA,Marion,2019,51.5
SA,Mitcham,2019,52.7
SA,Onkaparinga,2019,51.1
SA,Charles Sturt,2019,47.8
SA,Port Adelaide - West,2019,43.3
SA,West Torrens,2019,47.7
SA,Barossa,2019,52
SA,Lower North,2019,50.4
SA,Mid North,2019,48.4
SA,Yorke Peninsula,2019,55.6
SA,Eyre Peninsula and South West,2019,47.2
SA,Outback - North and East,2019,40.6
SA,Fleurieu - Kangaroo Island,2019,55.9
SA,Limestone Coast,2019,47.4
SA,Murray and Mallee,2019,48.6
Tas,Brighton,2019,44.6
Tas,Hobart - North East,2019,51.5
Tas,Hobart - North West,2019,42.2
Tas,Hobart - South and West,2019,54.2
Tas,Hobart Inner,2019,51.6
Tas,Sorell - Dodges Ferry,2019,47.6
Tas,Launceston,2019,48.8
Tas,Meander Valley - West Tamar,2019,50.2
Tas,North East,2019,49.6
Tas,Central Highlands (Tas),2019,41.38559471
Tas,Huon - Bruny Island,2019,49.4
Tas,South East Coast,2019,54.1
Tas,Burnie - Ulverstone,2019,49.1
Tas,Devonport,2019,49.4
Tas,West Coast,2019,44.9
ACT,Belconnen,2019,45.9
ACT,Canberra East,2019,41.38559471
ACT,Gungahlin,2019,43.5
ACT,North Canberra,2019,45.2
ACT,South Canberra,2019,46.1
ACT,Tuggeranong,2019,45.5
ACT,Weston Creek,2019,49
ACT,Woden Valley,2019,48.9
ACT,Molonglo,2019,41.38559471
ACT,Urriarra - Namadgi,2019,41.38559471
NT,Darwin City,2019,30.9
NT,Darwin Suburbs,2019,33.7
NT,Litchfield,2019,35
NT,Palmerston,2019,27.7
NT,Alice Springs,2019,23.3
NT,Barkly,2019,41.38559471
NT,Daly - Tiwi - West Arnhem,2019,41.38559471
NT,East Arnhem,2019,41.38559471
NT,Katherine,2019,14.1
NSW,Queanbeyan,2020,43.2
NSW,Snowy Mountains,2020,45.1
NSW,South Coast,2020,49.8
NSW,Goulburn - Mulwaree,2020,43.2
NSW,Young - Yass,2020,43.6
NSW,Gosford,2020,43.1
NSW,Wyong,2020,41.1
NSW,Bathurst,2020,43.2
NSW,Lachlan Valley,2020,40.7
NSW,Lithgow - Mudgee,2020,42
NSW,Orange,2020,43.9
NSW,Clarence Valley,2020,45.2
NSW,Coffs Harbour,2020,45.8
NSW,Bourke - Cobar - Coonamble,2020,29.7
NSW,Broken Hill and Far West,2020,35.8
NSW,Dubbo,2020,37.7
NSW,Lower Hunter,2020,41.8
NSW,Maitland,2020,44.1
NSW,Port Stephens,2020,48.2
NSW,Upper Hunter,2020,39.1
NSW,Dapto - Port Kembla,2020,41.3
NSW,Illawarra Catchment Reserve,2020,41.38559471
NSW,Kiama - Shellharbour,2020,45.6
NSW,Wollongong,2020,44.7
NSW,Great Lakes,2020,49
NSW,Kempsey - Nambucca,2020,42.4
NSW,Lord Howe Island,2020,42.7
NSW,Port Macquarie,2020,45.9
NSW,Taree - Gloucester,2020,47.5
NSW,Albury,2020,47.8
NSW,Lower Murray,2020,43.6
NSW,Upper Murray exc. Albury,2020,47.8
NSW,Armidale,2020,45.3
NSW,Inverell - Tenterfield,2020,41.4
NSW,Moree - Narrabri,2020,33.1
NSW,Tamworth - Gunnedah,2020,41.2
NSW,Lake Macquarie - East,2020,48
NSW,Lake Macquarie - West,2020,46.1
NSW,Newcastle,2020,45
NSW,Richmond Valley - Coastal,2020,43.6
NSW,Richmond Valley - Hinterland,2020,40.6
NSW,Tweed Valley,2020,42.6
NSW,Griffith - Murrumbidgee (West),2020,37.3
NSW,Tumut - Tumbarumba,2020,44.9
NSW,Wagga Wagga,2020,43.6
NSW,Shoalhaven,2020,47.5
NSW,Southern Highlands,2020,46
NSW,Baulkham Hills,2020,44.6
NSW,Dural - Wisemans Ferry,2020,42.4
NSW,Hawkesbury,2020,44.2
NSW,Rouse Hill - McGraths Hill,2020,41.2
NSW,Blacktown,2020,36.3
NSW,Blacktown - North,2020,38.4
NSW,Mount Druitt,2020,30.7
NSW,Botany,2020,36.1
NSW,Marrickville - Sydenham - Petersham,2020,38.7
NSW,Sydney Inner City,2020,35.8
NSW,Eastern Suburbs - North,2020,34.9
NSW,Eastern Suburbs - South,2020,38.3
NSW,Bankstown,2020,37.2
NSW,Canterbury,2020,34.4
NSW,Hurstville,2020,40.6
NSW,Kogarah - Rockdale,2020,37.5
NSW,Canada Bay,2020,42.2
NSW,Leichhardt,2020,42.2
NSW,Strathfield - Burwood - Ashfield,2020,38.7
NSW,Chatswood - Lane Cove,2020,42.7
NSW,Hornsby,2020,44
NSW,Ku-ring-gai,2020,44.6
NSW,North Sydney - Mosman,2020,42.4
NSW,Manly,2020,47.2
NSW,Pittwater,2020,47.5
NSW,Warringah,2020,46.2
NSW,Camden,2020,42.1
NSW,Campbelltown (NSW),2020,36.5
NSW,Wollondilly,2020,43.6
NSW,Blue Mountains,2020,46.1
NSW,Blue Mountains - South,2020,41.38559471
NSW,Penrith,2020,40
NSW,Richmond - Windsor,2020,38.6
NSW,St Marys,2020,35.8
NSW,Auburn,2020,35.7
NSW,Carlingford,2020,39.9
NSW,Merrylands - Guildford,2020,36.1
NSW,Parramatta,2020,36.6
NSW,Pennant Hills - Epping,2020,45.8
NSW,Ryde - Hunters Hill,2020,43.1
NSW,Bringelly - Green Valley,2020,37.3
NSW,Fairfield,2020,40.4
NSW,Liverpool,2020,35.3
NSW,Cronulla - Miranda - Caringbah,2020,44.1
NSW,Sutherland - Menai - Heathcote,2020,45.9
Vic,Ballarat,2020,51
Vic,Creswick - Daylesford - Ballan,2020,48.7
Vic,Maryborough - Pyrenees,2020,47.1
Vic,Bendigo,2020,50.9
Vic,Heathcote - Castlemaine - Kyneton,2020,50.9
Vic,Loddon - Elmore,2020,45.3
Vic,Barwon - West,2020,50
Vic,Geelong,2020,48.5
Vic,Surf Coast - Bellarine Peninsula,2020,56.6
Vic,Upper Goulburn Valley,2020,49
Vic,Wangaratta - Benalla,2020,52.1
Vic,Wodonga - Alpine,2020,51.1
Vic,Baw Baw,2020,50.6
Vic,Gippsland - East,2020,53.9
Vic,Gippsland - South West,2020,53.1
Vic,Latrobe Valley,2020,47.7
Vic,Wellington,2020,48.2
Vic,Brunswick - Coburg,2020,44.2
Vic,Darebin - South,2020,48.2
Vic,Essendon,2020,48.3
Vic,Melbourne City,2020,37.1
Vic,Port Phillip,2020,42.9
Vic,Stonnington - West,2020,40.5
Vic,Yarra,2020,45.6
Vic,Boroondara,2020,49.6
Vic,Manningham - West,2020,46.8
Vic,Whitehorse - West,2020,48.7
Vic,Bayside,2020,51.4
Vic,Glen Eira,2020,44.5
Vic,Kingston,2020,46.8
Vic,Stonnington - East,2020,47.7
Vic,Banyule,2020,51.4
Vic,Darebin - North,2020,42.4
Vic,Nillumbik - Kinglake,2020,53.9
Vic,Whittlesea - Wallan,2020,43.1
Vic,Keilor,2020,49.4
Vic,Macedon Ranges,2020,51.1
Vic,Moreland - North,2020,41.8
Vic,Sunbury,2020,47.9
Vic,Tullamarine - Broadmeadows,2020,39.5
Vic,Knox,2020,47.1
Vic,Manningham - East,2020,52
Vic,Maroondah,2020,49.4
Vic,Whitehorse - East,2020,50.6
Vic,Yarra Ranges,2020,48.1
Vic,Cardinia,2020,45
Vic,Casey - North,2020,42.6
Vic,Casey - South,2020,38.7
Vic,Dandenong,2020,40.9
Vic,Monash,2020,46
Vic,Brimbank,2020,43.1
Vic,Hobsons Bay,2020,47.3
Vic,Maribyrnong,2020,44.1
Vic,Melton - Bacchus Marsh,2020,42.1
Vic,Wyndham,2020,40.8
Vic,Frankston,2020,41.9
Vic,Mornington Peninsula,2020,49.5
Vic,Grampians,2020,48.2
Vic,Mildura,2020,42.8
Vic,Murray River - Swan Hill,2020,46.9
Vic,Campaspe,2020,47.9
Vic,Moira,2020,49.1
Vic,Shepparton,2020,47.7
Vic,Glenelg - Southern Grampians,2020,49.3
Vic,Colac - Corangamite,2020,47.1
Vic,Warrnambool,2020,49.5
Qld,Capalaba,2020,43.1
Qld,Cleveland - Stradbroke,2020,43.3
Qld,Wynnum - Manly,2020,41.9
Qld,Bald Hills - Everton Park,2020,46.8
Qld,Chermside,2020,41.6
Qld,Nundah,2020,40
Qld,Sandgate,2020,42.8
Qld,Carindale,2020,43.6
Qld,Holland Park - Yeronga,2020,40.3
Qld,Mt Gravatt,2020,41.6
Qld,Nathan,2020,40.8
Qld,Rocklea - Acacia Ridge,2020,39
Qld,Sunnybank,2020,40.8
Qld,Centenary,2020,45.5
Qld,Kenmore - Brookfield - Moggill,2020,45.3
Qld,Sherwood - Indooroopilly,2020,43.7
Qld,The Gap - Enoggera,2020,45.3
Qld,Brisbane Inner,2020,36.3
Qld,Brisbane Inner - East,2020,40.8
Qld,Brisbane Inner - North,2020,40.6
Qld,Brisbane Inner - West,2020,42.7
Qld,Cairns - North,2020,41.6
Qld,Cairns - South,2020,36.9
Qld,Innisfail - Cassowary Coast,2020,40.5
Qld,Port Douglas - Daintree,2020,41.2
Qld,Tablelands (East) - Kuranda,2020,43.9
Qld,Darling Downs (West) - Maranoa,2020,37.5
Qld,Darling Downs - East,2020,41.1
Qld,Granite Belt,2020,43.6
Qld,Central Highlands (Qld),2020,33.4
Qld,Rockhampton,2020,41.4
Qld,Biloela,2020,39.9
Qld,Gladstone,2020,37
Qld,Broadbeach - Burleigh,2020,43.1
Qld,Coolangatta,2020,42.3
Qld,Gold Coast - North,2020,41.3
Qld,Gold Coast Hinterland,2020,42.6
Qld,Mudgeeraba - Tallebudgera,2020,41.2
Qld,Nerang,2020,39.1
Qld,Ormeau - Oxenford,2020,38.8
Qld,Robina,2020,41.6
Qld,Southport,2020,37.7
Qld,Surfers Paradise,2020,38.6
Qld,Forest Lake - Oxley,2020,38
Qld,Ipswich Hinterland,2020,39.8
Qld,Ipswich Inner,2020,36.5
Qld,Springfield - Redbank,2020,34
Qld,Beaudesert,2020,37.6
Qld,Beenleigh,2020,35.8
Qld,Browns Plains,2020,34.5
Qld,Jimboomba,2020,37.6
Qld,Loganlea - Carbrook,2020,38.3
Qld,Springwood - Kingston,2020,34.5
Qld,Bowen Basin - North,2020,36.4
Qld,Mackay,2020,42.3
Qld,Whitsunday,2020,41.8
Qld,Bribie - Beachmere,2020,49
Qld,Caboolture,2020,39.4
Qld,Caboolture Hinterland,2020,42.7
Qld,Narangba - Burpengary,2020,41.5
Qld,Redcliffe,2020,43.7
Qld,The Hills District,2020,46.8
Qld,North Lakes,2020,40.4
Qld,Strathpine,2020,40.4
Qld,Far North,2020,25.3
Qld,Outback - North,2020,23.4
Qld,Outback - South,2020,36.4
Qld,Buderim,2020,46.5
Qld,Caloundra,2020,47.2
Qld,Maroochy,2020,46.3
Qld,Noosa,2020,47.2
Qld,Sunshine Coast Hinterland,2020,45
Qld,Nambour,2020,43.2
Qld,Noosa Hinterland,2020,47
Qld,Toowoomba,2020,42.5
Qld,Charters Towers - Ayr - Ingham,2020,34.1
Qld,Townsville,2020,35.4
Qld,Bundaberg,2020,46.8
Qld,Burnett,2020,43.6
Qld,Gympie - Cooloola,2020,44.5
Qld,Hervey Bay,2020,48.2
Qld,Maryborough,2020,46.4
WA,Augusta - Margaret River - Busselton,2020,53.3
WA,Bunbury,2020,48
WA,Manjimup,2020,52.1
WA,Mandurah,2020,49.7
WA,Cottesloe - Claremont,2020,48.4
WA,Perth City,2020,44.1
WA,Bayswater - Bassendean,2020,44.8
WA,Mundaring,2020,48.3
WA,Swan,2020,42.2
WA,Joondalup,2020,52.1
WA,Stirling,2020,47
WA,Wanneroo,2020,43.6
WA,Armadale,2020,43.6
WA,Belmont - Victoria Park,2020,41.4
WA,Canning,2020,46.6
WA,Gosnells,2020,42.3
WA,Kalamunda,2020,47.5
WA,Serpentine - Jarrahdale,2020,45.1
WA,South Perth,2020,47.7
WA,Cockburn,2020,44.6
WA,Fremantle,2020,47.1
WA,Kwinana,2020,38
WA,Melville,2020,51.5
WA,Rockingham,2020,45
WA,Albany,2020,50.4
WA,Wheat Belt - North,2020,44.2
WA,Wheat Belt - South,2020,45.2
WA,Kimberley,2020,22.9
WA,East Pilbara,2020,20.7
WA,West Pilbara,2020,28.1
WA,Esperance,2020,48.8
WA,Gascoyne,2020,35.8
WA,Goldfields,2020,30.8
WA,Mid West,2020,43
SA,Adelaide City,2020,39.7
SA,Adelaide Hills,2020,51.8
SA,Burnside,2020,52.6
SA,Campbelltown (SA),2020,47.3
SA,Norwood - Payneham - St Peters,2020,49.2
SA,Prospect - Walkerville,2020,50.7
SA,Unley,2020,50.8
SA,Gawler - Two Wells,2020,47.3
SA,Playford,2020,38.5
SA,Port Adelaide - East,2020,44.6
SA,Salisbury,2020,43.3
SA,Tea Tree Gully,2020,51.4
SA,Holdfast Bay,2020,55.7
SA,Marion,2020,50.9
SA,Mitcham,2020,53.4
SA,Onkaparinga,2020,50.1
SA,Charles Sturt,2020,47.8
SA,Port Adelaide - West,2020,43.6
SA,West Torrens,2020,47.4
SA,Barossa,2020,52.3
SA,Lower North,2020,50.5
SA,Mid North,2020,48
SA,Yorke Peninsula,2020,55.5
SA,Eyre Peninsula and South West,2020,45.9
SA,Outback - North and East,2020,37.8
SA,Fleurieu - Kangaroo Island,2020,55.2
SA,Limestone Coast,2020,47.2
SA,Murray and Mallee,2020,47.9
Tas,Brighton,2020,43.4
Tas,Hobart - North East,2020,51.3
Tas,Hobart - North West,2020,41.7
Tas,Hobart - South and West,2020,54.5
Tas,Hobart Inner,2020,50.7
Tas,Sorell - Dodges Ferry,2020,47.6
Tas,Launceston,2020,47.4
Tas,Meander Valley - West Tamar,2020,49.1
Tas,North East,2020,48.3
Tas,Central Highlands (Tas),2020,43.2
Tas,Huon - Bruny Island,2020,48.6
Tas,South East Coast,2020,54.8
Tas,Burnie - Ulverstone,2020,47.9
Tas,Devonport,2020,48.9
Tas,West Coast,2020,44
ACT,Belconnen,2020,46.5
ACT,Canberra East,2020,35.6
ACT,Gungahlin,2020,44.5
ACT,North Canberra,2020,45.7
ACT,South Canberra,2020,46.5
ACT,Tuggeranong,2020,46.5
ACT,Weston Creek,2020,49.9
ACT,Woden Valley,2020,48.6
ACT,Molonglo,2020,50.1
ACT,Urriarra - Namadgi,2020,36.5
NT,Darwin City,2020,29
NT,Darwin Suburbs,2020,31.5
NT,Litchfield,2020,34.1
NT,Palmerston,2020,26
NT,Alice Springs,2020,23.1
NT,Barkly,2020,12.8
NT,Daly - Tiwi - West Arnhem,2020,16.9
NT,East Arnhem,2020,11.7
NT,Katherine,2020,17.2
NSW,Queanbeyan,2021,40.5
NSW,Snowy Mountains,2021,41.5
NSW,South Coast,2021,47.2
NSW,Goulburn - Mulwaree,2021,40.7
NSW,Young - Yass,2021,40.3
NSW,Gosford,2021,41.3
NSW,Wyong,2021,39
NSW,Bathurst,2021,41.5
NSW,Lachlan Valley,2021,38
NSW,Lithgow - Mudgee,2021,39.5
NSW,Orange,2021,40.9
NSW,Clarence Valley,2021,42.5
NSW,Coffs Harbour,2021,42.9
NSW,Bourke - Cobar - Coonamble,2021,26.3
NSW,Broken Hill and Far West,2021,32.6
NSW,Dubbo,2021,34.8
NSW,Lower Hunter,2021,39.9
NSW,Maitland,2021,42.4
NSW,Port Stephens,2021,46
NSW,Upper Hunter,2021,36.9
NSW,Dapto - Port Kembla,2021,39
NSW,Illawarra Catchment Reserve,2021,41.38559471
NSW,Kiama - Shellharbour,2021,43.9
NSW,Wollongong,2021,43.6
NSW,Great Lakes,2021,45.9
NSW,Kempsey - Nambucca,2021,39.2
NSW,Lord Howe Island,2021,43.4
NSW,Port Macquarie,2021,43.1
NSW,Taree - Gloucester,2021,44.6
NSW,Albury,2021,44.4
NSW,Lower Murray,2021,40.7
NSW,Upper Murray exc. Albury,2021,44.8
NSW,Armidale,2021,43.1
NSW,Inverell - Tenterfield,2021,38
NSW,Moree - Narrabri,2021,29.3
NSW,Tamworth - Gunnedah,2021,38
NSW,Lake Macquarie - East,2021,46.1
NSW,Lake Macquarie - West,2021,43.6
NSW,Newcastle,2021,43.2
NSW,Richmond Valley - Coastal,2021,41.7
NSW,Richmond Valley - Hinterland,2021,37.7
NSW,Tweed Valley,2021,39.5
NSW,Griffith - Murrumbidgee (West),2021,35.4
NSW,Tumut - Tumbarumba,2021,41.7
NSW,Wagga Wagga,2021,40.5
NSW,Shoalhaven,2021,44.9
NSW,Southern Highlands,2021,44
NSW,Baulkham Hills,2021,42.5
NSW,Dural - Wisemans Ferry,2021,41.2
NSW,Hawkesbury,2021,41.6
NSW,Rouse Hill - McGraths Hill,2021,40.5
NSW,Blacktown,2021,34.3
NSW,Blacktown - North,2021,35.9
NSW,Mount Druitt,2021,29.2
NSW,Botany,2021,34.9
NSW,Marrickville - Sydenham - Petersham,2021,37.5
NSW,Sydney Inner City,2021,33.6
NSW,Eastern Suburbs - North,2021,33.7
NSW,Eastern Suburbs - South,2021,36.9
NSW,Bankstown,2021,35.1
NSW,Canterbury,2021,32.8
NSW,Hurstville,2021,38.6
NSW,Kogarah - Rockdale,2021,35.4
NSW,Canada Bay,2021,40.1
NSW,Leichhardt,2021,41.8
NSW,Strathfield - Burwood - Ashfield,2021,36.9
NSW,Chatswood - Lane Cove,2021,41.4
NSW,Hornsby,2021,42.4
NSW,Ku-ring-gai,2021,43.3
NSW,North Sydney - Mosman,2021,41.3
NSW,Manly,2021,45.8
NSW,Pittwater,2021,46.2
NSW,Warringah,2021,44.9
NSW,Camden,2021,39.8
NSW,Campbelltown (NSW),2021,34.1
NSW,Wollondilly,2021,41.4
NSW,Blue Mountains,2021,44.4
NSW,Blue Mountains - South,2021,41.38559471
NSW,Penrith,2021,37.8
NSW,Richmond - Windsor,2021,36.8
NSW,St Marys,2021,33.9
NSW,Auburn,2021,33.4
NSW,Carlingford,2021,38.5
NSW,Merrylands - Guildford,2021,33.9
NSW,Parramatta,2021,34.6
NSW,Pennant Hills - Epping,2021,44
NSW,Ryde - Hunters Hill,2021,41.5
NSW,Bringelly - Green Valley,2021,35.4
NSW,Fairfield,2021,38.6
NSW,Liverpool,2021,33.5
NSW,Cronulla - Miranda - Caringbah,2021,42.8
NSW,Sutherland - Menai - Heathcote,2021,44.3
Vic,Ballarat,2021,48
Vic,Creswick - Daylesford - Ballan,2021,45.4
Vic,Maryborough - Pyrenees,2021,43.8
Vic,Bendigo,2021,48.7
Vic,Heathcote - Castlemaine - Kyneton,2021,48.3
Vic,Loddon - Elmore,2021,43.2
Vic,Barwon - West,2021,47
Vic,Geelong,2021,45.7
Vic,Surf Coast - Bellarine Peninsula,2021,53.6
Vic,Upper Goulburn Valley,2021,45.6
Vic,Wangaratta - Benalla,2021,49.3
Vic,Wodonga - Alpine,2021,48
Vic,Baw Baw,2021,47
Vic,Gippsland - East,2021,50.6
Vic,Gippsland - South West,2021,49.4
Vic,Latrobe Valley,2021,44.5
Vic,Wellington,2021,44.9
Vic,Brunswick - Coburg,2021,42.9
Vic,Darebin - South,2021,47.3
Vic,Essendon,2021,46.4
Vic,Melbourne City,2021,34.7
Vic,Port Phillip,2021,41.2
Vic,Stonnington - West,2021,39.6
Vic,Yarra,2021,44.2
Vic,Boroondara,2021,47.7
Vic,Manningham - West,2021,44.2
Vic,Whitehorse - West,2021,47.1
Vic,Bayside,2021,49.9
Vic,Glen Eira,2021,42.8
Vic,Kingston,2021,44.4
Vic,Stonnington - East,2021,46.7
Vic,Banyule,2021,48.9
Vic,Darebin - North,2021,40
Vic,Nillumbik - Kinglake,2021,51.3
Vic,Whittlesea - Wallan,2021,40.4
Vic,Keilor,2021,46.7
Vic,Macedon Ranges,2021,48.4
Vic,Moreland - North,2021,39.5
Vic,Sunbury,2021,45.2
Vic,Tullamarine - Broadmeadows,2021,37
Vic,Knox,2021,44.7
Vic,Manningham - East,2021,49.6
Vic,Maroondah,2021,46.7
Vic,Whitehorse - East,2021,48.1
Vic,Yarra Ranges,2021,45.3
Vic,Cardinia,2021,41.7
Vic,Casey - North,2021,40.1
Vic,Casey - South,2021,35.9
Vic,Dandenong,2021,38.3
Vic,Monash,2021,43.4
Vic,Brimbank,2021,40.4
Vic,Hobsons Bay,2021,45.1
Vic,Maribyrnong,2021,42.2
Vic,Melton - Bacchus Marsh,2021,38.9
Vic,Wyndham,2021,38.3
Vic,Frankston,2021,39.3
Vic,Mornington Peninsula,2021,46.9
Vic,Grampians,2021,44.9
Vic,Mildura,2021,40.4
Vic,Murray River - Swan Hill,2021,44.4
Vic,Campaspe,2021,45.3
Vic,Moira,2021,45.3
Vic,Shepparton,2021,44.8
Vic,Glenelg - Southern Grampians,2021,46.5
Vic,Colac - Corangamite,2021,43.5
Vic,Warrnambool,2021,46.5
Qld,Capalaba,2021,39.2
Qld,Cleveland - Stradbroke,2021,39.7
Qld,Wynnum - Manly,2021,38.3
Qld,Bald Hills - Everton Park,2021,43
Qld,Chermside,2021,38.3
Qld,Nundah,2021,36.6
Qld,Sandgate,2021,39.3
Qld,Carindale,2021,40.1
Qld,Holland Park - Yeronga,2021,37.2
Qld,Mt Gravatt,2021,37.9
Qld,Nathan,2021,37.3
Qld,Rocklea - Acacia Ridge,2021,35.8
Qld,Sunnybank,2021,37.4
Qld,Centenary,2021,42
Qld,Kenmore - Brookfield - Moggill,2021,43
Qld,Sherwood - Indooroopilly,2021,40.8
Qld,The Gap - Enoggera,2021,41.9
Qld,Brisbane Inner,2021,33.6
Qld,Brisbane Inner - East,2021,38.1
Qld,Brisbane Inner - North,2021,38.2
Qld,Brisbane Inner - West,2021,39.8
Qld,Cairns - North,2021,39.2
Qld,Cairns - South,2021,34.1
Qld,Innisfail - Cassowary Coast,2021,37.2
Qld,Port Douglas - Daintree,2021,37.4
Qld,Tablelands (East) - Kuranda,2021,39.6
Qld,Darling Downs (West) - Maranoa,2021,33.9
