State_and_territory,SA3_name,Year,Participation_Per
NSW,Canada Bay,2017,37.3
NSW,Leichhardt,2017,37.8
NSW,Strathfield - Burwood - Ashfield,2017,34.4
NSW,Chatswood - Lane Cove,2017,39.4
NSW,Hornsby,2017,40.5
NSW,Ku-ring-gai,2017,40.7
NSW,North Sydney - Mosman,2017,38.9
NSW,Manly,2017,43.8
NSW,Pittwater,2017,42.3
NSW,Warringah,2017,41.3
NSW,Camden,2017,36.3
NSW,Campbelltown (NSW),2017,32.6
NSW,Wollondilly,2017,38.7
NSW,Blue Mountains,2017,41.4
NSW,Blue Mountains - South,2017,41.38559471
NSW,Penrith,2017,35.7
NSW,Richmond - Windsor,2017,33.8
NSW,St Marys,2017,31.3
NSW,Auburn,2017,33
NSW,Carlingford,2017,37.3
NSW,Merrylands - Guildford,2017,33.5
NSW,Parramatta,2017,35.5
NSW,Pennant Hills - Epping,2017,40.7
NSW,Ryde - Hunters Hill,2017,38.8
NSW,Bringelly - Green Valley,2017,32
NSW,Fairfield,2017,36.7
NSW,Liverpool,2017,31.6
NSW,Cronulla - Miranda - Caringbah,2017,38.1
NSW,Sutherland - Menai - Heathcote,2017,39.9
Vic,Ballarat,2017,48.3
Vic,Creswick - Daylesford - Ballan,2017,44.6
Vic,Maryborough - Pyrenees,2017,46.4
Vic,Bendigo,2017,49.2
Vic,Heathcote - Castlemaine - Kyneton,2017,48
Vic,Loddon - Elmore,2017,44.6
Vic,Barwon - West,2017,46.8
Vic,Geelong,2017,44.8
Vic,Surf Coast - Bellarine Peninsula,2017,51.4
Vic,Upper Goulburn Valley,2017,45.1
Vic,Wangaratta - Benalla,2017,50
Vic,Wodonga - Alpine,2017,47.2
Vic,Baw Baw,2017,48.9
Vic,Gippsland - East,2017,53.1
Vic,Gippsland - South West,2017,50.1
Vic,Latrobe Valley,2017,46.8
Vic,Wellington,2017,47.3
Vic,Brunswick - Coburg,2017,38.4
Vic,Darebin - South,2017,43
Vic,Essendon,2017,44
Vic,Melbourne City,2017,34.9
Vic,Port Phillip,2017,38.4
Vic,Stonnington - West,2017,38
Vic,Yarra,2017,41.6
Vic,Boroondara,2017,45.1
Vic,Manningham - West,2017,44.9
Vic,Whitehorse - West,2017,45.5
Vic,Bayside,2017,45.4
Vic,Glen Eira,2017,39.3
Vic,Kingston,2017,43
Vic,Stonnington - East,2017,42.6
Vic,Banyule,2017,47.8
Vic,Darebin - North,2017,38.7
Vic,Nillumbik - Kinglake,2017,47.8
Vic,Whittlesea - Wallan,2017,39.3
Vic,Keilor,2017,44.7
Vic,Macedon Ranges,2017,46.7
Vic,Moreland - North,2017,37.8
Vic,Sunbury,2017,44.1
Vic,Tullamarine - Broadmeadows,2017,36.6
Vic,Knox,2017,43.5
Vic,Manningham - East,2017,48.5
Vic,Maroondah,2017,46
Vic,Whitehorse - East,2017,47.4
Vic,Yarra Ranges,2017,44.4
Vic,Cardinia,2017,41.1
Vic,Casey - North,2017,39.4
Vic,Casey - South,2017,36.2
Vic,Dandenong,2017,38.6
Vic,Monash,2017,43.7
Vic,Brimbank,2017,39.6
Vic,Hobsons Bay,2017,42.6
Vic,Maribyrnong,2017,39.8
Vic,Melton - Bacchus Marsh,2017,38.4
Vic,Wyndham,2017,37.6
Vic,Frankston,2017,39.6
Vic,Mornington Peninsula,2017,45.6
Vic,Grampians,2017,45.9
Vic,Mildura,2017,40.4
Vic,Murray River - Swan Hill,2017,43.8
Vic,Campaspe,2017,44.9
Vic,Moira,2017,46.7
Vic,Shepparton,2017,44.8
Vic,Glenelg - Southern Grampians,2017,47
Vic,Warrnambool - Otway Ranges,2017,45.2
Qld,Capalaba,2017,41.5
Qld,Cleveland - Stradbroke,2017,41.6
Qld,Wynnum - Manly,2017,41
Qld,Bald Hills - Everton Park,2017,46.1
Qld,Chermside,2017,39.8
Qld,Nundah,2017,38.9
Qld,Sandgate,2017,43
Qld,Carindale,2017,40.9
Qld,Holland Park - Yeronga,2017,38.3
Qld,Mt Gravatt,2017,40.5
Qld,Nathan,2017,39.1
Qld,Rocklea - Acacia Ridge,2017,38.3
Qld,Sunnybank,2017,40.4
Qld,Centenary,2017,43.6
Qld,Kenmore - Brookfield - Moggill,2017,43.4
Qld,Sherwood - Indooroopilly,2017,42
Qld,The Gap - Enoggera,2017,44
Qld,Brisbane Inner,2017,37.2
Qld,Brisbane Inner - East,2017,38.7
Qld,Brisbane Inner - North,2017,37.5
Qld,Brisbane Inner - West,2017,41.2
Qld,Cairns - North,2017,41.4
Qld,Cairns - South,2017,37.6
Qld,Innisfail - Cassowary Coast,2017,42.7
Qld,Port Douglas - Daintree,2017,40.2
Qld,Tablelands (East) - Kuranda,2017,44.8
Qld,Darling Downs (West) - Maranoa,2017,39
Qld,Darling Downs - East,2017,40.6
Qld,Granite Belt,2017,42.4
Qld,Central Highlands (Qld),2017,34.6
Qld,Gladstone - Biloela,2017,38.4
Qld,Rockhampton,2017,42.1
Qld,Broadbeach - Burleigh,2017,41.2
Qld,Coolangatta,2017,39.7
Qld,Gold Coast - North,2017,39.9
Qld,Gold Coast Hinterland,2017,41.3
Qld,Mudgeeraba - Tallebudgera,2017,40.4
Qld,Nerang,2017,38.2
Qld,Ormeau - Oxenford,2017,38.2
Qld,Robina,2017,39.4
Qld,Southport,2017,37.8
Qld,Surfers Paradise,2017,38.1
Qld,Forest Lake - Oxley,2017,37.3
Qld,Ipswich Hinterland,2017,40.6
Qld,Ipswich Inner,2017,36.7
Qld,Springfield - Redbank,2017,33.4
Qld,Beaudesert,2017,39.3
Qld,Beenleigh,2017,36.2
Qld,Browns Plains,2017,34
Qld,Jimboomba,2017,37.5
Qld,Loganlea - Carbrook,2017,38.1
Qld,Springwood - Kingston,2017,35
Qld,Bowen Basin - North,2017,38.9
Qld,Mackay,2017,43.8
Qld,Whitsunday,2017,39.9
Qld,Bribie - Beachmere,2017,48
Qld,Caboolture,2017,39.2
Qld,Caboolture Hinterland,2017,44.4
Qld,Narangba - Burpengary,2017,41.2
Qld,Redcliffe,2017,42.4
Qld,Hills District,2017,44.8
Qld,North Lakes,2017,41
Qld,Strathpine,2017,41.5
Qld,Far North,2017,27.8
Qld,Outback - North,2017,25.9
Qld,Outback - South,2017,37.7
Qld,Buderim,2017,45.4
Qld,Caloundra,2017,46.8
Qld,Maroochy,2017,45
Qld,Nambour - Pomona,2017,44.3
Qld,Noosa,2017,45.7
Qld,Sunshine Coast Hinterland,2017,45.6
Qld,Toowoomba,2017,42.1
Qld,Charters Towers - Ayr - Ingham,2017,37.3
Qld,Townsville,2017,35.8
Qld,Bundaberg,2017,47
Qld,Burnett,2017,45.6
Qld,Gympie - Cooloola,2017,44.9
Qld,Hervey Bay,2017,47.4
Qld,Maryborough,2017,46.5
WA,Augusta - Margaret River - Busselton,2017,50.3
WA,Bunbury,2017,45.3
WA,Manjimup,2017,50.9
WA,Mandurah,2017,46.9
WA,Cottesloe - Claremont,2017,45.2
WA,Perth City,2017,41.2
WA,Bayswater - Bassendean,2017,41.4
WA,Mundaring,2017,44.5
WA,Swan,2017,38.2
WA,Joondalup,2017,48.3
WA,Stirling,2017,43.5
WA,Wanneroo,2017,40.8
WA,Armadale,2017,39.7
WA,Belmont - Victoria Park,2017,38.3
WA,Canning,2017,44.1
WA,Gosnells,2017,39.9
WA,Kalamunda,2017,44.1
WA,Serpentine - Jarrahdale,2017,42.4
WA,South Perth,2017,44.1
WA,Cockburn,2017,40.5
WA,Fremantle,2017,43.8
WA,Kwinana,2017,34.6
WA,Melville,2017,47.8
WA,Rockingham,2017,42.2
WA,Esperance,2017,47.6
WA,Gascoyne,2017,33.7
WA,Goldfields,2017,30.2
WA,Kimberley,2017,22.6
WA,Mid West,2017,41.6
WA,Pilbara,2017,24.1
WA,Albany,2017,48.9
WA,Wheat Belt - North,2017,43.3
WA,Wheat Belt - South,2017,44.5
SA,Adelaide City,2017,41.6
SA,Adelaide Hills,2017,49.1
SA,Burnside,2017,49.8
SA,Campbelltown (SA),2017,44.9
SA,Norwood - Payneham - St Peters,2017,46.4
SA,Prospect - Walkerville,2017,45.4
SA,Unley,2017,47.7
SA,Gawler - Two Wells,2017,43.8
SA,Playford,2017,36.9
SA,Port Adelaide - East,2017,43.4
SA,Salisbury,2017,42
SA,Tea Tree Gully,2017,49.3
SA,Holdfast Bay,2017,53.1
SA,Marion,2017,49.1
SA,Mitcham,2017,50.2
SA,Onkaparinga,2017,48.4
SA,Charles Sturt,2017,45.3
SA,Port Adelaide - West,2017,40.5
SA,West Torrens,2017,45.2
SA,Barossa,2017,49.1
SA,Lower North,2017,48.4
SA,Mid North,2017,45.4
SA,Yorke Peninsula,2017,52.5
SA,Eyre Peninsula and South West,2017,44.7
SA,Outback - North and East,2017,39.2
SA,Fleurieu - Kangaroo Island,2017,53.6
SA,Limestone Coast,2017,45.6
SA,Murray and Mallee,2017,46
Tas,Brighton,2017,39.6
Tas,Hobart - North East,2017,48.9
Tas,Hobart - North West,2017,40.9
Tas,Hobart - South and West,2017,52.4
Tas,Hobart Inner,2017,48.5
Tas,Sorell - Dodges Ferry,2017,43.5
Tas,Launceston,2017,46
Tas,Meander Valley - West Tamar,2017,47.7
Tas,North East,2017,45.8
Tas,Central Highlands (Tas.),2017,40.7
Tas,Huon - Bruny Island,2017,46.4
Tas,South East Coast,2017,51.9
Tas,Burnie - Ulverstone,2017,47.5
Tas,Devonport,2017,47.9
Tas,West Coast,2017,42.1
ACT,Belconnen,2017,43.8
ACT,Cotter - Namadgi,2017,41.38559471
ACT,Fyshwick - Pialligo - Hume,2017,41.38559471
ACT,Gungahlin,2017,41.5
ACT,North Canberra,2017,42.7
ACT,South Canberra,2017,43.4
ACT,Tuggeranong,2017,42.4
ACT,Weston Creek,2017,48.4
ACT,Woden,2017,46.7
NT,Darwin City,2017,29.9
NT,Darwin Suburbs,2017,30.8
NT,Litchfield,2017,30.5
NT,Palmerston,2017,25.7
NT,Alice Springs,2017,20.9
NT,Barkly,2017,11
NT,Daly - Tiwi - West Arnhem,2017,16.9
NT,East Arnhem,2017,7
NT,Katherine,2017,14.1
NSW,Goulburn - Yass,2018,41.2
NSW,Queanbeyan,2018,41.8
NSW,Snowy Mountains,2018,42.3
NSW,South Coast,2018,48
NSW,Gosford,2018,41
NSW,Wyong,2018,39
NSW,Bathurst,2018,41.8
NSW,Lachlan Valley,2018,38.4
NSW,Lithgow - Mudgee,2018,39.8
NSW,Orange,2018,40.6
NSW,Clarence Valley,2018,42.6
NSW,Coffs Harbour,2018,43.4
NSW,Bourke - Cobar - Coonamble,2018,29.6
NSW,Broken Hill and Far West,2018,36.2
NSW,Dubbo,2018,36
NSW,Lower Hunter,2018,39.2
NSW,Maitland,2018,41.7
NSW,Port Stephens,2018,45.9
NSW,Upper Hunter,2018,37.5
NSW,Dapto - Port Kembla,2018,37.7
NSW,Illawarra Catchment Reserve,2018,41.38559471
NSW,Kiama - Shellharbour,2018,42.9
NSW,Wollongong,2018,41.8
NSW,Great Lakes,2018,47.3
NSW,Kempsey - Nambucca,2018,41.6
NSW,Lord Howe Island,2018,41.38559471
NSW,Port Macquarie,2018,43.7
NSW,Taree - Gloucester,2018,46.2
NSW,Albury,2018,46.1
NSW,Lower Murray,2018,40.7
NSW,Upper Murray exc. Albury,2018,47.2
NSW,Armidale,2018,44.1
NSW,Inverell - Tenterfield,2018,39.3
NSW,Moree - Narrabri,2018,32.1
NSW,Tamworth - Gunnedah,2018,39.5
NSW,Lake Macquarie - East,2018,45
NSW,Lake Macquarie - West,2018,43.6
NSW,Newcastle,2018,42.6
NSW,Richmond Valley - Coastal,2018,41.6
NSW,Richmond Valley - Hinterland,2018,39.7
NSW,Tweed Valley,2018,41.1
NSW,Griffith - Murrumbidgee (West),2018,36.8
NSW,Tumut - Tumbarumba,2018,43.2
NSW,Wagga Wagga,2018,40.1
NSW,Shoalhaven,2018,45.4
NSW,Southern Highlands,2018,42.9
NSW,Baulkham Hills,2018,42
NSW,Dural - Wisemans Ferry,2018,39.2
NSW,Hawkesbury,2018,41.1
NSW,Rouse Hill - McGraths Hill,2018,37.9
NSW,Blacktown,2018,34.2
NSW,Blacktown - North,2018,34.7
NSW,Mount Druitt,2018,28.7
NSW,Botany,2018,33.6
NSW,Marrickville - Sydenham - Petersham,2018,36.7
NSW,Sydney Inner City,2018,34.8
NSW,Eastern Suburbs - North,2018,33.2
NSW,Eastern Suburbs - South,2018,36.6
NSW,Bankstown,2018,35.3
NSW,Canterbury,2018,32.1
NSW,Hurstville,2018,38.4
NSW,Kogarah - Rockdale,2018,34.5
NSW,Canada Bay,2018,39.1
NSW,Leichhardt,2018,39.7
NSW,Strathfield - Burwood - Ashfield,2018,35.8
NSW,Chatswood - Lane Cove,2018,40.6
NSW,Hornsby,2018,41.8
NSW,Ku-ring-gai,2018,41.9
NSW,North Sydney - Mosman,2018,41.4
NSW,Manly,2018,45.6
NSW,Pittwater,2018,44.2
NSW,Warringah,2018,43
NSW,Camden,2018,38.3
NSW,Campbelltown (NSW),2018,33.7
NSW,Wollondilly,2018,40.8
NSW,Blue Mountains,2018,42.9
NSW,Blue Mountains - South,2018,41.38559471
NSW,Penrith,2018,36.9
NSW,Richmond - Windsor,2018,35.5
NSW,St Marys,2018,33.1
NSW,Auburn,2018,33.8
NSW,Carlingford,2018,38.7
NSW,Merrylands - Guildford,2018,34
NSW,Parramatta,2018,35.5
NSW,Pennant Hills - Epping,2018,42.4
NSW,Ryde - Hunters Hill,2018,39.7
NSW,Bringelly - Green Valley,2018,33.7
NSW,Fairfield,2018,37.5
NSW,Liverpool,2018,32.4
NSW,Cronulla - Miranda - Caringbah,2018,40.3
NSW,Sutherland - Menai - Heathcote,2018,41
Vic,Ballarat,2018,50.3
Vic,Creswick - Daylesford - Ballan,2018,47
Vic,Maryborough - Pyrenees,2018,47.1
Vic,Bendigo,2018,50.6
Vic,Heathcote - Castlemaine - Kyneton,2018,50
Vic,Loddon - Elmore,2018,46.2
Vic,Barwon - West,2018,48.7
Vic,Geelong,2018,47.5
Vic,Surf Coast - Bellarine Peninsula,2018,53.7
Vic,Upper Goulburn Valley,2018,47.3
Vic,Wangaratta - Benalla,2018,52.5
Vic,Wodonga - Alpine,2018,49.6
Vic,Baw Baw,2018,50.1
Vic,Gippsland - East,2018,54.4
Vic,Gippsland - South West,2018,51.5
Vic,Latrobe Valley,2018,47.6
Vic,Wellington,2018,48.4
Vic,Brunswick - Coburg,2018,41.5
Vic,Darebin - South,2018,45.4
Vic,Essendon,2018,46.3
Vic,Melbourne City,2018,36.3
Vic,Port Phillip,2018,41.4
Vic,Stonnington - West,2018,39.9
Vic,Yarra,2018,43.5
Vic,Boroondara,2018,47.2
Vic,Manningham - West,2018,46
Vic,Whitehorse - West,2018,47.5
Vic,Bayside,2018,48.3
Vic,Glen Eira,2018,42.1
Vic,Kingston,2018,44.8
Vic,Stonnington - East,2018,45.6
Vic,Banyule,2018,49.7
Vic,Darebin - North,2018,41
Vic,Nillumbik - Kinglake,2018,50.9
Vic,Whittlesea - Wallan,2018,41.5
Vic,Keilor,2018,47.2
Vic,Macedon Ranges,2018,48.2
Vic,Moreland - North,2018,39.8
Vic,Sunbury,2018,45.9
Vic,Tullamarine - Broadmeadows,2018,38.2
Vic,Knox,2018,45.3
Vic,Manningham - East,2018,51.3
Vic,Maroondah,2018,47.9
Vic,Whitehorse - East,2018,49.2
Vic,Yarra Ranges,2018,47.2
Vic,Cardinia,2018,43.5
Vic,Casey - North,2018,41.6
Vic,Casey - South,2018,37.6
Vic,Dandenong,2018,39.8
Vic,Monash,2018,45.1
Vic,Brimbank,2018,41
Vic,Hobsons Bay,2018,44.7
Vic,Maribyrnong,2018,41.4
Vic,Melton - Bacchus Marsh,2018,40.4
Vic,Wyndham,2018,39.6
Vic,Frankston,2018,41
Vic,Mornington Peninsula,2018,47.8
Vic,Grampians,2018,47.5
Vic,Mildura,2018,42.2
Vic,Murray River - Swan Hill,2018,46.4
Vic,Campaspe,2018,46.9
Vic,Moira,2018,48.2
Vic,Shepparton,2018,46.8
Vic,Glenelg - Southern Grampians,2018,48.8
Vic,Warrnambool - Otway Ranges,2018,47.3
Qld,Capalaba,2018,42.3
Qld,Cleveland - Stradbroke,2018,42.6
Qld,Wynnum - Manly,2018,41
Qld,Bald Hills - Everton Park,2018,45.1
Qld,Chermside,2018,40.6
Qld,Nundah,2018,38.9
Qld,Sandgate,2018,42.1
Qld,Carindale,2018,41.9
Qld,Holland Park - Yeronga,2018,39.1
Qld,Mt Gravatt,2018,41.1
Qld,Nathan,2018,40.9
Qld,Rocklea - Acacia Ridge,2018,38
Qld,Sunnybank,2018,40
Qld,Centenary,2018,44.7
Qld,Kenmore - Brookfield - Moggill,2018,44.2
Qld,Sherwood - Indooroopilly,2018,42.9
Qld,The Gap - Enoggera,2018,44.3
Qld,Brisbane Inner,2018,36.7
Qld,Brisbane Inner - East,2018,39.6
Qld,Brisbane Inner - North,2018,38.8
Qld,Brisbane Inner - West,2018,41.6
Qld,Cairns - North,2018,41.8
Qld,Cairns - South,2018,37.5
Qld,Innisfail - Cassowary Coast,2018,41.9
Qld,Port Douglas - Daintree,2018,41.1
Qld,Tablelands (East) - Kuranda,2018,44.7
Qld,Darling Downs (West) - Maranoa,2018,38.7
Qld,Darling Downs - East,2018,40.6
Qld,Granite Belt,2018,42.7
Qld,Central Highlands (Qld),2018,33.7
Qld,Gladstone - Biloela,2018,38.5
Qld,Rockhampton,2018,42.3
Qld,Broadbeach - Burleigh,2018,41.2
Qld,Coolangatta,2018,40.4
Qld,Gold Coast - North,2018,39.6
Qld,Gold Coast Hinterland,2018,41.2
Qld,Mudgeeraba - Tallebudgera,2018,39.8
Qld,Nerang,2018,38.8
Qld,Ormeau - Oxenford,2018,38.7
Qld,Robina,2018,40
Qld,Southport,2018,37.5
Qld,Surfers Paradise,2018,38.8
Qld,Forest Lake - Oxley,2018,37.3
Qld,Ipswich Hinterland,2018,40.8
Qld,Ipswich Inner,2018,36.4
Qld,Springfield - Redbank,2018,33.4
Qld,Beaudesert,2018,38.8
Qld,Beenleigh,2018,36.1
Qld,Browns Plains,2018,33.7
Qld,Jimboomba,2018,38.2
Qld,Loganlea - Carbrook,2018,37.9
Qld,Springwood - Kingston,2018,34.7
Qld,Bowen Basin - North,2018,38.1
Qld,Mackay,2018,43.1
Qld,Whitsunday,2018,40
Qld,Bribie - Beachmere,2018,47.8
Qld,Caboolture,2018,38.5
Qld,Caboolture Hinterland,2018,44.1
Qld,Narangba - Burpengary,2018,41.3
Qld,Redcliffe,2018,43.1
Qld,Hills District,2018,45.3
Qld,North Lakes,2018,41
Qld,Strathpine,2018,41.3
Qld,Far North,2018,24.9
Qld,Outback - North,2018,25.1
Qld,Outback - South,2018,37.2
Qld,Buderim,2018,45.5
Qld,Caloundra,2018,47.5
Qld,Maroochy,2018,45
Qld,Nambour - Pomona,2018,44.6
Qld,Noosa,2018,45.7
Qld,Sunshine Coast Hinterland,2018,45.5
Qld,Toowoomba,2018,41.4
Qld,Charters Towers - Ayr - Ingham,2018,37.3
Qld,Townsville,2018,35.7
Qld,Bundaberg,2018,46.6
Qld,Burnett,2018,45.1
Qld,Gympie - Cooloola,2018,44.4
Qld,Hervey Bay,2018,47.2
Qld,Maryborough,2018,46.1
WA,Augusta - Margaret River - Busselton,2018,52.3
WA,Bunbury,2018,46.9
WA,Manjimup,2018,51.4
WA,Mandurah,2018,47.1
WA,Cottesloe - Claremont,2018,45.8
WA,Perth City,2018,42.5
WA,Bayswater - Bassendean,2018,41.2
WA,Mundaring,2018,45.5
WA,Swan,2018,39.8
WA,Joondalup,2018,49.7
WA,Stirling,2018,44.3
WA,Wanneroo,2018,41.9
WA,Armadale,2018,40.7
WA,Belmont - Victoria Park,2018,39.3
WA,Canning,2018,44.9
WA,Gosnells,2018,40.4
WA,Kalamunda,2018,45.9
WA,Serpentine - Jarrahdale,2018,43.3
WA,South Perth,2018,45.5
WA,Cockburn,2018,41.2
WA,Fremantle,2018,44.7
WA,Kwinana,2018,34.8
WA,Melville,2018,48.7
WA,Rockingham,2018,42.9
WA,Esperance,2018,48
WA,Gascoyne,2018,35.7
WA,Goldfields,2018,30.4
WA,Kimberley,2018,24.4
WA,Mid West,2018,42.3
WA,Pilbara,2018,25.1
WA,Albany,2018,49.6
WA,Wheat Belt - North,2018,44.2
WA,Wheat Belt - South,2018,46
SA,Adelaide City,2018,44.3
SA,Adelaide Hills,2018,50
SA,Burnside,2018,50.9
SA,Campbelltown (SA),2018,46.4
SA,Norwood - Payneham - St Peters,2018,48
SA,Prospect - Walkerville,2018,46.8
SA,Unley,2018,49.8
SA,Gawler - Two Wells,2018,44.8
SA,Playford,2018,37.8
SA,Port Adelaide - East,2018,43.7
SA,Salisbury,2018,42.1
SA,Tea Tree Gully,2018,50.9
SA,Holdfast Bay,2018,53.5
SA,Marion,2018,50.1
SA,Mitcham,2018,51.6
SA,Onkaparinga,2018,49.8
SA,Charles Sturt,2018,46.4
SA,Port Adelaide - West,2018,41.7
SA,West Torrens,2018,46.1
SA,Barossa,2018,50.9
SA,Lower North,2018,48.9
SA,Mid North,2018,46.8
SA,Yorke Peninsula,2018,54.1
SA,Eyre Peninsula and South West,2018,45.8
SA,Outback - North and East,2018,39.4
SA,Fleurieu - Kangaroo Island,2018,54.7
SA,Limestone Coast,2018,46.3
SA,Murray and Mallee,2018,46.9
Tas,Brighton,2018,40.2
Tas,Hobart - North East,2018,50.4
Tas,Hobart - North West,2018,42
Tas,Hobart - South and West,2018,53.6
Tas,Hobart Inner,2018,50.1
Tas,Sorell - Dodges Ferry,2018,45.6
Tas,Launceston,2018,47.6
Tas,Meander Valley - West Tamar,2018,49
Tas,North East,2018,47.7
Tas,Central Highlands (Tas.),2018,42.7
Tas,Huon - Bruny Island,2018,48
Tas,South East Coast,2018,53.8
Tas,Burnie - Ulverstone,2018,48.3
Tas,Devonport,2018,48.2
Tas,West Coast,2018,43.3
ACT,Belconnen,2018,45.1
ACT,Cotter - Namadgi,2018,41.38559471
ACT,Fyshwick - Pialligo - Hume,2018,41.38559471
ACT,Gungahlin,2018,42.6
ACT,North Canberra,2018,44.6
ACT,South Canberra,2018,45.6
ACT,Tuggeranong,2018,43.7
ACT,Weston Creek,2018,48.5
ACT,Woden,2018,47.9
NT,Darwin City,2018,31.2
NT,Darwin Suburbs,2018,33.4
NT,Litchfield,2018,34.1
NT,Palmerston,2018,29.1
NT,Alice Springs,2018,21.4
NT,Barkly,2018,15.6
NT,Daly - Tiwi - West Arnhem,2018,22.4
NT,East Arnhem,2018,13.1
NT,Katherine,2018,21.7
NSW,Queanbeyan,2019,42.5
NSW,Snowy Mountains,2019,44.4
NSW,South Coast,2019,48.9
NSW,Goulburn - Mulwaree,2019,42.9
NSW,Young - Yass,2019,42.3
NSW,Gosford,2019,42.2
NSW,Wyong,2019,40.4
NSW,Bathurst,2019,42.5
NSW,Lachlan Valley,2019,39.9
NSW,Lithgow - Mudgee,2019,41.1
NSW,Orange,2019,42.6
NSW,Clarence Valley,2019,43.8
NSW,Coffs Harbour,2019,44.6
NSW,Bourke - Cobar - Coonamble,2019,30.5
NSW,Broken Hill and Far West,2019,36.9
NSW,Dubbo,2019,36.9
NSW,Lower Hunter,2019,40.6
NSW,Maitland,2019,42.3
NSW,Port Stephens,2019,46.8
NSW,Upper Hunter,2019,39
NSW,Dapto - Port Kembla,2019,39.4
NSW,Illawarra Catchment Reserve,2019,41.38559471
NSW,Kiama - Shellharbour,2019,44.6
NSW,Wollongong,2019,43.5
NSW,Great Lakes,2019,48.5
NSW,Kempsey - Nambucca,2019,41.8
NSW,Lord Howe Island,2019,46.5
NSW,Port Macquarie,2019,44.6
NSW,Taree - Gloucester,2019,46.9
NSW,Albury,2019,46.7
NSW,Lower Murray,2019,42.3
NSW,Upper Murray exc. Albury,2019,47.5
NSW,Armidale,2019,44.7
NSW,Inverell - Tenterfield,2019,40.7
NSW,Moree - Narrabri,2019,33.9
NSW,Tamworth - Gunnedah,2019,40.4
NSW,Lake Macquarie - East,2019,46.5
NSW,Lake Macquarie - West,2019,45
NSW,Newcastle,2019,43.9
NSW,Richmond Valley - Coastal,2019,42.1
NSW,Richmond Valley - Hinterland,2019,40.3
NSW,Tweed Valley,2019,41.6
NSW,Griffith - Murrumbidgee (West),2019,37.2
NSW,Tumut - Tumbarumba,2019,43.6
NSW,Wagga Wagga,2019,41.6
NSW,Shoalhaven,2019,46.4
NSW,Southern Highlands,2019,43.9
NSW,Baulkham Hills,2019,42.7
NSW,Dural - Wisemans Ferry,2019,41.1
NSW,Hawkesbury,2019,41.38559471
NSW,Rouse Hill - McGraths Hill,2019,41.38559471
NSW,Blacktown,2019,35.2
NSW,Blacktown - North,2019,36.6
NSW,Mount Druitt,2019,29.8
NSW,Botany,2019,41.38559471
NSW,Marrickville - Sydenham - Petersham,2019,37.8
NSW,Sydney Inner City,2019,35.6
NSW,Eastern Suburbs - North,2019,34.3
NSW,Eastern Suburbs - South,2019,37.7
NSW,Bankstown,2019,36.1
NSW,Canterbury,2019,33.3
NSW,Hurstville,2019,39
NSW,Kogarah - Rockdale,2019,36
NSW,Canada Bay,2019,40.9
NSW,Leichhardt,2019,40.6
NSW,Strathfield - Burwood - Ashfield,2019,37.1
NSW,Chatswood - Lane Cove,2019,41.6
NSW,Hornsby,2019,42.9
NSW,Ku-ring-gai,2019,43.1
NSW,North Sydney - Mosman,2019,42.8
NSW,Manly,2019,45.9
NSW,Pittwater,2019,46
NSW,Warringah,2019,44.8
NSW,Camden,2019,40.2
NSW,Campbelltown (NSW),2019,35.2
NSW,Wollondilly,2019,41.9
NSW,Blue Mountains,2019,44.5
NSW,Blue Mountains - South,2019,41.38559471
NSW,Penrith,2019,38.7
NSW,Richmond - Windsor,2019,41.38559471
NSW,St Marys,2019,35
NSW,Auburn,2019,34.7
NSW,Carlingford,2019,39.1
NSW,Merrylands - Guildford,2019,34
NSW,Parramatta,2019,41.38559471
NSW,Pennant Hills - Epping,2019,43.7
NSW,Ryde - Hunters Hill,2019,41.5
NSW,Bringelly - Green Valley,2019,35.6
NSW,Fairfield,2019,38.5
NSW,Liverpool,2019,34.1
NSW,Cronulla - Miranda - Caringbah,2019,42.3
NSW,Sutherland - Menai - Heathcote,2019,43.7
Vic,Ballarat,2019,50.3
Vic,Creswick - Daylesford - Ballan,2019,47.9
Vic,Maryborough - Pyrenees,2019,47.2
Vic,Bendigo,2019,50.2
Vic,Heathcote - Castlemaine - Kyneton,2019,50.9
Vic,Loddon - Elmore,2019,41.38559471
Vic,Barwon - West,2019,50
Vic,Geelong,2019,48.5
Vic,Surf Coast - Bellarine Peninsula,2019,54.9
Vic,Upper Goulburn Valley,2019,48
Vic,Wangaratta - Benalla,2019,52.2
Vic,Wodonga - Alpine,2019,50.2
Vic,Baw Baw,2019,50.5
Vic,Gippsland - East,2019,54.1
Vic,Gippsland - South West,2019,52.6
Vic,Latrobe Valley,2019,47.8
Vic,Wellington,2019,48.3
Vic,Brunswick - Coburg,2019,42.6
Vic,Darebin - South,2019,46.3
Vic,Essendon,2019,47.7
Vic,Melbourne City,2019,40.1
Vic,Port Phillip,2019,42.7
Vic,Stonnington - West,2019,40.3
Vic,Yarra,2019,44.5
Vic,Boroondara,2019,48.1
Vic,Manningham - West,2019,46.4
Vic,Whitehorse - West,2019,47.8
Vic,Bayside,2019,49.5
Vic,Glen Eira,2019,43
Vic,Kingston,2019,45.9
Vic,Stonnington - East,2019,47.3
Vic,Banyule,2019,50.6
Vic,Darebin - North,2019,41.9
Vic,Nillumbik - Kinglake,2019,52.6
Vic,Whittlesea - Wallan,2019,42.4
Vic,Keilor,2019,47.9
Vic,Macedon Ranges,2019,50.1
