SA3_name,Latitude,Longitude
Tablelands (East) - Kuranda,-28.8531,151.6717
Tablelands (East) - Kuranda,-28.8531,151.6717
Tablelands (East) - Kuranda,-28.8531,151.6717
Darling Downs (West) - Maranoa,-28.893724,148.847796
Darling Downs (West) - Maranoa,-28.893724,148.847796
Darling Downs (West) - Maranoa,-28.893724,148.847796
Darling Downs (West) - Maranoa,-28.893724,148.847796
Darling Downs (West) - Maranoa,-28.893724,148.847796
Darling Downs (West) - Maranoa,-28.893724,148.847796
Darling Downs - East,-27.256984,151.904578
Darling Downs - East,-27.256984,151.904578
Darling Downs - East,-27.256984,151.904578
Darling Downs - East,-27.256984,151.904578
Darling Downs - East,-27.256984,151.904578
Darling Downs - East,-27.256984,151.904578
Granite Belt,-28.96166715,151.7288939
Granite Belt,-28.96166715,151.7288939
Granite Belt,-28.96166715,151.7288939
Granite Belt,-28.96166715,151.7288939
Granite Belt,-28.96166715,151.7288939
Granite Belt,-28.96166715,151.7288939
Central Highlands (Qld),-23.059653,148.429161
Central Highlands (Qld),-23.059653,148.429161
Central Highlands (Qld),-23.059653,148.429161
Central Highlands (Qld),-23.059653,148.429161
Central Highlands (Qld),-23.059653,148.429161
Central Highlands (Qld),-23.059653,148.429161
Gladstone - Biloela,-26.14972587,149.5515967
Gladstone - Biloela,-26.14972587,149.5515967
Gladstone - Biloela,-26.14972587,149.5515967
Gladstone - Biloela,-26.14972587,149.5515967
Gladstone - Biloela,-26.14972587,149.5515967
Gladstone - Biloela,-26.14972587,149.5515967
Rockhampton,-23.657893,150.643168
Rockhampton,-23.657893,150.643168
Rockhampton,-23.657893,150.643168
Rockhampton,-23.657893,150.643168
Rockhampton,-23.657893,150.643168
Rockhampton,-23.657893,150.643168
Coolangatta,-28.184241,153.526816
Coolangatta,-28.184241,153.526816
Coolangatta,-28.184241,153.526816
Coolangatta,-28.184241,153.526816
Coolangatta,-28.184241,153.526816
Coolangatta,-28.184241,153.526816
Gold Coast Hinterland,-28.38059,153.31648
Gold Coast Hinterland,-28.38059,153.31648
Gold Coast Hinterland,-28.38059,153.31648
Gold Coast Hinterland,-28.38059,153.31648
Gold Coast Hinterland,-28.38059,153.31648
Gold Coast Hinterland,-28.38059,153.31648
Mudgeeraba - Tallebudgera,-28.127323,153.45837
Mudgeeraba - Tallebudgera,-28.127323,153.45837
Mudgeeraba - Tallebudgera,-28.127323,153.45837
Mudgeeraba - Tallebudgera,-28.127323,153.45837
Mudgeeraba - Tallebudgera,-28.127323,153.45837
Mudgeeraba - Tallebudgera,-28.127323,153.45837
Nerang,-28.110164,153.318916
Nerang,-28.110164,153.318916
Nerang,-28.110164,153.318916
Nerang,-28.110164,153.318916
Nerang,-28.110164,153.318916
Nerang,-28.110164,153.318916
Ormeau - Oxenford,-27.767029,153.27631
Ormeau - Oxenford,-27.767029,153.27631
Ormeau - Oxenford,-27.767029,153.27631
Ormeau - Oxenford,-27.767029,153.27631
Ormeau - Oxenford,-27.767029,153.27631
Ormeau - Oxenford,-27.767029,153.27631
Robina,-28.035453,153.241258
Robina,-28.035453,153.241258
Robina,-28.035453,153.241258
Robina,-28.035453,153.241258
Robina,-28.035453,153.241258
Robina,-28.035453,153.241258
Southport,-27.967005,153.365576
Southport,-27.967005,153.365576
Southport,-27.967005,153.365576
Southport,-27.967005,153.365576
Southport,-27.967005,153.365576
Southport,-27.967005,153.365576
Surfers Paradise,-28.008783,153.412197
Surfers Paradise,-28.008783,153.412197
Surfers Paradise,-28.008783,153.412197
Surfers Paradise,-28.008783,153.412197
Surfers Paradise,-28.008783,153.412197
Surfers Paradise,-28.008783,153.412197
Forest Lake - Oxley,-27.554082,152.921521
Forest Lake - Oxley,-27.554082,152.921521
Forest Lake - Oxley,-27.554082,152.921521
Forest Lake - Oxley,-27.554082,152.921521
Forest Lake - Oxley,-27.554082,152.921521
Forest Lake - Oxley,-27.554082,152.921521
Ipswich Hinterland,-27.851804,152.592399
Ipswich Hinterland,-27.851804,152.592399
Ipswich Hinterland,-27.851804,152.592399
Ipswich Hinterland,-27.851804,152.592399
Ipswich Hinterland,-27.851804,152.592399
Ipswich Hinterland,-27.851804,152.592399
Ipswich Inner,-27.502784,152.898911
Ipswich Inner,-27.502784,152.898911
Ipswich Inner,-27.502784,152.898911
Ipswich Inner,-27.502784,152.898911
Ipswich Inner,-27.502784,152.898911
Ipswich Inner,-27.502784,152.898911
Springfield - Redbank,-27.682273,152.884999
Springfield - Redbank,-27.682273,152.884999
Springfield - Redbank,-27.682273,152.884999
Springfield - Redbank,-27.682273,152.884999
Springfield - Redbank,-27.682273,152.884999
Springfield - Redbank,-27.682273,152.884999
Beaudesert,-28.111411,153.134987
Beaudesert,-28.111411,153.134987
Beaudesert,-28.111411,153.134987
Beaudesert,-28.111411,153.134987
Beaudesert,-28.111411,153.134987
Beaudesert,-28.111411,153.134987
Browns Plains,-27.673806,153.027323
Browns Plains,-27.673806,153.027323
Browns Plains,-27.673806,153.027323
Browns Plains,-27.673806,153.027323
Browns Plains,-27.673806,153.027323
Browns Plains,-27.673806,153.027323
Jimboomba,-27.701681,152.967761
Jimboomba,-27.701681,152.967761
Jimboomba,-27.701681,152.967761
Jimboomba,-27.701681,152.967761
Jimboomba,-27.701681,152.967761
Jimboomba,-27.701681,152.967761
Loganlea - Carbrook,-27.681519,153.186817
Loganlea - Carbrook,-27.681519,153.186817
Loganlea - Carbrook,-27.681519,153.186817
Loganlea - Carbrook,-27.681519,153.186817
Loganlea - Carbrook,-27.681519,153.186817
Loganlea - Carbrook,-27.681519,153.186817
Springwood - Kingston,-27.652812,153.110764
Springwood - Kingston,-27.652812,153.110764
Springwood - Kingston,-27.652812,153.110764
Springwood - Kingston,-27.652812,153.110764
Springwood - Kingston,-27.652812,153.110764
Springwood - Kingston,-27.652812,153.110764
Bowen Basin - North,-22.771751,149.719215
Bowen Basin - North,-22.771751,149.719215
Bowen Basin - North,-22.771751,149.719215
Bowen Basin - North,-22.771751,149.719215
Bowen Basin - North,-22.771751,149.719215
Bowen Basin - North,-22.771751,149.719215
Mackay,-21.43004,149.178072
Mackay,-21.43004,149.178072
Mackay,-21.43004,149.178072
Mackay,-21.43004,149.178072
Mackay,-21.43004,149.178072
Mackay,-21.43004,149.178072
Whitsunday,-20.808597,149.271699
Whitsunday,-20.808597,149.271699
Whitsunday,-20.808597,149.271699
Whitsunday,-20.808597,149.271699
Whitsunday,-20.808597,149.271699
Whitsunday,-20.808597,149.271699
Bribie - Beachmere,-26.987776,153.12414
Bribie - Beachmere,-26.987776,153.12414
Bribie - Beachmere,-26.987776,153.12414
Bribie - Beachmere,-26.987776,153.12414
Bribie - Beachmere,-26.987776,153.12414
Bribie - Beachmere,-26.987776,153.12414
Caboolture,-27.077933,153.080799
Caboolture,-27.077933,153.080799
Caboolture,-27.077933,153.080799
Caboolture,-27.077933,153.080799
Caboolture,-27.077933,153.080799
Caboolture,-27.077933,153.080799
Caboolture Hinterland,-27.089517,152.321536
Caboolture Hinterland,-27.089517,152.321536
Caboolture Hinterland,-27.089517,152.321536
Caboolture Hinterland,-27.089517,152.321536
Caboolture Hinterland,-27.089517,152.321536
Caboolture Hinterland,-27.089517,152.321536
Narangba - Burpengary,-27.186624,152.932083
Narangba - Burpengary,-27.186624,152.932083
Narangba - Burpengary,-27.186624,152.932083
Narangba - Burpengary,-27.186624,152.932083
Narangba - Burpengary,-27.186624,152.932083
Narangba - Burpengary,-27.186624,152.932083
Redcliffe,-27.21066448,153.0900858
Redcliffe,-27.21066448,153.0900858
Redcliffe,-27.21066448,153.0900858
Redcliffe,-27.21066448,153.0900858
Redcliffe,-27.21066448,153.0900858
Redcliffe,-27.21066448,153.0900858
Hills District,-27.356025,152.979085
Hills District,-27.356025,152.979085
Hills District,-27.356025,152.979085
Hills District,-27.356025,152.979085
Hills District,-27.356025,152.979085
Hills District,-27.356025,152.979085
North Lakes,-27.248337,153.088498
North Lakes,-27.248337,153.088498
North Lakes,-27.248337,153.088498
North Lakes,-27.248337,153.088498
North Lakes,-27.248337,153.088498
North Lakes,-27.248337,153.088498
Strathpine,-27.307845,152.939438
Strathpine,-27.307845,152.939438
Strathpine,-27.307845,152.939438
Strathpine,-27.307845,152.939438
Strathpine,-27.307845,152.939438
Strathpine,-27.307845,152.939438
Far North,-18.028128,145.157257
Far North,-18.028128,145.157257
Far North,-18.028128,145.157257
Far North,-18.028128,145.157257
Far North,-18.028128,145.157257
Far North,-18.028128,145.157257
Outback - North,-20.79424,144.218437
Outback - North,-20.79424,144.218437
Outback - North,-20.79424,144.218437
Outback - North,-20.79424,144.218437
Outback - North,-20.79424,144.218437
Outback - North,-20.79424,144.218437
Outback - South,-26.23368,147.490282
Outback - South,-26.23368,147.490282
Outback - South,-26.23368,147.490282
Outback - South,-26.23368,147.490282
Outback - South,-26.23368,147.490282
Outback - South,-26.23368,147.490282
Maroochy,-26.686321,153.113416
Maroochy,-26.686321,153.113416
Maroochy,-26.686321,153.113416
Maroochy,-26.686321,153.113416
Maroochy,-26.686321,153.113416
Maroochy,-26.686321,153.113416
Nambour - Pomona,-26.700379,153.049784
Nambour - Pomona,-26.700379,153.049784
Nambour - Pomona,-26.700379,153.049784
Nambour - Pomona,-26.700379,153.049784
Nambour - Pomona,-26.700379,153.049784
Nambour - Pomona,-26.700379,153.049784
Noosa,-26.156837,153.042307
Noosa,-26.156837,153.042307
Noosa,-26.156837,153.042307
Noosa,-26.156837,153.042307
Noosa,-26.156837,153.042307
Noosa,-26.156837,153.042307
Sunshine Coast Hinterland,-26.951082,152.987647
Sunshine Coast Hinterland,-26.951082,152.987647
Sunshine Coast Hinterland,-26.951082,152.987647
Sunshine Coast Hinterland,-26.951082,152.987647
Sunshine Coast Hinterland,-26.951082,152.987647
Sunshine Coast Hinterland,-26.951082,152.987647
Toowoomba,-27.418572,152.438771
Toowoomba,-27.418572,152.438771
Toowoomba,-27.418572,152.438771
Toowoomba,-27.418572,152.438771
Toowoomba,-27.418572,152.438771
Toowoomba,-27.418572,152.438771
Charters Towers - Ayr - Ingham,-19.862878,147.416856
Charters Towers - Ayr - Ingham,-19.862878,147.416856
Charters Towers - Ayr - Ingham,-19.862878,147.416856
Charters Towers - Ayr - Ingham,-19.862878,147.416856
Charters Towers - Ayr - Ingham,-19.862878,147.416856
Charters Towers - Ayr - Ingham,-19.862878,147.416856
Townsville,-19.227783,146.764659
Townsville,-19.227783,146.764659
Townsville,-19.227783,146.764659
Townsville,-19.227783,146.764659
Townsville,-19.227783,146.764659
Townsville,-19.227783,146.764659
Bundaberg,-24.729644,152.088816
Bundaberg,-24.729644,152.088816
Bundaberg,-24.729644,152.088816
Bundaberg,-24.729644,152.088816
Bundaberg,-24.729644,152.088816
Bundaberg,-24.729644,152.088816
Burnett,-27.480898,152.725408
Burnett,-27.480898,152.725408
Burnett,-27.480898,152.725408
Burnett,-27.480898,152.725408
Burnett,-27.480898,152.725408
Burnett,-27.480898,152.725408
Gympie - Cooloola,-26.425754,152.909206
Gympie - Cooloola,-26.425754,152.909206
Gympie - Cooloola,-26.425754,152.909206
Gympie - Cooloola,-26.425754,152.909206
Gympie - Cooloola,-26.425754,152.909206
Gympie - Cooloola,-26.425754,152.909206
Maryborough,-26.153831,152.616943
Maryborough,-26.153831,152.616943
Maryborough,-26.153831,152.616943
Maryborough,-26.153831,152.616943
Maryborough,-26.153831,152.616943
Maryborough,-26.153831,152.616943
Augusta - Margaret River - Busselton,-33.610787,115.0768
Augusta - Margaret River - Busselton,-33.610787,115.0768
Augusta - Margaret River - Busselton,-33.610787,115.0768
Augusta - Margaret River - Busselton,-33.610787,115.0768
Augusta - Margaret River - Busselton,-33.610787,115.0768
Augusta - Margaret River - Busselton,-33.610787,115.0768
Bunbury,-32.946154,115.903112
Bunbury,-32.946154,115.903112
Bunbury,-32.946154,115.903112
Bunbury,-32.946154,115.903112
Bunbury,-32.946154,115.903112
Bunbury,-32.946154,115.903112
Manjimup,-33.564872,115.923933
Manjimup,-33.564872,115.923933
Manjimup,-33.564872,115.923933
Manjimup,-33.564872,115.923933
Manjimup,-33.564872,115.923933
Manjimup,-33.564872,115.923933
Mandurah,-32.557981,115.728286
Mandurah,-32.557981,115.728286
Mandurah,-32.557981,115.728286
Mandurah,-32.557981,115.728286
Mandurah,-32.557981,115.728286
Mandurah,-32.557981,115.728286
Cottesloe - Claremont,-31.985791,115.804692
Cottesloe - Claremont,-31.985791,115.804692
Cottesloe - Claremont,-31.985791,115.804692
Cottesloe - Claremont,-31.985791,115.804692
Cottesloe - Claremont,-31.985791,115.804692
Cottesloe - Claremont,-31.985791,115.804692
Perth City,-31.948762,115.859912
Perth City,-31.948762,115.859912
Perth City,-31.948762,115.859912
Perth City,-31.948762,115.859912
Perth City,-31.948762,115.859912
Perth City,-31.948762,115.859912
Bayswater - Bassendean,-31.938107,115.899589
Bayswater - Bassendean,-31.938107,115.899589
Bayswater - Bassendean,-31.938107,115.899589
Bayswater - Bassendean,-31.938107,115.899589
Bayswater - Bassendean,-31.938107,115.899589
Bayswater - Bassendean,-31.938107,115.899589
Mundaring,-31.929036,116.079266
Mundaring,-31.929036,116.079266
Mundaring,-31.929036,116.079266
Mundaring,-31.929036,116.079266
Mundaring,-31.929036,116.079266
Mundaring,-31.929036,116.079266
Swan,-31.901801,115.942572
Swan,-31.901801,115.942572
Swan,-31.901801,115.942572
Swan,-31.901801,115.942572
Swan,-31.901801,115.942572
Swan,-31.901801,115.942572
Joondalup,-31.834469,115.774028
Joondalup,-31.834469,115.774028
Joondalup,-31.834469,115.774028
Joondalup,-31.834469,115.774028
Joondalup,-31.834469,115.774028
Joondalup,-31.834469,115.774028
Stirling,-31.936389,115.808169
Stirling,-31.936389,115.808169
Stirling,-31.936389,115.808169
Stirling,-31.936389,115.808169
Stirling,-31.936389,115.808169
Stirling,-31.936389,115.808169
Wanneroo,-31.763347,115.756405
Wanneroo,-31.763347,115.756405
Wanneroo,-31.763347,115.756405
Wanneroo,-31.763347,115.756405
Wanneroo,-31.763347,115.756405
Wanneroo,-31.763347,115.756405
Belmont - Victoria Park,-31.82796346,115.9734135
Belmont - Victoria Park,-31.82796346,115.9734135
Belmont - Victoria Park,-31.82796346,115.9734135
Belmont - Victoria Park,-31.82796346,115.9734135
Belmont - Victoria Park,-31.82796346,115.9734135
Belmont - Victoria Park,-31.82796346,115.9734135
Canning,-32.005644,115.904425
Canning,-32.005644,115.904425
Canning,-32.005644,115.904425
Canning,-32.005644,115.904425
Canning,-32.005644,115.904425
Canning,-32.005644,115.904425
Gosnells,-32.06089,115.953584
Gosnells,-32.06089,115.953584
Gosnells,-32.06089,115.953584
Gosnells,-32.06089,115.953584
Gosnells,-32.06089,115.953584
Gosnells,-32.06089,115.953584
Kalamunda,-31.838398,116.0261
Kalamunda,-31.838398,116.0261
Kalamunda,-31.838398,116.0261
Kalamunda,-31.838398,116.0261
Kalamunda,-31.838398,116.0261
Kalamunda,-31.838398,116.0261
Serpentine - Jarrahdale,-32.208934,115.916459
Serpentine - Jarrahdale,-32.208934,115.916459
Serpentine - Jarrahdale,-32.208934,115.916459
Serpentine - Jarrahdale,-32.208934,115.916459
Serpentine - Jarrahdale,-32.208934,115.916459
Serpentine - Jarrahdale,-32.208934,115.916459
South Perth,-31.982199,115.869482
South Perth,-31.982199,115.869482
South Perth,-31.982199,115.869482
South Perth,-31.982199,115.869482
South Perth,-31.982199,115.869482
South Perth,-31.982199,115.869482
Cockburn,-32.131993,115.854584
Cockburn,-32.131993,115.854584
Cockburn,-32.131993,115.854584
Cockburn,-32.131993,115.854584
Cockburn,-32.131993,115.854584
Cockburn,-32.131993,115.854584
Fremantle,-32.038541,115.766561
Fremantle,-32.038541,115.766561
Fremantle,-32.038541,115.766561
Fremantle,-32.038541,115.766561
Fremantle,-32.038541,115.766561
Fremantle,-32.038541,115.766561
Kwinana,-32.19598,115.799431
Kwinana,-32.19598,115.799431
Kwinana,-32.19598,115.799431
Kwinana,-32.19598,115.799431
Kwinana,-32.19598,115.799431
Kwinana,-32.19598,115.799431
Melville,-32.064941,115.858679
Melville,-32.064941,115.858679
Melville,-32.064941,115.858679
Melville,-32.064941,115.858679
Melville,-32.064941,115.858679
Melville,-32.064941,115.858679
Rockingham,-32.281957,115.75773
Rockingham,-32.281957,115.75773
Rockingham,-32.281957,115.75773
Rockingham,-32.281957,115.75773
Rockingham,-32.281957,115.75773
Rockingham,-32.281957,115.75773
Esperance,-33.881306,120.145773
Esperance,-33.881306,120.145773
Esperance,-33.881306,120.145773
Esperance,-33.881306,120.145773
Esperance,-33.881306,120.145773
Esperance,-33.881306,120.145773
Gascoyne,-26.904889,114.627287
Gascoyne,-26.904889,114.627287
Gascoyne,-26.904889,114.627287
Gascoyne,-26.904889,114.627287
Gascoyne,-26.904889,114.627287
Gascoyne,-26.904889,114.627287
Goldfields,-30.599071,121.446478
Goldfields,-30.599071,121.446478
Goldfields,-30.599071,121.446478
Goldfields,-30.599071,121.446478
Goldfields,-30.599071,121.446478
Goldfields,-30.599071,121.446478
Kimberley,-18.773365,122.753792
Kimberley,-18.773365,122.753792
Kimberley,-18.773365,122.753792
Kimberley,-18.773365,122.753792
Kimberley,-18.773365,122.753792
Kimberley,-18.773365,122.753792
Mid West,-29.602251,124.856838
Mid West,-29.602251,124.856838
Mid West,-29.602251,124.856838
Mid West,-29.602251,124.856838
Mid West,-29.602251,124.856838
Mid West,-29.602251,124.856838
Pilbara,-22.133456,115.448968
Pilbara,-22.133456,115.448968
Pilbara,-22.133456,115.448968
Pilbara,-22.133456,115.448968
Pilbara,-22.133456,115.448968
Pilbara,-22.133456,115.448968
Albany,-34.312823,116.402179
Albany,-34.312823,116.402179
Albany,-34.312823,116.402179
Albany,-34.312823,116.402179
Albany,-34.312823,116.402179
Albany,-34.312823,116.402179
Wheat Belt - North,-31.379673,115.568551
Wheat Belt - North,-31.379673,115.568551
Wheat Belt - North,-31.379673,115.568551
Wheat Belt - North,-31.379673,115.568551
Wheat Belt - North,-31.379673,115.568551
Wheat Belt - North,-31.379673,115.568551
Wheat Belt - South,-32.514294,115.959595
Wheat Belt - South,-32.514294,115.959595
Wheat Belt - South,-32.514294,115.959595
Wheat Belt - South,-32.514294,115.959595
Wheat Belt - South,-32.514294,115.959595
Wheat Belt - South,-32.514294,115.959595
Adelaide City,-34.92849902,138.600746
Adelaide City,-34.92849902,138.600746
Adelaide City,-34.92849902,138.600746
Adelaide City,-34.92849902,138.600746
Adelaide City,-34.92849902,138.600746
Adelaide City,-34.92849902,138.600746
Adelaide Hills,-34.857324,138.75703
Adelaide Hills,-34.857324,138.75703
Adelaide Hills,-34.857324,138.75703
Adelaide Hills,-34.857324,138.75703
Adelaide Hills,-34.857324,138.75703
Adelaide Hills,-34.857324,138.75703
Burnside,-34.940362,138.633974
Burnside,-34.940362,138.633974
Burnside,-34.940362,138.633974
Burnside,-34.940362,138.633974
Burnside,-34.940362,138.633974
Burnside,-34.940362,138.633974
Campbelltown (SA),-34.912078,138.696113
Campbelltown (SA),-34.912078,138.696113
Campbelltown (SA),-34.912078,138.696113
Campbelltown (SA),-34.912078,138.696113
Campbelltown (SA),-34.912078,138.696113
Campbelltown (SA),-34.912078,138.696113
Norwood - Payneham - St Peters,-34.919985,138.630575
Norwood - Payneham - St Peters,-34.919985,138.630575
Norwood - Payneham - St Peters,-34.919985,138.630575
Norwood - Payneham - St Peters,-34.919985,138.630575
Norwood - Payneham - St Peters,-34.919985,138.630575
Norwood - Payneham - St Peters,-34.919985,138.630575
Prospect - Walkerville,-34.911523,138.584497
Prospect - Walkerville,-34.911523,138.584497
Prospect - Walkerville,-34.911523,138.584497
Prospect - Walkerville,-34.911523,138.584497
Prospect - Walkerville,-34.911523,138.584497
Prospect - Walkerville,-34.911523,138.584497
Unley,-34.956227,138.58811
Unley,-34.956227,138.58811
Unley,-34.956227,138.58811
Unley,-34.956227,138.58811
Unley,-34.956227,138.58811
Unley,-34.956227,138.58811
Playford,-34.726229,138.666615
Playford,-34.726229,138.666615
Playford,-34.726229,138.666615
Playford,-34.726229,138.666615
Playford,-34.726229,138.666615
Playford,-34.726229,138.666615
Port Adelaide - East,-34.900496,138.642172
Port Adelaide - East,-34.900496,138.642172
Port Adelaide - East,-34.900496,138.642172
Port Adelaide - East,-34.900496,138.642172
Port Adelaide - East,-34.900496,138.642172
Port Adelaide - East,-34.900496,138.642172
Salisbury,-34.83977,138.657974
Salisbury,-34.83977,138.657974
Salisbury,-34.83977,138.657974
Salisbury,-34.83977,138.657974
Salisbury,-34.83977,138.657974
Salisbury,-34.83977,138.657974
Tea Tree Gully,-34.861332,138.675254
Tea Tree Gully,-34.861332,138.675254
Tea Tree Gully,-34.861332,138.675254
Tea Tree Gully,-34.861332,138.675254
Tea Tree Gully,-34.861332,138.675254
Tea Tree Gully,-34.861332,138.675254
Marion,-35.005492,138.553853
Marion,-35.005492,138.553853
Marion,-35.005492,138.553853
Marion,-35.005492,138.553853
Marion,-35.005492,138.553853
Marion,-35.005492,138.553853
Mitcham,-34.976263,138.570739
Mitcham,-34.976263,138.570739
Mitcham,-34.976263,138.570739
Mitcham,-34.976263,138.570739
Mitcham,-34.976263,138.570739
Mitcham,-34.976263,138.570739
Onkaparinga,-35.007341,138.575023
Onkaparinga,-35.007341,138.575023
Onkaparinga,-35.007341,138.575023
Onkaparinga,-35.007341,138.575023
Onkaparinga,-35.007341,138.575023
Onkaparinga,-35.007341,138.575023
Charles Sturt,-34.903259,138.56787
Charles Sturt,-34.903259,138.56787
Charles Sturt,-34.903259,138.56787
Charles Sturt,-34.903259,138.56787
Charles Sturt,-34.903259,138.56787
Charles Sturt,-34.903259,138.56787
Port Adelaide - West,-34.887511,138.559407
Port Adelaide - West,-34.887511,138.559407
Port Adelaide - West,-34.887511,138.559407
Port Adelaide - West,-34.887511,138.559407
Port Adelaide - West,-34.887511,138.559407
Port Adelaide - West,-34.887511,138.559407
West Torrens,-34.948827,138.506052
West Torrens,-34.948827,138.506052
West Torrens,-34.948827,138.506052
West Torrens,-34.948827,138.506052
West Torrens,-34.948827,138.506052
West Torrens,-34.948827,138.506052
Barossa,-34.718681,138.754254
Barossa,-34.718681,138.754254
Barossa,-34.718681,138.754254
Barossa,-34.718681,138.754254
Barossa,-34.718681,138.754254
Barossa,-34.718681,138.754254
Lower North,-33.965473,139.140266
Lower North,-33.965473,139.140266
Lower North,-33.965473,139.140266
Lower North,-33.965473,139.140266
Lower North,-33.965473,139.140266
Lower North,-33.965473,139.140266
Mid North,-33.252592,138.961232
Mid North,-33.252592,138.961232
Mid North,-33.252592,138.961232
Mid North,-33.252592,138.961232
Mid North,-33.252592,138.961232
Mid North,-33.252592,138.961232
Yorke Peninsula,-34.061253,137.862942
Yorke Peninsula,-34.061253,137.862942
Yorke Peninsula,-34.061253,137.862942
Yorke Peninsula,-34.061253,137.862942
Yorke Peninsula,-34.061253,137.862942
Yorke Peninsula,-34.061253,137.862942
Eyre Peninsula and South West,-33.530464,136.860876
Eyre Peninsula and South West,-33.530464,136.860876
Eyre Peninsula and South West,-33.530464,136.860876
Eyre Peninsula and South West,-33.530464,136.860876
Eyre Peninsula and South West,-33.530464,136.860876
Eyre Peninsula and South West,-33.530464,136.860876
Outback - North and East,-31.95109636,139.1945693
Outback - North and East,-31.95109636,139.1945693
Outback - North and East,-31.95109636,139.1945693
Outback - North and East,-31.95109636,139.1945693
Outback - North and East,-31.95109636,139.1945693
Outback - North and East,-31.95109636,139.1945693
Fleurieu - Kangaroo Island,-35.091002,138.757945
Fleurieu - Kangaroo Island,-35.091002,138.757945
Fleurieu - Kangaroo Island,-35.091002,138.757945
Fleurieu - Kangaroo Island,-35.091002,138.757945
Fleurieu - Kangaroo Island,-35.091002,138.757945
Fleurieu - Kangaroo Island,-35.091002,138.757945
Limestone Coast,-37.025316,141.269571
Limestone Coast,-37.025316,141.269571
Limestone Coast,-37.025316,141.269571
Limestone Coast,-37.025316,141.269571
Limestone Coast,-37.025316,141.269571
Limestone Coast,-37.025316,141.269571
Murray and Mallee,-35.62103426,141.4849679
Murray and Mallee,-35.62103426,141.4849679
Murray and Mallee,-35.62103426,141.4849679
Murray and Mallee,-35.62103426,141.4849679
Murray and Mallee,-35.62103426,141.4849679
Murray and Mallee,-35.62103426,141.4849679
Hobart - North East,-42.83903,147.360174
Hobart - North East,-42.83903,147.360174
Hobart - North East,-42.83903,147.360174
Hobart - North East,-42.83903,147.360174
Hobart - North East,-42.83903,147.360174
Hobart - North East,-42.83903,147.360174
Hobart - North West,-42.842607,147.289682
Hobart - North West,-42.842607,147.289682
Hobart - North West,-42.842607,147.289682
Hobart - North West,-42.842607,147.289682
Hobart - North West,-42.842607,147.289682
Hobart - North West,-42.842607,147.289682
Hobart - South and West,-43.008052,147.309302
Hobart - South and West,-43.008052,147.309302
Hobart - South and West,-43.008052,147.309302
Hobart - South and West,-43.008052,147.309302
Hobart - South and West,-43.008052,147.309302
Hobart - South and West,-43.008052,147.309302
Hobart Inner,-42.878355,147.308002
Hobart Inner,-42.878355,147.308002
Hobart Inner,-42.878355,147.308002
Hobart Inner,-42.878355,147.308002
Hobart Inner,-42.878355,147.308002
Hobart Inner,-42.878355,147.308002
Sorell - Dodges Ferry,-42.730264,147.439671
Sorell - Dodges Ferry,-42.730264,147.439671
Sorell - Dodges Ferry,-42.730264,147.439671
Sorell - Dodges Ferry,-42.730264,147.439671
Sorell - Dodges Ferry,-42.730264,147.439671
Sorell - Dodges Ferry,-42.730264,147.439671
Launceston,-41.472435,147.157786
Launceston,-41.472435,147.157786
Launceston,-41.472435,147.157786
Launceston,-41.472435,147.157786
Launceston,-41.472435,147.157786
Launceston,-41.472435,147.157786
Meander Valley - West Tamar,-41.293081,146.972023
Meander Valley - West Tamar,-41.293081,146.972023
Meander Valley - West Tamar,-41.293081,146.972023
Meander Valley - West Tamar,-41.293081,146.972023
Meander Valley - West Tamar,-41.293081,146.972023
Meander Valley - West Tamar,-41.293081,146.972023
North East,-41.788619,147.317089
North East,-41.788619,147.317089
North East,-41.788619,147.317089
North East,-41.788619,147.317089
North East,-41.788619,147.317089
North East,-41.788619,147.317089
Central Highlands (Tas),-42.833718,147.174382
Central Highlands (Tas),-42.833718,147.174382
Central Highlands (Tas),-42.833718,147.174382
Central Highlands (Tas),-42.833718,147.174382
Central Highlands (Tas),-42.833718,147.174382
Central Highlands (Tas),-42.833718,147.174382
Huon - Bruny Island,-43.00658,147.256698
Huon - Bruny Island,-43.00658,147.256698
Huon - Bruny Island,-43.00658,147.256698
Huon - Bruny Island,-43.00658,147.256698
Huon - Bruny Island,-43.00658,147.256698
Huon - Bruny Island,-43.00658,147.256698
South East Coast,-43.535913,146.356055
South East Coast,-43.535913,146.356055
South East Coast,-43.535913,146.356055
South East Coast,-43.535913,146.356055
South East Coast,-43.535913,146.356055
South East Coast,-43.535913,146.356055
Burnie - Ulverstone,-41.269708,145.931776
Burnie - Ulverstone,-41.269708,145.931776
Burnie - Ulverstone,-41.269708,145.931776
Burnie - Ulverstone,-41.269708,145.931776
Burnie - Ulverstone,-41.269708,145.931776
Burnie - Ulverstone,-41.269708,145.931776
Devonport,-41.177924,146.783947
Devonport,-41.177924,146.783947
Devonport,-41.177924,146.783947
Devonport,-41.177924,146.783947
Devonport,-41.177924,146.783947
Devonport,-41.177924,146.783947
West Coast,-42.544215,146.45502
West Coast,-42.544215,146.45502
West Coast,-42.544215,146.45502
West Coast,-42.544215,146.45502
West Coast,-42.544215,146.45502
West Coast,-42.544215,146.45502
Belconnen,-35.257315,149.049796
Belconnen,-35.257315,149.049796
Belconnen,-35.257315,149.049796
Belconnen,-35.257315,149.049796
Belconnen,-35.257315,149.049796
Belconnen,-35.257315,149.049796
