State/territory,SA2 Code,SA2 Name,Age group,Participated,Invited,Particpation (%),Year
ACT,801011013,Hawker,50–74,334,705,47.40690999,2020–2021                
ACT,801011014,Higgins,50–74,282,748,37.69582311,2020–2021                
ACT,801011015,Holt,50–74,515,1273,40.45052598,2020–2021                
ACT,801011016,Kaleen,50–74,920,1930,47.67075531,2020–2021                
ACT,801011017,Latham,50–74,341,823,41.42717975,2020–2021                
ACT,801011018,Lawson,50–74,63,155,40.64261635,2020–2021                
ACT,801011019,Macgregor (ACT),50–74,450,1240,36.31402225,2020–2021                
ACT,801011020,Macquarie,50–74,544,1083,50.25041047,2020–2021                
ACT,801011021,McKellar,50–74,355,800,44.41651988,2020–2021                
ACT,801011022,Melba,50–74,323,754,42.83145562,2020–2021                
ACT,801011023,Page,50–74,237,559,42.43515243,2020–2021                
ACT,801011024,Scullin,50–74,243,587,41.43063368,2020–2021                
ACT,801011025,Spence,50–74,237,594,39.8931319,2020–2021                
ACT,801011026,Weetangera,50–74,315,600,52.447915,2020–2021                
ACT,801011111,Molonglo Corridor,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801011112,West Belconnen,50–74,40,114,35.08761691,2020–2021                
ACT,801031031,Hume,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801031032,Kowen,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801031113,Canberra East,50–74,70,215,32.83389178,2020–2021                
ACT,801031114,Canberra Airport,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801031115,Majura,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801041034,Amaroo,50–74,459,1137,40.39646745,2020–2021                
ACT,801041035,Bonner,50–74,303,807,37.50719349,2020–2021                
ACT,801041036,Casey,50–74,304,777,39.13772089,2020–2021                
ACT,801041037,Crace,50–74,272,602,45.18272425,2020–2021                
ACT,801041038,Forde,50–74,296,691,42.88438658,2020–2021                
ACT,801041039,Franklin,50–74,334,851,39.26100025,2020–2021                
ACT,801041040,Gungahlin,50–74,644,1544,41.70970403,2020–2021                
ACT,801041043,Hall,50–74,58,117,49.84037307,2020–2021                
ACT,801041044,Harrison,50–74,398,1013,39.25734121,2020–2021                
ACT,801041045,Mitchell,50–74,77,184,41.84782609,2020–2021                
ACT,801041046,Ngunnawal,50–74,777,1990,39.05440728,2020–2021                
ACT,801041047,Nicholls,50–74,986,1971,50.03033698,2020–2021                
ACT,801041048,Palmerston,50–74,550,1299,42.34722201,2020–2021                
ACT,801041118,Jacka,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801041119,Kenny,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801041120,Moncrieff,50–74,145,339,42.77222245,2020–2021                
ACT,801041121,Taylor,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801041122,Throsby,50–74,51,118,43.22033898,2020–2021                
ACT,801051049,Acton,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801051050,Ainslie,50–74,643,1349,47.62425847,2020–2021                
ACT,801051051,Braddon,50–74,350,849,41.18681838,2020–2021                
ACT,801051053,Civic,50–74,417,1070,38.98305786,2020–2021                
ACT,801051054,Dickson,50–74,528,1158,45.59145526,2020–2021                
ACT,801051055,Downer,50–74,308,794,38.75567503,2020–2021                
ACT,801051056,Hackett,50–74,340,727,46.83798311,2020–2021                
ACT,801051057,Lyneham,50–74,422,1034,40.76287144,2020–2021                
ACT,801051058,O'Connor (ACT),50–74,577,1248,46.21799806,2020–2021                
ACT,801051060,Turner,50–74,266,647,41.13571903,2020–2021                
ACT,801051061,Watson,50–74,531,1117,47.54737402,2020–2021                
ACT,801051124,Campbell,50–74,456,912,50.01084432,2020–2021                
ACT,801051125,Duntroon,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801051126,Parkes (ACT) - North,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801051127,Reid,50–74,165,359,45.83475465,2020–2021                
ACT,801061062,Deakin,50–74,344,743,46.2977583,2020–2021                
ACT,801061063,Forrest,50–74,408,873,46.771683,2020–2021                
ACT,801061064,Griffith (ACT),50–74,450,1069,42.14305413,2020–2021                
ACT,801061067,Narrabundah,50–74,636,1456,43.67463403,2020–2021                
ACT,801061068,Parkes (ACT) - South,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801061069,Red Hill (ACT),50–74,347,747,46.47557294,2020–2021                
ACT,801061070,Yarralumla,50–74,433,875,49.48865543,2020–2021                
ACT,801061129,Barton,50–74,340,679,50.1482863,2020–2021                
ACT,801061130,Fyshwick,50–74,99,270,36.65013881,2020–2021                
ACT,801061131,Kingston (ACT),50–74,731,1606,45.5224573,2020–2021                
ACT,801071071,Banks,50–74,489,1227,39.89044281,2020–2021                
ACT,801071072,Bonython,50–74,452,979,46.16437509,2020–2021                
ACT,801071073,Calwell,50–74,616,1414,43.59079691,2020–2021                
ACT,801071074,Chisholm,50–74,642,1554,41.33657983,2020–2021                
ACT,801071075,Conder,50–74,520,1275,40.8204744,2020–2021                
ACT,801071076,Fadden,50–74,451,897,50.29142745,2020–2021                
ACT,801071077,Gilmore,50–74,269,697,38.59181056,2020–2021                
ACT,801071078,Gordon (ACT),50–74,863,1939,44.53287603,2020–2021                
ACT,801071079,Gowrie (ACT),50–74,341,823,41.45066897,2020–2021                
ACT,801071080,Greenway,50–74,316,716,44.13374334,2020–2021                
ACT,801071081,Isabella Plains,50–74,410,1001,40.95552574,2020–2021                
ACT,801071082,Kambah,50–74,1875,4079,45.96714881,2020–2021                
ACT,801071083,Macarthur,50–74,170,387,43.94381052,2020–2021                
ACT,801071084,Monash,50–74,640,1416,45.21404663,2020–2021                
ACT,801071085,Mount Taylor,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801071086,Oxley (ACT),50–74,199,492,40.45423723,2020–2021                
ACT,801071087,Richardson,50–74,280,759,36.88917426,2020–2021                
ACT,801071088,Theodore,50–74,395,913,43.25960735,2020–2021                
ACT,801071089,Tuggeranong,50–74,131,326,40.18597441,2020–2021                
ACT,801071090,Wanniassa,50–74,996,2194,45.39576992,2020–2021                
ACT,801071132,Tuggeranong - West,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801081091,Chapman,50–74,373,715,52.2311354,2020–2021                
ACT,801081092,Duffy,50–74,369,767,48.11804547,2020–2021                
ACT,801081093,Fisher,50–74,334,677,49.29142588,2020–2021                
ACT,801081094,Holder,50–74,285,614,46.41792125,2020–2021                
ACT,801081095,Rivett,50–74,284,726,39.11965571,2020–2021                
ACT,801081096,Stirling,50–74,229,512,44.60654216,2020–2021                
ACT,801081097,Waramanga,50–74,248,581,42.68739826,2020–2021                
ACT,801081098,Weston,50–74,391,785,49.84274187,2020–2021                
ACT,801081133,Scrivener,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801091099,Chifley,50–74,216,504,42.79605154,2020–2021                
ACT,801091100,Curtin,50–74,588,1184,49.69008343,2020–2021                
ACT,801091101,Farrer,50–74,538,1161,46.36190184,2020–2021                
ACT,801091102,Garran,50–74,503,1048,48.00215828,2020–2021                
ACT,801091103,Hughes,50–74,349,723,48.28797206,2020–2021                
ACT,801091104,Isaacs,50–74,353,669,52.81559575,2020–2021                
ACT,801091105,Lyons (ACT),50–74,262,568,46.16325627,2020–2021                
ACT,801091106,Mawson,50–74,281,643,43.74146293,2020–2021                
ACT,801091107,O'Malley,50–74,132,284,46.56614481,2020–2021                
ACT,801091108,Pearce,50–74,278,605,46.00013495,2020–2021                
ACT,801091109,Phillip,50–74,386,932,41.44690785,2020–2021                
ACT,801091110,Torrens,50–74,222,499,44.55288536,2020–2021                
ACT,801101134,Arboretum,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801101135,Coombs,50–74,157,362,43.403005,2020–2021                
ACT,801101136,Denman Prospect,50–74,286,557,51.3464991,2020–2021                
ACT,801101138,Molonglo - North,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801101139,Wright,50–74,150,377,39.88804372,2020–2021                
ACT,801111140,ACT - South West,50–74,173,475,36.34327549,2020–2021                
ACT,801111141,Namadgi,50–74,n.p.,n.p.,n.p.,2020–2021                
ACT,801051128,Russell,50–74,n.p.,n.p.,n.p.,2020–2021                
NSW,101011001,Goulburn,,1386,3385,40.9,2015–2016                
NSW,101011002,Goulburn Region,,882,2098,42,2015–2016                
NSW,101011003,Yass,,340,864,39.3,2015–2016                
NSW,101011004,Yass Region,,749,1782,42,2015–2016                
NSW,101011005,Young,,684,1669,41,2015–2016                
NSW,101011006,Young Region,,507,1288,39.3,2015–2016                
NSW,101021007,Braidwood,,284,683,41.6,2015–2016                
NSW,101021008,Karabar,,416,1249,33.4,2015–2016                
NSW,101021009,Queanbeyan,,392,1116,35.1,2015–2016                
NSW,101021010,Queanbeyan - East,,196,520,37.8,2015–2016                
NSW,101021011,Queanbeyan Region,,1040,2388,43.5,2015–2016                
NSW,101021012,Queanbeyan West - Jerrabomberra,,661,1587,41.6,2015–2016                
NSW,101031013,Bombala,,190,405,46.9,2015–2016                
NSW,101031014,Cooma,,520,1188,43.8,2015–2016                
NSW,101031015,Cooma Region,,210,507,41.4,2015–2016                
NSW,101031016,Jindabyne - Berridale,,377,899,42,2015–2016                
NSW,101041017,Batemans Bay,,666,1548,43,2015–2016                
NSW,101041018,Batemans Bay - South,,698,1509,46.2,2015–2016                
NSW,101041019,Bega - Tathra,,773,1647,46.9,2015–2016                
NSW,101041020,Bega-Eden Hinterland,,774,1736,44.6,2015–2016                
NSW,101041021,Broulee - Tomakin,,253,529,47.9,2015–2016                
NSW,101041022,Deua - Wadbilliga,,n.p.,n.p.,n.p.,2015–2016                
NSW,101041023,Eden,,286,652,43.8,2015–2016                
NSW,101041024,Eurobodalla Hinterland,,269,627,43,2015–2016                
NSW,101041025,Merimbula - Tura Beach,,1042,2100,49.6,2015–2016                
NSW,101041026,Moruya - Tuross Head,,794,1717,46.3,2015–2016                
NSW,101041027,Narooma - Bermagui,,973,2025,48,2015–2016                
NSW,102011028,Avoca Beach - Copacabana,,499,1271,39.2,2015–2016                
NSW,102011029,Box Head - MacMasters Beach,,827,1981,41.8,2015–2016                
NSW,102011030,Calga - Kulnura,,309,890,34.7,2015–2016                
NSW,102011031,Erina - Green Point,,963,2375,40.5,2015–2016                
NSW,102011032,Gosford - Springfield,,787,2213,35.6,2015–2016                
NSW,102011033,Kariong,,314,911,34.5,2015–2016                
NSW,102011034,Kincumber - Picketts Valley,,481,1182,40.7,2015–2016                
NSW,102011035,Narara,,416,1082,38.4,2015–2016                
NSW,102011036,Niagara Park - Lisarow,,479,1252,38.2,2015–2016                
NSW,102011037,Point Clare - Koolewong,,455,1091,41.7,2015–2016                
NSW,102011038,Saratoga - Davistown,,437,1095,39.9,2015–2016                
NSW,102011039,Terrigal - North Avoca,,947,2127,44.5,2015–2016                
NSW,102011040,Umina - Booker Bay - Patonga,,1476,3876,38.1,2015–2016                
NSW,102011041,Wamberal - Forresters Beach,,668,1600,41.7,2015–2016                
NSW,102011042,Woy Woy - Blackwall,,875,2328,37.6,2015–2016                
NSW,102011043,Wyoming,,616,1734,35.5,2015–2016                
NSW,102021044,Bateau Bay - Killarney Vale,,1318,3386,38.9,2015–2016                
NSW,102021045,Blue Haven - San Remo,,525,1525,34.4,2015–2016                
NSW,102021046,Budgewoi - Buff Point - Halekulani,,575,1458,39.4,2015–2016                
NSW,102021047,Chittaway Bay - Tumbi Umbi,,999,2575,38.8,2015–2016                
NSW,102021048,Gorokan - Kanwal - Charmhaven,,1197,3299,36.3,2015–2016                
NSW,102021049,Jilliby - Yarramalong,,200,516,38.8,2015–2016                
NSW,102021050,Lake Munmorah - Mannering Park,,700,1744,40.2,2015–2016                
NSW,102021051,Ourimbah - Fountaindale,,312,795,39.3,2015–2016                
NSW,102021052,Summerland Point - Gwandalan,,432,1036,41.7,2015–2016                
NSW,102021053,The Entrance,,746,2025,36.8,2015–2016                
NSW,102021054,Toukley - Norah Head,,544,1446,37.6,2015–2016                
NSW,102021055,Tuggerah - Kangy Angy,,290,742,39.1,2015–2016                
NSW,102021056,Warnervale - Wadalba,,635,1639,38.8,2015–2016                
NSW,102021057,Wyong,,426,1263,33.7,2015–2016                
NSW,103011058,Bathurst,,1371,3363,40.8,2015–2016                
NSW,103011059,Bathurst - East,,483,1175,41.1,2015–2016                
NSW,103011060,Bathurst Region,,461,1073,43,2015–2016                
NSW,103011061,Oberon,,316,809,39.1,2015–2016                
NSW,103021062,Condobolin,,328,1001,32.8,2015–2016                
NSW,103021063,Cowra,,603,1457,41.4,2015–2016                
NSW,103021064,Cowra Region,,350,897,39.1,2015–2016                
NSW,103021065,Forbes,,615,1486,41.4,2015–2016                
NSW,103021066,Grenfell,,275,668,41.2,2015–2016                
NSW,103021067,Parkes (NSW),,462,1152,40.1,2015–2016                
NSW,103021068,Parkes Region,,358,870,41.1,2015–2016                
NSW,103021069,West Wyalong,,311,844,36.8,2015–2016                
NSW,103031070,Lithgow,,769,2080,37,2015–2016                
NSW,103031071,Lithgow Region,,564,1325,42.6,2015–2016                
NSW,103031072,Mudgee,,661,1691,39.1,2015–2016                
NSW,103031073,Mudgee Region - East,,274,684,40.1,2015–2016                
NSW,103031074,Mudgee Region - West,,677,1646,41.1,2015–2016                
NSW,103031075,Wollangambe - Wollemi,,n.p.,n.p.,n.p.,2015–2016                
NSW,103041076,Blayney,,440,1102,40,2015–2016                
NSW,103041077,Orange,,1109,2825,39.3,2015–2016                
NSW,103041078,Orange - North,,968,2313,41.9,2015–2016                
NSW,103041079,Orange Region,,716,1628,44,2015–2016                
NSW,104011080,Grafton,,1307,3001,43.5,2015–2016                
NSW,104011081,Grafton Region,,1266,3068,41.3,2015–2016                
NSW,104011082,Maclean - Yamba - Iluka,,1467,3308,44.4,2015–2016                
NSW,104021083,Bellingen,,467,1120,41.7,2015–2016                
NSW,104021084,Coffs Harbour - North,,1116,2732,40.8,2015–2016                
NSW,104021085,Coffs Harbour - South,,589,1423,41.4,2015–2016                
NSW,104021086,Coramba - Nana Glen - Bucca,,301,764,39.4,2015–2016                
NSW,104021087,Dorrigo,,308,704,43.7,2015–2016                
NSW,104021088,Korora - Emerald Beach,,682,1568,43.5,2015–2016                
NSW,104021089,Sawtell - Boambee,,1440,3319,43.4,2015–2016                
NSW,104021090,Urunga,,371,889,41.8,2015–2016                
NSW,104021091,Woolgoolga - Arrawarra,,927,2076,44.7,2015–2016                
NSW,105011092,Bourke - Brewarrina,,105,522,20.1,2015–2016                
NSW,105011093,Cobar,,184,592,31.1,2015–2016                
NSW,105011094,Coonamble,,209,620,33.7,2015–2016                
NSW,105011095,Nyngan - Warren,,280,794,35.3,2015–2016                
NSW,105011096,Walgett - Lightning Ridge,,296,1137,26,2015–2016                
NSW,105021097,Broken Hill,,909,2537,35.8,2015–2016                
NSW,105021098,Far West,,188,592,31.8,2015–2016                
NSW,105031099,Coonabarabran,,520,1361,38.2,2015–2016                
NSW,105031100,Dubbo - East,,435,1242,35,2015–2016                
NSW,105031101,Dubbo - South,,996,2554,39,2015–2016                
NSW,105031102,Dubbo - West,,328,890,36.8,2015–2016                
NSW,105031103,Dubbo Region,,244,665,36.7,2015–2016                
NSW,105031104,Gilgandra,,243,625,38.8,2015–2016                
NSW,105031105,Narromine,,343,941,36.5,2015–2016                
NSW,105031106,Wellington,,435,1266,34.3,2015–2016                
NSW,106011107,Branxton - Greta - Pokolbin,,546,1301,42,2015–2016                
NSW,106011108,Cessnock,,1010,2741,36.8,2015–2016                
NSW,106011109,Cessnock Region,,493,1253,39.4,2015–2016                
NSW,106011110,Dungog,,668,1474,45.3,2015–2016                
NSW,106011111,Kurri Kurri - Abermain,,921,2364,38.9,2015–2016                
NSW,106011112,Singleton,,692,1877,36.9,2015–2016                
NSW,106011113,Singleton Region,,246,626,39.2,2015–2016                
NSW,106021114,Maitland,,287,761,37.7,2015–2016                
NSW,106021115,Maitland - East,,1508,3555,42.4,2015–2016                
NSW,106021116,Maitland - North,,460,1002,46,2015–2016                
NSW,106021117,Maitland - West,,986,2529,39,2015–2016                
NSW,106021118,Thornton - Millers Forest,,532,1273,41.8,2015–2016                
NSW,106031119,Anna Bay,,421,963,43.7,2015–2016                
NSW,106031120,Lemon Tree Passage - Tanilba Bay,,518,1198,43.2,2015–2016                
NSW,106031121,Nelson Bay Peninsula,,1831,3746,48.9,2015–2016                
NSW,106031122,Raymond Terrace,,738,1967,37.5,2015–2016                
NSW,106031123,Seaham - Woodville,,429,880,48.8,2015–2016                
NSW,106031124,Tea Gardens - Hawks Nest,,582,1064,54.7,2015–2016                
NSW,106031125,Williamtown - Medowie - Karuah,,817,1955,41.8,2015–2016                
NSW,106041126,Muswellbrook,,555,1508,36.8,2015–2016                
NSW,106041127,Muswellbrook Region,,188,525,35.7,2015–2016                
NSW,106041128,Scone,,346,895,38.7,2015–2016                
NSW,106041129,Scone Region,,446,1158,38.5,2015–2016                
NSW,107011130,Berkeley - Warrawong - Windang,,1321,4090,32.3,2015–2016                
NSW,107011131,Dapto - Avondale,,1376,3407,40.4,2015–2016                
NSW,107011132,Horsley - Kembla Grange,,370,992,37.3,2015–2016                
NSW,107011133,Port Kembla Industrial,,n.p.,n.p.,n.p.,2015–2016                
NSW,107011134,Unanderra - Mount Kembla,,905,2268,39.9,2015–2016                
NSW,107021135,Illawarra Catchment Reserve,,n.p.,n.p.,n.p.,2015–2016                
NSW,107031136,Albion Park - Macquarie Pass,,747,1761,42.4,2015–2016                
NSW,107031137,Albion Park Rail,,367,967,37.9,2015–2016                
NSW,107031138,Kiama,,578,1280,45.1,2015–2016                
NSW,107031139,Kiama Downs - Minnamurra,,437,1011,43.3,2015–2016                
NSW,107031140,Kiama Hinterland - Gerringong,,584,1324,44.1,2015–2016                
NSW,107031141,Shellharbour - Flinders,,913,2109,43.3,2015–2016                
NSW,107031142,Shellharbour - Oak Flats,,639,1544,41.4,2015–2016                
NSW,107031143,Warilla,,1277,3276,39,2015–2016                
NSW,107041144,Balgownie - Fairy Meadow,,1173,2992,39.2,2015–2016                
NSW,107041145,Corrimal - Tarrawanna - Bellambi,,816,2173,37.6,2015–2016                
NSW,107041146,Figtree - Keiraville,,1357,3274,41.5,2015–2016                
NSW,107041147,Helensburgh,,433,1122,38.6,2015–2016                
NSW,107041148,Thirroul - Austinmer - Coalcliff,,837,1787,46.8,2015–2016                
NSW,107041149,Wollongong,,1117,3083,36.2,2015–2016                
NSW,107041150,Woonona - Bulli - Russell Vale,,1208,2788,43.3,2015–2016                
NSW,108011151,Bulahdelah - Stroud,,339,822,41.2,2015–2016                
NSW,108011152,Forster,,1377,2794,49.3,2015–2016                
NSW,108011153,Forster-Tuncurry Region,,615,1355,45.4,2015–2016                
NSW,108011154,Tuncurry,,458,960,47.7,2015–2016                
NSW,108021155,Kempsey,,847,2352,36,2015–2016                
NSW,108021156,Kempsey Region,,669,1640,40.8,2015–2016                
NSW,108021157,Macksville - Scotts Head,,357,873,40.9,2015–2016                
NSW,108021158,Nambucca Heads,,554,1293,42.9,2015–2016                
NSW,108021159,Nambucca Heads Region,,591,1460,40.5,2015–2016                
NSW,108021160,South West Rocks,,498,1010,49.3,2015–2016                
NSW,108031161,Lord Howe Island,,n.p.,n.p.,n.p.,2015–2016                
NSW,108041162,Laurieton - Bonny Hills,,1502,3105,48.4,2015–2016                
NSW,108041163,Port Macquarie - East,,2099,4705,44.6,2015–2016                
NSW,108041164,Port Macquarie - West,,1094,2588,42.3,2015–2016                
NSW,108041165,Port Macquarie Region,,388,982,39.5,2015–2016                
NSW,108041166,Wauchope,,758,1765,42.9,2015–2016                
NSW,108051167,Gloucester,,459,951,48.3,2015–2016                
NSW,108051168,Old Bar - Manning Point - Red Head,,949,1984,47.9,2015–2016                
NSW,108051169,Taree,,1455,3326,43.8,2015–2016                
NSW,108051170,Taree Region,,1251,2646,47.3,2015–2016                
NSW,108051171,Wingham,,400,930,42.9,2015–2016                
NSW,109011172,Albury - East,,792,1702,46.5,2015–2016                
NSW,109011173,Albury - North,,502,1247,40.2,2015–2016                
NSW,109011174,Albury - South,,830,1776,46.7,2015–2016                
NSW,109011175,Albury Region,,757,1807,41.9,2015–2016                
NSW,109011176,Lavington,,896,2191,40.9,2015–2016                
NSW,109021177,Hay,,165,470,35.1,2015–2016                
NSW,109021178,Wentworth - Buronga,,367,854,43,2015–2016                
NSW,109021179,Wentworth-Balranald Region,,216,587,36.7,2015–2016                
NSW,109031180,Corowa,,442,927,47.7,2015–2016                
NSW,109031181,Corowa Region,,529,1191,44.4,2015–2016                
NSW,109031182,Deniliquin,,350,852,41.1,2015–2016                
NSW,109031183,Deniliquin Region,,554,1294,42.8,2015–2016                
NSW,109031184,Moama,,500,987,50.7,2015–2016                
NSW,109031185,Tocumwal - Finley - Jerilderie,,737,1692,43.6,2015–2016                
NSW,110011186,Armidale,,1402,3144,44.6,2015–2016                
NSW,110011187,Armidale Region - North,,314,678,46.3,2015–2016                
NSW,110011188,Armidale Region - South,,464,1061,43.8,2015–2016                
NSW,110011189,Walcha,,255,573,44.5,2015–2016                
NSW,110021190,Glen Innes,,625,1542,40.5,2015–2016                
NSW,110021191,Inverell,,710,1831,38.8,2015–2016                
NSW,110021192,Inverell Region - East,,320,778,41.2,2015–2016                
NSW,110021193,Inverell Region - West,,371,905,41,2015–2016                
NSW,110021194,Tenterfield,,407,1221,33.4,2015–2016                
NSW,110031195,Moree,,365,1201,30.4,2015–2016                
NSW,110031196,Moree Region,,196,663,29.6,2015–2016                
NSW,110031197,Narrabri,,289,784,36.9,2015–2016                
NSW,110031198,Narrabri Region,,317,955,33.2,2015–2016                
NSW,110041199,Gunnedah,,474,1245,38.1,2015–2016                
NSW,110041200,Gunnedah Region,,254,640,39.7,2015–2016                
NSW,110041201,Quirindi,,507,1259,40.3,2015–2016                
NSW,110041202,Tamworth - East,,1131,2731,41.4,2015–2016                
NSW,110041203,Tamworth - North,,929,2232,41.6,2015–2016                
NSW,110041204,Tamworth - West,,221,637,34.7,2015–2016                
NSW,110041205,Tamworth Region,,1265,2980,42.5,2015–2016                
NSW,111011206,Belmont - Bennetts Green,,1164,2623,44.4,2015–2016                
NSW,111011207,Belmont South - Blacksmiths,,416,902,46.1,2015–2016                
NSW,111011208,Charlestown - Dudley,,1465,3297,44.4,2015–2016                
NSW,111011209,Glendale - Cardiff - Hillsborough,,1442,3372,42.8,2015–2016                
NSW,111011210,Mount Hutton - Windale,,446,1228,36.3,2015–2016                
NSW,111011211,Redhead,,235,529,44.4,2015–2016                
NSW,111011212,Swansea - Caves Beach,,935,1961,47.7,2015–2016                
NSW,111011213,Valentine - Eleebana,,1142,2222,51.4,2015–2016                
NSW,111011214,Warners Bay - Boolaroo,,952,2103,45.3,2015–2016                
NSW,111021215,Bolton Point - Teralba,,541,1316,41.1,2015–2016                
NSW,111021216,Bonnells Bay - Silverwater,,657,1407,46.7,2015–2016                
NSW,111021217,Edgeworth - Cameron Park,,618,1507,41,2015–2016                
NSW,111021218,Morisset - Cooranbong,,952,2306,41.3,2015–2016                
NSW,111021219,Toronto - Awaba,,1044,2278,45.8,2015–2016                
NSW,111021220,Wangi Wangi - Rathmines,,842,1749,48.1,2015–2016                
NSW,111021221,West Wallsend - Barnsley - Killingworth,,390,914,42.7,2015–2016                
NSW,111031222,Adamstown - Kotara,,884,2019,43.8,2015–2016                
NSW,111031223,Beresfield - Hexham,,535,1284,41.7,2015–2016                
NSW,111031224,Hamilton - Broadmeadow,,683,1725,39.6,2015–2016                
NSW,111031225,Lambton - New Lambton,,982,2259,43.5,2015–2016                
NSW,111031226,Maryland - Fletcher - Minmi,,638,1589,40.1,2015–2016                
NSW,111031227,Mayfield - Warabrook,,634,1901,33.4,2015–2016                
NSW,111031228,Merewether - The Junction,,876,1953,44.9,2015–2016                
NSW,111031229,Newcastle - Cooks Hill,,620,1502,41.3,2015–2016                
NSW,111031230,Newcastle Port - Kooragang,,n.p.,n.p.,n.p.,2015–2016                
NSW,111031231,Shortland - Jesmond,,389,992,39.2,2015–2016                
NSW,111031232,Stockton - Fullerton Cove,,644,1328,48.5,2015–2016                
NSW,111031233,Wallsend - Elermore Vale,,1202,2767,43.4,2015–2016                
NSW,111031234,Waratah - North Lambton,,522,1392,37.5,2015–2016                
NSW,111031235,Wickham - Carrington - Tighes Hill,,367,1038,35.3,2015–2016                
NSW,112011236,Ballina,,1144,2674,42.8,2015–2016                
NSW,112011237,Ballina Region,,1268,2837,44.7,2015–2016                
NSW,112011238,Bangalow,,425,998,42.6,2015–2016                
NSW,112011239,Brunswick Heads - Ocean Shores,,579,1445,40.1,2015–2016                
NSW,112011240,Byron Bay,,683,1804,37.9,2015–2016                
NSW,112011241,Evans Head,,352,875,40.2,2015–2016                
NSW,112011242,Lennox Head - Skennars Head,,612,1447,42.3,2015–2016                
NSW,112011243,Mullumbimby,,568,1547,36.7,2015–2016                
NSW,112021244,Casino,,759,1828,41.5,2015–2016                
NSW,112021245,Casino Region,,459,1142,40.2,2015–2016                
NSW,112021246,Goonellabah,,783,1821,43,2015–2016                
NSW,112021247,Kyogle,,529,1342,39.4,2015–2016                
NSW,112021248,Lismore,,953,2565,37.1,2015–2016                
NSW,112021249,Lismore Region,,1142,2787,41,2015–2016                
NSW,112031250,Kingscliff - Fingal Head,,805,1977,40.7,2015–2016                
NSW,112031251,Murwillumbah,,561,1486,37.8,2015–2016                
NSW,112031252,Murwillumbah Region,,713,1782,40,2015–2016                
NSW,112031253,Pottsville,,891,2115,42.1,2015–2016                
NSW,112031254,Tweed Heads,,1369,3323,41.2,2015–2016                
NSW,112031255,Tweed Heads - South,,1824,4289,42.5,2015–2016                
NSW,113011256,Griffith (NSW),,918,2476,37.1,2015–2016                
NSW,113011257,Griffith Region,,545,1534,35.5,2015–2016                
NSW,113011258,Leeton,,501,1353,37,2015–2016                
NSW,113011259,Narrandera,,366,959,38.2,2015–2016                
NSW,113021260,Tumbarumba,,229,589,38.8,2015–2016                
NSW,113021261,Tumut,,434,1083,40.1,2015–2016                
NSW,113021262,Tumut Region,,334,740,45.2,2015–2016                
NSW,113031263,Cootamundra,,612,1347,45.5,2015–2016                
NSW,113031264,Gundagai,,206,564,36.5,2015–2016                
NSW,113031265,Junee,,303,819,37,2015–2016                
NSW,113031266,Temora,,436,1033,42.2,2015–2016                
NSW,113031267,Wagga Wagga - East,,1016,2395,42.4,2015–2016                
NSW,113031268,Wagga Wagga - North,,147,369,39.9,2015–2016                
NSW,113031269,Wagga Wagga - South,,1079,2712,39.8,2015–2016                
NSW,113031270,Wagga Wagga - West,,527,1390,38,2015–2016                
NSW,113031271,Wagga Wagga Region,,732,1969,37.2,2015–2016                
NSW,114011272,Berry - Kangaroo Valley,,822,1708,48.1,2015–2016                
NSW,114011273,Callala Bay - Currarong,,362,735,49.3,2015–2016                
NSW,114011274,Culburra Beach,,456,968,47.1,2015–2016                
NSW,114011275,Ettrema - Sassafras - Budawang,,n.p.,n.p.,n.p.,2015–2016                
NSW,114011276,Huskisson - Vincentia,,420,835,50.3,2015–2016                
NSW,114011277,North Nowra - Bomaderry,,1166,2652,44,2015–2016                
NSW,114011278,Nowra,,963,2620,36.8,2015–2016                
NSW,114011279,St Georges Basin - Erowal Bay,,1093,2468,44.3,2015–2016                
NSW,114011280,Sussex Inlet - Berrara,,407,877,46.4,2015–2016                
NSW,114011281,Tomerong - Wandandian - Woollamia,,265,637,41.6,2015–2016                
NSW,114011282,Ulladulla,,1379,2898,47.6,2015–2016                
NSW,114011283,Ulladulla Region,,523,1076,48.6,2015–2016                
NSW,114021284,Bowral,,1094,2547,43,2015–2016                
NSW,114021285,Hill Top - Colo Vale,,277,805,34.4,2015–2016                
NSW,114021286,Mittagong,,634,1516,41.8,2015–2016                
