State/territory,SA2 Code,SA2 Name,Age group,Participated,Invited,Particpation (%),Year
NSW,101021007,Braidwood,50–74,576,1305,44.13910916,2019–2020                
NSW,101021008,Karabar,50–74,726,1958,37.0887062,2019–2020                
NSW,101021009,Queanbeyan,50–74,822,2215,37.1215637,2019–2020                
NSW,101021010,Queanbeyan - East,50–74,374,966,38.68196715,2019–2020                
NSW,101021011,Queanbeyan Region,50–74,2589,5446,47.53302898,2019–2020                
NSW,101021012,Queanbeyan West - Jerrabomberra,50–74,1314,2931,44.83422627,2019–2020                
NSW,101031013,Bombala,50–74,367,748,49.04805808,2019–2020                
NSW,101031014,Cooma,50–74,933,2094,44.54897366,2019–2020                
NSW,101031015,Cooma Region,50–74,366,848,43.14279144,2019–2020                
NSW,101031016,Jindabyne - Berridale,50–74,811,1801,45.03022819,2019–2020                
NSW,101041017,Batemans Bay,50–74,1454,3104,46.83618906,2019–2020                
NSW,101041018,Batemans Bay - South,50–74,1129,2364,47.74855374,2019–2020                
NSW,101041019,Bega - Tathra,50–74,1805,3591,50.2563981,2019–2020                
NSW,101041020,Bega-Eden Hinterland,50–74,1106,2301,48.07836445,2019–2020                
NSW,101041021,Broulee - Tomakin,50–74,893,1744,51.22490796,2019–2020                
NSW,101041022,Deua - Wadbilliga,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,101041023,Eden,50–74,606,1231,49.2282697,2019–2020                
NSW,101041024,Eurobodalla Hinterland,50–74,495,1039,47.6355056,2019–2020                
NSW,101041025,Merimbula - Tura Beach,50–74,2099,3873,54.19581137,2019–2020                
NSW,101041026,Moruya - Tuross Head,50–74,1159,2404,48.19732603,2019–2020                
NSW,101041027,Narooma - Bermagui,50–74,1814,3552,51.07005317,2019–2020                
NSW,101051539,Goulburn,50–74,2675,6225,42.97047245,2019–2020                
NSW,101051540,Goulburn Region,50–74,1682,3859,43.58621782,2019–2020                
NSW,101061541,Yass,50–74,811,1825,44.412519,2019–2020                
NSW,101061542,Yass Region,50–74,1270,2767,45.90434989,2019–2020                
NSW,101061543,Young,50–74,1141,2690,42.41881978,2019–2020                
NSW,101061544,Young Region,50–74,848,2046,41.44578357,2019–2020                
NSW,102011028,Avoca Beach - Copacabana,50–74,840,1813,46.33473942,2019–2020                
NSW,102011029,Box Head - MacMasters Beach,50–74,1371,2900,47.27272677,2019–2020                
NSW,102011030,Calga - Kulnura,50–74,478,1348,35.47980757,2019–2020                
NSW,102011031,Erina - Green Point,50–74,1679,3606,46.56787377,2019–2020                
NSW,102011032,Gosford - Springfield,50–74,2055,5394,38.09745302,2019–2020                
NSW,102011033,Kariong,50–74,565,1408,40.14142522,2019–2020                
NSW,102011034,Kincumber - Picketts Valley,50–74,1026,2269,45.22031881,2019–2020                
NSW,102011035,Narara,50–74,740,1751,42.27162731,2019–2020                
NSW,102011036,Niagara Park - Lisarow,50–74,843,1963,42.97251753,2019–2020                
NSW,102011037,Point Clare - Koolewong,50–74,734,1653,44.41757944,2019–2020                
NSW,102011038,Saratoga - Davistown,50–74,785,1747,44.9379532,2019–2020                
NSW,102011039,Terrigal - North Avoca,50–74,1901,4087,46.5182448,2019–2020                
NSW,102011040,Umina - Booker Bay - Patonga,50–74,3006,7031,42.75131381,2019–2020                
NSW,102011041,Wamberal - Forresters Beach,50–74,1133,2429,46.63725625,2019–2020                
NSW,102011042,Woy Woy - Blackwall,50–74,1551,3736,41.51498929,2019–2020                
NSW,102011043,Wyoming,50–74,1036,2632,39.33995095,2019–2020                
NSW,102021044,Bateau Bay - Killarney Vale,50–74,2212,5191,42.61108436,2019–2020                
NSW,102021045,Blue Haven - San Remo,50–74,890,2459,36.19357462,2019–2020                
NSW,102021046,Budgewoi - Buff Point - Halekulani,50–74,1087,2586,42.03402939,2019–2020                
NSW,102021047,Chittaway Bay - Tumbi Umbi,50–74,1618,3810,42.47547886,2019–2020                
NSW,102021048,Gorokan - Kanwal - Charmhaven,50–74,2084,5418,38.4571513,2019–2020                
NSW,102021049,Jilliby - Yarramalong,50–74,397,906,43.81428589,2019–2020                
NSW,102021050,Lake Munmorah - Mannering Park,50–74,1392,3057,45.54506013,2019–2020                
NSW,102021051,Ourimbah - Fountaindale,50–74,598,1382,43.27062229,2019–2020                
NSW,102021052,Summerland Point - Gwandalan,50–74,747,1675,44.59249002,2019–2020                
NSW,102021053,The Entrance,50–74,2029,4844,41.89317769,2019–2020                
NSW,102021054,Toukley - Norah Head,50–74,1182,2854,41.42664492,2019–2020                
NSW,102021055,Tuggerah - Kangy Angy,50–74,758,1900,39.8924266,2019–2020                
NSW,102021056,Warnervale - Wadalba,50–74,1285,3234,39.74170666,2019–2020                
NSW,102021057,Wyong,50–74,829,2263,36.64592378,2019–2020                
NSW,103011058,Bathurst,50–74,2625,6169,42.55229208,2019–2020                
NSW,103011059,Bathurst - East,50–74,1024,2282,44.85428924,2019–2020                
NSW,103011060,Bathurst Region,50–74,866,1946,44.52361716,2019–2020                
NSW,103011061,Oberon,50–74,570,1382,41.2433347,2019–2020                
NSW,103021062,Condobolin,50–74,582,1643,35.43752752,2019–2020                
NSW,103021063,Cowra,50–74,1106,2669,41.44063387,2019–2020                
NSW,103021064,Cowra Region,50–74,670,1567,42.75388377,2019–2020                
NSW,103021065,Forbes,50–74,1095,2601,42.09925839,2019–2020                
NSW,103021066,Grenfell,50–74,470,1063,44.21409652,2019–2020                
NSW,103021067,Parkes (NSW),50–74,1044,2525,41.34797298,2019–2020                
NSW,103021068,Parkes Region,50–74,373,985,37.82894264,2019–2020                
NSW,103021069,West Wyalong,50–74,546,1424,38.32991435,2019–2020                
NSW,103031070,Lithgow,50–74,1338,3365,39.75373592,2019–2020                
NSW,103031071,Lithgow Region,50–74,1056,2369,44.58514555,2019–2020                
NSW,103031072,Mudgee,50–74,1262,2962,42.60641541,2019–2020                
NSW,103031073,Mudgee Region - East,50–74,508,1141,44.52479712,2019–2020                
NSW,103031074,Mudgee Region - West,50–74,1137,2785,40.82716874,2019–2020                
NSW,103031075,Wollangambe - Wollemi,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,103041076,Blayney,50–74,920,2070,44.43884449,2019–2020                
NSW,103041077,Orange,50–74,2358,5549,42.49090899,2019–2020                
NSW,103041078,Orange - North,50–74,1694,3875,43.71117765,2019–2020                
NSW,103041079,Orange Region,50–74,1226,2636,46.51209421,2019–2020                
NSW,104011080,Grafton,50–74,2394,5493,43.58913078,2019–2020                
NSW,104011081,Grafton Region,50–74,1920,4495,42.70396802,2019–2020                
NSW,104011082,Maclean - Yamba - Iluka,50–74,2731,5585,48.90023665,2019–2020                
NSW,104021083,Bellingen,50–74,859,1923,44.66978679,2019–2020                
NSW,104021084,Coffs Harbour - North,50–74,1860,4097,45.40362659,2019–2020                
NSW,104021085,Coffs Harbour - South,50–74,1966,4556,43.15248346,2019–2020                
NSW,104021086,Coramba - Nana Glen - Bucca,50–74,386,908,42.49473483,2019–2020                
NSW,104021087,Dorrigo,50–74,386,945,40.84399233,2019–2020                
NSW,104021088,Korora - Emerald Beach,50–74,1192,2356,50.60298098,2019–2020                
NSW,104021089,Sawtell - Boambee,50–74,2615,5479,47.72433361,2019–2020                
NSW,104021090,Urunga,50–74,713,1534,46.47980665,2019–2020                
NSW,104021091,Woolgoolga - Arrawarra,50–74,1700,3706,45.87155616,2019–2020                
NSW,105011092,Bourke - Brewarrina,50–74,201,821,24.48233861,2019–2020                
NSW,105011093,Cobar,50–74,315,938,33.58208955,2019–2020                
NSW,105011094,Coonamble,50–74,303,948,31.96873716,2019–2020                
NSW,105011095,Nyngan - Warren,50–74,410,1168,35.10273973,2019–2020                
NSW,105011096,Walgett - Lightning Ridge,50–74,412,1657,24.86391546,2019–2020                
NSW,105021097,Broken Hill,50–74,1593,4323,36.8496658,2019–2020                
NSW,105021098,Far West,50–74,144,524,27.4506458,2019–2020                
NSW,105031099,Coonabarabran,50–74,884,2259,39.1321531,2019–2020                
NSW,105031100,Dubbo - East,50–74,739,2111,35.02735897,2019–2020                
NSW,105031101,Dubbo - South,50–74,1852,4767,38.86054913,2019–2020                
NSW,105031102,Dubbo - West,50–74,604,1613,37.44913263,2019–2020                
NSW,105031103,Dubbo Region,50–74,481,1173,41.00754155,2019–2020                
NSW,105031104,Gilgandra,50–74,482,1170,41.1900123,2019–2020                
NSW,105031105,Narromine,50–74,571,1594,35.81238854,2019–2020                
NSW,105031106,Wellington,50–74,750,2176,34.46566374,2019–2020                
NSW,106011107,Branxton - Greta - Pokolbin,50–74,1102,2431,45.33146156,2019–2020                
NSW,106011108,Cessnock,50–74,1930,4963,38.88675165,2019–2020                
NSW,106011109,Cessnock Region,50–74,904,2134,42.36336718,2019–2020                
NSW,106011110,Dungog,50–74,1144,2543,44.98624175,2019–2020                
NSW,106011111,Kurri Kurri - Abermain,50–74,1741,4277,40.70642607,2019–2020                
NSW,106011112,Singleton,50–74,1564,3717,42.07325005,2019–2020                
NSW,106011113,Singleton Region,50–74,527,1264,41.70470495,2019–2020                
NSW,106021114,Maitland,50–74,684,1652,41.40642287,2019–2020                
NSW,106021115,Maitland - East,50–74,2900,6537,44.36290136,2019–2020                
NSW,106021116,Maitland - North,50–74,885,1772,49.97178112,2019–2020                
NSW,106021117,Maitland - West,50–74,2100,5023,41.80812945,2019–2020                
NSW,106021118,Thornton - Millers Forest,50–74,1183,2601,45.47310618,2019–2020                
NSW,106031119,Anna Bay,50–74,894,1806,49.50166113,2019–2020                
NSW,106031120,Lemon Tree Passage - Tanilba Bay,50–74,970,2058,47.13313897,2019–2020                
NSW,106031121,Nelson Bay Peninsula,50–74,3350,6499,51.54639175,2019–2020                
NSW,106031122,Raymond Terrace,50–74,1268,3282,38.62994224,2019–2020                
NSW,106031123,Seaham - Woodville,50–74,761,1491,51.04985417,2019–2020                
NSW,106031124,Tea Gardens - Hawks Nest,50–74,1326,2376,55.80146211,2019–2020                
NSW,106031125,Williamtown - Medowie - Karuah,50–74,1604,3576,44.85827286,2019–2020                
NSW,106041126,Muswellbrook,50–74,1063,2832,37.53685971,2019–2020                
NSW,106041127,Muswellbrook Region,50–74,343,877,39.10493187,2019–2020                
NSW,106041128,Scone,50–74,596,1459,40.83921691,2019–2020                
NSW,106041129,Scone Region,50–74,813,2028,40.09613944,2019–2020                
NSW,107011131,Dapto - Avondale,50–74,2433,5679,42.83935815,2019–2020                
NSW,107011132,Horsley - Kembla Grange,50–74,951,2098,45.33570539,2019–2020                
NSW,107011133,Port Kembla Industrial,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,107011134,Unanderra - Mount Kembla,50–74,1766,3888,45.42200138,2019–2020                
NSW,107011545,Berkeley - Lake Heights - Cringila,50–74,1200,3395,35.34094248,2019–2020                
NSW,107011546,Port Kembla - Warrawong,50–74,845,2530,33.39417578,2019–2020                
NSW,107011547,Windang - Primbee,50–74,622,1360,45.73082224,2019–2020                
NSW,107021135,Illawarra Catchment Reserve,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,107031136,Albion Park - Macquarie Pass,50–74,1554,3523,44.11013341,2019–2020                
NSW,107031137,Albion Park Rail,50–74,690,1711,40.32729398,2019–2020                
NSW,107031138,Kiama,50–74,1380,2638,52.31235785,2019–2020                
NSW,107031139,Kiama Downs - Minnamurra,50–74,796,1597,49.84345648,2019–2020                
NSW,107031140,Kiama Hinterland - Gerringong,50–74,1066,2042,52.20372184,2019–2020                
NSW,107031141,Shellharbour - Flinders,50–74,2075,4314,48.09460619,2019–2020                
NSW,107031142,Shellharbour - Oak Flats,50–74,1186,2659,44.61120809,2019–2020                
NSW,107031143,Warilla,50–74,2108,5297,39.79611101,2019–2020                
NSW,107041144,Balgownie - Fairy Meadow,50–74,2154,4972,43.32022559,2019–2020                
NSW,107041145,Corrimal - Tarrawanna - Bellambi,50–74,1660,3953,41.99544773,2019–2020                
NSW,107041146,Figtree - Keiraville,50–74,1982,4467,44.37729195,2019–2020                
NSW,107041147,Helensburgh,50–74,1002,2106,47.57834758,2019–2020                
NSW,107041148,Thirroul - Austinmer - Coalcliff,50–74,1662,3305,50.28744327,2019–2020                
NSW,107041150,Woonona - Bulli - Russell Vale,50–74,2409,4892,49.24366312,2019–2020                
NSW,107041548,Wollongong - East,50–74,1636,3690,44.3222348,2019–2020                
NSW,107041549,Wollongong - West,50–74,1133,3135,36.13333402,2019–2020                
NSW,108011151,Bulahdelah - Stroud,50–74,691,1575,43.87453214,2019–2020                
NSW,108011152,Forster,50–74,2536,5039,50.33336291,2019–2020                
NSW,108011153,Forster-Tuncurry Region,50–74,994,2169,45.85244233,2019–2020                
NSW,108011154,Tuncurry,50–74,1013,1895,53.43727696,2019–2020                
NSW,108021155,Kempsey,50–74,1613,4451,36.23879977,2019–2020                
NSW,108021156,Kempsey Region,50–74,1169,2930,39.91474829,2019–2020                
NSW,108021157,Macksville - Scotts Head,50–74,732,1670,43.83233533,2019–2020                
NSW,108021158,Nambucca Heads,50–74,1008,2286,44.0931991,2019–2020                
NSW,108021159,Nambucca Heads Region,50–74,1158,2546,45.5025664,2019–2020                
NSW,108021160,South West Rocks,50–74,965,1790,53.91061453,2019–2020                
NSW,108031161,Lord Howe Island,50–74,50,117,42.73504274,2019–2020                
NSW,108041162,Laurieton - Bonny Hills,50–74,2878,5768,49.89597224,2019–2020                
NSW,108041163,Port Macquarie - East,50–74,3861,8391,46.00873741,2019–2020                
NSW,108041164,Port Macquarie - West,50–74,1891,4340,43.58132391,2019–2020                
NSW,108041165,Port Macquarie Region,50–74,644,1563,41.1764808,2019–2020                
NSW,108041166,Wauchope,50–74,1412,3228,43.72491298,2019–2020                
NSW,108051167,Gloucester,50–74,829,1666,49.75990396,2019–2020                
NSW,108051168,Old Bar - Manning Point - Red Head,50–74,1846,3494,52.82467735,2019–2020                
NSW,108051169,Taree,50–74,2635,6082,43.33068077,2019–2020                
NSW,108051170,Taree Region,50–74,2270,4625,49.09026928,2019–2020                
NSW,108051171,Wingham,50–74,658,1495,44.01337793,2019–2020                
NSW,109011172,Albury - East,50–74,1940,3754,51.67185417,2019–2020                
NSW,109011173,Albury - North,50–74,1005,2193,45.82302414,2019–2020                
NSW,109011174,Albury - South,50–74,1217,2455,49.57479383,2019–2020                
NSW,109011175,Albury Region,50–74,1507,3077,48.99703128,2019–2020                
NSW,109011176,Lavington,50–74,1602,3725,43.0058136,2019–2020                
NSW,109021177,Hay,50–74,310,801,38.71233921,2019–2020                
NSW,109021178,Wentworth - Buronga,50–74,700,1530,45.75163399,2019–2020                
NSW,109021179,Wentworth-Balranald Region,50–74,321,723,44.4035098,2019–2020                
NSW,109031180,Corowa,50–74,844,1739,48.52254483,2019–2020                
NSW,109031181,Corowa Region,50–74,920,1895,48.55855681,2019–2020                
NSW,109031182,Deniliquin,50–74,947,2137,44.31325252,2019–2020                
NSW,109031183,Deniliquin Region,50–74,699,1522,45.92518462,2019–2020                
NSW,109031184,Moama,50–74,965,1744,55.33520915,2019–2020                
NSW,109031185,Tocumwal - Finley - Jerilderie,50–74,1112,2454,45.3151056,2019–2020                
NSW,110011186,Armidale,50–74,2499,5626,44.41553216,2019–2020                
NSW,110011187,Armidale Region - North,50–74,622,1385,44.90990699,2019–2020                
NSW,110011188,Armidale Region - South,50–74,813,1753,46.3883333,2019–2020                
NSW,110011189,Walcha,50–74,446,915,48.7431694,2019–2020                
NSW,110021190,Glen Innes,50–74,1122,2645,42.4199047,2019–2020                
NSW,110021191,Inverell,50–74,1288,3060,42.09150327,2019–2020                
NSW,110021192,Inverell Region - East,50–74,560,1314,42.60887754,2019–2020                
NSW,110021193,Inverell Region - West,50–74,626,1573,39.79656707,2019–2020                
NSW,110021194,Tenterfield,50–74,771,1963,39.29707371,2019–2020                
NSW,110031195,Moree,50–74,628,1953,32.15565796,2019–2020                
NSW,110031196,Moree Region,50–74,313,1033,30.24903589,2019–2020                
NSW,110031197,Narrabri,50–74,662,1778,37.23284589,2019–2020                
NSW,110031198,Narrabri Region,50–74,336,1095,30.69042794,2019–2020                
NSW,110041199,Gunnedah,50–74,784,2127,36.85942642,2019–2020                
NSW,110041200,Gunnedah Region,50–74,383,977,39.20210388,2019–2020                
NSW,110041201,Quirindi,50–74,884,2149,41.13521946,2019–2020                
NSW,110041202,Tamworth - East,50–74,1817,4322,42.03605871,2019–2020                
NSW,110041203,Tamworth - North,50–74,1789,4195,42.64153105,2019–2020                
NSW,110041204,Tamworth - West,50–74,324,1017,31.89428554,2019–2020                
NSW,110041205,Tamworth Region,50–74,2112,4858,43.48306922,2019–2020                
NSW,111011206,Belmont - Bennetts Green,50–74,2435,4915,49.53890646,2019–2020                
NSW,111011207,Belmont South - Blacksmiths,50–74,766,1634,46.86714868,2019–2020                
NSW,111011208,Charlestown - Dudley,50–74,2705,5816,46.50126318,2019–2020                
NSW,111011209,Glendale - Cardiff - Hillsborough,50–74,2441,5413,45.10591376,2019–2020                
NSW,111011210,Mount Hutton - Windale,50–74,800,2157,37.09051055,2019–2020                
NSW,111011211,Redhead,50–74,506,962,52.59818795,2019–2020                
NSW,111011212,Swansea - Caves Beach,50–74,1803,3534,51.02143456,2019–2020                
NSW,111011213,Valentine - Eleebana,50–74,1834,3326,55.13375225,2019–2020                
NSW,111011214,Warners Bay - Boolaroo,50–74,1928,3920,49.18368089,2019–2020                
NSW,111021215,Bolton Point - Teralba,50–74,1009,2409,41.89083719,2019–2020                
NSW,111021216,Bonnells Bay - Silverwater,50–74,1116,2366,47.1682164,2019–2020                
NSW,111021217,Edgeworth - Cameron Park,50–74,1380,3094,44.60110685,2019–2020                
NSW,111021218,Morisset - Cooranbong,50–74,1840,4259,43.20161568,2019–2020                
NSW,111021219,Toronto - Awaba,50–74,2057,4118,49.9477377,2019–2020                
NSW,111021220,Wangi Wangi - Rathmines,50–74,1403,2795,50.19580889,2019–2020                
NSW,111021221,West Wallsend - Barnsley - Killingworth,50–74,816,1820,44.83516484,2019–2020                
NSW,111031222,Adamstown - Kotara,50–74,1625,3528,46.06011879,2019–2020                
NSW,111031223,Beresfield - Hexham,50–74,780,2038,38.28657747,2019–2020                
NSW,111031224,Hamilton - Broadmeadow,50–74,1325,3060,43.29465974,2019–2020                
NSW,111031225,Lambton - New Lambton,50–74,2022,4266,47.3959244,2019–2020                
NSW,111031226,Maryland - Fletcher - Minmi,50–74,1348,3159,42.66669745,2019–2020                
NSW,111031227,Mayfield - Warabrook,50–74,1370,3410,40.17666205,2019–2020                
NSW,111031228,Merewether - The Junction,50–74,1897,3668,51.7173305,2019–2020                
NSW,111031229,Newcastle - Cooks Hill,50–74,1409,2946,47.81836556,2019–2020                
NSW,111031230,Newcastle Port - Kooragang,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,111031231,Shortland - Jesmond,50–74,657,1692,38.82691514,2019–2020                
NSW,111031232,Stockton - Fullerton Cove,50–74,1233,2408,51.20431894,2019–2020                
NSW,111031233,Wallsend - Elermore Vale,50–74,2036,4475,45.5019176,2019–2020                
NSW,111031234,Waratah - North Lambton,50–74,1019,2475,41.17171717,2019–2020                
NSW,111031235,Wickham - Carrington - Tighes Hill,50–74,866,1979,43.75947448,2019–2020                
NSW,112011236,Ballina,50–74,2771,5830,47.53019551,2019–2020                
NSW,112011237,Ballina Region,50–74,2154,4587,46.95940134,2019–2020                
NSW,112011238,Bangalow,50–74,716,1737,41.2356389,2019–2020                
NSW,112011239,Brunswick Heads - Ocean Shores,50–74,1123,2725,41.20522141,2019–2020                
NSW,112011240,Byron Bay,50–74,1264,3210,39.37172615,2019–2020                
NSW,112011241,Evans Head,50–74,615,1453,42.33083064,2019–2020                
NSW,112011242,Lennox Head - Skennars Head,50–74,1004,2055,48.83191562,2019–2020                
NSW,112011243,Mullumbimby,50–74,1016,2841,35.76046713,2019–2020                
NSW,112021244,Casino,50–74,1278,3233,39.52984844,2019–2020                
NSW,112021245,Casino Region,50–74,871,2142,40.66244088,2019–2020                
NSW,112021246,Goonellabah,50–74,1300,2995,43.39831546,2019–2020                
NSW,112021247,Kyogle,50–74,990,2406,41.14669064,2019–2020                
NSW,112021248,Lismore,50–74,2076,5485,37.85077034,2019–2020                
NSW,112021249,Lismore Region,50–74,1856,4375,42.42460148,2019–2020                
NSW,112031250,Kingscliff - Fingal Head,50–74,1707,3824,44.63912134,2019–2020                
NSW,112031251,Murwillumbah,50–74,1237,3294,37.5531269,2019–2020                
NSW,112031252,Murwillumbah Region,50–74,1067,2583,41.2998839,2019–2020                
NSW,112031253,Pottsville,50–74,1601,3517,45.52442624,2019–2020                
NSW,112031254,Tweed Heads,50–74,2321,5488,42.30360753,2019–2020                
NSW,112031550,Banora Point,50–74,1680,3802,44.20028209,2019–2020                
NSW,112031551,Terranora - North Tumblegum,50–74,353,784,44.99661662,2019–2020                
NSW,112031552,Tweed Heads South,50–74,1173,2828,41.46959176,2019–2020                
NSW,113011256,Griffith (NSW),50–74,1913,5073,37.70798583,2019–2020                
NSW,113011257,Griffith Region,50–74,744,2099,35.45315583,2019–2020                
NSW,113011258,Leeton,50–74,895,2457,36.42653643,2019–2020                
NSW,113011259,Narrandera,50–74,687,1721,39.91865688,2019–2020                
NSW,113021260,Tumbarumba,50–74,405,918,44.12909917,2019–2020                
NSW,113021261,Tumut,50–74,870,1911,45.50006278,2019–2020                
NSW,113021262,Tumut Region,50–74,504,1137,44.36726702,2019–2020                
NSW,113031263,Cootamundra,50–74,1011,2159,46.82827649,2019–2020                
NSW,113031264,Gundagai,50–74,336,851,39.48479134,2019–2020                
NSW,113031265,Junee,50–74,574,1405,40.852052,2019–2020                
NSW,113031266,Temora,50–74,871,1868,46.62729553,2019–2020                
NSW,113031267,Wagga Wagga - East,50–74,1543,3350,46.07412373,2019–2020                
NSW,113031268,Wagga Wagga - North,50–74,299,640,46.71948043,2019–2020                
NSW,113031269,Wagga Wagga - South,50–74,1766,4127,42.80304845,2019–2020                
NSW,113031270,Wagga Wagga - West,50–74,1489,3604,41.31618052,2019–2020                
NSW,113031271,Wagga Wagga Region,50–74,1292,3063,42.18359236,2019–2020                
NSW,114011272,Berry - Kangaroo Valley,50–74,1340,2638,50.80735428,2019–2020                
NSW,114011273,Callala Bay - Currarong,50–74,600,1217,49.29686885,2019–2020                
NSW,114011274,Culburra Beach,50–74,707,1472,48.02767386,2019–2020                
NSW,114011275,Ettrema - Sassafras - Budawang,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,114011276,Huskisson - Vincentia,50–74,1181,2200,53.68978938,2019–2020                
NSW,114011277,North Nowra - Bomaderry,50–74,1839,3948,46.58754844,2019–2020                
NSW,114011278,Nowra,50–74,2128,5275,40.33758829,2019–2020                
NSW,114011279,St Georges Basin - Erowal Bay,50–74,1814,4015,45.17081681,2019–2020                
NSW,114011280,Sussex Inlet - Berrara,50–74,735,1518,48.40127327,2019–2020                
NSW,114011281,Tomerong - Wandandian - Woollamia,50–74,496,993,49.98517621,2019–2020                
NSW,114011282,Ulladulla,50–74,2388,4668,51.1601581,2019–2020                
NSW,114011283,Ulladulla Region,50–74,1195,2418,49.4147704,2019–2020                
NSW,114021284,Bowral,50–74,1981,4155,47.6774792,2019–2020                
NSW,114021285,Hill Top - Colo Vale,50–74,546,1377,39.64098633,2019–2020                
NSW,114021286,Mittagong,50–74,1333,2882,46.25938513,2019–2020                
NSW,114021287,Moss Vale - Berrima,50–74,1427,3201,44.56208804,2019–2020                
NSW,114021288,Robertson - Fitzroy Falls,50–74,399,897,44.48489061,2019–2020                
NSW,114021289,Southern Highlands,50–74,861,1725,49.92924332,2019–2020                
NSW,115011290,Baulkham Hills (East),50–74,2321,5389,43.06921507,2019–2020                
NSW,115011291,Baulkham Hills (West) - Bella Vista,50–74,2681,5855,45.78992314,2019–2020                
NSW,115011294,Glenhaven,50–74,811,1687,48.07349463,2019–2020                
NSW,115011296,West Pennant Hills,50–74,1856,4202,44.16857727,2019–2020                
NSW,115011553,Castle Hill - Central,50–74,725,1661,43.64336974,2019–2020                
NSW,115011554,Castle Hill - East,50–74,590,1292,45.66063375,2019–2020                
NSW,115011555,Castle Hill - North,50–74,1692,3607,46.90497332,2019–2020                
NSW,115011556,Castle Hill - South,50–74,1051,2296,45.77045954,2019–2020                
NSW,115011557,Castle Hill - West,50–74,612,1401,43.67895833,2019–2020                
NSW,115011558,Cherrybrook,50–74,2395,5415,44.22899354,2019–2020                
NSW,115011559,Kellyville,50–74,2591,6065,42.71702878,2019–2020                
NSW,115021297,Dural - Kenthurst - Wisemans Ferry,50–74,2416,5764,41.91316528,2019–2020                
NSW,115021298,Galston - Laughtondale,50–74,629,1422,44.2326959,2019–2020                
NSW,115031299,Bilpin - Colo - St Albans,50–74,363,907,40.01091406,2019–2020                
NSW,115031300,Kurrajong Heights - Ebenezer,50–74,2429,5414,44.86681448,2019–2020                
NSW,115041301,Pitt Town - McGraths Hill,50–74,1369,3193,42.87523127,2019–2020                
NSW,115041302,Rouse Hill - Beaumont Hills,50–74,2221,5522,40.21829933,2019–2020                
NSW,116011303,Blacktown (East) - Kings Park,50–74,1033,3113,33.19698232,2019–2020                
NSW,116011304,Blacktown (North) - Marayong,50–74,1384,3934,35.18200833,2019–2020                
NSW,116011306,Doonside - Woodcroft,50–74,1978,5437,36.38035681,2019–2020                
NSW,116011307,Lalor Park - Kings Langley,50–74,2236,5933,37.68763092,2019–2020                
NSW,116011308,Seven Hills - Toongabbie,50–74,2231,5727,38.9549154,2019–2020                
NSW,116011560,Blacktown (South),50–74,924,2640,35.00222417,2019–2020                
NSW,116011561,Blacktown (West),50–74,1149,3378,34.02670522,2019–2020                
NSW,116021309,Glenwood,50–74,1410,3553,39.68342709,2019–2020                
NSW,116021310,Parklea - Kellyville Ridge,50–74,2094,5505,38.02945446,2019–2020                
NSW,116021312,Riverstone - Marsden Park,50–74,1884,5039,37.3819066,2019–2020                
NSW,116021562,Acacia Gardens,50–74,286,754,37.93103448,2019–2020                
NSW,116021563,Quakers Hill,50–74,1771,4520,39.17958502,2019–2020                
NSW,116031313,Bidwill - Hebersham - Emerton,50–74,1143,4246,26.920072,2019–2020                
NSW,116031314,Glendenning - Dean Park,50–74,516,1622,31.82393453,2019–2020                
NSW,116031315,Hassall Grove - Plumpton,50–74,1603,4684,34.21821388,2019–2020                
NSW,116031316,Lethbridge Park - Tregear,50–74,1017,3899,26.08776735,2019–2020                
NSW,116031317,Mount Druitt - Whalan,50–74,1425,4829,29.50853839,2019–2020                
NSW,116031318,Prospect Reservoir,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,116031319,Rooty Hill - Minchinbury,50–74,1768,5035,35.1122856,2019–2020                
NSW,117011320,Banksmeadow,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,117011321,Botany,50–74,987,2558,38.58484387,2019–2020                
NSW,117011322,Mascot - Eastlakes,50–74,1652,4748,34.79675796,2019–2020                
NSW,117011323,Pagewood - Hillsdale - Daceyville,50–74,1029,2868,35.89158394,2019–2020                
NSW,117011324,Port Botany Industrial,50–74,n.p.,n.p.,n.p.,2019–2020                
NSW,117011325,Sydney Airport,50–74,98,244,40.16393443,2019–2020                
NSW,117021326,Marrickville,50–74,2413,6206,38.88171956,2019–2020                
NSW,117021327,Petersham - Stanmore,50–74,1600,4179,38.28550928,2019–2020                
NSW,117021328,Sydenham - Tempe - St Peters,50–74,714,1832,38.97379913,2019–2020                
NSW,117031329,Darlinghurst,50–74,986,2681,36.77690434,2019–2020                
NSW,117031330,Erskineville - Alexandria,50–74,1375,3218,42.71888553,2019–2020                
NSW,117031331,Glebe - Forest Lodge,50–74,1616,4404,36.69256087,2019–2020                
NSW,117031332,Newtown - Camperdown - Darlington,50–74,1829,4618,39.60950112,2019–2020                
NSW,117031333,Potts Point - Woolloomooloo,50–74,1714,4886,35.07957629,2019–2020                
