State/territory,SA3 code,SA3 name,Participated,Invited,Participation (%),Year
WA,50601,Armadale,"7,412","19,227",38.5,2020-2021
WA,50602,Belmont - Victoria Park,"6,020","16,016",37.6,2020-2021
WA,50603,Canning,"9,377","22,150",42.3,2020-2021
WA,50604,Gosnells,"10,280","27,164",37.8,2020-2021
WA,50605,Kalamunda,"6,472","15,082",42.9,2020-2021
WA,50606,Serpentine - Jarrahdale,"2,604","6,501",40.1,2020-2021
WA,50607,South Perth,"4,711","10,613",44.4,2020-2021
WA,50701,Cockburn,"10,196","24,937",40.9,2020-2021
WA,50702,Fremantle,"4,866","11,230",43.3,2020-2021
WA,50703,Kwinana,"2,808","8,458",33.2,2020-2021
WA,50704,Melville,"13,224","27,586",47.9,2020-2021
WA,50705,Rockingham,"12,700","31,771",40,2020-2021
WA,50901,Albany,"8,533","18,634",45.8,2020-2021
WA,50902,Wheat Belt - North,"6,869","17,320",39.7,2020-2021
WA,50903,Wheat Belt - South,"2,319","5,697",40.7,2020-2021
WA,51001,Kimberley,"1,445","6,632",21.8,2020-2021
WA,51002,East Pilbara,614,"3,296",18.6,2020-2021
WA,51003,West Pilbara,"1,022","3,933",26,2020-2021
WA,51101,Esperance,"1,936","4,421",43.8,2020-2021
WA,51102,Gascoyne,759,"2,266",33.5,2020-2021
WA,51103,Goldfields,"2,344","8,658",27.1,2020-2021
WA,51104,Mid West,"5,943","15,233",39,2020-2021
SA,40101,Adelaide City,"2,377","6,617",35.9,2020-2021
SA,40102,Adelaide Hills,"10,365","21,621",47.9,2020-2021
SA,40103,Burnside,"5,848","11,735",49.8,2020-2021
SA,40104,Campbelltown (SA),"5,563","12,742",43.7,2020-2021
SA,40105,Norwood - Payneham - St Peters,"4,335","9,380",46.2,2020-2021
SA,40106,Prospect - Walkerville,"3,395","7,225",47,2020-2021
SA,40107,Unley,"4,731","9,792",48.3,2020-2021
SA,40201,Gawler - Two Wells,"4,348","10,136",42.9,2020-2021
SA,40202,Playford,"7,286","21,098",34.5,2020-2021
SA,40203,Port Adelaide - East,"5,884","14,505",40.6,2020-2021
SA,40204,Salisbury,"12,885","32,793",39.3,2020-2021
SA,40205,Tea Tree Gully,"11,624","24,883",46.7,2020-2021
SA,40301,Holdfast Bay,"5,079","9,745",52.1,2020-2021
SA,40302,Marion,"11,084","23,464",47.2,2020-2021
SA,40303,Mitcham,"8,225","16,381",50.2,2020-2021
SA,40304,Onkaparinga,"21,068","45,889",45.9,2020-2021
SA,40401,Charles Sturt,"12,917","29,497",43.8,2020-2021
SA,40402,Port Adelaide - West,"6,591","16,410",40.2,2020-2021
SA,40403,West Torrens,"6,457","14,687",44,2020-2021
SA,40501,Barossa,"4,603","9,596",48,2020-2021
SA,40502,Lower North,"3,047","6,719",45.3,2020-2021
SA,40503,Mid North,"3,528","8,296",42.5,2020-2021
SA,40504,Yorke Peninsula,"4,393","8,733",50.3,2020-2021
SA,40601,Eyre Peninsula and South West,"6,541","15,804",41.4,2020-2021
SA,40602,Outback - North and East,"2,051","5,850",35.1,2020-2021
SA,40701,Fleurieu - Kangaroo Island,"8,647","16,943",51,2020-2021
SA,40702,Limestone Coast,"8,010","18,583",43.1,2020-2021
SA,40703,Murray and Mallee,"8,971","20,835",43.1,2020-2021
Tas,60101,Brighton,"1,622","4,224",38.4,2020-2021
Tas,60102,Hobart - North East,"7,019","14,485",48.5,2020-2021
Tas,60103,Hobart - North West,"5,399","14,228",37.9,2020-2021
Tas,60104,Hobart - South and West,"4,711","9,149",51.5,2020-2021
Tas,60105,Hobart Inner,"6,766","13,919",48.6,2020-2021
Tas,60106,Sorell - Dodges Ferry,"2,292","5,160",44.4,2020-2021
Tas,60201,Launceston,"9,330","21,454",43.5,2020-2021
Tas,60202,Meander Valley - West Tamar,"3,380","7,496",45.1,2020-2021
Tas,60203,North East,"5,305","12,177",43.6,2020-2021
Tas,60301,Central Highlands (Tas),"1,341","3,487",38.5,2020-2021
Tas,60302,Huon - Bruny Island,"3,086","6,758",45.7,2020-2021
Tas,60303,South East Coast,"1,480","2,955",50.1,2020-2021
Tas,60401,Burnie - Ulverstone,"6,436","14,778",43.6,2020-2021
Tas,60402,Devonport,"6,250","14,098",44.3,2020-2021
Tas,60403,West Coast,"2,042","5,235",39,2020-2021
ACT,80101,Belconnen,"9,584","22,039",43.5,2020-2021
ACT,80103,Canberra East,92,283,32.5,2020-2021
ACT,80104,Gungahlin,"5,710","13,581",42,2020-2021
ACT,80105,North Canberra,"5,020","11,338",44.3,2020-2021
ACT,80106,South Canberra,"3,792","8,324",45.6,2020-2021
ACT,80107,Tuggeranong,"10,059","23,090",43.6,2020-2021
ACT,80108,Weston Creek,"2,518","5,386",46.7,2020-2021
ACT,80109,Woden Valley,"4,110","8,819",46.6,2020-2021
ACT,80110,Molonglo,594,"1,296",45.8,2020-2021
ACT,80111,Urriarra - Namadgi,175,479,36.5,2020-2021
NT,70101,Darwin City,"2,137","7,744",27.6,2020-2021
NT,70102,Darwin Suburbs,"3,413","11,085",30.8,2020-2021
NT,70103,Litchfield,"1,492","4,571",32.6,2020-2021
NT,70104,Palmerston,"1,044","4,323",24.1,2020-2021
NT,70201,Alice Springs,"1,893","8,559",22.1,2020-2021
NT,70202,Barkly,121,953,12.7,2020-2021
NT,70203,Daly - Tiwi - West Arnhem,276,"1,633",16.9,2020-2021
NT,70204,East Arnhem,239,"1,921",12.4,2020-2021
NT,70205,Katherine,484,"3,050",15.9,2020-2021
